ruleId	npcId	mapX	mapY	dir	minrefreshsecond	maxrefreshsecond	killPoint
5	05gcz014	3336	2129	2	1	1	40
5	05gcz014	3356	2285	2	1	1	40
5	05gcz014	4568	2003	2	1	1	40
5	05gcz014	4351	2168	2	1	1	40
5	05gcz014	3715	2282	2	1	1	40
5	05gcz014	4331	2210	2	1	1	40
5	05gcz015	4054	2178	2			40
5	05gcz016	3952	2001	2			40
5	05gcz017	3537	1430	2			100
5	05gcz018	2791	1829	2			100
5	05gcz019	4668	1007	2	180	180	40
5	05gcz020	2009	2160	2	180	180	40
5	05gcz029	1867	1626	2	180	180	40
							
6	06gcz001	1893	982	2			500
6	06gcz002	2212	986	2			40
6	06gcz002	1893	823	2			40
6	06gcz002	1886	1141	2			40
6	06gcz002	1568	982	2			40
6	06gcz003	1550	1199	2			100
6	06gcz005	2330	1145	2			100
6	06gcz006	2147	1354	2			40
6	06gcz006	2052	1398	2			40
6	06gcz006	1948	1451	2			40
6	06gcz006	1845	1503	2			40
6	06gcz006	1737	1566	2			40
6	06gcz006	1621	1618	2			40
6	06gcz008	3007	1531	2			200
6	06gcz009	2325	1520	2			100
6	06gcz009	3359	1029	2			100
6	06gcz010	3748	724	2			40
6	06gcz010	1299	1918	2			40
6	06gcz011	1464	321	2			40
6	06gcz012	803	615	2			40
6	06gcz013	1076	743	2	1	1	40
6	06gcz013	1176	691	2	1	1	40
6	06gcz013	1285	640	2	1	1	40
6	06gcz013	1374	593	2	1	1	40
6	06gcz013	1462	551	2	1	1	40
6	06gcz013	1549	508	2	1	1	40
6	06gcz014	2767	2248	2	1	1	40
6	06gcz014	3070	2214	2	1	1	40
6	06gcz014	3336	2129	2	1	1	40
6	06gcz014	3356	2285	2	1	1	40
6	06gcz014	4568	2003	2	1	1	40
6	06gcz014	4351	2168	2	1	1	40
6	06gcz014	3715	2282	2	1	1	40
6	06gcz014	4331	2210	2	1	1	40
6	06gcz015	4054	2178	2			40
6	06gcz016	3952	2001	2			40
6	06gcz017	3537	1430	2			100
6	06gcz018	2791	1829	2			100
6	06gcz019	4668	1007	2	180	180	40
6	06gcz020	2009	2160	2	180	180	40
6	06gcz029	1867	1626	2	180	180	40
							
7	07gcz001	1893	982	2			500
7	07gcz002	2212	986	2			40
7	07gcz002	1893	823	2			40
7	07gcz002	1886	1141	2			40
7	07gcz002	1568	982	2			40
7	07gcz003	1550	1199	2			100
7	07gcz005	2330	1145	2			100
7	07gcz006	2147	1354	2			40
7	07gcz006	2052	1398	2			40
7	07gcz006	1948	1451	2			40
7	07gcz006	1845	1503	2			40
7	07gcz006	1737	1566	2			40
7	07gcz006	1621	1618	2			40
7	07gcz008	3007	1531	2			200
7	07gcz009	2325	1520	2			100
7	07gcz009	3359	1029	2			100
7	07gcz010	3748	724	2			40
7	07gcz010	1299	1918	2			40
7	07gcz011	1464	321	2			40
7	07gcz012	803	615	2			40
7	07gcz013	1076	743	2	1	1	40
7	07gcz013	1176	691	2	1	1	40
7	07gcz013	1285	640	2	1	1	40
7	07gcz013	1374	593	2	1	1	40
7	07gcz013	1462	551	2	1	1	40
7	07gcz013	1549	508	2	1	1	40
7	07gcz014	2767	2248	2	1	1	40
7	07gcz014	3070	2214	2	1	1	40
7	07gcz014	3336	2129	2	1	1	40
7	07gcz014	3356	2285	2	1	1	40
7	07gcz014	4568	2003	2	1	1	40
7	07gcz014	4351	2168	2	1	1	40
7	07gcz014	3715	2282	2	1	1	40
7	07gcz014	4331	2210	2	1	1	40
7	07gcz015	4054	2178	2			40
7	07gcz016	3952	2001	2			40
7	07gcz017	3537	1430	2			100
7	07gcz018	2791	1829	2			100
7	07gcz019	4668	1007	2	180	180	40
7	07gcz020	2009	2160	2	180	180	40
7	07gcz029	1867	1626	2	180	180	40
							
8	08gcz001	1893	982	2			500
8	08gcz002	2212	986	2			40
8	08gcz002	1893	823	2			40
8	08gcz002	1886	1141	2			40
8	08gcz002	1568	982	2			40
8	08gcz003	1550	1199	2			100
8	08gcz005	2330	1145	2			100
8	08gcz006	2147	1354	2			40
8	08gcz006	2052	1398	2			40
8	08gcz006	1948	1451	2			40
8	08gcz006	1845	1503	2			40
8	08gcz006	1737	1566	2			40
8	08gcz006	1621	1618	2			40
8	08gcz008	3007	1531	2			200
8	08gcz009	2325	1520	2			100
8	08gcz009	3359	1029	2			100
8	08gcz010	3748	724	2			40
8	08gcz010	1299	1918	2			40
8	08gcz011	1464	321	2			40
8	08gcz012	803	615	2			40
8	08gcz013	1076	743	2	1	1	40
8	08gcz013	1176	691	2	1	1	40
8	08gcz013	1285	640	2	1	1	40
8	08gcz013	1374	593	2	1	1	40
8	08gcz013	1462	551	2	1	1	40
8	08gcz013	1549	508	2	1	1	40
8	08gcz014	2767	2248	2	1	1	40
8	08gcz014	3070	2214	2	1	1	40
8	08gcz014	3336	2129	2	1	1	40
8	08gcz014	3356	2285	2	1	1	40
8	08gcz014	4568	2003	2	1	1	40
8	08gcz014	4351	2168	2	1	1	40
8	08gcz014	3715	2282	2	1	1	40
8	08gcz014	4331	2210	2	1	1	40
8	08gcz015	4054	2178	2			40
8	08gcz016	3952	2001	2			40
8	08gcz017	3537	1430	2			100
8	08gcz018	2791	1829	2			100
8	08gcz019	4668	1007	2	180	180	40
8	08gcz020	2009	2160	2	180	180	40
8	08gcz029	1867	1626	2	180	180	40
							
9	09gcz001	1893	982	2			500
9	09gcz002	2212	986	2			40
9	09gcz002	1893	823	2			40
9	09gcz002	1886	1141	2			40
9	09gcz002	1568	982	2			40
9	09gcz003	1550	1199	2			100
9	09gcz005	2330	1145	2			100
9	09gcz006	2147	1354	2			40
9	09gcz006	2052	1398	2			40
9	09gcz006	1948	1451	2			40
9	09gcz006	1845	1503	2			40
9	09gcz006	1737	1566	2			40
9	09gcz006	1621	1618	2			40
9	09gcz008	3007	1531	2			200
9	09gcz009	2325	1520	2			100
9	09gcz009	3359	1029	2			100
9	09gcz010	3748	724	2			40
9	09gcz010	1299	1918	2			40
9	09gcz011	1464	321	2			40
9	09gcz012	803	615	2			40
9	09gcz013	1076	743	2	1	1	40
9	09gcz013	1176	691	2	1	1	40
9	09gcz013	1285	640	2	1	1	40
9	09gcz013	1374	593	2	1	1	40
9	09gcz013	1462	551	2	1	1	40
9	09gcz013	1549	508	2	1	1	40
9	09gcz014	2767	2248	2	1	1	40
9	09gcz014	3070	2214	2	1	1	40
9	09gcz014	3336	2129	2	1	1	40
9	09gcz014	3356	2285	2	1	1	40
9	09gcz014	4568	2003	2	1	1	40
9	09gcz014	4351	2168	2	1	1	40
9	09gcz014	3715	2282	2	1	1	40
9	09gcz014	4331	2210	2	1	1	40
9	09gcz015	4054	2178	2			40
9	09gcz016	3952	2001	2			40
9	09gcz017	3537	1430	2			100
9	09gcz018	2791	1829	2			100
9	09gcz019	4668	1007	2	180	180	40
9	09gcz020	2009	2160	2	180	180	40
9	09gcz029	1867	1626	2	180	180	40
							
10	10gcz001	1893	982	2			500
10	10gcz002	2212	986	2			40
10	10gcz002	1893	823	2			40
10	10gcz002	1886	1141	2			40
10	10gcz002	1568	982	2			40
10	10gcz003	1550	1199	2			100
10	10gcz005	2330	1145	2			100
10	10gcz006	2147	1354	2			40
10	10gcz006	2052	1398	2			40
10	10gcz006	1948	1451	2			40
10	10gcz006	1845	1503	2			40
10	10gcz006	1737	1566	2			40
10	10gcz006	1621	1618	2			40
10	10gcz008	3007	1531	2			200
10	10gcz009	2325	1520	2			100
10	10gcz009	3359	1029	2			100
10	10gcz010	3748	724	2			40
10	10gcz010	1299	1918	2			40
10	10gcz011	1464	321	2			40
10	10gcz012	803	615	2			40
10	10gcz013	1076	743	2	1	1	40
10	10gcz013	1176	691	2	1	1	40
10	10gcz013	1285	640	2	1	1	40
10	10gcz013	1374	593	2	1	1	40
10	10gcz013	1462	551	2	1	1	40
10	10gcz013	1549	508	2	1	1	40
10	10gcz014	2767	2248	2	1	1	40
10	10gcz014	3070	2214	2	1	1	40
10	10gcz014	3336	2129	2	1	1	40
10	10gcz014	3356	2285	2	1	1	40
10	10gcz014	4568	2003	2	1	1	40
10	10gcz014	4351	2168	2	1	1	40
10	10gcz014	3715	2282	2	1	1	40
10	10gcz014	4331	2210	2	1	1	40
10	10gcz015	4054	2178	2			40
10	10gcz016	3952	2001	2			40
10	10gcz017	3537	1430	2			100
10	10gcz018	2791	1829	2			100
10	10gcz019	4668	1007	2	180	180	40
10	10gcz020	2009	2160	2	180	180	40
10	10gcz029	1867	1626	2	180	180	40
							
11	11gcz001	1893	982	2			500
11	11gcz002	2212	986	2			40
11	11gcz002	1893	823	2			40
11	11gcz002	1886	1141	2			40
11	11gcz002	1568	982	2			40
11	11gcz003	1550	1199	2			100
11	11gcz005	2330	1145	2			100
11	11gcz006	2147	1354	2			40
11	11gcz006	2052	1398	2			40
11	11gcz006	1948	1451	2			40
11	11gcz006	1845	1503	2			40
11	11gcz006	1737	1566	2			40
11	11gcz006	1621	1618	2			40
11	11gcz008	3007	1531	2			200
11	11gcz009	2325	1520	2			100
11	11gcz009	3359	1029	2			100
11	11gcz010	3748	724	2			40
11	11gcz010	1299	1918	2			40
11	11gcz011	1464	321	2			40
11	11gcz012	803	615	2			40
11	11gcz013	1076	743	2	1	1	40
11	11gcz013	1176	691	2	1	1	40
11	11gcz013	1285	640	2	1	1	40
11	11gcz013	1374	593	2	1	1	40
11	11gcz013	1462	551	2	1	1	40
11	11gcz013	1549	508	2	1	1	40
11	11gcz014	2767	2248	2	1	1	40
11	11gcz014	3070	2214	2	1	1	40
11	11gcz014	3336	2129	2	1	1	40
11	11gcz014	3356	2285	2	1	1	40
11	11gcz014	4568	2003	2	1	1	40
11	11gcz014	4351	2168	2	1	1	40
11	11gcz014	3715	2282	2	1	1	40
11	11gcz014	4331	2210	2	1	1	40
11	11gcz015	4054	2178	2			40
11	11gcz016	3952	2001	2			40
11	11gcz017	3537	1430	2			100
11	11gcz018	2791	1829	2			100
11	11gcz019	4668	1007	2	180	180	40
11	11gcz020	2009	2160	2	180	180	40
11	11gcz029	1867	1626	2	180	180	40
							
12	12gcz001	1893	982	2			500
12	12gcz002	2212	986	2			40
12	12gcz002	1893	823	2			40
12	12gcz002	1886	1141	2			40
12	12gcz002	1568	982	2			40
12	12gcz003	1550	1199	2			100
12	12gcz005	2330	1145	2			100
12	12gcz006	2147	1354	2			40
12	12gcz006	2052	1398	2			40
12	12gcz006	1948	1451	2			40
12	12gcz006	1845	1503	2			40
12	12gcz006	1737	1566	2			40
12	12gcz006	1621	1618	2			40
12	12gcz008	3007	1531	2			200
12	12gcz009	2325	1520	2			100
12	12gcz009	3359	1029	2			100
12	12gcz010	3748	724	2			40
12	12gcz010	1299	1918	2			40
12	12gcz011	1464	321	2			40
12	12gcz012	803	615	2			40
12	12gcz013	1076	743	2	1	1	40
12	12gcz013	1176	691	2	1	1	40
12	12gcz013	1285	640	2	1	1	40
12	12gcz013	1374	593	2	1	1	40
12	12gcz013	1462	551	2	1	1	40
12	12gcz013	1549	508	2	1	1	40
12	12gcz014	2767	2248	2	1	1	40
12	12gcz014	3070	2214	2	1	1	40
12	12gcz014	3336	2129	2	1	1	40
12	12gcz014	3356	2285	2	1	1	40
12	12gcz014	4568	2003	2	1	1	40
12	12gcz014	4351	2168	2	1	1	40
12	12gcz014	3715	2282	2	1	1	40
12	12gcz014	4331	2210	2	1	1	40
12	12gcz015	4054	2178	2			40
12	12gcz016	3952	2001	2			40
12	12gcz017	3537	1430	2			100
12	12gcz018	2791	1829	2			100
12	12gcz019	4668	1007	2	180	180	40
12	12gcz020	2009	2160	2	180	180	40
12	12gcz029	1867	1626	2	180	180	40
							
13	13gcz001	1893	982	2			500
13	13gcz002	2212	986	2			40
13	13gcz002	1893	823	2			40
13	13gcz002	1886	1141	2			40
13	13gcz002	1568	982	2			40
13	13gcz003	1550	1199	2			100
13	13gcz005	2330	1145	2			100
13	13gcz006	2147	1354	2			40
13	13gcz006	2052	1398	2			40
13	13gcz006	1948	1451	2			40
13	13gcz006	1845	1503	2			40
13	13gcz006	1737	1566	2			40
13	13gcz006	1621	1618	2			40
13	13gcz008	3007	1531	2			200
13	13gcz009	2325	1520	2			100
13	13gcz009	3359	1029	2			100
13	13gcz010	3748	724	2			40
13	13gcz010	1299	1918	2			40
13	13gcz011	1464	321	2			40
13	13gcz012	803	615	2			40
13	13gcz013	1076	743	2	1	1	40
13	13gcz013	1176	691	2	1	1	40
13	13gcz013	1285	640	2	1	1	40
13	13gcz013	1374	593	2	1	1	40
13	13gcz013	1462	551	2	1	1	40
13	13gcz013	1549	508	2	1	1	40
13	13gcz014	2767	2248	2	1	1	40
13	13gcz014	3070	2214	2	1	1	40
13	13gcz014	3336	2129	2	1	1	40
13	13gcz014	3356	2285	2	1	1	40
13	13gcz014	4568	2003	2	1	1	40
13	13gcz014	4351	2168	2	1	1	40
13	13gcz014	3715	2282	2	1	1	40
13	13gcz014	4331	2210	2	1	1	40
13	13gcz015	4054	2178	2			40
13	13gcz016	3952	2001	2			40
13	13gcz017	3537	1430	2			100
13	13gcz018	2791	1829	2			100
13	13gcz019	4668	1007	2	180	180	40
13	13gcz020	2009	2160	2	180	180	40
13	13gcz029	1867	1626	2	180	180	40
							
14	14gcz001	1893	982	2			500
14	14gcz002	2212	986	2			40
14	14gcz002	1893	823	2			40
14	14gcz002	1886	1141	2			40
14	14gcz002	1568	982	2			40
14	14gcz003	1550	1199	2			100
14	14gcz005	2330	1145	2			100
14	14gcz006	2147	1354	2			40
14	14gcz006	2052	1398	2			40
14	14gcz006	1948	1451	2			40
14	14gcz006	1845	1503	2			40
14	14gcz006	1737	1566	2			40
14	14gcz006	1621	1618	2			40
14	14gcz008	3007	1531	2			200
14	14gcz009	2325	1520	2			100
14	14gcz009	3359	1029	2			100
14	14gcz010	3748	724	2			40
14	14gcz010	1299	1918	2			40
14	14gcz011	1464	321	2			40
14	14gcz012	803	615	2			40
14	14gcz013	1076	743	2	1	1	40
14	14gcz013	1176	691	2	1	1	40
14	14gcz013	1285	640	2	1	1	40
14	14gcz013	1374	593	2	1	1	40
14	14gcz013	1462	551	2	1	1	40
14	14gcz013	1549	508	2	1	1	40
14	14gcz014	2767	2248	2	1	1	40
14	14gcz014	3070	2214	2	1	1	40
14	14gcz014	3336	2129	2	1	1	40
14	14gcz014	3356	2285	2	1	1	40
14	14gcz014	4568	2003	2	1	1	40
14	14gcz014	4351	2168	2	1	1	40
14	14gcz014	3715	2282	2	1	1	40
14	14gcz014	4331	2210	2	1	1	40
14	14gcz015	4054	2178	2			40
14	14gcz016	3952	2001	2			40
14	14gcz017	3537	1430	2			100
14	14gcz018	2791	1829	2			100
14	14gcz019	4668	1007	2	180	180	40
14	14gcz020	2009	2160	2	180	180	40
14	14gcz029	1867	1626	2	180	180	40
							
15	15gcz001	1893	982	2			500
15	15gcz002	2212	986	2			40
15	15gcz002	1893	823	2			40
15	15gcz002	1886	1141	2			40
15	15gcz002	1568	982	2			40
15	15gcz003	1550	1199	2			100
15	15gcz005	2330	1145	2			100
15	15gcz006	2147	1354	2			40
15	15gcz006	2052	1398	2			40
15	15gcz006	1948	1451	2			40
15	15gcz006	1845	1503	2			40
15	15gcz006	1737	1566	2			40
15	15gcz006	1621	1618	2			40
15	15gcz008	3007	1531	2			200
15	15gcz009	2325	1520	2			100
15	15gcz009	3359	1029	2			100
15	15gcz010	3748	724	2			40
15	15gcz010	1299	1918	2			40
15	15gcz011	1464	321	2			40
15	15gcz012	803	615	2			40
15	15gcz013	1076	743	2	1	1	40
15	15gcz013	1176	691	2	1	1	40
15	15gcz013	1285	640	2	1	1	40
15	15gcz013	1374	593	2	1	1	40
15	15gcz013	1462	551	2	1	1	40
15	15gcz013	1549	508	2	1	1	40
15	15gcz014	2767	2248	2	1	1	40
15	15gcz014	3070	2214	2	1	1	40
15	15gcz014	3336	2129	2	1	1	40
15	15gcz014	3356	2285	2	1	1	40
15	15gcz014	4568	2003	2	1	1	40
15	15gcz014	4351	2168	2	1	1	40
15	15gcz014	3715	2282	2	1	1	40
15	15gcz014	4331	2210	2	1	1	40
15	15gcz015	4054	2178	2			40
15	15gcz016	3952	2001	2			40
15	15gcz017	3537	1430	2			100
15	15gcz018	2791	1829	2			100
15	15gcz019	4668	1007	2	180	180	40
15	15gcz020	2009	2160	2	180	180	40
15	15gcz029	1867	1626	2	180	180	40
							
16	16gcz001	1893	982	2			500
16	16gcz002	2212	986	2			40
16	16gcz002	1893	823	2			40
16	16gcz002	1886	1141	2			40
16	16gcz002	1568	982	2			40
16	16gcz003	1550	1199	2			100
16	16gcz005	2330	1145	2			100
16	16gcz006	2147	1354	2			40
16	16gcz006	2052	1398	2			40
16	16gcz006	1948	1451	2			40
16	16gcz006	1845	1503	2			40
16	16gcz006	1737	1566	2			40
16	16gcz006	1621	1618	2			40
16	16gcz008	3007	1531	2			200
16	16gcz009	2325	1520	2			100
16	16gcz009	3359	1029	2			100
16	16gcz010	3748	724	2			40
16	16gcz010	1299	1918	2			40
16	16gcz011	1464	321	2			40
16	16gcz012	803	615	2			40
16	16gcz013	1076	743	2	1	1	40
16	16gcz013	1176	691	2	1	1	40
16	16gcz013	1285	640	2	1	1	40
16	16gcz013	1374	593	2	1	1	40
16	16gcz013	1462	551	2	1	1	40
16	16gcz013	1549	508	2	1	1	40
16	16gcz014	2767	2248	2	1	1	40
16	16gcz014	3070	2214	2	1	1	40
16	16gcz014	3336	2129	2	1	1	40
16	16gcz014	3356	2285	2	1	1	40
16	16gcz014	4568	2003	2	1	1	40
16	16gcz014	4351	2168	2	1	1	40
16	16gcz014	3715	2282	2	1	1	40
16	16gcz014	4331	2210	2	1	1	40
16	16gcz015	4054	2178	2			40
16	16gcz016	3952	2001	2			40
16	16gcz017	3537	1430	2			100
16	16gcz018	2791	1829	2			100
16	16gcz019	4668	1007	2	180	180	40
16	16gcz020	2009	2160	2	180	180	40
16	16gcz029	1867	1626	2	180	180	40
							
