skillId	name	level	sourceType	iconId	effectId	actionId	musicId	shockRate	buffUse	skillApplyType	hp	mp	cd	minUseRange	maxUseRange	serverTargetType	clientTargetType	triggerPassive	useGlobalCd	hitChange	critChange	attackType	prepareArg	hatredPercent	hatredAdd	affectSkills	targetAnimId	targetEffectId	battleScore	desc
102	抵抗破甲	13	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	65	提升角色抵抗破甲的概率13%。
102	抵抗破甲	14	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	70	提升角色抵抗破甲的概率14%。
102	抵抗破甲	15	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	75	提升角色抵抗破甲的概率15%。
102	抵抗破甲	16	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	80	提升角色抵抗破甲的概率16%。
102	抵抗破甲	17	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	85	提升角色抵抗破甲的概率17%。
102	抵抗破甲	18	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	90	提升角色抵抗破甲的概率18%。
102	抵抗破甲	19	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	95	提升角色抵抗破甲的概率19%。
102	抵抗破甲	20	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	100	提升角色抵抗破甲的概率20%。
103	抵抗破甲	1	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	5	提升角色抵抗破甲的概率1%。
103	抵抗击飞	2	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	10	提升角色抵抗击飞的概率2%。
103	抵抗击飞	3	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	15	提升角色抵抗击飞的概率3%。
103	抵抗击飞	4	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	20	提升角色抵抗击飞的概率4%。
103	抵抗击飞	5	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	25	提升角色抵抗击飞的概率5%。
103	抵抗击飞	6	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	30	提升角色抵抗击飞的概率6%。
103	抵抗击飞	7	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	35	提升角色抵抗击飞的概率7%。
103	抵抗击飞	8	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	40	提升角色抵抗击飞的概率8%。
103	抵抗击飞	9	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	45	提升角色抵抗击飞的概率9%。
103	抵抗击飞	10	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	50	提升角色抵抗击飞的概率10%。
103	抵抗击飞	11	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	55	提升角色抵抗击飞的概率11%。
103	抵抗击飞	12	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	60	提升角色抵抗击飞的概率12%。
103	抵抗击飞	13	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	65	提升角色抵抗击飞的概率13%。
103	抵抗击飞	14	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	70	提升角色抵抗击飞的概率14%。
103	抵抗击飞	15	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	75	提升角色抵抗击飞的概率15%。
103	抵抗击飞	16	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	80	提升角色抵抗击飞的概率16%。
103	抵抗击飞	17	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	85	提升角色抵抗击飞的概率17%。
103	抵抗击飞	18	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	90	提升角色抵抗击飞的概率18%。
103	抵抗击飞	19	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	95	提升角色抵抗击飞的概率19%。
103	抵抗击飞	20	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	100	提升角色抵抗击飞的概率20%。
104	抵抗流血	1	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	5	提升角色抵抗流血的概率1%。
104	抵抗流血	2	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	10	提升角色抵抗流血的概率2%。
104	抵抗流血	3	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	15	提升角色抵抗流血的概率3%。
104	抵抗流血	4	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	20	提升角色抵抗流血的概率4%。
104	抵抗流血	5	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	25	提升角色抵抗流血的概率5%。
104	抵抗流血	6	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	30	提升角色抵抗流血的概率6%。
104	抵抗流血	7	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	35	提升角色抵抗流血的概率7%。
104	抵抗流血	8	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	40	提升角色抵抗流血的概率8%。
104	抵抗流血	9	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	45	提升角色抵抗流血的概率9%。
104	抵抗流血	10	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	50	提升角色抵抗流血的概率10%。
104	抵抗流血	11	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	55	提升角色抵抗流血的概率11%。
104	抵抗流血	12	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	60	提升角色抵抗流血的概率12%。
104	抵抗流血	13	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	65	提升角色抵抗流血的概率13%。
104	抵抗流血	14	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	70	提升角色抵抗流血的概率14%。
104	抵抗流血	15	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	75	提升角色抵抗流血的概率15%。
104	抵抗流血	16	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	80	提升角色抵抗流血的概率16%。
104	抵抗流血	17	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	85	提升角色抵抗流血的概率17%。
104	抵抗流血	18	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	90	提升角色抵抗流血的概率18%。
104	抵抗流血	19	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	95	提升角色抵抗流血的概率19%。
104	抵抗流血	20	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	100	提升角色抵抗流血的概率20%。
105	抵抗点燃	1	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	5	提升角色抵抗点燃的概率1%。
105	抵抗点燃	2	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	10	提升角色抵抗点燃的概率2%。
105	抵抗点燃	3	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	15	提升角色抵抗点燃的概率3%。
105	抵抗点燃	4	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	20	提升角色抵抗点燃的概率4%。
105	抵抗点燃	5	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	25	提升角色抵抗点燃的概率5%。
105	抵抗点燃	6	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	30	提升角色抵抗点燃的概率6%。
105	抵抗点燃	7	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	35	提升角色抵抗点燃的概率7%。
105	抵抗点燃	8	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	40	提升角色抵抗点燃的概率8%。
105	抵抗点燃	9	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	45	提升角色抵抗点燃的概率9%。
105	抵抗点燃	10	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	50	提升角色抵抗点燃的概率10%。
105	抵抗点燃	11	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	55	提升角色抵抗点燃的概率11%。
105	抵抗点燃	12	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	60	提升角色抵抗点燃的概率12%。
105	抵抗点燃	13	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	65	提升角色抵抗点燃的概率13%。
105	抵抗点燃	14	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	70	提升角色抵抗点燃的概率14%。
105	抵抗点燃	15	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	75	提升角色抵抗点燃的概率15%。
105	抵抗点燃	16	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	80	提升角色抵抗点燃的概率16%。
105	抵抗点燃	17	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	85	提升角色抵抗点燃的概率17%。
105	抵抗点燃	18	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	90	提升角色抵抗点燃的概率18%。
105	抵抗点燃	19	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	95	提升角色抵抗点燃的概率19%。
105	抵抗点燃	20	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	100	提升角色抵抗点燃的概率20%。
106	抵抗沉默	1	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	5	提升角色抵抗沉默的概率1%。
106	抵抗沉默	2	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	10	提升角色抵抗沉默的概率2%。
106	抵抗沉默	3	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	15	提升角色抵抗沉默的概率3%。
106	抵抗沉默	4	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	20	提升角色抵抗沉默的概率4%。
106	抵抗沉默	5	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	25	提升角色抵抗沉默的概率5%。
106	抵抗沉默	6	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	30	提升角色抵抗沉默的概率6%。
106	抵抗沉默	7	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	35	提升角色抵抗沉默的概率7%。
106	抵抗沉默	8	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	40	提升角色抵抗沉默的概率8%。
106	抵抗沉默	9	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	45	提升角色抵抗沉默的概率9%。
106	抵抗沉默	10	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	50	提升角色抵抗沉默的概率10%。
106	抵抗沉默	11	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	55	提升角色抵抗沉默的概率11%。
106	抵抗沉默	12	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	60	提升角色抵抗沉默的概率12%。
106	抵抗沉默	13	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	65	提升角色抵抗沉默的概率13%。
106	抵抗沉默	14	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	70	提升角色抵抗沉默的概率14%。
106	抵抗沉默	15	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	75	提升角色抵抗沉默的概率15%。
106	抵抗沉默	16	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	80	提升角色抵抗沉默的概率16%。
106	抵抗沉默	17	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	85	提升角色抵抗沉默的概率17%。
106	抵抗沉默	18	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	90	提升角色抵抗沉默的概率18%。
106	抵抗沉默	19	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	95	提升角色抵抗沉默的概率19%。
106	抵抗沉默	20	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	100	提升角色抵抗沉默的概率20%。
107	抵抗定身	1	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	5	提升角色抵抗定身的概率1%。
107	抵抗定身	2	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	10	提升角色抵抗定身的概率2%。
107	抵抗定身	3	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	15	提升角色抵抗定身的概率3%。
107	抵抗定身	4	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	20	提升角色抵抗定身的概率4%。
107	抵抗定身	5	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	25	提升角色抵抗定身的概率5%。
107	抵抗定身	6	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	30	提升角色抵抗定身的概率6%。
107	抵抗定身	7	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	35	提升角色抵抗定身的概率7%。
107	抵抗定身	8	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	40	提升角色抵抗定身的概率8%。
107	抵抗定身	9	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	45	提升角色抵抗定身的概率9%。
107	抵抗定身	10	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	50	提升角色抵抗定身的概率10%。
107	抵抗定身	11	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	55	提升角色抵抗定身的概率11%。
107	抵抗定身	12	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	60	提升角色抵抗定身的概率12%。
107	抵抗定身	13	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	65	提升角色抵抗定身的概率13%。
107	抵抗定身	14	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	70	提升角色抵抗定身的概率14%。
107	抵抗定身	15	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	75	提升角色抵抗定身的概率15%。
107	抵抗定身	16	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	80	提升角色抵抗定身的概率16%。
107	抵抗定身	17	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	85	提升角色抵抗定身的概率17%。
107	抵抗定身	18	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	90	提升角色抵抗定身的概率18%。
107	抵抗定身	19	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	95	提升角色抵抗定身的概率19%。
107	抵抗定身	20	1	4		2			0	1	0	0	0	0	0			0	0								-1	-1	100	提升角色抵抗定身的概率20%。
																														
201	战士重击	1	1	0	109	2	170		0	0	0	10	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	10	对敌方单个目标造成80%角色物攻+50点物理伤害。
201	战士重击	2	1	0	109	2	170		0	0	0	12	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	20	对敌方单个目标造成80%角色物攻+60点物理伤害。
201	战士重击	3	1	0	109	2	170		0	0	0	14	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	30	对敌方单个目标造成80%角色物攻+70点物理伤害。
201	战士重击	4	1	0	109	2	170		0	0	0	16	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	40	对敌方单个目标造成80%角色物攻+80点物理伤害。
201	战士重击	5	1	0	109	2	170		0	0	0	18	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	50	对敌方单个目标造成80%角色物攻+90点物理伤害。
201	战士重击	6	1	0	109	2	170		0	0	0	20	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	60	对敌方单个目标造成80%角色物攻+100点物理伤害。
201	战士重击	7	1	0	109	2	170		0	0	0	22	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	70	对敌方单个目标造成80%角色物攻+110点物理伤害。
201	战士重击	8	1	0	109	2	170		0	0	0	24	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	80	对敌方单个目标造成80%角色物攻+120点物理伤害。
201	战士重击	9	1	0	109	2	170		0	0	0	26	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	90	对敌方单个目标造成80%角色物攻+130点物理伤害。
201	战士重击	10	1	0	109	2	170		0	0	0	28	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	100	对敌方单个目标造成80%角色物攻+140点物理伤害。
201	战士重击	11	1	0	109	2	170		0	0	0	30	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	110	对敌方单个目标造成80%角色物攻+150点物理伤害。
201	战士重击	12	1	0	109	2	170		0	0	0	32	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	120	对敌方单个目标造成80%角色物攻+160点物理伤害。
201	战士重击	13	1	0	109	2	170		0	0	0	34	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	130	对敌方单个目标造成80%角色物攻+170点物理伤害。
201	战士重击	14	1	0	109	2	170		0	0	0	36	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	140	对敌方单个目标造成80%角色物攻+180点物理伤害。
201	战士重击	15	1	0	109	2	170		0	0	0	38	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	150	对敌方单个目标造成80%角色物攻+190点物理伤害。
201	战士重击	16	1	0	109	2	170		0	0	0	40	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	160	对敌方单个目标造成80%角色物攻+200点物理伤害。
201	战士重击	17	1	0	109	2	170		0	0	0	42	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	170	对敌方单个目标造成80%角色物攻+210点物理伤害。
201	战士重击	18	1	0	109	2	170		0	0	0	44	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	180	对敌方单个目标造成80%角色物攻+220点物理伤害。
201	战士重击	19	1	0	109	2	170		0	0	0	46	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	190	对敌方单个目标造成80%角色物攻+230点物理伤害。
201	战士重击	20	1	0	109	2	170		0	0	0	48	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	200	对敌方单个目标造成80%角色物攻+240点物理伤害。
206	大剑师重击	1	1	0	109	2	170		0	0	0	10	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	10	对敌方单个目标造成80%角色物攻+50点物理伤害。
206	大剑师重击	2	1	0	109	2	170		0	0	0	12	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	20	对敌方单个目标造成80%角色物攻+60点物理伤害。
206	大剑师重击	3	1	0	109	2	170		0	0	0	14	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	30	对敌方单个目标造成80%角色物攻+70点物理伤害。
206	大剑师重击	4	1	0	109	2	170		0	0	0	16	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	40	对敌方单个目标造成80%角色物攻+80点物理伤害。
206	大剑师重击	5	1	0	109	2	170		0	0	0	18	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	50	对敌方单个目标造成80%角色物攻+90点物理伤害。
206	大剑师重击	6	1	0	109	2	170		0	0	0	20	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	60	对敌方单个目标造成80%角色物攻+100点物理伤害。
206	大剑师重击	7	1	0	109	2	170		0	0	0	22	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	70	对敌方单个目标造成80%角色物攻+110点物理伤害。
206	大剑师重击	8	1	0	109	2	170		0	0	0	24	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	80	对敌方单个目标造成80%角色物攻+120点物理伤害。
206	大剑师重击	9	1	0	109	2	170		0	0	0	26	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	90	对敌方单个目标造成80%角色物攻+130点物理伤害。
206	大剑师重击	10	1	0	109	2	170		0	0	0	28	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	100	对敌方单个目标造成80%角色物攻+140点物理伤害。
206	大剑师重击	11	1	0	109	2	170		0	0	0	30	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	110	对敌方单个目标造成80%角色物攻+150点物理伤害。
206	大剑师重击	12	1	0	109	2	170		0	0	0	32	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	120	对敌方单个目标造成80%角色物攻+160点物理伤害。
206	大剑师重击	13	1	0	109	2	170		0	0	0	34	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	130	对敌方单个目标造成80%角色物攻+170点物理伤害。
206	大剑师重击	14	1	0	109	2	170		0	0	0	36	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	140	对敌方单个目标造成80%角色物攻+180点物理伤害。
206	大剑师重击	15	1	0	109	2	170		0	0	0	38	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	150	对敌方单个目标造成80%角色物攻+190点物理伤害。
206	大剑师重击	16	1	0	109	2	170		0	0	0	40	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	160	对敌方单个目标造成80%角色物攻+200点物理伤害。
206	大剑师重击	17	1	0	109	2	170		0	0	0	42	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	170	对敌方单个目标造成80%角色物攻+210点物理伤害。
206	大剑师重击	18	1	0	109	2	170		0	0	0	44	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	180	对敌方单个目标造成80%角色物攻+220点物理伤害。
