mapId	campId	rebornMapId	mapX	mapY	rebornPlace
pvp_ziyuan	2	01_CG_zhucheng	1954	1327	1
01_FBSYT_01	0	01_FBSYT_01	813	813	0
01_FBSYT_02	0	01_FBSYT_02	813	813	0
01_FBSYT_03	0	01_FBSYT_03	813	813	0
01_FBSYT_04	0	01_FBSYT_04	813	813	0
01_FBSYT_05	0	01_FBSYT_05	813	813	0
02_FBSYT_01	0	02_FBSYT_01	790	922	0
02_FBSYT_02	0	02_FBSYT_02	790	922	0
02_FBSYT_03	0	02_FBSYT_03	790	922	0
02_FBSYT_04	0	02_FBSYT_04	790	922	0
02_FBSYT_05	0	02_FBSYT_05	790	922	0
03_FBSYT_01	0	03_FBSYT_01	364	819	0
03_FBSYT_02	0	03_FBSYT_02	364	819	0
03_FBSYT_03	0	03_FBSYT_03	364	819	0
03_FBSYT_04	0	03_FBSYT_04	364	819	0
03_FBSYT_05	0	03_FBSYT_05	364	819	0
04_FBSYT_01	0	04_FBSYT_01	785	758	0
04_FBSYT_02	0	04_FBSYT_02	785	758	0
04_FBSYT_03	0	04_FBSYT_03	785	758	0
04_FBSYT_04	0	04_FBSYT_04	785	758	0
04_FBSYT_05	0	04_FBSYT_05	785	758	0
10_FBSYT_01	0	10_FBSYT_01	462	716	0
10_FBSYT_02	0	10_FBSYT_02	462	716	0
10_FBSYT_03	0	10_FBSYT_03	462	716	0
10_FBSYT_04	0	10_FBSYT_04	462	716	0
01_FBSYT_01	1	01_FBSYT_01	813	813	0
01_FBSYT_02	1	01_FBSYT_02	813	813	0
01_FBSYT_03	1	01_FBSYT_03	813	813	0
01_FBSYT_04	1	01_FBSYT_04	813	813	0
01_FBSYT_05	1	01_FBSYT_05	813	813	0
02_FBSYT_01	1	02_FBSYT_01	790	922	0
02_FBSYT_02	1	02_FBSYT_02	790	922	0
02_FBSYT_03	1	02_FBSYT_03	790	922	0
02_FBSYT_04	1	02_FBSYT_04	790	922	0
02_FBSYT_05	1	02_FBSYT_05	790	922	0
03_FBSYT_01	1	03_FBSYT_01	364	819	0
03_FBSYT_02	1	03_FBSYT_02	364	819	0
03_FBSYT_03	1	03_FBSYT_03	364	819	0
03_FBSYT_04	1	03_FBSYT_04	364	819	0
03_FBSYT_05	1	03_FBSYT_05	364	819	0
04_FBSYT_01	1	04_FBSYT_01	785	758	0
04_FBSYT_02	1	04_FBSYT_02	785	758	0
04_FBSYT_03	1	04_FBSYT_03	785	758	0
04_FBSYT_04	1	04_FBSYT_04	785	758	0
04_FBSYT_05	1	04_FBSYT_05	785	758	0
10_FBSYT_01	1	10_FBSYT_01	462	716	0
10_FBSYT_02	1	10_FBSYT_02	462	716	0
10_FBSYT_03	1	10_FBSYT_03	462	716	0
10_FBSYT_04	1	10_FBSYT_04	462	716	0
01_FBSYT_01	2	01_FBSYT_01	813	813	0
01_FBSYT_02	2	01_FBSYT_02	813	813	0
01_FBSYT_03	2	01_FBSYT_03	813	813	0
01_FBSYT_04	2	01_FBSYT_04	813	813	0
01_FBSYT_05	2	01_FBSYT_05	813	813	0
02_FBSYT_01	2	02_FBSYT_01	790	922	0
02_FBSYT_02	2	02_FBSYT_02	790	922	0
02_FBSYT_03	2	02_FBSYT_03	790	922	0
02_FBSYT_04	2	02_FBSYT_04	790	922	0
02_FBSYT_05	2	02_FBSYT_05	790	922	0
03_FBSYT_01	2	03_FBSYT_01	364	819	0
03_FBSYT_02	2	03_FBSYT_02	364	819	0
03_FBSYT_03	2	03_FBSYT_03	364	819	0
03_FBSYT_04	2	03_FBSYT_04	364	819	0
03_FBSYT_05	2	03_FBSYT_05	364	819	0
04_FBSYT_01	2	04_FBSYT_01	785	758	0
04_FBSYT_02	2	04_FBSYT_02	785	758	0
04_FBSYT_03	2	04_FBSYT_03	785	758	0
04_FBSYT_04	2	04_FBSYT_04	785	758	0
04_FBSYT_05	2	04_FBSYT_05	785	758	0
10_FBSYT_01	2	10_FBSYT_01	462	716	0
10_FBSYT_02	2	10_FBSYT_02	462	716	0
10_FBSYT_03	2	10_FBSYT_03	462	716	0
10_FBSYT_04	2	10_FBSYT_04	462	716	0
01_FBSXD1_a	0	01_FBSXD1_a	1301	793	0
02_FBSXD1_b	0	02_FBSXD1_b	1301	793	0
03_FBSXD1_c	0	03_FBSXD1_c	1301	793	0
04_FBSXD1_d	0	04_FBSXD1_d	1301	793	0
05_FBSXD1_e	0	05_FBSXD1_e	1301	793	0
06_FBSXD1_f	0	06_FBSXD1_f	1301	793	0
07_FBSXD1_g	0	07_FBSXD1_g	1301	793	0
08_FBSXD1_h	0	08_FBSXD1_h	1301	793	0
09_FBSXD1_i	0	09_FBSXD1_i	1301	793	0
01_FBQXD2_a	0	01_FBQXD2_a	1465	916	0
02_FBQXD2_b	0	02_FBQXD2_b	1465	916	0
03_FBQXD2_c	0	03_FBQXD2_c	1465	916	0
04_FBQXD2_d	0	04_FBQXD2_d	1465	916	0
05_FBQXD2_e	0	05_FBQXD2_e	1465	916	0
06_FBQXD2_f	0	06_FBQXD2_f	1465	916	0
07_FBQXD2_g	0	07_FBQXD2_g	1465	916	0
08_FBQXD2_h	0	08_FBQXD2_h	1465	916	0
09_FBQXD2_i	0	09_FBQXD2_i	1465	916	0
01_FBBXD3_a	0	01_FBBXD3_a	1455	1047	0
02_FBBXD3_b	0	02_FBBXD3_b	1455	1047	0
03_FBBXD3_c	0	03_FBBXD3_c	1455	1047	0
04_FBBXD3_d	0	04_FBBXD3_d	1455	1047	0
05_FBBXD3_e	0	05_FBBXD3_e	1455	1047	0
06_FBBXD3_f	0	06_FBBXD3_f	1455	1047	0
07_FBBXD3_g	0	07_FBBXD3_g	1455	1047	0
08_FBBXD3_h	0	08_FBBXD3_h	1455	1047	0
09_FBBXD3_i	0	09_FBBXD3_i	1455	1047	0
01_FBDXD4_a	0	01_FBDXD4_a	1413	865	0
02_FBDXD4_b	0	02_FBDXD4_b	1413	865	0
03_FBDXD4_c	0	03_FBDXD4_c	1413	865	0
04_FBDXD4_d	0	04_FBDXD4_d	1413	865	0
05_FBDXD4_e	0	05_FBDXD4_e	1413	865	0
06_FBDXD4_f	0	06_FBDXD4_f	1413	865	0
07_FBDXD4_g	0	07_FBDXD4_g	1413	865	0
08_FBDXD4_h	0	08_FBDXD4_h	1413	865	0
09_FBDXD4_i	0	09_FBDXD4_i	1413	865	0
01_FBJXD5_a	0	01_FBJXD5_a	1380	899	0
02_FBJXD5_b	0	02_FBJXD5_b	1380	899	0
03_FBJXD5_c	0	03_FBJXD5_c	1380	899	0
04_FBJXD5_d	0	04_FBJXD5_d	1380	899	0
05_FBJXD5_e	0	05_FBJXD5_e	1380	899	0
06_FBJXD5_f	0	06_FBJXD5_f	1380	899	0
07_FBJXD5_g	0	07_FBJXD5_g	1380	899	0
08_FBJXD5_h	0	08_FBJXD5_h	1380	899	0
09_FBJXD5_i	0	09_FBJXD5_i	1380	899	0
01_FBYXD6_a	0	01_FBYXD6_a	1299	847	0
02_FBYXD6_b	0	02_FBYXD6_b	1299	847	0
03_FBYXD6_c	0	03_FBYXD6_c	1299	847	0
04_FBYXD6_d	0	04_FBYXD6_d	1299	847	0
05_FBYXD6_e	0	05_FBYXD6_e	1299	847	0
06_FBYXD6_f	0	06_FBYXD6_f	1299	847	0
07_FBYXD6_g	0	07_FBYXD6_g	1299	847	0
08_FBYXD6_h	0	08_FBYXD6_h	1299	847	0
09_FBYXD6_i	0	09_FBYXD6_i	1299	847	0
01_FBZXD7_a	0	01_FBZXD7_a	1440	1051	0
02_FBZXD7_b	0	02_FBZXD7_b	1440	1051	0
03_FBZXD7_c	0	03_FBZXD7_c	1440	1051	0
04_FBZXD7_d	0	04_FBZXD7_d	1440	1051	0
05_FBZXD7_e	0	05_FBZXD7_e	1440	1051	0
06_FBZXD7_f	0	06_FBZXD7_f	1440	1051	0
07_FBZXD7_g	0	07_FBZXD7_g	1440	1051	0
08_FBZXD7_h	0	08_FBZXD7_h	1440	1051	0
09_FBZXD7_i	0	09_FBZXD7_i	1440	1051	0
01_FBZXD8_a	0	01_FBZXD8_a	1432	1080	0
02_FBZXD8_b	0	02_FBZXD8_b	1432	1080	0
03_FBZXD8_c	0	03_FBZXD8_c	1432	1080	0
04_FBZXD8_d	0	04_FBZXD8_d	1432	1080	0
05_FBZXD8_e	0	05_FBZXD8_e	1432	1080	0
06_FBZXD8_f	0	06_FBZXD8_f	1432	1080	0
07_FBZXD8_g	0	07_FBZXD8_g	1432	1080	0
08_FBZXD8_h	0	08_FBZXD8_h	1432	1080	0
09_FBZXD8_i	0	09_FBZXD8_i	1432	1080	0
01_FBTXD9_a	0	01_FBTXD9_a	1430	1052	0
02_FBTXD9_b	0	02_FBTXD9_b	1430	1052	0
03_FBTXD9_c	0	03_FBTXD9_c	1430	1052	0
04_FBTXD9_d	0	04_FBTXD9_d	1430	1052	0
05_FBTXD9_e	0	05_FBTXD9_e	1430	1052	0
06_FBTXD9_f	0	06_FBTXD9_f	1430	1052	0
07_FBTXD9_g	0	07_FBTXD9_g	1430	1052	0
08_FBTXD9_h	0	08_FBTXD9_h	1430	1052	0
09_FBTXD9_i	0	09_FBTXD9_i	1430	1052	0
01_FBSXD1_a	1	01_FBSXD1_a	1301	793	0
02_FBSXD1_b	1	02_FBSXD1_b	1301	793	0
03_FBSXD1_c	1	03_FBSXD1_c	1301	793	0
04_FBSXD1_d	1	04_FBSXD1_d	1301	793	0
05_FBSXD1_e	1	05_FBSXD1_e	1301	793	0
06_FBSXD1_f	1	06_FBSXD1_f	1301	793	0
07_FBSXD1_g	1	07_FBSXD1_g	1301	793	0
08_FBSXD1_h	1	08_FBSXD1_h	1301	793	0
09_FBSXD1_i	1	09_FBSXD1_i	1301	793	0
01_FBQXD2_a	1	01_FBQXD2_a	1465	916	0
02_FBQXD2_b	1	02_FBQXD2_b	1465	916	0
03_FBQXD2_c	1	03_FBQXD2_c	1465	916	0
04_FBQXD2_d	1	04_FBQXD2_d	1465	916	0
05_FBQXD2_e	1	05_FBQXD2_e	1465	916	0
06_FBQXD2_f	1	06_FBQXD2_f	1465	916	0
07_FBQXD2_g	1	07_FBQXD2_g	1465	916	0
08_FBQXD2_h	1	08_FBQXD2_h	1465	916	0
09_FBQXD2_i	1	09_FBQXD2_i	1465	916	0
01_FBBXD3_a	1	01_FBBXD3_a	1455	1047	0
02_FBBXD3_b	1	02_FBBXD3_b	1455	1047	0
03_FBBXD3_c	1	03_FBBXD3_c	1455	1047	0
04_FBBXD3_d	1	04_FBBXD3_d	1455	1047	0
05_FBBXD3_e	1	05_FBBXD3_e	1455	1047	0
06_FBBXD3_f	1	06_FBBXD3_f	1455	1047	0
07_FBBXD3_g	1	07_FBBXD3_g	1455	1047	0
08_FBBXD3_h	1	08_FBBXD3_h	1455	1047	0
09_FBBXD3_i	1	09_FBBXD3_i	1455	1047	0
01_FBDXD4_a	1	01_FBDXD4_a	1413	865	0
02_FBDXD4_b	1	02_FBDXD4_b	1413	865	0
03_FBDXD4_c	1	03_FBDXD4_c	1413	865	0
04_FBDXD4_d	1	04_FBDXD4_d	1413	865	0
05_FBDXD4_e	1	05_FBDXD4_e	1413	865	0
06_FBDXD4_f	1	06_FBDXD4_f	1413	865	0
07_FBDXD4_g	1	07_FBDXD4_g	1413	865	0
08_FBDXD4_h	1	08_FBDXD4_h	1413	865	0
09_FBDXD4_i	1	09_FBDXD4_i	1413	865	0
01_FBJXD5_a	1	01_FBJXD5_a	1380	899	0
02_FBJXD5_b	1	02_FBJXD5_b	1380	899	0
03_FBJXD5_c	1	03_FBJXD5_c	1380	899	0
04_FBJXD5_d	1	04_FBJXD5_d	1380	899	0
05_FBJXD5_e	1	05_FBJXD5_e	1380	899	0
06_FBJXD5_f	1	06_FBJXD5_f	1380	899	0
07_FBJXD5_g	1	07_FBJXD5_g	1380	899	0
08_FBJXD5_h	1	08_FBJXD5_h	1380	899	0
09_FBJXD5_i	1	09_FBJXD5_i	1380	899	0
01_FBYXD6_a	1	01_FBYXD6_a	1299	847	0
02_FBYXD6_b	1	02_FBYXD6_b	1299	847	0
03_FBYXD6_c	1	03_FBYXD6_c	1299	847	0
04_FBYXD6_d	1	04_FBYXD6_d	1299	847	0
05_FBYXD6_e	1	05_FBYXD6_e	1299	847	0
06_FBYXD6_f	1	06_FBYXD6_f	1299	847	0
07_FBYXD6_g	1	07_FBYXD6_g	1299	847	0
08_FBYXD6_h	1	08_FBYXD6_h	1299	847	0
09_FBYXD6_i	1	09_FBYXD6_i	1299	847	0
01_FBZXD7_a	1	01_FBZXD7_a	1440	1051	0
02_FBZXD7_b	1	02_FBZXD7_b	1440	1051	0
03_FBZXD7_c	1	03_FBZXD7_c	1440	1051	0
04_FBZXD7_d	1	04_FBZXD7_d	1440	1051	0
05_FBZXD7_e	1	05_FBZXD7_e	1440	1051	0
06_FBZXD7_f	1	06_FBZXD7_f	1440	1051	0
07_FBZXD7_g	1	07_FBZXD7_g	1440	1051	0
08_FBZXD7_h	1	08_FBZXD7_h	1440	1051	0
09_FBZXD7_i	1	09_FBZXD7_i	1440	1051	0
01_FBZXD8_a	1	01_FBZXD8_a	1432	1080	0
02_FBZXD8_b	1	02_FBZXD8_b	1432	1080	0
03_FBZXD8_c	1	03_FBZXD8_c	1432	1080	0
04_FBZXD8_d	1	04_FBZXD8_d	1432	1080	0
05_FBZXD8_e	1	05_FBZXD8_e	1432	1080	0
06_FBZXD8_f	1	06_FBZXD8_f	1432	1080	0
07_FBZXD8_g	1	07_FBZXD8_g	1432	1080	0
08_FBZXD8_h	1	08_FBZXD8_h	1432	1080	0
09_FBZXD8_i	1	09_FBZXD8_i	1432	1080	0
01_FBTXD9_a	1	01_FBTXD9_a	1430	1052	0
02_FBTXD9_b	1	02_FBTXD9_b	1430	1052	0
03_FBTXD9_c	1	03_FBTXD9_c	1430	1052	0
04_FBTXD9_d	1	04_FBTXD9_d	1430	1052	0
05_FBTXD9_e	1	05_FBTXD9_e	1430	1052	0
06_FBTXD9_f	1	06_FBTXD9_f	1430	1052	0
07_FBTXD9_g	1	07_FBTXD9_g	1430	1052	0
08_FBTXD9_h	1	08_FBTXD9_h	1430	1052	0
09_FBTXD9_i	1	09_FBTXD9_i	1430	1052	0
01_FBSXD1_a	2	01_FBSXD1_a	1301	793	0
02_FBSXD1_b	2	02_FBSXD1_b	1301	793	0
03_FBSXD1_c	2	03_FBSXD1_c	1301	793	0
04_FBSXD1_d	2	04_FBSXD1_d	1301	793	0
05_FBSXD1_e	2	05_FBSXD1_e	1301	793	0
06_FBSXD1_f	2	06_FBSXD1_f	1301	793	0
07_FBSXD1_g	2	07_FBSXD1_g	1301	793	0
08_FBSXD1_h	2	08_FBSXD1_h	1301	793	0
09_FBSXD1_i	2	09_FBSXD1_i	1301	793	0
01_FBQXD2_a	2	01_FBQXD2_a	1465	916	0
02_FBQXD2_b	2	02_FBQXD2_b	1465	916	0
03_FBQXD2_c	2	03_FBQXD2_c	1465	916	0
04_FBQXD2_d	2	04_FBQXD2_d	1465	916	0
05_FBQXD2_e	2	05_FBQXD2_e	1465	916	0
06_FBQXD2_f	2	06_FBQXD2_f	1465	916	0
07_FBQXD2_g	2	07_FBQXD2_g	1465	916	0
08_FBQXD2_h	2	08_FBQXD2_h	1465	916	0
09_FBQXD2_i	2	09_FBQXD2_i	1465	916	0
01_FBBXD3_a	2	01_FBBXD3_a	1455	1047	0
02_FBBXD3_b	2	02_FBBXD3_b	1455	1047	0
03_FBBXD3_c	2	03_FBBXD3_c	1455	1047	0
04_FBBXD3_d	2	04_FBBXD3_d	1455	1047	0
05_FBBXD3_e	2	05_FBBXD3_e	1455	1047	0
06_FBBXD3_f	2	06_FBBXD3_f	1455	1047	0
07_FBBXD3_g	2	07_FBBXD3_g	1455	1047	0
08_FBBXD3_h	2	08_FBBXD3_h	1455	1047	0
09_FBBXD3_i	2	09_FBBXD3_i	1455	1047	0
01_FBDXD4_a	2	01_FBDXD4_a	1413	865	0
02_FBDXD4_b	2	02_FBDXD4_b	1413	865	0
03_FBDXD4_c	2	03_FBDXD4_c	1413	865	0
04_FBDXD4_d	2	04_FBDXD4_d	1413	865	0
05_FBDXD4_e	2	05_FBDXD4_e	1413	865	0
06_FBDXD4_f	2	06_FBDXD4_f	1413	865	0
07_FBDXD4_g	2	07_FBDXD4_g	1413	865	0
08_FBDXD4_h	2	08_FBDXD4_h	1413	865	0
09_FBDXD4_i	2	09_FBDXD4_i	1413	865	0
01_FBJXD5_a	2	01_FBJXD5_a	1380	899	0
02_FBJXD5_b	2	02_FBJXD5_b	1380	899	0
03_FBJXD5_c	2	03_FBJXD5_c	1380	899	0
04_FBJXD5_d	2	04_FBJXD5_d	1380	899	0
05_FBJXD5_e	2	05_FBJXD5_e	1380	899	0
06_FBJXD5_f	2	06_FBJXD5_f	1380	899	0
07_FBJXD5_g	2	07_FBJXD5_g	1380	899	0
08_FBJXD5_h	2	08_FBJXD5_h	1380	899	0
09_FBJXD5_i	2	09_FBJXD5_i	1380	899	0
01_FBYXD6_a	2	01_FBYXD6_a	1299	847	0
02_FBYXD6_b	2	02_FBYXD6_b	1299	847	0
03_FBYXD6_c	2	03_FBYXD6_c	1299	847	0
04_FBYXD6_d	2	04_FBYXD6_d	1299	847	0
05_FBYXD6_e	2	05_FBYXD6_e	1299	847	0
06_FBYXD6_f	2	06_FBYXD6_f	1299	847	0
07_FBYXD6_g	2	07_FBYXD6_g	1299	847	0
08_FBYXD6_h	2	08_FBYXD6_h	1299	847	0
09_FBYXD6_i	2	09_FBYXD6_i	1299	847	0
01_FBZXD7_a	2	01_FBZXD7_a	1440	1051	0
02_FBZXD7_b	2	02_FBZXD7_b	1440	1051	0
03_FBZXD7_c	2	03_FBZXD7_c	1440	1051	0
04_FBZXD7_d	2	04_FBZXD7_d	1440	1051	0
05_FBZXD7_e	2	05_FBZXD7_e	1440	1051	0
06_FBZXD7_f	2	06_FBZXD7_f	1440	1051	0
07_FBZXD7_g	2	07_FBZXD7_g	1440	1051	0
08_FBZXD7_h	2	08_FBZXD7_h	1440	1051	0
09_FBZXD7_i	2	09_FBZXD7_i	1440	1051	0
01_FBZXD8_a	2	01_FBZXD8_a	1432	1080	0
02_FBZXD8_b	2	02_FBZXD8_b	1432	1080	0
03_FBZXD8_c	2	03_FBZXD8_c	1432	1080	0
04_FBZXD8_d	2	04_FBZXD8_d	1432	1080	0
05_FBZXD8_e	2	05_FBZXD8_e	1432	1080	0
06_FBZXD8_f	2	06_FBZXD8_f	1432	1080	0
07_FBZXD8_g	2	07_FBZXD8_g	1432	1080	0
08_FBZXD8_h	2	08_FBZXD8_h	1432	1080	0
09_FBZXD8_i	2	09_FBZXD8_i	1432	1080	0
01_FBTXD9_a	2	01_FBTXD9_a	1430	1052	0
02_FBTXD9_b	2	02_FBTXD9_b	1430	1052	0
03_FBTXD9_c	2	03_FBTXD9_c	1430	1052	0
04_FBTXD9_d	2	04_FBTXD9_d	1430	1052	0
05_FBTXD9_e	2	05_FBTXD9_e	1430	1052	0
06_FBTXD9_f	2	06_FBTXD9_f	1430	1052	0
07_FBTXD9_g	2	07_FBTXD9_g	1430	1052	0
08_FBTXD9_h	2	08_FBTXD9_h	1430	1052	0
09_FBTXD9_i	2	09_FBTXD9_i	1430	1052	0
01_FBMWD_mowangdian	0	01_FBMWD_mowangdian	447	442	1
01_FBMWD_mowangdian	1	01_FBMWD_mowangdian	384	2074	1
01_FBMWD_mowangdian	2	01_FBMWD_mowangdian	4375	2185	1
01_GWGC_a	0	01_GWGC_a	1974	1274	0
01_GWGC_a	1	01_GWGC_a	1974	1274	0
01_GWGC_a	2	01_GWGC_a	1974	1274	0
01_YWBDT_a	0	01_CG_zhucheng	1954	1327	1
01_YWBDT_a	1	01_CG_zhucheng	1954	1327	1
01_YWBDT_a	2	01_CG_zhucheng	1954	1327	1
02_YWBDT_b	0	01_CG_zhucheng	1954	1327	1
02_YWBDT_b	1	01_CG_zhucheng	1954	1327	1
02_YWBDT_b	2	01_CG_zhucheng	1954	1327	1
03_YWBDT_c	0	01_CG_zhucheng	1954	1327	1
03_YWBDT_c	1	01_CG_zhucheng	1954	1327	1
03_YWBDT_c	2	01_CG_zhucheng	1954	1327	1
04_YWBDT_d	0	01_CG_zhucheng	1954	1327	1
04_YWBDT_d	1	01_CG_zhucheng	1954	1327	1
04_YWBDT_d	2	01_CG_zhucheng	1954	1327	1
05_YWBDT_e	0	01_CG_zhucheng	1954	1327	1
05_YWBDT_e	1	01_CG_zhucheng	1954	1327	1
05_YWBDT_e	2	01_CG_zhucheng	1954	1327	1
06_YWBDT_f	0	01_CG_zhucheng	1954	1327	1
06_YWBDT_f	1	01_CG_zhucheng	1954	1327	1
06_YWBDT_f	2	01_CG_zhucheng	1954	1327	1
07_YWBDT_g	0	01_CG_zhucheng	1954	1327	1
07_YWBDT_g	1	01_CG_zhucheng	1954	1327	1
07_YWBDT_g	2	01_CG_zhucheng	1954	1327	1
08_YWBDT_h	0	01_CG_zhucheng	1954	1327	1
08_YWBDT_h	1	01_CG_zhucheng	1954	1327	1
08_YWBDT_h	2	01_CG_zhucheng	1954	1327	1
09_YWBDT_i	0	01_CG_zhucheng	1954	1327	1
09_YWBDT_i	1	01_CG_zhucheng	1954	1327	1
09_YWBDT_i	2	01_CG_zhucheng	1954	1327	1
10_YWBDT_j	0	01_CG_zhucheng	1954	1327	1
10_YWBDT_j	1	01_CG_zhucheng	1954	1327	1
10_YWBDT_j	2	01_CG_zhucheng	1954	1327	1
01_CYGM_chiyoumu	0	01_CYGM_chiyoumu	513	538	1
01_CYGM_chiyoumu	1	01_CYGM_chiyoumu	513	538	1
01_CYGM_chiyoumu	2	01_CYGM_chiyoumu	513	538	1
02_CYGM_nanjiang	0	02_CYGM_nanjiang	630	437	1
02_CYGM_nanjiang	1	02_CYGM_nanjiang	630	437	1
02_CYGM_nanjiang	2	02_CYGM_nanjiang	630	437	1
03_CYGM_mengjin	0	03_CYGM_mengjin	518	290	1
03_CYGM_mengjin	1	03_CYGM_mengjin	518	290	1
03_CYGM_mengjin	2	03_CYGM_mengjin	518	290	1
01_BHD_a	0	01_BHD_a	1938	1260	1
01_BHD_a	1	01_BHD_a	1938	1260	1
01_BHD_a	2	01_BHD_a	1938	1260	1
01_FBQXD_qixingdong	0	01_FBQXD_qixingdong	1841	1204	0
01_FBQXD_qixingdong	1	01_FBQXD_qixingdong	1841	1204	0
01_FBQXD_qixingdong	2	01_FBQXD_qixingdong	1841	1204	0
01_FBJAD_jinaodao	0	01_FBJAD_jinaodao	373	235	0
01_FBJAD_jinaodao	1	01_FBJAD_jinaodao	373	235	0
01_FBJAD_jinaodao	2	01_FBJAD_jinaodao	373	235	0
01_BPBHLD_a	0	01_BPBHLD_a	1432	1050	0
01_BPBHLD_a	1	01_BPBHLD_a	1432	1050	0
01_BPBHLD_a	2	01_BPBHLD_a	1432	1050	0
01_SSG_sanshanguan	0	01_CG_zhucheng	1954	1327	1
01_SSG_sanshanguan	1	01_CG_zhucheng	1954	1327	1
01_SSG_sanshanguan	2	01_CG_zhucheng	1954	1327	1
02_SSG_youhongguan	0	01_CG_zhucheng	1954	1327	1
02_SSG_youhongguan	1	01_CG_zhucheng	1954	1327	1
02_SSG_youhongguan	2	01_CG_zhucheng	1954	1327	1
03_SSG_miaojiang	0	01_CG_zhucheng	1954	1327	1
03_SSG_miaojiang	1	01_CG_zhucheng	1954	1327	1
03_SSG_miaojiang	2	01_CG_zhucheng	1954	1327	1
01_YGZC_yuanguzhanchang	0	01_CG_zhucheng	1954	1327	1
01_YGZC_yuanguzhanchang	1	01_CG_zhucheng	1954	1327	1
