ruleId	bornNpcid	bornNpccount	bornNpcDir	bornmapgxbegin	bornmapgxend	bornmapgybegin	bornmapgyend
1051	01cs023	1		490	1138	495	825
1052	01cs024	1		490	1138	495	825
1053	01cs025	1		490	1138	495	825
1054	01cs026	1		490	1138	495	825
1055	01cs027	1		490	1138	495	825
1056	01cs028	1		490	1138	495	825
1057	01cs029	1		490	1138	495	825
1058	01cs030	1		490	1138	495	825
							
1030	01cs032	1		613	613	549	549
1031	01cs032	1		613	613	549	549
1032	01cs032	1		613	613	549	549
1033	01cs032	1		613	613	549	549
1034	01cs032	1		613	613	549	549
1035	01cs032	1		613	613	549	549
1036	01cs032	1		613	613	549	549
1037	01cs032	1		613	613	549	549
1038	01cs032	1		613	613	549	549
1039	01cs032	1		613	613	549	549
1040	01cs032	1		613	613	549	549
1041	01cs032	1		613	613	549	549
1042	01cs032	1		613	613	549	549
1043	01cs032	1		613	613	549	549
1044	01cs032	1		613	613	549	549
1045	01cs032	1		613	613	549	549
1046	01cs032	1		613	613	549	549
1047	01cs032	1		613	613	549	549
1048	01cs032	1		613	613	549	549
1049	01cs032	1		613	613	549	549
1050	01cs032	1		613	613	549	549
1051	01cs032	1		613	613	549	549
1052	01cs032	1		613	613	549	549
1053	01cs032	1		613	613	549	549
1054	01cs032	1		613	613	549	549
1055	01cs032	1		613	613	549	549
1056	01cs032	1		613	613	549	549
1057	01cs032	1		613	613	549	549
1058	01cs032	1		613	613	549	549
							
1059	01cs002	1		490	1138	495	825
1060	01cs003	1		490	1138	495	825
1061	01cs004	1		490	1138	495	825
1062	01cs005	1		490	1138	495	825
1063	01cs006	1		490	1138	495	825
1064	01cs007	1		490	1138	495	825
1065	01cs008	1		490	1138	495	825
1066	01cs009	1		490	1138	495	825
1067	01cs010	1		490	1138	495	825
1068	01cs011	1		490	1138	495	825
1069	01cs012	1		490	1138	495	825
1070	01cs013	1		490	1138	495	825
1071	01cs014	1		490	1138	495	825
1072	01cs015	1		490	1138	495	825
1073	01cs016	1		490	1138	495	825
1074	01cs017	1		490	1138	495	825
1075	01cs018	1		490	1138	495	825
1076	01cs019	1		490	1138	495	825
1077	01cs020	1		490	1138	495	825
1078	01cs021	1		490	1138	495	825
1079	01cs022	1		490	1138	495	825
1080	01cs023	1		490	1138	495	825
1081	01cs024	1		490	1138	495	825
1082	01cs025	1		490	1138	495	825
1083	01cs026	1		490	1138	495	825
1084	01cs027	1		490	1138	495	825
1085	01cs028	1		490	1138	495	825
1086	01cs029	1		490	1138	495	825
1087	01cs030	1		490	1138	495	825
							
1059	01cs033	1		613	613	549	549
1060	01cs033	1		613	613	549	549
1061	01cs033	1		613	613	549	549
1062	01cs033	1		613	613	549	549
1063	01cs033	1		613	613	549	549
1064	01cs033	1		613	613	549	549
1065	01cs033	1		613	613	549	549
1066	01cs033	1		613	613	549	549
1067	01cs033	1		613	613	549	549
1068	01cs033	1		613	613	549	549
1069	01cs033	1		613	613	549	549
1070	01cs033	1		613	613	549	549
1071	01cs033	1		613	613	549	549
1072	01cs033	1		613	613	549	549
1073	01cs033	1		613	613	549	549
1074	01cs033	1		613	613	549	549
1075	01cs033	1		613	613	549	549
1076	01cs033	1		613	613	549	549
1077	01cs033	1		613	613	549	549
1078	01cs033	1		613	613	549	549
1079	01cs033	1		613	613	549	549
1080	01cs033	1		613	613	549	549
1081	01cs033	1		613	613	549	549
1082	01cs033	1		613	613	549	549
1083	01cs033	1		613	613	549	549
1084	01cs033	1		613	613	549	549
1085	01cs033	1		613	613	549	549
1086	01cs033	1		613	613	549	549
1087	01cs033	1		613	613	549	549
							
1088	01cs002	1		490	1138	495	825
1089	01cs003	1		490	1138	495	825
1090	01cs004	1		490	1138	495	825
1091	01cs005	1		490	1138	495	825
1092	01cs006	1		490	1138	495	825
1093	01cs007	1		490	1138	495	825
1094	01cs008	1		490	1138	495	825
1095	01cs009	1		490	1138	495	825
1096	01cs010	1		490	1138	495	825
1097	01cs011	1		490	1138	495	825
1098	01cs012	1		490	1138	495	825
1099	01cs013	1		490	1138	495	825
1100	01cs014	1		490	1138	495	825
1101	01cs015	1		490	1138	495	825
1102	01cs016	1		490	1138	495	825
1103	01cs017	1		490	1138	495	825
1104	01cs018	1		490	1138	495	825
1105	01cs019	1		490	1138	495	825
1106	01cs020	1		490	1138	495	825
1107	01cs021	1		490	1138	495	825
1108	01cs022	1		490	1138	495	825
1109	01cs023	1		490	1138	495	825
1110	01cs024	1		490	1138	495	825
1111	01cs025	1		490	1138	495	825
1112	01cs026	1		490	1138	495	825
1113	01cs027	1		490	1138	495	825
1114	01cs028	1		490	1138	495	825
1115	01cs029	1		490	1138	495	825
1116	01cs030	1		490	1138	495	825
							
							
1500	01kld113	1		1025	1425	772	939
1501	01kld123	1		1025	1425	772	939
1502	01kld133	1		1025	1425	772	939
1503	01kld143	1		1025	1425	772	939
1504	01kld153	1		1025	1425	772	939
1505	01kld163	1		1025	1425	772	939
1506	01kld173	1		1025	1425	772	939
1507	01kld183	1		1025	1425	772	939
1508	01kld193	1		1025	1425	772	939
1509	01kld203	1		1025	1425	772	939
1510	01kld213	1		1025	1425	772	939
1511	01kld223	1		1025	1425	772	939
1512	01kld114	1		363	779	707	960
1513	01kld124	1		363	779	707	960
1514	01kld134	1		363	779	707	960
1515	01kld144	1		363	779	707	960
1516	01kld154	1		363	779	707	960
1517	01kld164	1		363	779	707	960
1518	01kld174	1		363	779	707	960
1519	01kld184	1		363	779	707	960
1520	01kld194	1		363	779	707	960
1521	01kld204	1		363	779	707	960
1522	01kld214	1		363	779	707	960
1523	01kld224	1		363	779	707	960
1524	01kld115	1		650	940	400	606
1525	01kld125	1		650	940	400	606
1526	01kld135	1		650	940	400	606
1527	01kld145	1		650	940	400	606
1528	01kld155	1		650	940	400	606
1529	01kld165	1		650	940	400	606
1530	01kld175	1		650	940	400	606
1531	01kld185	1		650	940	400	606
1532	01kld195	1		650	940	400	606
1533	01kld205	1		650	940	400	606
1534	01kld215	1		650	940	400	606
1535	01kld225	1		650	940	400	606
1500	01kld110	6		1025	1425	772	939
1501	01kld120	6		1025	1425	772	939
1502	01kld130	6		1025	1425	772	939
1503	01kld140	6		1025	1425	772	939
1504	01kld150	6		1025	1425	772	939
1505	01kld160	6		1025	1425	772	939
1506	01kld170	6		1025	1425	772	939
1507	01kld180	6		1025	1425	772	939
1508	01kld190	6		1025	1425	772	939
1509	01kld200	6		1025	1425	772	939
1510	01kld210	6		1025	1425	772	939
1511	01kld220	6		1025	1425	772	939
1512	01kld111	6		363	779	707	960
1513	01kld121	6		363	779	707	960
1514	01kld131	6		363	779	707	960
1515	01kld141	6		363	779	707	960
1516	01kld151	6		363	779	707	960
1517	01kld161	6		363	779	707	960
1518	01kld171	6		363	779	707	960
1519	01kld181	6		363	779	707	960
1520	01kld191	6		363	779	707	960
1521	01kld201	6		363	779	707	960
1522	01kld211	6		363	779	707	960
1523	01kld221	6		363	779	707	960
1524	01kld112	6		650	940	400	606
1525	01kld122	6		650	940	400	606
1526	01kld132	6		650	940	400	606
1527	01kld142	6		650	940	400	606
1528	01kld152	6		650	940	400	606
1529	01kld162	6		650	940	400	606
1530	01kld172	6		650	940	400	606
1531	01kld182	6		650	940	400	606
1532	01kld192	6		650	940	400	606
1533	01kld202	6		650	940	400	606
1534	01kld212	6		650	940	400	606
1535	01kld222	6		650	940	400	606
							
							
1600	01bgd120	1		620	620	569	569
1601	01bgd130	1		620	620	569	569
1602	01bgd140	1		620	620	569	569
1603	01bgd150	1		620	620	569	569
1604	01bgd160	1		620	620	569	569
1605	01bgd170	1		620	620	569	569
1606	01bgd180	1		620	620	569	569
1607	01bgd190	1		620	620	569	569
1608	01bgd200	1		620	620	569	569
1609	01bgd220	1		620	620	569	569
1610	01bgd230	1		620	620	569	569
1611	01bgd240	1		620	620	569	569
1612	01bgd250	1		620	620	569	569
1613	01bgd260	1		620	620	569	569
1614	01bgd270	1		620	620	569	569
1615	01bgd280	1		620	620	569	569
1616	01bgd290	1		620	620	569	569
1617	01bgd300	1		620	620	569	569
1618	01bgd320	1		620	620	569	569
1619	01bgd330	1		620	620	569	569
1620	01bgd340	1		620	620	569	569
1621	01bgd350	1		620	620	569	569
1622	01bgd360	1		620	620	569	569
1623	01bgd370	1		620	620	569	569
1624	01bgd380	1		620	620	569	569
1625	01bgd390	1		620	620	569	569
1626	01bgd400	1		620	620	569	569
1627	01bgd420	1		620	620	569	569
1628	01bgd430	1		620	620	569	569
1629	01bgd440	1		620	620	569	569
1630	01bgd450	1		620	620	569	569
1631	01bgd460	1		620	620	569	569
1632	01bgd470	1		620	620	569	569
1633	01bgd480	1		620	620	569	569
1634	01bgd490	1		620	620	569	569
1635	01bgd500	1		620	620	569	569
1636	01bgd520	1		620	620	569	569
1637	01bgd530	1		620	620	569	569
1638	01bgd540	1		620	620	569	569
1639	01bgd550	1		620	620	569	569
1640	01bgd560	1		620	620	569	569
1641	01bgd570	1		620	620	569	569
1642	01bgd580	1		620	620	569	569
1643	01bgd590	1		620	620	569	569
1644	01bgd600	1		620	620	569	569
1645	01bgd620	1		620	620	569	569
1646	01bgd630	1		620	620	569	569
1647	01bgd640	1		620	620	569	569
1648	01bgd650	1		620	620	569	569
1649	01bgd660	1		620	620	569	569
1650	01bgd670	1		620	620	569	569
1651	01bgd680	1		620	620	569	569
1652	01bgd690	1		620	620	569	569
1653	01bgd700	1		620	620	569	569
1654	01bgd720	1		620	620	569	569
1655	01bgd730	1		620	620	569	569
1656	01bgd740	1		620	620	569	569
1657	01bgd750	1		620	620	569	569
1658	01bgd760	1		620	620	569	569
1659	01bgd770	1		620	620	569	569
1660	01bgd780	1		620	620	569	569
1661	01bgd790	1		620	620	569	569
1662	01bgd800	1		620	620	569	569
1663	01bgd820	1		620	620	569	569
1664	01bgd830	1		620	620	569	569
1665	01bgd840	1		620	620	569	569
1666	01bgd850	1		620	620	569	569
1667	01bgd860	1		620	620	569	569
1668	01bgd870	1		620	620	569	569
1669	01bgd880	1		620	620	569	569
1670	01bgd890	1		620	620	569	569
1671	01bgd900	1		620	620	569	569
1672	01bgd920	1		620	620	569	569
1673	01bgd930	1		620	620	569	569
1674	01bgd940	1		620	620	569	569
1675	01bgd950	1		620	620	569	569
1676	01bgd960	1		620	620	569	569
1677	01bgd970	1		620	620	569	569
1678	01bgd980	1		620	620	569	569
1679	01bgd990	1		620	620	569	569
1680	01bgd1000	1		620	620	569	569
1681	01bgd1020	1		620	620	569	569
1682	01bgd1030	1		620	620	569	569
1683	01bgd1040	1		620	620	569	569
1684	01bgd1050	1		620	620	569	569
1685	01bgd1060	1		620	620	569	569
1686	01bgd1070	1		620	620	569	569
1687	01bgd1080	1		620	620	569	569
1688	01bgd1090	1		620	620	569	569
1689	01bgd1100	1		620	620	569	569
1690	01bgd1120	1		620	620	569	569
1691	01bgd1130	1		620	620	569	569
1692	01bgd1140	1		620	620	569	569
1693	01bgd1150	1		620	620	569	569
1694	01bgd1160	1		620	620	569	569
1695	01bgd1170	1		620	620	569	569
1696	01bgd1180	1		620	620	569	569
1697	01bgd1190	1		620	620	569	569
1698	01bgd1200	1		620	620	569	569
1699	01bgd1220	1		620	620	569	569
1700	01bgd1230	1		620	620	569	569
1701	01bgd1240	1		620	620	569	569
1702	01bgd1250	1		620	620	569	569
1703	01bgd1260	1		620	620	569	569
1704	01bgd1270	1		620	620	569	569
1705	01bgd1280	1		620	620	569	569
1706	01bgd1290	1		620	620	569	569
1707	01bgd1300	1		620	620	569	569
1708	01bgd1320	1		620	620	569	569
1709	01bgd1330	1		620	620	569	569
1710	01bgd1340	1		620	620	569	569
1711	01bgd1350	1		620	620	569	569
1712	01bgd1360	1		620	620	569	569
1713	01bgd1370	1		620	620	569	569
1714	01bgd1380	1		620	620	569	569
1715	01bgd1390	1		620	620	569	569
1716	01bgd1400	1		620	620	569	569
							
							
							
							
							
							
1600	01bgd121	1		659	659	499	499
1602	01bgd141	1		659	659	499	499
1604	01bgd161	1		659	659	499	499
1605	01bgd171	1		659	659	499	499
1606	01bgd181	1		659	659	499	499
1608	01bgd201	1		659	659	499	499
1608	01bgd202	1		659	659	499	499
1609	01bgd221	1		659	659	499	499
1611	01bgd241	1		659	659	499	499
1613	01bgd261	1		659	659	499	499
1614	01bgd271	1		659	659	499	499
1615	01bgd281	1		659	659	499	499
1617	01bgd301	1		659	659	499	499
1617	01bgd302	1		659	659	499	499
1618	01bgd321	1		659	659	499	499
1620	01bgd341	1		659	659	499	499
1622	01bgd361	1		659	659	499	499
1623	01bgd371	1		659	659	499	499
1624	01bgd381	1		659	659	499	499
1626	01bgd401	1		659	659	499	499
1626	01bgd402	1		659	659	499	499
1627	01bgd421	1		659	659	499	499
1629	01bgd441	1		659	659	499	499
1631	01bgd461	1		659	659	499	499
1632	01bgd471	1		659	659	499	499
1633	01bgd481	1		659	659	499	499
1635	01bgd501	1		659	659	499	499
1635	01bgd502	1		659	659	499	499
1636	01bgd521	1		659	659	499	499
1638	01bgd541	1		659	659	499	499
1640	01bgd561	1		659	659	499	499
1641	01bgd571	1		659	659	499	499
1642	01bgd581	1		659	659	499	499
1644	01bgd601	1		659	659	499	499
1644	01bgd602	1		659	659	499	499
1645	01bgd621	1		659	659	499	499
1647	01bgd641	1		659	659	499	499
1649	01bgd661	1		659	659	499	499
1650	01bgd671	1		659	659	499	499
1651	01bgd681	1		659	659	499	499
1653	01bgd701	1		659	659	499	499
1653	01bgd702	1		659	659	499	499
1654	01bgd721	1		659	659	499	499
1656	01bgd741	1		659	659	499	499
1658	01bgd761	1		659	659	499	499
1659	01bgd771	1		659	659	499	499
1660	01bgd781	1		659	659	499	499
1662	01bgd801	1		659	659	499	499
1662	01bgd802	1		659	659	499	499
1663	01bgd821	1		659	659	499	499
1665	01bgd841	1		659	659	499	499
1667	01bgd861	1		659	659	499	499
1668	01bgd871	1		659	659	499	499
1669	01bgd881	1		659	659	499	499
1671	01bgd901	1		659	659	499	499
1671	01bgd902	1		659	659	499	499
1672	01bgd921	1		659	659	499	499
1674	01bgd941	1		659	659	499	499
1676	01bgd961	1		659	659	499	499
1677	01bgd971	1		659	659	499	499
1678	01bgd981	1		659	659	499	499
1680	01bgd1001	1		659	659	499	499
1680	01bgd1002	1		659	659	499	499
1681	01bgd1012	1		659	659	499	499
1683	01bgd1041	1		659	659	499	499
1685	01bgd1061	1		659	659	499	499
1686	01bgd1071	1		659	659	499	499
1687	01bgd1081	1		659	659	499	499
1689	01bgd1101	1		659	659	499	499
1689	01bgd1102	1		659	659	499	499
1690	01bgd1111	1		659	659	499	499
1692	01bgd1141	1		659	659	499	499
1694	01bgd1161	1		659	659	499	499
1695	01bgd1171	1		659	659	499	499
1696	01bgd1181	1		659	659	499	499
1698	01bgd1201	1		659	659	499	499
1698	01bgd1202	1		659	659	499	499
1699	01bgd1221	1		659	659	499	499
1701	01bgd1241	1		659	659	499	499
1703	01bgd1261	1		659	659	499	499
1704	01bgd1271	1		659	659	499	499
1705	01bgd1281	1		659	659	499	499
1707	01bgd1301	1		659	659	499	499
1707	01bgd1302	1		659	659	499	499
1708	01bgd1321	1		659	659	499	499
1710	01bgd1341	1		659	659	499	499
1712	01bgd1361	1		659	659	499	499
1713	01bgd1371	1		659	659	499	499
1714	01bgd1381	1		659	659	499	499
1716	01bgd1401	1		659	659	499	499
1716	01bgd1402	1		659	659	499	499
							
1600	01bgd121	1		460	460	576	576
1602	01bgd141	1		460	460	576	576
1604	01bgd161	1		460	460	576	576
1605	01bgd171	1		460	460	576	576
1606	01bgd181	1		460	460	576	576
1608	01bgd201	1		460	460	576	576
1608	01bgd202	1		460	460	576	576
1609	01bgd221	1		460	460	576	576
1611	01bgd241	1		460	460	576	576
1613	01bgd261	1		460	460	576	576
1614	01bgd271	1		460	460	576	576
1615	01bgd281	1		460	460	576	576
1617	01bgd301	1		460	460	576	576
1617	01bgd302	1		460	460	576	576
1618	01bgd321	1		460	460	576	576
1620	01bgd341	1		460	460	576	576
1622	01bgd361	1		460	460	576	576
1623	01bgd371	1		460	460	576	576
1624	01bgd381	1		460	460	576	576
1626	01bgd401	1		460	460	576	576
1626	01bgd402	1		460	460	576	576
1627	01bgd421	1		460	460	576	576
1629	01bgd441	1		460	460	576	576
1631	01bgd461	1		460	460	576	576
1632	01bgd471	1		460	460	576	576
1633	01bgd481	1		460	460	576	576
1635	01bgd501	1		460	460	576	576
1635	01bgd502	1		460	460	576	576
1636	01bgd521	1		460	460	576	576
1638	01bgd541	1		460	460	576	576
1640	01bgd561	1		460	460	576	576
1641	01bgd571	1		460	460	576	576
1642	01bgd581	1		460	460	576	576
1644	01bgd601	1		460	460	576	576
1644	01bgd602	1		460	460	576	576
1645	01bgd621	1		460	460	576	576
1647	01bgd641	1		460	460	576	576
1649	01bgd661	1		460	460	576	576
1650	01bgd671	1		460	460	576	576
1651	01bgd681	1		460	460	576	576
1653	01bgd701	1		460	460	576	576
1653	01bgd702	1		460	460	576	576
1654	01bgd721	1		460	460	576	576
1656	01bgd741	1		460	460	576	576
1658	01bgd761	1		460	460	576	576
1659	01bgd771	1		460	460	576	576
1660	01bgd781	1		460	460	576	576
1662	01bgd801	1		460	460	576	576
1662	01bgd802	1		460	460	576	576
1663	01bgd821	1		460	460	576	576
1665	01bgd841	1		460	460	576	576
1667	01bgd861	1		460	460	576	576
1668	01bgd871	1		460	460	576	576
1669	01bgd881	1		460	460	576	576
1671	01bgd901	1		460	460	576	576
1671	01bgd902	1		460	460	576	576
1672	01bgd921	1		460	460	576	576
1674	01bgd941	1		460	460	576	576
1676	01bgd961	1		460	460	576	576
1677	01bgd971	1		460	460	576	576
1678	01bgd981	1		460	460	576	576
1680	01bgd1001	1		460	460	576	576
1680	01bgd1002	1		460	460	576	576
1681	01bgd1012	1		460	460	576	576
1683	01bgd1041	1		460	460	576	576
1685	01bgd1061	1		460	460	576	576
1686	01bgd1071	1		460	460	576	576
1687	01bgd1081	1		460	460	576	576
1689	01bgd1101	1		460	460	576	576
1689	01bgd1102	1		460	460	576	576
1690	01bgd1111	1		460	460	576	576
1692	01bgd1141	1		460	460	576	576
1694	01bgd1161	1		460	460	576	576
1695	01bgd1171	1		460	460	576	576
1696	01bgd1181	1		460	460	576	576
1698	01bgd1201	1		460	460	576	576
1698	01bgd1202	1		460	460	576	576
1699	01bgd1221	1		460	460	576	576
1701	01bgd1241	1		460	460	576	576
1703	01bgd1261	1		460	460	576	576
1704	01bgd1271	1		460	460	576	576
1705	01bgd1281	1		460	460	576	576
1707	01bgd1301	1		460	460	576	576
1707	01bgd1302	1		460	460	576	576
1708	01bgd1321	1		460	460	576	576
1710	01bgd1341	1		460	460	576	576
1712	01bgd1361	1		460	460	576	576
1713	01bgd1371	1		460	460	576	576
1714	01bgd1381	1		460	460	576	576
1716	01bgd1401	1		460	460	576	576
1716	01bgd1402	1		460	460	576	576
							
							
1800	01syt295	2		600	928	513	759
							
							
1901	01gjdt0101	1		269	269	511	511
1902	01gjdt0102	1		406	406	600	600
1903	01gjdt0103	1		398	398	434	434
1904	01gjdt0104	1		568	568	541	541
1905	01gjdt0105	1		539	539	368	368
1906	01gjdt0106	1		704	704	456	456
1907	01gjdt0107	1		652	652	298	298
1908	01gjdt0108	1		810	810	371	371
1909	01gjdt0109	1		113	113	583	583
1910	01gjdt0110	1		265	265	680	680
1911	01gjdt0201	1		269	269	511	511
1912	01gjdt0202	1		406	406	600	600
1913	01gjdt0203	1		398	398	434	434
1914	01gjdt0204	1		568	568	541	541
1915	01gjdt0205	1		539	539	368	368
1916	01gjdt0206	1		704	704	456	456
1917	01gjdt0207	1		652	652	298	298
1918	01gjdt0208	1		810	810	371	371
1919	01gjdt0209	1		113	113	583	583
1920	01gjdt0210	1		265	265	680	680
1921	01gjdt0301	1		269	269	511	511
1922	01gjdt0302	1		406	406	600	600
1923	01gjdt0303	1		398	398	434	434
1924	01gjdt0304	1		568	568	541	541
1925	01gjdt0305	1		539	539	368	368
1926	01gjdt0306	1		704	704	456	456
1927	01gjdt0307	1		652	652	298	298
1928	01gjdt0308	1		810	810	371	371
1929	01gjdt0309	1		113	113	583	583
1930	01gjdt0310	1		265	265	680	680
1931	01gjdt0401	1		269	269	511	511
1932	01gjdt0402	1		406	406	600	600
1933	01gjdt0403	1		398	398	434	434
1934	01gjdt0404	1		568	568	541	541
1935	01gjdt0405	1		539	539	368	368
1936	01gjdt0406	1		704	704	456	456
1937	01gjdt0407	1		652	652	298	298
1938	01gjdt0408	1		810	810	371	371
1939	01gjdt0409	1		113	113	583	583
1940	01gjdt0410	1		265	265	680	680
1941	01gjdt0501	1		269	269	511	511
1942	01gjdt0502	1		406	406	600	600
1943	01gjdt0503	1		398	398	434	434
1944	01gjdt0504	1		568	568	541	541
1945	01gjdt0505	1		539	539	368	368
1946	01gjdt0506	1		704	704	456	456
1947	01gjdt0507	1		652	652	298	298
1948	01gjdt0508	1		810	810	371	371
1949	01gjdt0509	1		113	113	583	583
1950	01gjdt0510	1		265	265	680	680
1951	01gjdt0601	1		269	269	511	511
1952	01gjdt0602	1		406	406	600	600
1953	01gjdt0603	1		398	398	434	434
1954	01gjdt0604	1		568	568	541	541
1955	01gjdt0605	1		539	539	368	368
1956	01gjdt0606	1		704	704	456	456
1957	01gjdt0607	1		652	652	298	298
1958	01gjdt0608	1		810	810	371	371
1959	01gjdt0609	1		113	113	583	583
1960	01gjdt0610	1		265	265	680	680
1961	01gjdt0701	1		269	269	511	511
1962	01gjdt0702	1		406	406	600	600
1963	01gjdt0703	1		398	398	434	434
1964	01gjdt0704	1		568	568	541	541
1965	01gjdt0705	1		539	539	368	368
1966	01gjdt0706	1		704	704	456	456
1967	01gjdt0707	1		652	652	298	298
1968	01gjdt0708	1		810	810	371	371
1969	01gjdt0709	1		113	113	583	583
1970	01gjdt0710	1		265	265	680	680
1971	01gjdt0801	1		269	269	511	511
1972	01gjdt0802	1		406	406	600	600
1973	01gjdt0803	1		398	398	434	434
1974	01gjdt0804	1		568	568	541	541
1975	01gjdt0805	1		539	539	368	368
1976	01gjdt0806	1		704	704	456	456
1977	01gjdt0807	1		652	652	298	298
1978	01gjdt0808	1		810	810	371	371
1979	01gjdt0809	1		113	113	583	583
1980	01gjdt0810	1		265	265	680	680
1981	01gjdt0901	1		269	269	511	511
1982	01gjdt0902	1		406	406	600	600
1983	01gjdt0903	1		398	398	434	434
1984	01gjdt0904	1		568	568	541	541
1985	01gjdt0905	1		539	539	368	368
1986	01gjdt0906	1		704	704	456	456
1987	01gjdt0907	1		652	652	298	298
1988	01gjdt0908	1		810	810	371	371
1989	01gjdt0909	1		113	113	583	583
1990	01gjdt0910	1		265	265	680	680
1991	01gjdt1001	1		269	269	511	511
1992	01gjdt1002	1		406	406	600	600
1993	01gjdt1003	1		398	398	434	434
1994	01gjdt1004	1		568	568	541	541
1995	01gjdt1005	1		539	539	368	368
1996	01gjdt1006	1		704	704	456	456
1997	01gjdt1007	1		652	652	298	298
1998	01gjdt1008	1		810	810	371	371
1999	01gjdt1009	1		113	113	583	583
2000	01gjdt1010	1		265	265	680	680
2001	01gjdt1101	1		269	269	511	511
2002	01gjdt1102	1		406	406	600	600
2003	01gjdt1103	1		398	398	434	434
2004	01gjdt1104	1		568	568	541	541
2005	01gjdt1105	1		539	539	368	368
2006	01gjdt1106	1		704	704	456	456
2007	01gjdt1107	1		652	652	298	298
2008	01gjdt1108	1		810	810	371	371
2009	01gjdt1109	1		113	113	583	583
2010	01gjdt1110	1		265	265	680	680
2011	01gjdt1201	1		269	269	511	511
2012	01gjdt1202	1		406	406	600	600
2013	01gjdt1203	1		398	398	434	434
2014	01gjdt1204	1		568	568	541	541
2015	01gjdt1205	1		539	539	368	368
2016	01gjdt1206	1		704	704	456	456
2017	01gjdt1207	1		652	652	298	298
2018	01gjdt1208	1		810	810	371	371
2019	01gjdt1209	1		113	113	583	583
2020	01gjdt1210	1		265	265	680	680
2021	01bzsbs010	1		1174	1174	1267	1267
							
2022	01fbxbhm002	1		459	459	327	327
2022	01fbxbhm003	1		2754	2754	315	315
2022	01fbxbhm004	1		2525	2525	2043	2043
2022	01fbxbhm005	1		372	372	2090	2090
2022	01n208	1		612	612	932	932
2022	01n209	1		2318	2318	1099	1099
2022	01n210	1		2092	2092	1433	1433
2022	01n211	1		1259	1259	1515	1515
2022	01n198	1		1629	1629	340	340
2022	01n199	1		1429	1429	340	340
							
							
2023	01fbxbhm002	1		459	459	327	327
2023	01fbxbhm003	1		2754	2754	315	315
2023	01fbxbhm004	1		2525	2525	2043	2043
2023	01fbxbhm005	1		372	372	2090	2090
