level	qualityType	equipslotType	material1	num1	material2	num2	gameMoney	broadcast
60	3	0	7000001	36	7000002	90	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	3	1	7000001	36	7000002	90	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	3	2	7000001	36	7000002	90	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	3	3	7000001	36	7000002	90	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	3	4	7000001	36	7000002	90	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	3	5	7000001	36	7000002	90	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	3	6	7000001	36	7000002	90	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	3	7	7000001	36	7000002	90	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	3	8	7000001	36	7000002	90	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	3	9	7000001	36	7000002	90	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	4	0	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	4	1	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	4	2	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	4	3	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	4	4	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	4	5	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	4	6	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	4	7	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	4	8	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	4	9	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	5	0	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	5	1	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	5	2	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	5	3	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	5	4	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	5	5	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	5	6	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	5	7	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	5	8	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	5	9	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	6	0	7000001	72	7000002	180	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	6	1	7000001	72	7000002	180	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	6	2	7000001	72	7000002	180	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	6	3	7000001	72	7000002	180	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	6	4	7000001	72	7000002	180	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	6	5	7000001	72	7000002	180	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	6	6	7000001	72	7000002	180	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	6	7	7000001	72	7000002	180	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	6	8	7000001	72	7000002	180	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	6	9	7000001	72	7000002	180	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	7	0	7000001	84	7000002	210	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
