suitGroupId	level	equipslotType	goodsId	materialId1	materialNum1	materialId2	materialNum2	goldMoney
5	150	8	4150508	7000008	1	7000006	10	
5	150	9	4150509	7000008	1	7000006	10	
5	160	0	4160500	7000008	1	7000006	10	
5	160	1	4160501	7000008	1	7000006	10	
5	160	2	4160502	7000008	1	7000006	10	
5	160	3	4160503	7000008	1	7000006	10	
5	160	4	4160504	7000008	1	7000006	10	
5	160	5	4160505	7000008	1	7000006	10	
5	160	6	4160506	7000008	1	7000006	10	
5	160	7	4160507	7000008	1	7000006	10	
5	160	8	4160508	7000008	1	7000006	10	
5	160	9	4160509	7000008	1	7000006	10	
5	170	0	4170500	7000008	1	7000006	10	
5	170	1	4170501	7000008	1	7000006	10	
5	170	2	4170502	7000008	1	7000006	10	
5	170	3	4170503	7000008	1	7000006	10	
5	170	4	4170504	7000008	1	7000006	10	
5	170	5	4170505	7000008	1	7000006	10	
5	170	6	4170506	7000008	1	7000006	10	
5	170	7	4170507	7000008	1	7000006	10	
5	170	8	4170508	7000008	1	7000006	10	
5	170	9	4170509	7000008	1	7000006	10	
5	180	0	4180500	7000008	1	7000006	10	
5	180	1	4180501	7000008	1	7000006	10	
5	180	2	4180502	7000008	1	7000006	10	
5	180	3	4180503	7000008	1	7000006	10	
5	180	4	4180504	7000008	1	7000006	10	
5	180	5	4180505	7000008	1	7000006	10	
5	180	6	4180506	7000008	1	7000006	10	
5	180	7	4180507	7000008	1	7000006	10	
5	180	8	4180508	7000008	1	7000006	10	
5	180	9	4180509	7000008	1	7000006	10	
5	190	0	4190500	7000008	1	7000006	10	
5	190	1	4190501	7000008	1	7000006	10	
5	190	2	4190502	7000008	1	7000006	10	
5	190	3	4190503	7000008	1	7000006	10	
5	190	4	4190504	7000008	1	7000006	10	
5	190	5	4190505	7000008	1	7000006	10	
5	190	6	4190506	7000008	1	7000006	10	
5	190	7	4190507	7000008	1	7000006	10	
5	190	8	4190508	7000008	1	7000006	10	
5	190	9	4190509	7000008	1	7000006	10	
6	40	0	4040600	7000008	3	7000006	30	
6	40	1	4040601	7000008	3	7000006	30	
6	40	2	4040602	7000008	3	7000006	30	
6	40	3	4040603	7000008	3	7000006	30	
6	40	4	4040604	7000008	3	7000006	30	
6	40	5	4040605	7000008	3	7000006	30	
6	40	6	4040606	7000008	3	7000006	30	
6	40	7	4040607	7000008	3	7000006	30	
6	40	8	4040608	7000008	3	7000006	30	
6	40	9	4040609	7000008	3	7000006	30	
6	60	0	4060600	7000008	3	7000006	30	
6	60	1	4060601	7000008	3	7000006	30	
6	60	2	4060602	7000008	3	7000006	30	
6	60	3	4060603	7000008	3	7000006	30	
6	60	4	4060604	7000008	3	7000006	30	
6	60	5	4060605	7000008	3	7000006	30	
6	60	6	4060606	7000008	3	7000006	30	
6	60	7	4060607	7000008	3	7000006	30	
6	60	8	4060608	7000008	3	7000006	30	
6	60	9	4060609	7000008	3	7000006	30	
6	80	0	4080600	7000008	3	7000006	30	
6	80	1	4080601	7000008	3	7000006	30	
6	80	2	4080602	7000008	3	7000006	30	
6	80	3	4080603	7000008	3	7000006	30	
6	80	4	4080604	7000008	3	7000006	30	
6	80	5	4080605	7000008	3	7000006	30	
6	80	6	4080606	7000008	3	7000006	30	
6	80	7	4080607	7000008	3	7000006	30	
6	80	8	4080608	7000008	3	7000006	30	
6	80	9	4080609	7000008	3	7000006	30	
6	100	0	4100600	7000008	3	7000006	30	
6	100	1	4100601	7000008	3	7000006	30	
6	100	2	4100602	7000008	3	7000006	30	
6	100	3	4100603	7000008	3	7000006	30	
6	100	4	4100604	7000008	3	7000006	30	
6	100	5	4100605	7000008	3	7000006	30	
6	100	6	4100606	7000008	3	7000006	30	
6	100	7	4100607	7000008	3	7000006	30	
6	100	8	4100608	7000008	3	7000006	30	
6	100	9	4100609	7000008	3	7000006	30	
6	110	0	4110600	7000008	3	7000006	30	
6	110	1	4110601	7000008	3	7000006	30	
6	110	2	4110602	7000008	3	7000006	30	
6	110	3	4110603	7000008	3	7000006	30	
6	110	4	4110604	7000008	3	7000006	30	
6	110	5	4110605	7000008	3	7000006	30	
6	110	6	4110606	7000008	3	7000006	30	
6	110	7	4110607	7000008	3	7000006	30	
6	110	8	4110608	7000008	3	7000006	30	
6	110	9	4110609	7000008	3	7000006	30	
6	120	0	4120600	7000008	3	7000006	30	
6	120	1	4120601	7000008	3	7000006	30	
6	120	2	4120602	7000008	3	7000006	30	
6	120	3	4120603	7000008	3	7000006	30	
6	120	4	4120604	7000008	3	7000006	30	
6	120	5	4120605	7000008	3	7000006	30	
6	120	6	4120606	7000008	3	7000006	30	
6	120	7	4120607	7000008	3	7000006	30	
6	120	8	4120608	7000008	3	7000006	30	
6	120	9	4120609	7000008	3	7000006	30	
6	130	0	4130600	7000008	3	7000006	30	
6	130	1	4130601	7000008	3	7000006	30	
6	130	2	4130602	7000008	3	7000006	30	
6	130	3	4130603	7000008	3	7000006	30	
6	130	4	4130604	7000008	3	7000006	30	
6	130	5	4130605	7000008	3	7000006	30	
6	130	6	4130606	7000008	3	7000006	30	
6	130	7	4130607	7000008	3	7000006	30	
6	130	8	4130608	7000008	3	7000006	30	
6	130	9	4130609	7000008	3	7000006	30	
6	140	0	4140600	7000008	3	7000006	30	
6	140	1	4140601	7000008	3	7000006	30	
6	140	2	4140602	7000008	3	7000006	30	
6	140	3	4140603	7000008	3	7000006	30	
6	140	4	4140604	7000008	3	7000006	30	
6	140	5	4140605	7000008	3	7000006	30	
6	140	6	4140606	7000008	3	7000006	30	
6	140	7	4140607	7000008	3	7000006	30	
6	140	8	4140608	7000008	3	7000006	30	
6	140	9	4140609	7000008	3	7000006	30	
6	150	0	4150600	7000008	3	7000006	30	
6	150	1	4150601	7000008	3	7000006	30	
6	150	2	4150602	7000008	3	7000006	30	
6	150	3	4150603	7000008	3	7000006	30	
6	150	4	4150604	7000008	3	7000006	30	
6	150	5	4150605	7000008	3	7000006	30	
6	150	6	4150606	7000008	3	7000006	30	
6	150	7	4150607	7000008	3	7000006	30	
6	150	8	4150608	7000008	3	7000006	30	
6	150	9	4150609	7000008	3	7000006	30	
6	160	0	4160600	7000008	3	7000006	30	
6	160	1	4160601	7000008	3	7000006	30	
6	160	2	4160602	7000008	3	7000006	30	
6	160	3	4160603	7000008	3	7000006	30	
6	160	4	4160604	7000008	3	7000006	30	
6	160	5	4160605	7000008	3	7000006	30	
6	160	6	4160606	7000008	3	7000006	30	
6	160	7	4160607	7000008	3	7000006	30	
6	160	8	4160608	7000008	3	7000006	30	
6	160	9	4160609	7000008	3	7000006	30	
6	170	0	4170600	7000008	3	7000006	30	
6	170	1	4170601	7000008	3	7000006	30	
6	170	2	4170602	7000008	3	7000006	30	
6	170	3	4170603	7000008	3	7000006	30	
6	170	4	4170604	7000008	3	7000006	30	
6	170	5	4170605	7000008	3	7000006	30	
6	170	6	4170606	7000008	3	7000006	30	
6	170	7	4170607	7000008	3	7000006	30	
6	170	8	4170608	7000008	3	7000006	30	
6	170	9	4170609	7000008	3	7000006	30	
6	180	0	4180600	7000008	3	7000006	30	
6	180	1	4180601	7000008	3	7000006	30	
6	180	2	4180602	7000008	3	7000006	30	
6	180	3	4180603	7000008	3	7000006	30	
6	180	4	4180604	7000008	3	7000006	30	
6	180	5	4180605	7000008	3	7000006	30	
6	180	6	4180606	7000008	3	7000006	30	
6	180	7	4180607	7000008	3	7000006	30	
6	180	8	4180608	7000008	3	7000006	30	
6	180	9	4180609	7000008	3	7000006	30	
6	190	0	4190600	7000008	3	7000006	30	
6	190	1	4190601	7000008	3	7000006	30	
6	190	2	4190602	7000008	3	7000006	30	
6	190	3	4190603	7000008	3	7000006	30	
6	190	4	4190604	7000008	3	7000006	30	
6	190	5	4190605	7000008	3	7000006	30	
6	190	6	4190606	7000008	3	7000006	30	
6	190	7	4190607	7000008	3	7000006	30	
6	190	8	4190608	7000008	3	7000006	30	
6	190	9	4190609	7000008	3	7000006	30	
7	40	0	4040700	7000008	9	7000006	90	
7	40	1	4040701	7000008	9	7000006	90	
7	40	2	4040702	7000008	9	7000006	90	
7	40	3	4040703	7000008	9	7000006	90	
7	40	4	4040704	7000008	9	7000006	90	
7	40	5	4040705	7000008	9	7000006	90	
7	40	6	4040706	7000008	9	7000006	90	
7	40	7	4040707	7000008	9	7000006	90	
7	40	8	4040708	7000008	9	7000006	90	
7	40	9	4040709	7000008	9	7000006	90	
7	60	0	4060700	7000008	9	7000006	90	
7	60	1	4060701	7000008	9	7000006	90	
7	60	2	4060702	7000008	9	7000006	90	
7	60	3	4060703	7000008	9	7000006	90	
7	60	4	4060704	7000008	9	7000006	90	
7	60	5	4060705	7000008	9	7000006	90	
7	60	6	4060706	7000008	9	7000006	90	
7	60	7	4060707	7000008	9	7000006	90	
7	60	8	4060708	7000008	9	7000006	90	
7	60	9	4060709	7000008	9	7000006	90	
7	80	0	4080700	7000008	9	7000006	90	
7	80	1	4080701	7000008	9	7000006	90	
7	80	2	4080702	7000008	9	7000006	90	
7	80	3	4080703	7000008	9	7000006	90	
7	80	4	4080704	7000008	9	7000006	90	
7	80	5	4080705	7000008	9	7000006	90	
7	80	6	4080706	7000008	9	7000006	90	
7	80	7	4080707	7000008	9	7000006	90	
7	80	8	4080708	7000008	9	7000006	90	
7	80	9	4080709	7000008	9	7000006	90	
7	100	0	4100700	7000008	9	7000006	90	
7	100	1	4100701	7000008	9	7000006	90	
7	100	2	4100702	7000008	9	7000006	90	
7	100	3	4100703	7000008	9	7000006	90	
7	100	4	4100704	7000008	9	7000006	90	
7	100	5	4100705	7000008	9	7000006	90	
7	100	6	4100706	7000008	9	7000006	90	
7	100	7	4100707	7000008	9	7000006	90	
7	100	8	4100708	7000008	9	7000006	90	
7	100	9	4100709	7000008	9	7000006	90	
7	110	0	4110700	7000008	9	7000006	90	
7	110	1	4110701	7000008	9	7000006	90	
7	110	2	4110702	7000008	9	7000006	90	
7	110	3	4110703	7000008	9	7000006	90	
7	110	4	4110704	7000008	9	7000006	90	
7	110	5	4110705	7000008	9	7000006	90	
7	110	6	4110706	7000008	9	7000006	90	
7	110	7	4110707	7000008	9	7000006	90	
7	110	8	4110708	7000008	9	7000006	90	
7	110	9	4110709	7000008	9	7000006	90	
7	120	0	4120700	7000008	9	7000006	90	
7	120	1	4120701	7000008	9	7000006	90	
7	120	2	4120702	7000008	9	7000006	90	
7	120	3	4120703	7000008	9	7000006	90	
7	120	4	4120704	7000008	9	7000006	90	
7	120	5	4120705	7000008	9	7000006	90	
7	120	6	4120706	7000008	9	7000006	90	
7	120	7	4120707	7000008	9	7000006	90	
7	120	8	4120708	7000008	9	7000006	90	
7	120	9	4120709	7000008	9	7000006	90	
7	130	0	4130700	7000008	9	7000006	90	
7	130	1	4130701	7000008	9	7000006	90	
7	130	2	4130702	7000008	9	7000006	90	
7	130	3	4130703	7000008	9	7000006	90	
7	130	4	4130704	7000008	9	7000006	90	
7	130	5	4130705	7000008	9	7000006	90	
7	130	6	4130706	7000008	9	7000006	90	
7	130	7	4130707	7000008	9	7000006	90	
7	130	8	4130708	7000008	9	7000006	90	
7	130	9	4130709	7000008	9	7000006	90	
7	140	0	4140700	7000008	9	7000006	90	
7	140	1	4140701	7000008	9	7000006	90	
7	140	2	4140702	7000008	9	7000006	90	
7	140	3	4140703	7000008	9	7000006	90	
7	140	4	4140704	7000008	9	7000006	90	
7	140	5	4140705	7000008	9	7000006	90	
7	140	6	4140706	7000008	9	7000006	90	
7	140	7	4140707	7000008	9	7000006	90	
7	140	8	4140708	7000008	9	7000006	90	
7	140	9	4140709	7000008	9	7000006	90	
7	150	0	4150700	7000008	9	7000006	90	
7	150	1	4150701	7000008	9	7000006	90	
7	150	2	4150702	7000008	9	7000006	90	
7	150	3	4150703	7000008	9	7000006	90	
7	150	4	4150704	7000008	9	7000006	90	
7	150	5	4150705	7000008	9	7000006	90	
7	150	6	4150706	7000008	9	7000006	90	
7	150	7	4150707	7000008	9	7000006	90	
7	150	8	4150708	7000008	9	7000006	90	
7	150	9	4150709	7000008	9	7000006	90	
7	160	0	4160700	7000008	9	7000006	90	
7	160	1	4160701	7000008	9	7000006	90	
7	160	2	4160702	7000008	9	7000006	90	
7	160	3	4160703	7000008	9	7000006	90	
7	160	4	4160704	7000008	9	7000006	90	
7	160	5	4160705	7000008	9	7000006	90	
7	160	6	4160706	7000008	9	7000006	90	
7	160	7	4160707	7000008	9	7000006	90	
7	160	8	4160708	7000008	9	7000006	90	
7	160	9	4160709	7000008	9	7000006	90	
7	170	0	4170700	7000008	9	7000006	90	
7	170	1	4170701	7000008	9	7000006	90	
7	170	2	4170702	7000008	9	7000006	90	
7	170	3	4170703	7000008	9	7000006	90	
7	170	4	4170704	7000008	9	7000006	90	
7	170	5	4170705	7000008	9	7000006	90	
7	170	6	4170706	7000008	9	7000006	90	
7	170	7	4170707	7000008	9	7000006	90	
7	170	8	4170708	7000008	9	7000006	90	
7	170	9	4170709	7000008	9	7000006	90	
7	180	0	4180700	7000008	9	7000006	90	
7	180	1	4180701	7000008	9	7000006	90	
7	180	2	4180702	7000008	9	7000006	90	
7	180	3	4180703	7000008	9	7000006	90	
7	180	4	4180704	7000008	9	7000006	90	
7	180	5	4180705	7000008	9	7000006	90	
7	180	6	4180706	7000008	9	7000006	90	
7	180	7	4180707	7000008	9	7000006	90	
7	180	8	4180708	7000008	9	7000006	90	
7	180	9	4180709	7000008	9	7000006	90	
7	190	0	4190700	7000008	9	7000006	90	
7	190	1	4190701	7000008	9	7000006	90	
7	190	2	4190702	7000008	9	7000006	90	
7	190	3	4190703	7000008	9	7000006	90	
7	190	4	4190704	7000008	9	7000006	90	
7	190	5	4190705	7000008	9	7000006	90	
7	190	6	4190706	7000008	9	7000006	90	
7	190	7	4190707	7000008	9	7000006	90	
7	190	8	4190708	7000008	9	7000006	90	
7	190	9	4190709	7000008	9	7000006	90	
