groupId	itemId1	num1	weight1	bindType1	itemId2	num2	weight2	bindType2	itemId3	num3	weight3	bindType3	itemId4	num4	weight4	bindType4	itemId5	num5	weight5	bindType5	itemId6	num6	weight6	bindType6	itemId7	num7	weight7	bindType7	itemId8	num8	weight8	bindType8	itemId9	num9	weight9	bindType9	itemId10	num10	weight10	bindType10
1024	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
1025	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
1026	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
1031	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
1032	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
1033	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
1034	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
1035	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
1036	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
1041	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	1	1	70062	1	1	1	70041	1	1	1	70051	1	1	1	72002	1	1	1	20004	1	1	1
1042	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	1	1	70062	1	1	1	70041	1	1	1	70051	1	1	1	72002	1	1	1	20004	1	1	1
1043	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
1044	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
1045	20003	1	3	1	71007	1	0	1	72004	1	0	1	2001	2	0	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
1046	20003	1	3	1	71007	1	0	1	72004	1	0	1	2001	2	0	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
1051	73901	20	1	1	73913	4	1	1	73901	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	1	1	70063	1	1	1	72003	1	1	1	72005	1	1	1	77781	1	1	1
1052	73901	20	1	1	73913	4	1	1	73901	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	1	1	70063	1	1	1	72003	1	1	1	72005	1	1	1	77781	1	0	1
1053	73901	20	1	1	73913	4	1	1	73901	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	1	1	70063	1	1	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
1054	73901	20	1	1	73913	4	1	1	73901	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	0	1	70063	1	0	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
1055	73901	20	1	1	73913	4	1	1	73901	40	1	1	73913	8	1	1	20004	1	0	1	70033	1	0	1	70063	1	0	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
1056	73901	20	1	1	73913	4	1	1	73901	40	0	1	73913	8	0	1	20004	1	0	1	70033	1	0	1	70063	1	0	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
2011	73902	2	2	1	73902	4	2	1	73902	6	2	1	73902	8	2	1	73902	10	2	1	73902	12	1	1	73902	14	1	1	73902	16	1	1	73902	18	1	1	73902	20	1	1
2012	73902	2	2	1	73902	4	2	1	73902	6	2	1	73902	8	2	1	73902	10	2	1	73902	12	1	1	73902	14	1	1	73902	16	1	1	73902	18	1	1	73902	20	0	1
2013	73902	2	2	1	73902	4	2	1	73902	6	2	1	73902	8	2	1	73902	10	2	1	73902	12	1	1	73902	14	1	1	73902	16	1	1	73902	18	0	1	73902	20	0	1
2014	73902	2	2	1	73902	4	2	1	73902	6	2	1	73902	8	2	1	73902	10	2	1	73902	12	1	1	73902	14	1	1	73902	16	0	1	73902	18	0	1	73902	20	0	1
2015	73902	2	2	1	73902	4	2	1	73902	6	2	1	73902	8	2	1	73902	10	2	1	73902	12	1	1	73902	14	0	1	73902	16	0	1	73902	18	0	1	73902	20	0	1
2016	73902	2	2	1	73902	4	2	1	73902	6	2	1	73902	8	2	1	73902	10	2	1	73902	12	0	1	73902	14	0	1	73902	16	0	1	73902	18	0	1	73902	20	0	1
2021	73913	2	30	1	9013	4	30	1	9013	6	30	1	9013	10	20	1	9013	15	20	1	9016	1	5	1	9016	2	4	1	9016	3	3	1	9016	1	2	1	9016	1	1	1
2022	73913	2	30	1	9013	4	30	1	9013	6	30	1	9013	10	20	1	9013	15	20	1	9016	1	5	1	9016	2	4	1	9016	3	3	1	9016	1	0	1	9016	1	0	1
2023	73913	2	30	1	9013	4	30	1	9013	6	30	1	9013	10	20	1	9013	15	20	1	9016	1	5	1	9016	2	4	1	9016	3	0	1	9016	1	0	1	9016	1	0	1
2024	73913	2	30	1	9013	4	30	1	9013	6	30	1	9013	10	20	1	9013	15	0	1	9016	1	0	1	9016	2	0	1	9016	3	0	1	9016	1	0	1	9016	1	0	1
2025	73913	2	30	1	9013	4	30	1	9013	6	30	1	9013	10	0	1	9013	15	0	1	9016	1	0	1	9016	2	0	1	9016	3	0	1	9016	1	0	1	9016	1	0	1
2026	73913	2	30	1	9013	4	30	1	9013	6	30	1	9013	10	0	1	9013	15	0	1	9016	1	0	1	9016	2	0	1	9016	3	0	1	9016	1	0	1	9016	1	0	1
2031	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
2032	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
2033	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
2034	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
2035	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
2036	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
2041	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	1	1	70062	1	1	1	70041	1	1	1	70051	1	1	1	72002	1	1	1	20004	1	1	1
2042	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	1	1	70062	1	1	1	70041	1	1	1	70051	1	1	1	72002	1	1	1	20004	1	1	1
2043	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
2044	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
2045	20003	1	3	1	71007	1	0	1	72004	1	0	1	2001	2	0	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
2046	20003	1	3	1	71007	1	0	1	72004	1	0	1	2001	2	0	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
2051	73902	20	1	1	73913	4	1	1	73902	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	1	1	70063	1	1	1	72003	1	1	1	72005	1	1	1	77781	1	1	1
2052	73902	20	1	1	73913	4	1	1	73902	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	1	1	70063	1	1	1	72003	1	1	1	72005	1	1	1	77781	1	0	1
2053	73902	20	1	1	73913	4	1	1	73902	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	1	1	70063	1	1	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
2054	73902	20	1	1	73913	4	1	1	73902	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	0	1	70063	1	0	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
2055	73902	20	1	1	73913	4	1	1	73902	40	1	1	73913	8	1	1	20004	1	0	1	70033	1	0	1	70063	1	0	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
2056	73902	20	1	1	73913	4	1	1	73902	40	0	1	73913	8	0	1	20004	1	0	1	70033	1	0	1	70063	1	0	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
3011	73903	2	2	1	73903	4	2	1	73903	6	2	1	73903	8	2	1	73903	10	2	1	73903	12	1	1	73903	14	1	1	73903	16	1	1	73903	18	1	1	73903	20	1	1
3012	73903	2	2	1	73903	4	2	1	73903	6	2	1	73903	8	2	1	73903	10	2	1	73903	12	1	1	73903	14	1	1	73903	16	1	1	73903	18	1	1	73903	20	0	1
3013	73903	2	2	1	73903	4	2	1	73903	6	2	1	73903	8	2	1	73903	10	2	1	73903	12	1	1	73903	14	1	1	73903	16	1	1	73903	18	0	1	73903	20	0	1
3014	73903	2	2	1	73903	4	2	1	73903	6	2	1	73903	8	2	1	73903	10	2	1	73903	12	1	1	73903	14	1	1	73903	16	0	1	73903	18	0	1	73903	20	0	1
3015	73903	2	2	1	73903	4	2	1	73903	6	2	1	73903	8	2	1	73903	10	2	1	73903	12	1	1	73903	14	0	1	73903	16	0	1	73903	18	0	1	73903	20	0	1
3016	73903	2	2	1	73903	4	2	1	73903	6	2	1	73903	8	2	1	73903	10	2	1	73903	12	0	1	73903	14	0	1	73903	16	0	1	73903	18	0	1	73903	20	0	1
3021	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	20	1	73913	15	20	1	9211	1	5	1	9211	2	4	1	9211	3	3	1	9212	1	2	1	9213	1	1	1
3022	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	20	1	73913	15	20	1	9211	1	5	1	9211	2	4	1	9211	3	3	1	9212	1	0	1	9213	1	0	1
3023	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	20	1	73913	15	20	1	9211	1	5	1	9211	2	4	1	9211	3	0	1	9212	1	0	1	9213	1	0	1
3024	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	20	1	73913	15	0	1	9211	1	0	1	9211	2	0	1	9211	3	0	1	9212	1	0	1	9213	1	0	1
3025	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	0	1	73913	15	0	1	9211	1	0	1	9211	2	0	1	9211	3	0	1	9212	1	0	1	9213	1	0	1
3026	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	0	1	73913	15	0	1	9211	1	0	1	9211	2	0	1	9211	3	0	1	9212	1	0	1	9213	1	0	1
3031	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
3032	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
3033	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
3034	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
3035	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
3036	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
3041	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	1	1	70062	1	1	1	70041	1	1	1	70051	1	1	1	72002	1	1	1	20004	1	1	1
3042	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	1	1	70062	1	1	1	70041	1	1	1	70051	1	1	1	72002	1	1	1	20004	1	1	1
3043	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
3044	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
3045	20003	1	3	1	71007	1	0	1	72004	1	0	1	2001	2	0	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
3046	20003	1	3	1	71007	1	0	1	72004	1	0	1	2001	2	0	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
3051	73903	20	1	1	73913	4	1	1	73903	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	1	1	70063	1	1	1	72003	1	1	1	72005	1	1	1	77781	1	1	1
3052	73903	20	1	1	73913	4	1	1	73903	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	1	1	70063	1	1	1	72003	1	1	1	72005	1	1	1	77781	1	0	1
3053	73903	20	1	1	73913	4	1	1	73903	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	1	1	70063	1	1	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
3054	73903	20	1	1	73913	4	1	1	73903	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	0	1	70063	1	0	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
3055	73903	20	1	1	73913	4	1	1	73903	40	1	1	73913	8	1	1	20004	1	0	1	70033	1	0	1	70063	1	0	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
3056	73903	20	1	1	73913	4	1	1	73903	40	0	1	73913	8	0	1	20004	1	0	1	70033	1	0	1	70063	1	0	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
4011	73904	2	2	1	73904	4	2	1	73904	6	2	1	73904	8	2	1	73904	10	2	1	73904	12	1	1	73904	14	1	1	73904	16	1	1	73904	18	1	1	73904	20	1	1
4012	73904	2	2	1	73904	4	2	1	73904	6	2	1	73904	8	2	1	73904	10	2	1	73904	12	1	1	73904	14	1	1	73904	16	1	1	73904	18	1	1	73904	20	0	1
4013	73904	2	2	1	73904	4	2	1	73904	6	2	1	73904	8	2	1	73904	10	2	1	73904	12	1	1	73904	14	1	1	73904	16	1	1	73904	18	0	1	73904	20	0	1
4014	73904	2	2	1	73904	4	2	1	73904	6	2	1	73904	8	2	1	73904	10	2	1	73904	12	1	1	73904	14	1	1	73904	16	0	1	73904	18	0	1	73904	20	0	1
4015	73904	2	2	1	73904	4	2	1	73904	6	2	1	73904	8	2	1	73904	10	2	1	73904	12	1	1	73904	14	0	1	73904	16	0	1	73904	18	0	1	73904	20	0	1
4016	73904	2	2	1	73904	4	2	1	73904	6	2	1	73904	8	2	1	73904	10	2	1	73904	12	0	1	73904	14	0	1	73904	16	0	1	73904	18	0	1	73904	20	0	1
4021	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	20	1	73913	15	20	1	9211	1	5	1	9211	2	4	1	9211	3	3	1	9212	1	2	1	9213	1	1	1
4022	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	20	1	73913	15	20	1	9211	1	5	1	9211	2	4	1	9211	3	3	1	9212	1	0	1	9213	1	0	1
4023	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	20	1	73913	15	20	1	9211	1	5	1	9211	2	4	1	9211	3	0	1	9212	1	0	1	9213	1	0	1
4024	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	20	1	73913	15	0	1	9211	1	0	1	9211	2	0	1	9211	3	0	1	9212	1	0	1	9213	1	0	1
4025	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	0	1	73913	15	0	1	9211	1	0	1	9211	2	0	1	9211	3	0	1	9212	1	0	1	9213	1	0	1
4026	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	0	1	73913	15	0	1	9211	1	0	1	9211	2	0	1	9211	3	0	1	9212	1	0	1	9213	1	0	1
4031	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
4032	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
4033	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
4034	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
4035	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
4036	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
4041	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	1	1	70062	1	1	1	70041	1	1	1	70051	1	1	1	72002	1	1	1	20004	1	1	1
4042	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	1	1	70062	1	1	1	70041	1	1	1	70051	1	1	1	72002	1	1	1	20004	1	1	1
4043	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
4044	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
4045	20003	1	3	1	71007	1	0	1	72004	1	0	1	2001	2	0	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
4046	20003	1	3	1	71007	1	0	1	72004	1	0	1	2001	2	0	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
4051	73904	20	1	1	73913	4	1	1	73904	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	1	1	70063	1	1	1	72003	1	1	1	72005	1	1	1	77781	1	1	1
4052	73904	20	1	1	73913	4	1	1	73904	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	1	1	70063	1	1	1	72003	1	1	1	72005	1	1	1	77781	1	0	1
4053	73904	20	1	1	73913	4	1	1	73904	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	1	1	70063	1	1	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
4054	73904	20	1	1	73913	4	1	1	73904	40	1	1	73913	8	1	1	20004	1	1	1	70033	1	0	1	70063	1	0	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
4055	73904	20	1	1	73913	4	1	1	73904	40	1	1	73913	8	1	1	20004	1	0	1	70033	1	0	1	70063	1	0	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
4056	73904	20	1	1	73913	4	1	1	73904	40	0	1	73913	8	0	1	20004	1	0	1	70033	1	0	1	70063	1	0	1	72003	1	0	1	72005	1	0	1	77781	1	0	1
5011	73905	2	2	1	73905	4	2	1	73905	6	2	1	73905	8	2	1	73905	10	2	1	73905	12	1	1	73905	14	1	1	73905	16	1	1	73905	18	1	1	73905	20	1	1
5012	73905	2	2	1	73905	4	2	1	73905	6	2	1	73905	8	2	1	73905	10	2	1	73905	12	1	1	73905	14	1	1	73905	16	1	1	73905	18	1	1	73905	20	0	1
5013	73905	2	2	1	73905	4	2	1	73905	6	2	1	73905	8	2	1	73905	10	2	1	73905	12	1	1	73905	14	1	1	73905	16	1	1	73905	18	0	1	73905	20	0	1
5014	73905	2	2	1	73905	4	2	1	73905	6	2	1	73905	8	2	1	73905	10	2	1	73905	12	1	1	73905	14	1	1	73905	16	0	1	73905	18	0	1	73905	20	0	1
5015	73905	2	2	1	73905	4	2	1	73905	6	2	1	73905	8	2	1	73905	10	2	1	73905	12	1	1	73905	14	0	1	73905	16	0	1	73905	18	0	1	73905	20	0	1
5016	73905	2	2	1	73905	4	2	1	73905	6	2	1	73905	8	2	1	73905	10	2	1	73905	12	0	1	73905	14	0	1	73905	16	0	1	73905	18	0	1	73905	20	0	1
5021	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	20	1	73913	15	20	1	9211	1	5	1	9211	2	4	1	9211	3	3	1	9212	1	2	1	9213	1	1	1
5022	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	20	1	73913	15	20	1	9211	1	5	1	9211	2	4	1	9211	3	3	1	9212	1	0	1	9213	1	0	1
5023	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	20	1	73913	15	20	1	9211	1	5	1	9211	2	4	1	9211	3	0	1	9212	1	0	1	9213	1	0	1
5024	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	20	1	73913	15	0	1	9211	1	0	1	9211	2	0	1	9211	3	0	1	9212	1	0	1	9213	1	0	1
5025	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	0	1	73913	15	0	1	9211	1	0	1	9211	2	0	1	9211	3	0	1	9212	1	0	1	9213	1	0	1
5026	73913	2	30	1	73913	4	30	1	73913	6	30	1	73913	10	0	1	73913	15	0	1	9211	1	0	1	9211	2	0	1	9211	3	0	1	9212	1	0	1	9213	1	0	1
5031	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
5032	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
5033	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	2	1	70031	1	2	1	70061	1	2	1	20003	1	1	1	9231	2	1	1
5034	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
5035	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
5036	77779	2	2	1	77777	5	2	1	71034	1	2	1	20001	1	2	1	20002	1	2	1	9231	1	0	1	70031	1	0	1	70061	1	0	1	20003	1	0	1	9231	2	0	1
5041	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	1	1	70062	1	1	1	70041	1	1	1	70051	1	1	1	72002	1	1	1	20004	1	1	1
5042	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	1	1	70062	1	1	1	70041	1	1	1	70051	1	1	1	72002	1	1	1	20004	1	1	1
5043	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
5044	20003	1	3	1	71007	1	3	1	72004	1	3	1	2001	2	1	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
5045	20003	1	3	1	71007	1	0	1	72004	1	0	1	2001	2	0	1	70032	1	0	1	70062	1	0	1	70041	1	0	1	70051	1	0	1	72002	1	0	1	20004	1	0	1
