questId	questName	questDesc	targetDesc	mapId	npcId	count
6190	皇榜任务	消灭5只句芒护卫	消灭5只句芒护卫	02_SSG_youhongguan	01xg069	5
6191	皇榜任务	消灭10只截教统领	消灭10只截教统领	03_CYGM_mengjin	01xg056	10
6192	皇榜任务	消灭10只骁匪	消灭10只骁匪	01_SSG_sanshanguan	01xg057	10
6193	皇榜任务	消灭10只冰骄毒鼠	消灭10只冰骄毒鼠	01_SSG_sanshanguan	01xg058	10
6194	皇榜任务	消灭10只截教教众	消灭10只截教教众	01_SSG_sanshanguan	01xg059	10
6195	皇榜任务	消灭10只截教刺客	消灭10只截教刺客	01_SSG_sanshanguan	01xg060	10
6196	皇榜任务	消灭10只截教巫师	消灭10只截教巫师	01_SSG_sanshanguan	01xg061	10
6197	皇榜任务	消灭10只巫族首领	消灭10只巫族首领	01_SSG_sanshanguan	01xg062	10
6198	皇榜任务	消灭10只巫族傀夫	消灭10只巫族傀夫	01_SSG_sanshanguan	01xg063	10
6199	皇榜任务	消灭10只婴啼化蛇	消灭10只婴啼化蛇	01_SSG_sanshanguan	01xg064	10
6200	皇榜任务	消灭10只魔族水妖	消灭10只魔族水妖	02_SSG_youhongguan	01xg065	10
6201	皇榜任务	消灭10只魔族魔蛟	消灭10只魔族魔蛟	02_SSG_youhongguan	01xg066	10
6202	皇榜任务	消灭10只伏土孟极	消灭10只伏土孟极	02_SSG_youhongguan	01xg067	10
6203	皇榜任务	消灭10只北海卫兵	消灭10只北海卫兵	02_SSG_youhongguan	01xg068	10
6204	皇榜任务	消灭10只句芒护卫	消灭10只句芒护卫	02_SSG_youhongguan	01xg069	10
6205	皇榜任务	消灭20只截教统领	消灭20只截教统领	03_CYGM_mengjin	01xg056	20
6206	皇榜任务	消灭20只骁匪	消灭20只骁匪	01_SSG_sanshanguan	01xg057	20
6207	皇榜任务	消灭20只冰骄毒鼠	消灭20只冰骄毒鼠	01_SSG_sanshanguan	01xg058	20
6208	皇榜任务	消灭20只截教教众	消灭20只截教教众	01_SSG_sanshanguan	01xg059	20
6209	皇榜任务	消灭20只截教刺客	消灭20只截教刺客	01_SSG_sanshanguan	01xg060	20
6210	皇榜任务	消灭20只截教巫师	消灭20只截教巫师	01_SSG_sanshanguan	01xg061	20
6211	皇榜任务	消灭20只巫族首领	消灭20只巫族首领	01_SSG_sanshanguan	01xg062	20
6212	皇榜任务	消灭20只巫族傀夫	消灭20只巫族傀夫	01_SSG_sanshanguan	01xg063	20
6213	皇榜任务	消灭20只婴啼化蛇	消灭20只婴啼化蛇	01_SSG_sanshanguan	01xg064	20
6214	皇榜任务	消灭20只魔族水妖	消灭20只魔族水妖	02_SSG_youhongguan	01xg065	20
6215	皇榜任务	消灭20只魔族魔蛟	消灭20只魔族魔蛟	02_SSG_youhongguan	01xg066	20
6216	皇榜任务	消灭20只伏土孟极	消灭20只伏土孟极	02_SSG_youhongguan	01xg067	20
6217	皇榜任务	消灭20只北海卫兵	消灭20只北海卫兵	02_SSG_youhongguan	01xg068	20
6218	皇榜任务	消灭20只句芒护卫	消灭20只句芒护卫	02_SSG_youhongguan	01xg069	20
6219	皇榜任务	消灭50只截教统领	消灭50只截教统领	03_CYGM_mengjin	01xg056	50
6220	皇榜任务	消灭50只骁匪	消灭50只骁匪	01_SSG_sanshanguan	01xg057	50
6221	皇榜任务	消灭50只冰骄毒鼠	消灭50只冰骄毒鼠	01_SSG_sanshanguan	01xg058	50
6222	皇榜任务	消灭50只截教教众	消灭50只截教教众	01_SSG_sanshanguan	01xg059	50
6223	皇榜任务	消灭50只截教刺客	消灭50只截教刺客	01_SSG_sanshanguan	01xg060	50
6224	皇榜任务	消灭50只截教巫师	消灭50只截教巫师	01_SSG_sanshanguan	01xg061	50
6225	皇榜任务	消灭50只巫族首领	消灭50只巫族首领	01_SSG_sanshanguan	01xg062	50
6226	皇榜任务	消灭50只巫族傀夫	消灭50只巫族傀夫	01_SSG_sanshanguan	01xg063	50
6227	皇榜任务	消灭50只婴啼化蛇	消灭50只婴啼化蛇	01_SSG_sanshanguan	01xg064	50
6228	皇榜任务	消灭50只魔族水妖	消灭50只魔族水妖	02_SSG_youhongguan	01xg065	50
6229	皇榜任务	消灭50只魔族魔蛟	消灭50只魔族魔蛟	02_SSG_youhongguan	01xg066	50
6230	皇榜任务	消灭50只伏土孟极	消灭50只伏土孟极	02_SSG_youhongguan	01xg067	50
6231	皇榜任务	消灭50只北海卫兵	消灭50只北海卫兵	02_SSG_youhongguan	01xg068	50
6232	皇榜任务	消灭50只句芒护卫	消灭50只句芒护卫	02_SSG_youhongguan	01xg069	50
6233	皇榜任务	消灭5只怨咒妖	消灭5只怨咒妖	02_SSG_youhongguan	01xg070	5
6234	皇榜任务	消灭5只鬼灯	消灭5只鬼灯	02_SSG_youhongguan	01xg071	5
6235	皇榜任务	消灭5只尸鬼	消灭5只尸鬼	02_SSG_youhongguan	01xg072	5
6236	皇榜任务	消灭5只昭明兽雷	消灭5只昭明兽雷	03_SSG_miaojiang	01xg073	5
6237	皇榜任务	消灭5只长股玄龟	消灭5只长股玄龟	03_SSG_miaojiang	01xg074	5
6238	皇榜任务	消灭5只雪山离仑	消灭5只雪山离仑	03_SSG_miaojiang	01xg075	5
6239	皇榜任务	消灭5只木希狸妖	消灭5只木希狸妖	03_SSG_miaojiang	01xg079	5
6240	皇榜任务	消灭5只木希狸妖	消灭5只木希狸妖	03_SSG_miaojiang	01xg079	5
6241	皇榜任务	消灭5只花妖	消灭5只花妖	03_SSG_miaojiang	01xg080	5
6242	皇榜任务	消灭10只怨咒妖	消灭10只怨咒妖	02_SSG_youhongguan	01xg070	10
6243	皇榜任务	消灭10只鬼灯	消灭10只鬼灯	02_SSG_youhongguan	01xg071	10
6244	皇榜任务	消灭10只尸鬼	消灭10只尸鬼	02_SSG_youhongguan	01xg072	10
6245	皇榜任务	消灭10只昭明兽雷	消灭10只昭明兽雷	03_SSG_miaojiang	01xg073	10
6246	皇榜任务	消灭10只长股玄龟	消灭10只长股玄龟	03_SSG_miaojiang	01xg074	10
6247	皇榜任务	消灭10只雪山离仑	消灭10只雪山离仑	03_SSG_miaojiang	01xg075	10
6248	皇榜任务	消灭10只木希狸妖	消灭10只木希狸妖	03_SSG_miaojiang	01xg079	10
6249	皇榜任务	消灭10只木希狸妖	消灭10只木希狸妖	03_SSG_miaojiang	01xg079	10
6250	皇榜任务	消灭10只花妖	消灭10只花妖	03_SSG_miaojiang	01xg080	10
6251	皇榜任务	消灭20只怨咒妖	消灭20只怨咒妖	02_SSG_youhongguan	01xg070	20
6252	皇榜任务	消灭20只鬼灯	消灭20只鬼灯	02_SSG_youhongguan	01xg071	20
6253	皇榜任务	消灭20只尸鬼	消灭20只尸鬼	02_SSG_youhongguan	01xg072	20
6254	皇榜任务	消灭20只昭明兽雷	消灭20只昭明兽雷	03_SSG_miaojiang	01xg073	20
