activeId	roleLevel	minIndex	maxIndex	rewardId
7	38	26	30	3826
7	38	31	35	3831
7	38	36	40	3836
7	38	41	45	3841
7	38	46	1000	3846
7	39	1	1	3901
7	39	2	2	3902
7	39	3	3	3903
7	39	4	10	3904
7	39	11	15	3911
7	39	16	20	3916
7	39	21	25	3921
7	39	26	30	3926
7	39	31	35	3931
7	39	36	40	3936
7	39	41	45	3941
7	39	46	1000	3946
7	40	1	1	4001
7	40	2	2	4002
7	40	3	3	4003
7	40	4	10	4004
7	40	11	15	4011
7	40	16	20	4016
7	40	21	25	4021
7	40	26	30	4026
7	40	31	35	4031
7	40	36	40	4036
7	40	41	45	4041
7	40	46	1000	4046
7	41	1	1	4101
7	41	2	2	4102
7	41	3	3	4103
7	41	4	10	4104
7	41	11	15	4111
7	41	16	20	4116
7	41	21	25	4121
7	41	26	30	4126
7	41	31	35	4131
7	41	36	40	4136
7	41	41	45	4141
7	41	46	1000	4146
7	42	1	1	4201
7	42	2	2	4202
7	42	3	3	4203
7	42	4	10	4204
7	42	11	15	4211
7	42	16	20	4216
7	42	21	25	4221
7	42	26	30	4226
7	42	31	35	4231
7	42	36	40	4236
7	42	41	45	4241
7	42	46	1000	4246
7	43	1	1	4301
7	43	2	2	4302
7	43	3	3	4303
7	43	4	10	4304
7	43	11	15	4311
7	43	16	20	4316
7	43	21	25	4321
7	43	26	30	4326
7	43	31	35	4331
7	43	36	40	4336
7	43	41	45	4341
7	43	46	1000	4346
7	44	1	1	4401
7	44	2	2	4402
7	44	3	3	4403
7	44	4	10	4404
7	44	11	15	4411
7	44	16	20	4416
7	44	21	25	4421
7	44	26	30	4426
7	44	31	35	4431
7	44	36	40	4436
7	44	41	45	4441
7	44	46	1000	4446
7	45	1	1	4501
7	45	2	2	4502
7	45	3	3	4503
7	45	4	10	4504
7	45	11	15	4511
7	45	16	20	4516
7	45	21	25	4521
7	45	26	30	4526
7	45	31	35	4531
7	45	36	40	4536
7	45	41	45	4541
7	45	46	1000	4546
7	46	1	1	4601
7	46	2	2	4602
7	46	3	3	4603
7	46	4	10	4604
7	46	11	15	4611
7	46	16	20	4616
7	46	21	25	4621
7	46	26	30	4626
7	46	31	35	4631
7	46	36	40	4636
7	46	41	45	4641
7	46	46	1000	4646
7	47	1	1	4701
7	47	2	2	4702
7	47	3	3	4703
7	47	4	10	4704
7	47	11	15	4711
7	47	16	20	4716
7	47	21	25	4721
7	47	26	30	4726
7	47	31	35	4731
7	47	36	40	4736
7	47	41	45	4741
7	47	46	1000	4746
7	48	1	1	4801
7	48	2	2	4802
7	48	3	3	4803
7	48	4	10	4804
7	48	11	15	4811
7	48	16	20	4816
7	48	21	25	4821
7	48	26	30	4826
7	48	31	35	4831
7	48	36	40	4836
7	48	41	45	4841
7	48	46	1000	4846
7	49	1	1	4901
7	49	2	2	4902
7	49	3	3	4903
7	49	4	10	4904
7	49	11	15	4911
7	49	16	20	4916
7	49	21	25	4921
7	49	26	30	4926
7	49	31	35	4931
7	49	36	40	4936
7	49	41	45	4941
7	49	46	1000	4946
7	50	1	1	5001
7	50	2	2	5002
7	50	3	3	5003
7	50	4	10	5004
7	50	11	15	5011
7	50	16	20	5016
7	50	21	25	5021
7	50	26	30	5026
7	50	31	35	5031
7	50	36	40	5036
7	50	41	45	5041
7	50	46	1000	5046
7	51	1	1	5101
7	51	2	2	5102
7	51	3	3	5103
7	51	4	10	5104
7	51	11	15	5111
7	51	16	20	5116
7	51	21	25	5121
7	51	26	30	5126
7	51	31	35	5131
7	51	36	40	5136
7	51	41	45	5141
7	51	46	1000	5146
7	52	1	1	5201
7	52	2	2	5202
7	52	3	3	5203
7	52	4	10	5204
7	52	11	15	5211
7	52	16	20	5216
7	52	21	25	5221
7	52	26	30	5226
7	52	31	35	5231
7	52	36	40	5236
7	52	41	45	5241
7	52	46	1000	5246
7	53	1	1	5301
7	53	2	2	5302
7	53	3	3	5303
7	53	4	10	5304
7	53	11	15	5311
7	53	16	20	5316
7	53	21	25	5321
7	53	26	30	5326
7	53	31	35	5331
7	53	36	40	5336
7	53	41	45	5341
7	53	46	1000	5346
7	54	1	1	5401
7	54	2	2	5402
7	54	3	3	5403
7	54	4	10	5404
7	54	11	15	5411
7	54	16	20	5416
7	54	21	25	5421
7	54	26	30	5426
7	54	31	35	5431
7	54	36	40	5436
7	54	41	45	5441
7	54	46	1000	5446
7	55	1	1	5501
7	55	2	2	5502
7	55	3	3	5503
7	55	4	10	5504
7	55	11	15	5511
7	55	16	20	5516
7	55	21	25	5521
7	55	26	30	5526
7	55	31	35	5531
7	55	36	40	5536
7	55	41	45	5541
7	55	46	1000	5546
7	56	1	1	5601
7	56	2	2	5602
7	56	3	3	5603
7	56	4	10	5604
7	56	11	15	5611
7	56	16	20	5616
7	56	21	25	5621
7	56	26	30	5626
7	56	31	35	5631
7	56	36	40	5636
7	56	41	45	5641
7	56	46	1000	5646
7	57	1	1	5701
7	57	2	2	5702
7	57	3	3	5703
7	57	4	10	5704
7	57	11	15	5711
7	57	16	20	5716
7	57	21	25	5721
7	57	26	30	5726
7	57	31	35	5731
7	57	36	40	5736
7	57	41	45	5741
7	57	46	1000	5746
7	58	1	1	5801
7	58	2	2	5802
7	58	3	3	5803
7	58	4	10	5804
7	58	11	15	5811
7	58	16	20	5816
7	58	21	25	5821
7	58	26	30	5826
7	58	31	35	5831
7	58	36	40	5836
7	58	41	45	5841
7	58	46	1000	5846
7	59	1	1	5901
7	59	2	2	5902
7	59	3	3	5903
7	59	4	10	5904
7	59	11	15	5911
7	59	16	20	5916
7	59	21	25	5921
7	59	26	30	5926
7	59	31	35	5931
7	59	36	40	5936
7	59	41	45	5941
7	59	46	1000	5946
7	60	1	1	6001
7	60	2	2	6002
7	60	3	3	6003
7	60	4	10	6004
7	60	11	15	6011
7	60	16	20	6016
7	60	21	25	6021
7	60	26	30	6026
7	60	31	35	6031
7	60	36	40	6036
7	60	41	45	6041
7	60	46	1000	6046
7	61	1	1	6101
7	61	2	2	6102
7	61	3	3	6103
7	61	4	10	6104
7	61	11	15	6111
7	61	16	20	6116
7	61	21	25	6121
7	61	26	30	6126
7	61	31	35	6131
7	61	36	40	6136
7	61	41	45	6141
7	61	46	1000	6146
7	62	1	1	6201
7	62	2	2	6202
7	62	3	3	6203
7	62	4	10	6204
7	62	11	15	6211
7	62	16	20	6216
7	62	21	25	6221
7	62	26	30	6226
7	62	31	35	6231
7	62	36	40	6236
7	62	41	45	6241
7	62	46	1000	6246
7	63	1	1	6301
7	63	2	2	6302
7	63	3	3	6303
7	63	4	10	6304
7	63	11	15	6311
7	63	16	20	6316
7	63	21	25	6321
7	63	26	30	6326
7	63	31	35	6331
7	63	36	40	6336
7	63	41	45	6341
7	63	46	1000	6346
7	64	1	1	6401
7	64	2	2	6402
7	64	3	3	6403
7	64	4	10	6404
7	64	11	15	6411
7	64	16	20	6416
7	64	21	25	6421
7	64	26	30	6426
7	64	31	35	6431
7	64	36	40	6436
7	64	41	45	6441
7	64	46	1000	6446
7	65	1	1	6501
7	65	2	2	6502
7	65	3	3	6503
7	65	4	10	6504
7	65	11	15	6511
7	65	16	20	6516
7	65	21	25	6521
7	65	26	30	6526
7	65	31	35	6531
7	65	36	40	6536
7	65	41	45	6541
7	65	46	1000	6546
7	66	1	1	6601
7	66	2	2	6602
7	66	3	3	6603
7	66	4	10	6604
7	66	11	15	6611
7	66	16	20	6616
7	66	21	25	6621
7	66	26	30	6626
7	66	31	35	6631
7	66	36	40	6636
7	66	41	45	6641
7	66	46	1000	6646
7	67	1	1	6701
7	67	2	2	6702
7	67	3	3	6703
7	67	4	10	6704
7	67	11	15	6711
7	67	16	20	6716
7	67	21	25	6721
7	67	26	30	6726
7	67	31	35	6731
7	67	36	40	6736
7	67	41	45	6741
7	67	46	1000	6746
7	68	1	1	6801
7	68	2	2	6802
7	68	3	3	6803
7	68	4	10	6804
7	68	11	15	6811
7	68	16	20	6816
7	68	21	25	6821
7	68	26	30	6826
7	68	31	35	6831
7	68	36	40	6836
7	68	41	45	6841
7	68	46	1000	6846
7	69	1	1	6901
7	69	2	2	6902
7	69	3	3	6903
7	69	4	10	6904
7	69	11	15	6911
7	69	16	20	6916
7	69	21	25	6921
7	69	26	30	6926
7	69	31	35	6931
7	69	36	40	6936
7	69	41	45	6941
7	69	46	1000	6946
7	70	1	1	7001
7	70	2	2	7002
7	70	3	3	7003
7	70	4	10	7004
7	70	11	15	7011
7	70	16	20	7016
7	70	21	25	7021
7	70	26	30	7026
7	70	31	35	7031
7	70	36	40	7036
7	70	41	45	7041
7	70	46	1000	7046
7	71	1	1	7101
7	71	2	2	7102
7	71	3	3	7103
7	71	4	10	7104
7	71	11	15	7111
7	71	16	20	7116
7	71	21	25	7121
7	71	26	30	7126
7	71	31	35	7131
7	71	36	40	7136
7	71	41	45	7141
7	71	46	1000	7146
7	72	1	1	7201
7	72	2	2	7202
7	72	3	3	7203
7	72	4	10	7204
7	72	11	15	7211
7	72	16	20	7216
7	72	21	25	7221
7	72	26	30	7226
7	72	31	35	7231
7	72	36	40	7236
7	72	41	45	7241
7	72	46	1000	7246
7	73	1	1	7301
7	73	2	2	7302
7	73	3	3	7303
7	73	4	10	7304
7	73	11	15	7311
7	73	16	20	7316
7	73	21	25	7321
7	73	26	30	7326
7	73	31	35	7331
7	73	36	40	7336
7	73	41	45	7341
7	73	46	1000	7346
7	74	1	1	7401
7	74	2	2	7402
7	74	3	3	7403
7	74	4	10	7404
7	74	11	15	7411
7	74	16	20	7416
7	74	21	25	7421
7	74	26	30	7426
7	74	31	35	7431
7	74	36	40	7436
7	74	41	45	7441
7	74	46	1000	7446
7	75	1	1	7501
7	75	2	2	7502
7	75	3	3	7503
7	75	4	10	7504
7	75	11	15	7511
7	75	16	20	7516
7	75	21	25	7521
7	75	26	30	7526
7	75	31	35	7531
7	75	36	40	7536
7	75	41	45	7541
7	75	46	1000	7546
7	76	1	1	7601
7	76	2	2	7602
7	76	3	3	7603
7	76	4	10	7604
7	76	11	15	7611
7	76	16	20	7616
7	76	21	25	7621
7	76	26	30	7626
7	76	31	35	7631
7	76	36	40	7636
7	76	41	45	7641
7	76	46	1000	7646
7	77	1	1	7701
7	77	2	2	7702
7	77	3	3	7703
7	77	4	10	7704
7	77	11	15	7711
7	77	16	20	7716
7	77	21	25	7721
7	77	26	30	7726
7	77	31	35	7731
7	77	36	40	7736
7	77	41	45	7741
7	77	46	1000	7746
7	78	1	1	7801
7	78	2	2	7802
7	78	3	3	7803
7	78	4	10	7804
7	78	11	15	7811
7	78	16	20	7816
7	78	21	25	7821
7	78	26	30	7826
7	78	31	35	7831
7	78	36	40	7836
7	78	41	45	7841
7	78	46	1000	7846
7	79	1	1	7901
7	79	2	2	7902
7	79	3	3	7903
7	79	4	10	7904
7	79	11	15	7911
7	79	16	20	7916
7	79	21	25	7921
7	79	26	30	7926
7	79	31	35	7931
7	79	36	40	7936
7	79	41	45	7941
7	79	46	1000	7946
7	80	1	1	8001
7	80	2	2	8002
7	80	3	3	8003
7	80	4	10	8004
7	80	11	15	8011
7	80	16	20	8016
7	80	21	25	8021
7	80	26	30	8026
7	80	31	35	8031
7	80	36	40	8036
7	80	41	45	8041
7	80	46	1000	8046
