goodsId	targetId	content
6920416	9276	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
6920417	9276	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
6920418	9276	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
6920419	9276	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
6920420	9276	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
6920421	9276	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
6920422	9276	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
6920423	9276	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
6920424	9276	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
6920425	9276	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
6920426	9276	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
6920427	9276	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
9275	9277	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
9276	9277	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
9275	9278	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
9630	9642	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]中开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
200078	9638	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]中开出了珍贵的{2}[\C]ffffffff[C]称号，笑傲三界，独霸天下！
		
200079	9664	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]中开出了珍贵的{2}[\C]ffffffff[C]称号，笑傲三界，独霸天下！
200079	9665	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]中开出了珍贵的{2}[\C]ffffffff[C]称号，笑傲三界，独霸天下！
9158	9666	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]中开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
73969	9666	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]中开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
73969	9664	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]中开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
73969	9665	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]中开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
9656	9664	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]中开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
9656	9665	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]中开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
		
10501	9690	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10502	9690	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10503	9690	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10504	9690	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10505	9690	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10601	9691	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10602	9691	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10603	9691	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10604	9691	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10605	9691	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
		
10501	9150	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10502	9150	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10503	9150	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10504	9150	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10505	9150	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
		
10601	9151	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10602	9151	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10603	9151	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10604	9151	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
10605	9151	[\C]ffffffff[C]异彩流光临仙界，恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]！
		
2100004	9755	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
190101	9755	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是春风得意！
		
9849	9277	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真是吊炸天！
9850	9277	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，真有国际范！
73978	9277	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，运气来挡不住！
6920500	9849	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，碉堡了！
6920501	9849	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，碉堡了！
6920502	9849	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，碉堡了！
6920503	9849	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，碉堡了！
6920504	9849	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，碉堡了！
6920505	9849	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，碉堡了！
6920506	9849	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，碉堡了！
6920507	9849	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，碉堡了！
6920508	9849	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，碉堡了！
6920509	9849	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，碉堡了！
6920512	9849	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，碉堡了！
6920513	9849	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，碉堡了！
6920516	9850	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，这是要逆天啊！
6920517	9850	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，这是要逆天啊！
6920518	9850	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，这是要逆天啊！
6920519	9850	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，这是要逆天啊！
6920520	9850	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，这是要逆天啊！
6920521	9850	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，这是要逆天啊！
6920522	9850	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，这是要逆天啊！
6920523	9850	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，这是要逆天啊！
6920524	9850	[\C]ffffffff[C]恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]从{1}[\C]ffffffff[C]开出了珍贵的{2}[\C]ffffffff[C]，这是要逆天啊！
