rewardId	exp	bindMoney	silverMoney	goodsId1	goodsNum1	bind1	goodsId2	goodsNum2	bind2	goodsId3	goodsNum3	bind3	goodsId4	goodsNum4	bind4	goodsId5	goodsNum5	bind5	senderName	title	content
2602	114250		7700	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2603	91400		6160	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2604	82260		5540	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2611	68550		4620	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2616	57125		3850	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2621	45700		3080	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2626	45700		3080	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2631	45700		3080	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2636	45700		3080	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2641	45700		3080	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2646	45700		3080	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2701	137100		10260	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2702	114250		8550	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2703	91400		6840	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2704	82260		6160	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2711	68550		5130	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2716	57125		4280	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2721	45700		3420	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2726	45700		3420	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2731	45700		3420	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2736	45700		3420	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2741	45700		3420	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2746	45700		3420	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2801	137100		11400	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2802	114250		9500	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2803	91400		7600	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2804	82260		6840	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2811	68550		5700	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2816	57125		4750	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2821	45700		3800	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2826	45700		3800	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2831	45700		3800	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2836	45700		3800	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2841	45700		3800	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2846	45700		3800	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2901	137100		12670	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2902	114250		10560	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2903	91400		8450	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2904	82260		7600	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2911	68550		6330	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2916	57125		5280	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2921	45700		4220	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2926	45700		4220	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2931	45700		4220	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2936	45700		4220	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2941	45700		4220	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
2946	45700		4220	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3001	195900		14080	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3002	163250		11730	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3003	130600		9380	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3004	117540		8450	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3011	97950		7040	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3016	81625		5870	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3021	65300		4690	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3026	65300		4690	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3031	65300		4690	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3036	65300		4690	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3041	65300		4690	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3046	65300		4690	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3101	195900		15340	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3102	163250		12780	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3103	130600		10220	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3104	117540		9200	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3111	97950		7670	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3116	81625		6390	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3121	65300		5110	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3126	65300		5110	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3131	65300		5110	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3136	65300		5110	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3141	65300		5110	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3146	65300		5110	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3201	195900		16600	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3202	163250		13830	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3203	130600		11060	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3204	117540		9960	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3211	97950		8300	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3216	81625		6920	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3221	65300		5530	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3226	65300		5530	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3231	65300		5530	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3236	65300		5530	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3241	65300		5530	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3246	65300		5530	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3301	195900		17860	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3302	163250		14880	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3303	130600		11900	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3304	117540		10710	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3311	97950		8930	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3316	81625		7440	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3321	65300		5950	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3326	65300		5950	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3331	65300		5950	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3336	65300		5950	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3341	65300		5950	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3346	65300		5950	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3401	195900		19120	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3402	163250		15930	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3403	130600		12740	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3404	117540		11470	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3411	97950		9560	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3416	81625		7970	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3421	65300		6370	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3426	65300		6370	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3431	65300		6370	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3436	65300		6370	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3441	65300		6370	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3446	65300		6370	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3501	247500		18140	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3502	206250		15120	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3503	165000		12100	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3504	148500		10890	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3511	123750		9070	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3516	103125		7560	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3521	82500		6050	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3526	82500		6050	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3531	82500		6050	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3536	82500		6050	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3541	82500		6050	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3546	82500		6050	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3601	247500		19400	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3602	206250		16170	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3603	165000		12940	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3604	148500		11640	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3611	123750		9700	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3616	103125		8090	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3621	82500		6470	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3626	82500		6470	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3631	82500		6470	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3636	82500		6470	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3641	82500		6470	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3646	82500		6470	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3701	247500		20660	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3702	206250		17220	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3703	165000		13780	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3704	148500		12400	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3711	123750		10330	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3716	103125		8610	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3721	82500		6890	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3726	82500		6890	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3731	82500		6890	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3736	82500		6890	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3741	82500		6890	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3746	82500		6890	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3801	247500		21920	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3802	206250		18270	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3803	165000		14620	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3804	148500		13150	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3811	123750		10960	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3816	103125		9140	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3821	82500		7310	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3826	82500		7310	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3831	82500		7310	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3836	82500		7310	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3841	82500		7310	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3846	82500		7310	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3901	247500		23180	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3902	206250		19320	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3903	165000		15460	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3904	148500		13910	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3911	123750		11590	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3916	103125		9660	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3921	82500		7730	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3926	82500		7730	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3931	82500		7730	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3936	82500		7730	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3941	82500		7730	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
3946	82500		7730	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
4001	330000		21440	71001	1	1							9250	1	1				系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
4002	275000		17860	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
4003	220000		14290	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
4004	198000		12860	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
4011	165000		10720	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
4016	137500		8930	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
4021	110000		7150	71001	1	1													系统	九尾狐逆袭奖励	恭喜您在九尾狐逆袭活动中，造成${hurt}伤害，名列第${index}。\n
