ruleId	bornNpcid	bornNpccount	bornNpcDir	bornmapgxbegin	bornmapgxend	bornmapgybegin	bornmapgyend
1020	02vipfb003	1		1558	1558	1344	1344
1021	02vipfb004	1		1292	1292	1181	1181
1021	02vipfb004	1		1426	1426	1007	1007
1021	02vipfb004	1		1666	1666	1067	1067
1021	02vipfb004	1		1117	1117	1241	1241
1021	02vipfb004	1		1511	1511	1166	1166
1021	02vipfb004	1		1743	1743	1243	1243
1021	02vipfb004	1		1131	1131	1447	1447
1021	02vipfb004	1		1331	1331	1375	1375
1021	02vipfb004	1		1642	1642	1550	1550
1021	02vipfb004	1		1217	1217	1667	1667
1021	02vipfb004	1		1414	1414	1562	1562
1021	02vipfb004	1		1558	1558	1344	1344
1022	02vipfb005	1		1292	1292	1181	1181
1022	02vipfb005	1		1426	1426	1007	1007
1022	02vipfb005	1		1666	1666	1067	1067
1022	02vipfb005	1		1117	1117	1241	1241
1022	02vipfb005	1		1511	1511	1166	1166
1022	02vipfb005	1		1743	1743	1243	1243
1022	02vipfb005	1		1131	1131	1447	1447
1022	02vipfb005	1		1331	1331	1375	1375
1022	02vipfb005	1		1642	1642	1550	1550
1022	02vipfb005	1		1217	1217	1667	1667
1022	02vipfb005	1		1414	1414	1562	1562
1022	02vipfb005	1		1558	1558	1344	1344
1023	02vipfb006	1		1292	1292	1181	1181
1023	02vipfb006	1		1426	1426	1007	1007
1023	02vipfb006	1		1666	1666	1067	1067
1023	02vipfb006	1		1117	1117	1241	1241
1023	02vipfb006	1		1511	1511	1166	1166
1023	02vipfb006	1		1743	1743	1243	1243
1023	02vipfb006	1		1131	1131	1447	1447
1023	02vipfb006	1		1331	1331	1375	1375
1023	02vipfb006	1		1642	1642	1550	1550
1023	02vipfb006	1		1217	1217	1667	1667
1023	02vipfb006	1		1414	1414	1562	1562
1023	02vipfb006	1		1558	1558	1344	1344
1024	02vipfb007	1		1292	1292	1181	1181
1024	02vipfb007	1		1426	1426	1007	1007
1024	02vipfb007	1		1666	1666	1067	1067
1024	02vipfb007	1		1117	1117	1241	1241
1024	02vipfb007	1		1511	1511	1166	1166
1024	02vipfb007	1		1743	1743	1243	1243
1024	02vipfb007	1		1131	1131	1447	1447
1024	02vipfb007	1		1331	1331	1375	1375
1024	02vipfb007	1		1642	1642	1550	1550
1024	02vipfb007	1		1217	1217	1667	1667
1024	02vipfb007	1		1414	1414	1562	1562
1024	02vipfb007	1		1558	1558	1344	1344
1025	02vipfb008	1		1292	1292	1181	1181
1025	02vipfb008	1		1426	1426	1007	1007
1025	02vipfb008	1		1666	1666	1067	1067
1025	02vipfb008	1		1117	1117	1241	1241
1025	02vipfb008	1		1511	1511	1166	1166
1025	02vipfb008	1		1743	1743	1243	1243
1025	02vipfb008	1		1131	1131	1447	1447
1025	02vipfb008	1		1331	1331	1375	1375
1025	02vipfb008	1		1642	1642	1550	1550
1025	02vipfb008	1		1217	1217	1667	1667
1025	02vipfb008	1		1414	1414	1562	1562
1025	02vipfb008	1		1558	1558	1344	1344
1026	02vipfb009	1		1292	1292	1181	1181
1026	02vipfb009	1		1426	1426	1007	1007
1026	02vipfb009	1		1666	1666	1067	1067
1026	02vipfb009	1		1117	1117	1241	1241
1026	02vipfb009	1		1511	1511	1166	1166
1026	02vipfb009	1		1743	1743	1243	1243
1026	02vipfb009	1		1131	1131	1447	1447
1026	02vipfb009	1		1331	1331	1375	1375
1026	02vipfb009	1		1642	1642	1550	1550
1026	02vipfb009	1		1217	1217	1667	1667
1026	02vipfb009	1		1414	1414	1562	1562
1026	02vipfb009	1		1558	1558	1344	1344
1027	02vipfb010	1		1292	1292	1181	1181
1027	02vipfb010	1		1426	1426	1007	1007
1027	02vipfb010	1		1666	1666	1067	1067
1027	02vipfb010	1		1117	1117	1241	1241
1027	02vipfb010	1		1511	1511	1166	1166
1027	02vipfb010	1		1743	1743	1243	1243
1027	02vipfb010	1		1131	1131	1447	1447
1027	02vipfb010	1		1331	1331	1375	1375
1027	02vipfb010	1		1642	1642	1550	1550
1027	02vipfb010	1		1217	1217	1667	1667
1027	02vipfb010	1		1414	1414	1562	1562
1027	02vipfb010	1		1558	1558	1344	1344
							
1028	03vipfb001	1		305	305	1032	1032
1028	03vipfb001	1		560	560	1011	1011
1028	03vipfb001	1		921	921	1197	1197
1028	03vipfb001	1		535	535	1205	1205
1028	03vipfb001	1		717	717	1121	1121
1028	03vipfb001	1		885	885	1439	1439
1028	03vipfb001	1		325	325	1206	1206
1028	03vipfb001	1		399	399	1421	1421
1028	03vipfb001	1		667	667	1384	1384
1028	03vipfb001	1		186	186	1479	1479
1028	03vipfb001	1		552	552	1590	1590
1028	03vipfb001	1		822	822	1636	1636
1029	03vipfb002	1		305	305	1032	1032
1029	03vipfb002	1		560	560	1011	1011
1029	03vipfb002	1		921	921	1197	1197
1029	03vipfb002	1		535	535	1205	1205
1029	03vipfb002	1		717	717	1121	1121
1029	03vipfb002	1		885	885	1439	1439
1029	03vipfb002	1		325	325	1206	1206
1029	03vipfb002	1		399	399	1421	1421
1029	03vipfb002	1		667	667	1384	1384
1029	03vipfb002	1		186	186	1479	1479
1029	03vipfb002	1		552	552	1590	1590
1029	03vipfb002	1		822	822	1636	1636
1030	03vipfb003	1		305	305	1032	1032
1030	03vipfb003	1		560	560	1011	1011
1030	03vipfb003	1		921	921	1197	1197
1030	03vipfb003	1		535	535	1205	1205
1030	03vipfb003	1		717	717	1121	1121
1030	03vipfb003	1		885	885	1439	1439
1030	03vipfb003	1		325	325	1206	1206
1030	03vipfb003	1		399	399	1421	1421
1030	03vipfb003	1		667	667	1384	1384
1030	03vipfb003	1		186	186	1479	1479
1030	03vipfb003	1		552	552	1590	1590
1030	03vipfb003	1		822	822	1636	1636
1031	03vipfb004	1		305	305	1032	1032
1031	03vipfb004	1		560	560	1011	1011
1031	03vipfb004	1		921	921	1197	1197
1031	03vipfb004	1		535	535	1205	1205
1031	03vipfb004	1		717	717	1121	1121
1031	03vipfb004	1		885	885	1439	1439
1031	03vipfb004	1		325	325	1206	1206
1031	03vipfb004	1		399	399	1421	1421
1031	03vipfb004	1		667	667	1384	1384
1031	03vipfb004	1		186	186	1479	1479
1031	03vipfb004	1		552	552	1590	1590
1031	03vipfb004	1		822	822	1636	1636
1032	03vipfb005	1		305	305	1032	1032
1032	03vipfb005	1		560	560	1011	1011
1032	03vipfb005	1		921	921	1197	1197
1032	03vipfb005	1		535	535	1205	1205
1032	03vipfb005	1		717	717	1121	1121
1032	03vipfb005	1		885	885	1439	1439
1032	03vipfb005	1		325	325	1206	1206
1032	03vipfb005	1		399	399	1421	1421
1032	03vipfb005	1		667	667	1384	1384
1032	03vipfb005	1		186	186	1479	1479
1032	03vipfb005	1		552	552	1590	1590
1032	03vipfb005	1		822	822	1636	1636
1033	03vipfb006	1		305	305	1032	1032
1033	03vipfb006	1		560	560	1011	1011
1033	03vipfb006	1		921	921	1197	1197
1033	03vipfb006	1		535	535	1205	1205
1033	03vipfb006	1		717	717	1121	1121
1033	03vipfb006	1		885	885	1439	1439
1033	03vipfb006	1		325	325	1206	1206
1033	03vipfb006	1		399	399	1421	1421
1033	03vipfb006	1		667	667	1384	1384
1033	03vipfb006	1		186	186	1479	1479
1033	03vipfb006	1		552	552	1590	1590
1033	03vipfb006	1		822	822	1636	1636
1034	03vipfb007	1		305	305	1032	1032
1034	03vipfb007	1		560	560	1011	1011
1034	03vipfb007	1		921	921	1197	1197
1034	03vipfb007	1		535	535	1205	1205
1034	03vipfb007	1		717	717	1121	1121
1034	03vipfb007	1		885	885	1439	1439
1034	03vipfb007	1		325	325	1206	1206
1034	03vipfb007	1		399	399	1421	1421
1034	03vipfb007	1		667	667	1384	1384
1034	03vipfb007	1		186	186	1479	1479
1034	03vipfb007	1		552	552	1590	1590
1034	03vipfb007	1		822	822	1636	1636
1035	03vipfb008	1		305	305	1032	1032
1035	03vipfb008	1		560	560	1011	1011
1035	03vipfb008	1		921	921	1197	1197
1035	03vipfb008	1		535	535	1205	1205
1035	03vipfb008	1		717	717	1121	1121
1035	03vipfb008	1		885	885	1439	1439
1035	03vipfb008	1		325	325	1206	1206
1035	03vipfb008	1		399	399	1421	1421
1035	03vipfb008	1		667	667	1384	1384
1035	03vipfb008	1		186	186	1479	1479
1035	03vipfb008	1		552	552	1590	1590
1035	03vipfb008	1		822	822	1636	1636
1036	03vipfb009	1		305	305	1032	1032
1036	03vipfb009	1		560	560	1011	1011
1036	03vipfb009	1		921	921	1197	1197
1036	03vipfb009	1		535	535	1205	1205
1036	03vipfb009	1		717	717	1121	1121
1036	03vipfb009	1		885	885	1439	1439
1036	03vipfb009	1		325	325	1206	1206
1036	03vipfb009	1		399	399	1421	1421
1036	03vipfb009	1		667	667	1384	1384
1036	03vipfb009	1		186	186	1479	1479
1036	03vipfb009	1		552	552	1590	1590
1036	03vipfb009	1		822	822	1636	1636
1037	03vipfb010	1		305	305	1032	1032
1037	03vipfb010	1		560	560	1011	1011
1037	03vipfb010	1		921	921	1197	1197
1037	03vipfb010	1		535	535	1205	1205
1037	03vipfb010	1		717	717	1121	1121
1037	03vipfb010	1		885	885	1439	1439
1037	03vipfb010	1		325	325	1206	1206
1037	03vipfb010	1		399	399	1421	1421
1037	03vipfb010	1		667	667	1384	1384
1037	03vipfb010	1		186	186	1479	1479
1037	03vipfb010	1		552	552	1590	1590
1037	03vipfb010	1		822	822	1636	1636
							
							
1038	01vipfb011	1		1601	1601	655	655
1038	01vipfb011	1		1065	1065	307	307
1038	01vipfb011	1		1761	1761	512	512
1038	01vipfb011	1		1302	1302	325	325
1038	01vipfb011	1		1555	1555	348	348
1038	01vipfb011	1		1090	1090	481	481
1038	01vipfb011	1		1316	1316	460	460
1038	01vipfb011	1		1547	1547	501	501
1038	01vipfb011	1		1594	1594	832	832
1038	01vipfb011	1		1066	1066	653	653
1038	01vipfb011	1		1328	1328	771	771
1038	01vipfb011	1		1337	1337	616	616
							
1039	02vipfb011	1		1292	1292	1181	1181
1039	02vipfb011	1		1426	1426	1007	1007
1039	02vipfb011	1		1666	1666	1067	1067
1039	02vipfb011	1		1117	1117	1241	1241
1039	02vipfb011	1		1511	1511	1166	1166
1039	02vipfb011	1		1743	1743	1243	1243
1039	02vipfb011	1		1131	1131	1447	1447
1039	02vipfb011	1		1331	1331	1375	1375
1039	02vipfb011	1		1642	1642	1550	1550
1039	02vipfb011	1		1217	1217	1667	1667
1039	02vipfb011	1		1414	1414	1562	1562
1039	02vipfb011	1		1558	1558	1344	1344
							
1040	03vipfb011	1		305	305	1032	1032
1040	03vipfb011	1		560	560	1011	1011
1040	03vipfb011	1		921	921	1197	1197
1040	03vipfb011	1		535	535	1205	1205
1040	03vipfb011	1		717	717	1121	1121
1040	03vipfb011	1		885	885	1439	1439
1040	03vipfb011	1		325	325	1206	1206
1040	03vipfb011	1		399	399	1421	1421
1040	03vipfb011	1		667	667	1384	1384
1040	03vipfb011	1		186	186	1479	1479
1040	03vipfb011	1		552	552	1590	1590
1040	03vipfb011	1		822	822	1636	1636
							
							
1041	01vipfb012	1		1601	1601	655	655
1041	01vipfb012	1		1065	1065	307	307
1041	01vipfb012	1		1761	1761	512	512
1041	01vipfb012	1		1302	1302	325	325
1041	01vipfb012	1		1555	1555	348	348
1041	01vipfb012	1		1090	1090	481	481
1041	01vipfb012	1		1316	1316	460	460
1041	01vipfb012	1		1547	1547	501	501
1041	01vipfb012	1		1594	1594	832	832
1041	01vipfb012	1		1066	1066	653	653
1041	01vipfb012	1		1328	1328	771	771
1041	01vipfb012	1		1337	1337	616	616
							
1042	02vipfb012	1		1292	1292	1181	1181
1042	02vipfb012	1		1426	1426	1007	1007
1042	02vipfb012	1		1666	1666	1067	1067
1042	02vipfb012	1		1117	1117	1241	1241
1042	02vipfb012	1		1511	1511	1166	1166
1042	02vipfb012	1		1743	1743	1243	1243
1042	02vipfb012	1		1131	1131	1447	1447
1042	02vipfb012	1		1331	1331	1375	1375
1042	02vipfb012	1		1642	1642	1550	1550
1042	02vipfb012	1		1217	1217	1667	1667
1042	02vipfb012	1		1414	1414	1562	1562
1042	02vipfb012	1		1558	1558	1344	1344
							
1043	03vipfb012	1		305	305	1032	1032
1043	03vipfb012	1		560	560	1011	1011
1043	03vipfb012	1		921	921	1197	1197
1043	03vipfb012	1		535	535	1205	1205
1043	03vipfb012	1		717	717	1121	1121
1043	03vipfb012	1		885	885	1439	1439
1043	03vipfb012	1		325	325	1206	1206
1043	03vipfb012	1		399	399	1421	1421
1043	03vipfb012	1		667	667	1384	1384
1043	03vipfb012	1		186	186	1479	1479
1043	03vipfb012	1		552	552	1590	1590
1043	03vipfb012	1		822	822	1636	1636
							
							
1044	01vipfb013	1		1601	1601	655	655
1044	01vipfb013	1		1065	1065	307	307
1044	01vipfb013	1		1761	1761	512	512
1044	01vipfb013	1		1302	1302	325	325
1044	01vipfb013	1		1555	1555	348	348
1044	01vipfb013	1		1090	1090	481	481
1044	01vipfb013	1		1316	1316	460	460
1044	01vipfb013	1		1547	1547	501	501
1044	01vipfb013	1		1594	1594	832	832
1044	01vipfb013	1		1066	1066	653	653
1044	01vipfb013	1		1328	1328	771	771
1044	01vipfb013	1		1337	1337	616	616
							
1045	02vipfb013	1		1292	1292	1181	1181
1045	02vipfb013	1		1426	1426	1007	1007
1045	02vipfb013	1		1666	1666	1067	1067
1045	02vipfb013	1		1117	1117	1241	1241
1045	02vipfb013	1		1511	1511	1166	1166
1045	02vipfb013	1		1743	1743	1243	1243
1045	02vipfb013	1		1131	1131	1447	1447
1045	02vipfb013	1		1331	1331	1375	1375
1045	02vipfb013	1		1642	1642	1550	1550
1045	02vipfb013	1		1217	1217	1667	1667
1045	02vipfb013	1		1414	1414	1562	1562
1045	02vipfb013	1		1558	1558	1344	1344
							
1046	03vipfb013	1		305	305	1032	1032
1046	03vipfb013	1		560	560	1011	1011
1046	03vipfb013	1		921	921	1197	1197
1046	03vipfb013	1		535	535	1205	1205
1046	03vipfb013	1		717	717	1121	1121
1046	03vipfb013	1		885	885	1439	1439
1046	03vipfb013	1		325	325	1206	1206
1046	03vipfb013	1		399	399	1421	1421
1046	03vipfb013	1		667	667	1384	1384
1046	03vipfb013	1		186	186	1479	1479
1046	03vipfb013	1		552	552	1590	1590
1046	03vipfb013	1		822	822	1636	1636
							
							
1047	01vipfb014	1		1601	1601	655	655
1047	01vipfb014	1		1065	1065	307	307
1047	01vipfb014	1		1761	1761	512	512
1047	01vipfb014	1		1302	1302	325	325
1047	01vipfb014	1		1555	1555	348	348
1047	01vipfb014	1		1090	1090	481	481
1047	01vipfb014	1		1316	1316	460	460
1047	01vipfb014	1		1547	1547	501	501
1047	01vipfb014	1		1594	1594	832	832
1047	01vipfb014	1		1066	1066	653	653
1047	01vipfb014	1		1328	1328	771	771
1047	01vipfb014	1		1337	1337	616	616
							
1048	02vipfb014	1		1292	1292	1181	1181
1048	02vipfb014	1		1426	1426	1007	1007
1048	02vipfb014	1		1666	1666	1067	1067
1048	02vipfb014	1		1117	1117	1241	1241
1048	02vipfb014	1		1511	1511	1166	1166
1048	02vipfb014	1		1743	1743	1243	1243
1048	02vipfb014	1		1131	1131	1447	1447
1048	02vipfb014	1		1331	1331	1375	1375
1048	02vipfb014	1		1642	1642	1550	1550
1048	02vipfb014	1		1217	1217	1667	1667
1048	02vipfb014	1		1414	1414	1562	1562
1048	02vipfb014	1		1558	1558	1344	1344
							
1049	03vipfb014	1		305	305	1032	1032
1049	03vipfb014	1		560	560	1011	1011
1049	03vipfb014	1		921	921	1197	1197
1049	03vipfb014	1		535	535	1205	1205
1049	03vipfb014	1		717	717	1121	1121
1049	03vipfb014	1		885	885	1439	1439
1049	03vipfb014	1		325	325	1206	1206
1049	03vipfb014	1		399	399	1421	1421
1049	03vipfb014	1		667	667	1384	1384
1049	03vipfb014	1		186	186	1479	1479
1049	03vipfb014	1		552	552	1590	1590
1049	03vipfb014	1		822	822	1636	1636
							
							
1050	01vipfb015	1		1601	1601	655	655
1050	01vipfb015	1		1065	1065	307	307
1050	01vipfb015	1		1761	1761	512	512
1050	01vipfb015	1		1302	1302	325	325
1050	01vipfb015	1		1555	1555	348	348
1050	01vipfb015	1		1090	1090	481	481
1050	01vipfb015	1		1316	1316	460	460
1050	01vipfb015	1		1547	1547	501	501
1050	01vipfb015	1		1594	1594	832	832
1050	01vipfb015	1		1066	1066	653	653
1050	01vipfb015	1		1328	1328	771	771
1050	01vipfb015	1		1337	1337	616	616
							
1051	02vipfb015	1		1292	1292	1181	1181
1051	02vipfb015	1		1426	1426	1007	1007
1051	02vipfb015	1		1666	1666	1067	1067
1051	02vipfb015	1		1117	1117	1241	1241
1051	02vipfb015	1		1511	1511	1166	1166
1051	02vipfb015	1		1743	1743	1243	1243
1051	02vipfb015	1		1131	1131	1447	1447
1051	02vipfb015	1		1331	1331	1375	1375
1051	02vipfb015	1		1642	1642	1550	1550
1051	02vipfb015	1		1217	1217	1667	1667
1051	02vipfb015	1		1414	1414	1562	1562
1051	02vipfb015	1		1558	1558	1344	1344
							
1052	03vipfb015	1		305	305	1032	1032
1052	03vipfb015	1		560	560	1011	1011
1052	03vipfb015	1		921	921	1197	1197
1052	03vipfb015	1		535	535	1205	1205
1052	03vipfb015	1		717	717	1121	1121
1052	03vipfb015	1		885	885	1439	1439
1052	03vipfb015	1		325	325	1206	1206
1052	03vipfb015	1		399	399	1421	1421
1052	03vipfb015	1		667	667	1384	1384
1052	03vipfb015	1		186	186	1479	1479
1052	03vipfb015	1		552	552	1590	1590
1052	03vipfb015	1		822	822	1636	1636
							
1053	01vipfb016	1		1601	1601	655	655
1053	01vipfb016	1		1065	1065	307	307
1053	01vipfb016	1		1761	1761	512	512
1053	01vipfb016	1		1302	1302	325	325
1053	01vipfb016	1		1555	1555	348	348
1053	01vipfb016	1		1090	1090	481	481
1053	01vipfb016	1		1316	1316	460	460
1053	01vipfb016	1		1547	1547	501	501
1053	01vipfb016	1		1594	1594	832	832
1053	01vipfb016	1		1066	1066	653	653
1053	01vipfb016	1		1328	1328	771	771
1053	01vipfb016	1		1337	1337	616	616
							
1054	02vipfb016	1		1292	1292	1181	1181
1054	02vipfb016	1		1426	1426	1007	1007
1054	02vipfb016	1		1666	1666	1067	1067
1054	02vipfb016	1		1117	1117	1241	1241
1054	02vipfb016	1		1511	1511	1166	1166
1054	02vipfb016	1		1743	1743	1243	1243
1054	02vipfb016	1		1131	1131	1447	1447
1054	02vipfb016	1		1331	1331	1375	1375
1054	02vipfb016	1		1642	1642	1550	1550
1054	02vipfb016	1		1217	1217	1667	1667
1054	02vipfb016	1		1414	1414	1562	1562
1054	02vipfb016	1		1558	1558	1344	1344
							
1055	03vipfb016	1		305	305	1032	1032
1055	03vipfb016	1		560	560	1011	1011
1055	03vipfb016	1		921	921	1197	1197
1055	03vipfb016	1		535	535	1205	1205
1055	03vipfb016	1		717	717	1121	1121
1055	03vipfb016	1		885	885	1439	1439
1055	03vipfb016	1		325	325	1206	1206
1055	03vipfb016	1		399	399	1421	1421
1055	03vipfb016	1		667	667	1384	1384
1055	03vipfb016	1		186	186	1479	1479
1055	03vipfb016	1		552	552	1590	1590
1055	03vipfb016	1		822	822	1636	1636
							
105701	01gcz023	1		1747	1747	1080	1080
105801	01gcz024	1		2061	2061	923	923
105901	01gcz025	1		2042	2042	1081	1081
106001	01gcz026	1		1748	1748	917	917
106101	02gcz023	1		1747	1747	1080	1080
106201	02gcz024	1		2061	2061	923	923
106301	02gcz025	1		2042	2042	1081	1081
106401	02gcz026	1		1748	1748	917	917
106501	03gcz023	1		1747	1747	1080	1080
106601	03gcz024	1		2061	2061	923	923
106701	03gcz025	1		2042	2042	1081	1081
106801	03gcz026	1		1748	1748	917	917
106901	04gcz023	1		1747	1747	1080	1080
