goddessId	lingerNum	atk	rit	hp	mp	silverMoney	lq
2000000	120	621	369	4608	2304	131453	
2000000	121	658	369	4608	2304	133100	
2000000	122	658	391	4608	2304	134753	
2000000	123	658	391	4888	2304	136414	
2000000	124	695	391	4888	2304	138081	
2000000	125	695	413	4888	2304	139754	
2000000	126	695	413	5168	2304	141435	
2000000	127	732	413	5168	2304	143122	
2000000	128	732	435	5168	2304	144815	
2000000	129	732	435	5448	2304	146516	
2000000	130	732	435	5448	2724	148223	
2000000	131	774	435	5448	2724	149936	
2000000	132	774	460	5448	2724	151656	
2000000	133	774	460	5760	2724	153383	
2000000	134	816	460	5760	2724	155116	
2000000	135	816	485	5760	2724	156856	
2000000	136	816	485	6072	2724	158602	
2000000	137	858	485	6072	2724	160354	
2000000	138	858	510	6072	2724	162113	
2000000	139	858	510	6384	2724	163879	
2000000	140	858	510	6384	3192	165650	
2000000	141	900	510	6384	3192	167428	
2000000	142	900	535	6384	3192	169213	
2000000	143	900	535	6696	3192	171003	
2000000	144	942	535	6696	3192	172800	
2000000	145	942	560	6696	3192	174603	
2000000	146	942	560	7008	3192	176412	
2000000	147	984	560	7008	3192	178228	
2000000	148	984	585	7008	3192	180050	
2000000	149	984	585	7320	3192	181878	
2000000	150	984	585	7320	3660	183712	
2000000	151	1026	585	7320	3660	185552	
2000000	152	1026	610	7320	3660	187398	
2000000	153	1026	610	7632	3660	189251	
2000000	154	1068	610	7632	3660	191109	
2000000	155	1068	635	7632	3660	192973	
2000000	156	1068	635	7944	3660	194844	
2000000	157	1110	635	7944	3660	196720	
2000000	158	1110	660	7944	3660	198603	
2000000	159	1110	660	8256	3660	200491	
2000000	160	1110	660	8256	4128	202386	
2000000	161	1152	660	8256	4128	204286	
2000000	162	1152	685	8256	4128	206192	
2000000	163	1152	685	8568	4128	208104	
2000000	164	1194	685	8568	4128	210022	
2000000	165	1194	710	8568	4128	211946	
2000000	166	1194	710	8880	4128	213876	
2000000	167	1236	710	8880	4128	215812	
2000000	168	1236	735	8880	4128	217753	
2000000	169	1236	735	9192	4128	219700	
2000000	170	1236	735	9192	4596	221653	
2000000	171	1278	735	9192	4596	223612	
2000000	172	1278	760	9192	4596	225576	
2000000	173	1278	760	9504	4596	227546	
2000000	174	1320	760	9504	4596	229522	
2000000	175	1320	785	9504	4596	231503	
2000000	176	1320	785	9816	4596	233490	
2000000	177	1362	785	9816	4596	235483	
2000000	178	1362	810	9816	4596	237482	
2000000	179	1362	810	10128	4596	239486	
2000000	180	1362	810	10128	5064	241495	
2000000	181	1404	810	10128	5064	243511	
2000000	182	1404	835	10128	5064	245531	
2000000	183	1404	835	10440	5064	247558	
2000000	184	1446	835	10440	5064	249590	
2000000	185	1446	860	10440	5064	251627	
2000000	186	1446	860	10752	5064	253670	
2000000	187	1488	860	10752	5064	255719	
2000000	188	1488	885	10752	5064	257773	
2000000	189	1488	885	11064	5064	259832	
2000000	190	1488	885	11064	5532	261897	
2000000	191	1530	885	11064	5532	263967	
2000000	192	1530	910	11064	5532	266043	
2000000	193	1530	910	11376	5532	268124	
2000000	194	1572	910	11376	5532	270211	
2000000	195	1572	935	11376	5532	272303	
2000000	196	1572	935	11688	5532	274400	
2000000	197	1614	935	11688	5532	276503	
2000000	198	1614	960	11688	5532	278611	
2000000	199	1614	960	12000	5532	280724	
2000000	200	1614	960	12000	6000	282843	
2000001	1	9	0	0	0	100	
2000001	2	9	5	0	0	283	
2000001	3	9	5	64	0	520	
2000001	4	18	5	64	0	800	
2000001	5	18	10	64	0	1118	
2000001	6	18	10	128	0	1470	
2000001	7	27	10	128	0	1852	
2000001	8	27	15	128	0	2263	
2000001	9	27	15	192	0	2700	
2000001	10	27	15	192	96	3162	
2000001	11	37	15	192	96	3648	
2000001	12	37	21	192	96	4157	
2000001	13	37	21	264	96	4687	
2000001	14	47	21	264	96	5238	
2000001	15	47	27	264	96	5809	
2000001	16	47	27	336	96	6400	
2000001	17	57	27	336	96	7009	
2000001	18	57	33	336	96	7637	
2000001	19	57	33	408	96	8282	
2000001	20	57	33	408	204	8944	
2000001	21	68	33	408	204	9623	
2000001	22	68	39	408	204	10319	
2000001	23	68	39	488	204	11030	
2000001	24	79	39	488	204	11758	
2000001	25	79	45	488	204	12500	
2000001	26	79	45	568	204	13257	
2000001	27	90	45	568	204	14030	
2000001	28	90	51	568	204	14816	
2000001	29	90	51	648	204	15617	
2000001	30	90	51	648	324	16432	
2000001	31	102	51	648	324	17260	
2000001	32	102	58	648	324	18102	
2000001	33	102	58	736	324	18957	
2000001	34	114	58	736	324	19825	
2000001	35	114	65	736	324	20706	
2000001	36	114	65	824	324	21600	
2000001	37	126	65	824	324	22506	
2000001	38	126	72	824	324	23425	
2000001	39	126	72	912	324	24355	
2000001	40	126	72	912	456	25298	
2000001	41	139	72	912	456	26253	
2000001	42	139	80	912	456	27219	
2000001	43	139	80	1008	456	28197	
2000001	44	152	80	1008	456	29186	
2000001	45	152	88	1008	456	30187	
2000001	46	152	88	1104	456	31199	
2000001	47	165	88	1104	456	32222	
2000001	48	165	96	1104	456	33255	
2000001	49	165	96	1200	456	34300	
2000001	50	165	96	1200	600	35355	
2000001	51	179	96	1200	600	36421	
2000001	52	179	104	1200	600	37498	
2000001	53	179	104	1304	600	38585	
2000001	54	193	104	1304	600	39682	
2000001	55	193	112	1304	600	40789	
2000001	56	193	112	1408	600	41907	
2000001	57	207	112	1408	600	43034	
2000001	58	207	120	1408	600	44171	
2000001	59	207	120	1512	600	45319	
2000001	60	207	120	1512	756	46476	
2000001	61	222	120	1512	756	47643	
2000001	62	222	129	1512	756	48819	
2000001	63	222	129	1624	756	50005	
2000001	64	237	129	1624	756	51200	
2000001	65	237	138	1624	756	52405	
2000001	66	237	138	1736	756	53619	
2000001	67	252	138	1736	756	54842	
2000001	68	252	147	1736	756	56074	
2000001	69	252	147	1848	756	57316	
2000001	70	252	147	1848	924	58566	
2000001	71	268	147	1848	924	59826	
2000001	72	268	157	1848	924	61094	
2000001	73	268	157	1968	924	62371	
2000001	74	284	157	1968	924	63657	
2000001	75	284	167	1968	924	64952	
2000001	76	284	167	2088	924	66255	
2000001	77	300	167	2088	924	67567	
2000001	78	300	177	2088	924	68888	
2000001	79	300	177	2208	924	70217	
2000001	80	300	177	2208	1104	71554	
2000001	81	320	177	2208	1104	72900	
2000001	82	320	189	2208	1104	74254	
2000001	83	320	189	2360	1104	75617	
2000001	84	340	189	2360	1104	76987	
2000001	85	340	201	2360	1104	78366	
2000001	86	340	201	2512	1104	79753	
2000001	87	360	201	2512	1104	81148	
2000001	88	360	213	2512	1104	82551	
2000001	89	360	213	2664	1104	83962	
2000001	90	360	213	2664	1332	85381	
2000001	91	385	213	2664	1332	86808	
2000001	92	385	228	2664	1332	88243	
2000001	93	385	228	2848	1332	89686	
2000001	94	410	228	2848	1332	91136	
2000001	95	410	243	2848	1332	92595	
2000001	96	410	243	3032	1332	94060	
2000001	97	435	243	3032	1332	95534	
2000001	98	435	258	3032	1332	97015	
2000001	99	435	258	3216	1332	98504	
2000001	100	435	258	3216	1608	100000	
2000001	101	464	258	3216	1608	101504	
2000001	102	464	275	3216	1608	103015	
2000001	103	464	275	3432	1608	104534	
2000001	104	493	275	3432	1608	106060	
2000001	105	493	292	3432	1608	107593	
2000001	106	493	292	3648	1608	109134	
2000001	107	522	292	3648	1608	110682	
2000001	108	522	309	3648	1608	112237	
2000001	109	522	309	3864	1608	113799	
2000001	110	522	309	3864	1932	115369	
2000001	111	555	309	3864	1932	116946	
2000001	112	555	329	3864	1932	118530	
2000001	113	555	329	4112	1932	120121	
2000001	114	588	329	4112	1932	121719	
2000001	115	588	349	4112	1932	123324	
2000001	116	588	349	4360	1932	124936	
2000001	117	621	349	4360	1932	126555	
2000001	118	621	369	4360	1932	128181	
2000001	119	621	369	4608	1932	129814	
2000001	120	621	369	4608	2304	131453	
2000001	121	658	369	4608	2304	133100	
2000001	122	658	391	4608	2304	134753	
2000001	123	658	391	4888	2304	136414	
2000001	124	695	391	4888	2304	138081	
2000001	125	695	413	4888	2304	139754	
2000001	126	695	413	5168	2304	141435	
2000001	127	732	413	5168	2304	143122	
2000001	128	732	435	5168	2304	144815	
2000001	129	732	435	5448	2304	146516	
2000001	130	732	435	5448	2724	148223	
2000001	131	774	435	5448	2724	149936	
2000001	132	774	460	5448	2724	151656	
2000001	133	774	460	5760	2724	153383	
2000001	134	816	460	5760	2724	155116	
2000001	135	816	485	5760	2724	156856	
2000001	136	816	485	6072	2724	158602	
2000001	137	858	485	6072	2724	160354	
2000001	138	858	510	6072	2724	162113	
2000001	139	858	510	6384	2724	163879	
2000001	140	858	510	6384	3192	165650	
2000001	141	900	510	6384	3192	167428	
2000001	142	900	535	6384	3192	169213	
2000001	143	900	535	6696	3192	171003	
2000001	144	942	535	6696	3192	172800	
2000001	145	942	560	6696	3192	174603	
2000001	146	942	560	7008	3192	176412	
2000001	147	984	560	7008	3192	178228	
2000001	148	984	585	7008	3192	180050	
2000001	149	984	585	7320	3192	181878	
2000001	150	984	585	7320	3660	183712	
2000001	151	1026	585	7320	3660	185552	
2000001	152	1026	610	7320	3660	187398	
2000001	153	1026	610	7632	3660	189251	
2000001	154	1068	610	7632	3660	191109	
2000001	155	1068	635	7632	3660	192973	
2000001	156	1068	635	7944	3660	194844	
2000001	157	1110	635	7944	3660	196720	
2000001	158	1110	660	7944	3660	198603	
2000001	159	1110	660	8256	3660	200491	
2000001	160	1110	660	8256	4128	202386	
2000001	161	1152	660	8256	4128	204286	
2000001	162	1152	685	8256	4128	206192	
2000001	163	1152	685	8568	4128	208104	
2000001	164	1194	685	8568	4128	210022	
2000001	165	1194	710	8568	4128	211946	
2000001	166	1194	710	8880	4128	213876	
2000001	167	1236	710	8880	4128	215812	
2000001	168	1236	735	8880	4128	217753	
2000001	169	1236	735	9192	4128	219700	
2000001	170	1236	735	9192	4596	221653	
2000001	171	1278	735	9192	4596	223612	
2000001	172	1278	760	9192	4596	225576	
2000001	173	1278	760	9504	4596	227546	
2000001	174	1320	760	9504	4596	229522	
2000001	175	1320	785	9504	4596	231503	
2000001	176	1320	785	9816	4596	233490	
2000001	177	1362	785	9816	4596	235483	
2000001	178	1362	810	9816	4596	237482	
2000001	179	1362	810	10128	4596	239486	
2000001	180	1362	810	10128	5064	241495	
2000001	181	1404	810	10128	5064	243511	
2000001	182	1404	835	10128	5064	245531	
2000001	183	1404	835	10440	5064	247558	
2000001	184	1446	835	10440	5064	249590	
2000001	185	1446	860	10440	5064	251627	
2000001	186	1446	860	10752	5064	253670	
2000001	187	1488	860	10752	5064	255719	
2000001	188	1488	885	10752	5064	257773	
2000001	189	1488	885	11064	5064	259832	
2000001	190	1488	885	11064	5532	261897	
2000001	191	1530	885	11064	5532	263967	
2000001	192	1530	910	11064	5532	266043	
2000001	193	1530	910	11376	5532	268124	
2000001	194	1572	910	11376	5532	270211	
2000001	195	1572	935	11376	5532	272303	
2000001	196	1572	935	11688	5532	274400	
2000001	197	1614	935	11688	5532	276503	
2000001	198	1614	960	11688	5532	278611	
2000001	199	1614	960	12000	5532	280724	
2000001	200	1614	960	12000	6000	282843	
2000002	1	10	0	0	0	100	
2000001	2	10	6	0	0	283	
2000002	3	10	6	72	0	520	
2000002	4	20	6	72	0	800	
2000002	5	20	12	72	0	1118	
2000002	6	20	12	144	0	1470	
2000002	7	30	12	144	0	1852	
2000002	8	30	18	144	0	2263	
2000002	9	30	18	216	0	2700	
2000002	10	30	18	216	108	3162	
2000002	11	41	18	216	108	3648	
2000002	12	41	24	216	108	4157	
2000002	13	41	24	297	108	4687	
2000002	14	52	24	297	108	5238	
2000002	15	52	30	297	108	5809	
2000002	16	52	30	378	108	6400	
2000002	17	63	30	378	108	7009	
2000002	18	63	36	378	108	7637	
2000002	19	63	36	459	108	8282	
2000002	20	63	36	459	230	8944	
2000002	21	75	36	459	230	9623	
2000002	22	75	43	459	230	10319	
2000002	23	75	43	549	230	11030	
2000002	24	87	43	549	230	11758	
2000002	25	87	50	549	230	12500	
2000002	26	87	50	639	230	13257	
2000002	27	99	50	639	230	14030	
2000002	28	99	57	639	230	14816	
2000002	29	99	57	729	230	15617	
2000002	30	99	57	729	365	16432	
2000002	31	112	57	729	365	17260	
2000002	32	112	65	729	365	18102	
2000002	33	112	65	828	365	18957	
2000002	34	125	65	828	365	19825	
2000002	35	125	73	828	365	20706	
2000002	36	125	73	927	365	21600	
2000002	37	138	73	927	365	22506	
2000002	38	138	81	927	365	23425	
2000002	39	138	81	1026	365	24355	
2000002	40	138	81	1026	514	25298	
2000002	41	152	81	1026	514	26253	
2000002	42	152	90	1026	514	27219	
2000002	43	152	90	1134	514	28197	
2000002	44	166	90	1134	514	29186	
2000002	45	166	99	1134	514	30187	
2000002	46	166	99	1242	514	31199	
2000002	47	180	99	1242	514	32222	
2000002	48	180	108	1242	514	33255	
2000002	49	180	108	1350	514	34300	
2000002	50	180	108	1350	676	35355	
2000002	51	196	108	1350	676	36421	
2000002	52	196	117	1350	676	37498	
2000002	53	196	117	1467	676	38585	
2000002	54	212	117	1467	676	39682	
2000002	55	212	126	1467	676	40789	
2000002	56	212	126	1584	676	41907	
2000002	57	228	126	1584	676	43034	
2000002	58	228	135	1584	676	44171	
2000002	59	228	135	1701	676	45319	
2000002	60	228	135	1701	852	46476	
2000002	61	245	135	1701	852	47643	
2000002	62	245	145	1701	852	48819	
2000002	63	245	145	1827	852	50005	
2000002	64	262	145	1827	852	51200	
2000002	65	262	155	1827	852	52405	
2000002	66	262	155	1953	852	53619	
2000002	67	279	155	1953	852	54842	
2000002	68	279	165	1953	852	56074	
2000002	69	279	165	2079	852	57316	
2000002	70	279	165	2079	1041	58566	
2000002	71	297	165	2079	1041	59826	
2000002	72	297	176	2079	1041	61094	
2000002	73	297	176	2214	1041	62371	
2000002	74	315	176	2214	1041	63657	
2000002	75	315	187	2214	1041	64952	
2000002	76	315	187	2349	1041	66255	
2000002	77	333	187	2349	1041	67567	
2000002	78	333	198	2349	1041	68888	
2000002	79	333	198	2484	1041	70217	
2000002	80	333	198	2484	1244	71554	
2000002	81	356	198	2484	1244	72900	
2000002	82	356	212	2484	1244	74254	
2000002	83	356	212	2655	1244	75617	
2000002	84	379	212	2655	1244	76987	
2000002	85	379	226	2655	1244	78366	
2000002	86	379	226	2826	1244	79753	
2000002	87	402	226	2826	1244	81148	
2000002	88	402	240	2826	1244	82551	
2000002	89	402	240	2997	1244	83962	
2000002	90	402	240	2997	1501	85381	
2000002	91	430	240	2997	1501	86808	
2000002	92	430	257	2997	1501	88243	
2000002	93	430	257	3204	1501	89686	
2000002	94	458	257	3204	1501	91136	
2000002	95	458	274	3204	1501	92595	
2000002	96	458	274	3411	1501	94060	
2000002	97	486	274	3411	1501	95534	
2000002	98	486	291	3411	1501	97015	
2000002	99	486	291	3618	1501	98504	
2000002	100	486	291	3618	1812	100000	
2000002	101	518	291	3618	1812	101504	
2000002	102	518	310	3618	1812	103015	
2000002	103	518	310	3861	1812	104534	
2000002	104	550	310	3861	1812	106060	
2000002	105	550	329	3861	1812	107593	
2000002	106	550	329	4104	1812	109134	
2000002	107	582	329	4104	1812	110682	
2000002	108	582	348	4104	1812	112237	
2000002	109	582	348	4347	1812	113799	
2000002	110	582	348	4347	2177	115369	
2000002	111	619	348	4347	2177	116946	
2000002	112	619	370	4347	2177	118530	
2000002	113	619	370	4626	2177	120121	
2000002	114	656	370	4626	2177	121719	
2000002	115	656	392	4626	2177	123324	
2000002	116	656	392	4905	2177	124936	
2000002	117	693	392	4905	2177	126555	
2000002	118	693	414	4905	2177	128181	
2000002	119	693	414	5184	2177	129814	
2000002	120	693	414	5184	2596	131453	
2000002	121	735	414	5184	2596	133100	
2000002	122	735	439	5184	2596	134753	
2000002	123	735	439	5499	2596	136414	
2000002	124	777	439	5499	2596	138081	
2000002	125	777	464	5499	2596	139754	
2000002	126	777	464	5814	2596	141435	
2000002	127	819	464	5814	2596	143122	
2000002	128	819	489	5814	2596	144815	
2000002	129	819	489	6129	2596	146516	
2000002	130	819	489	6129	3069	148223	
2000002	131	866	489	6129	3069	149936	
2000002	132	866	517	6129	3069	151656	
2000002	133	866	517	6480	3069	153383	
2000002	134	913	517	6480	3069	155116	
2000002	135	913	545	6480	3069	156856	
2000002	136	913	545	6831	3069	158602	
2000002	137	960	545	6831	3069	160354	
2000002	138	960	573	6831	3069	162113	
2000002	139	960	573	7182	3069	163879	
2000002	140	960	573	7182	3596	165650	
2000002	141	1007	573	7182	3596	167428	
2000002	142	1007	601	7182	3596	169213	
2000002	143	1007	601	7533	3596	171003	
2000002	144	1054	601	7533	3596	172800	
2000002	145	1054	629	7533	3596	174603	
2000002	146	1054	629	7884	3596	176412	
2000002	147	1101	629	7884	3596	178228	
2000002	148	1101	657	7884	3596	180050	
2000002	149	1101	657	8235	3596	181878	
2000002	150	1101	657	8235	4123	183712	
2000002	151	1148	657	8235	4123	185552	
2000002	152	1148	685	8235	4123	187398	
2000002	153	1148	685	8586	4123	189251	
2000002	154	1195	685	8586	4123	191109	
2000002	155	1195	713	8586	4123	192973	
2000002	156	1195	713	8937	4123	194844	
2000002	157	1242	713	8937	4123	196720	
2000002	158	1242	741	8937	4123	198603	
2000002	159	1242	741	9288	4123	200491	
2000002	160	1242	741	9288	4650	202386	
2000002	161	1289	741	9288	4650	204286	
2000002	162	1289	769	9288	4650	206192	
2000002	163	1289	769	9639	4650	208104	
2000002	164	1336	769	9639	4650	210022	
2000002	165	1336	797	9639	4650	211946	
2000002	166	1336	797	9990	4650	213876	
2000002	167	1383	797	9990	4650	215812	
2000002	168	1383	825	9990	4650	217753	
2000002	169	1383	825	10341	4650	219700	
2000002	170	1383	825	10341	5177	221653	
2000002	171	1430	825	10341	5177	223612	
2000002	172	1430	853	10341	5177	225576	
2000002	173	1430	853	10692	5177	227546	
2000002	174	1477	853	10692	5177	229522	
2000002	175	1477	881	10692	5177	231503	
2000002	176	1477	881	11043	5177	233490	
2000002	177	1524	881	11043	5177	235483	
2000002	178	1524	909	11043	5177	237482	
2000002	179	1524	909	11394	5177	239486	
2000002	180	1524	909	11394	5704	241495	
2000002	181	1571	909	11394	5704	243511	
2000002	182	1571	937	11394	5704	245531	
2000002	183	1571	937	11745	5704	247558	
2000002	184	1618	937	11745	5704	249590	
2000002	185	1618	965	11745	5704	251627	
2000002	186	1618	965	12096	5704	253670	
2000002	187	1665	965	12096	5704	255719	
2000002	188	1665	993	12096	5704	257773	
2000002	189	1665	993	12447	5704	259832	
2000002	190	1665	993	12447	6231	261897	
2000002	191	1712	993	12447	6231	263967	
2000002	192	1712	1021	12447	6231	266043	
2000002	193	1712	1021	12798	6231	268124	
2000002	194	1759	1021	12798	6231	270211	
2000002	195	1759	1049	12798	6231	272303	
2000002	196	1759	1049	13149	6231	274400	
2000002	197	1806	1049	13149	6231	276503	
2000002	198	1806	1077	13149	6231	278611	
2000002	199	1806	1077	13500	6231	280724	
2000002	200	1806	1077	13500	6758	282843	
2000003	1	10	0	0	0	100	
2000002	2	10	6	0	0	283	
2000002	3	10	6	72	0	520	
2000003	4	20	6	72	0	800	
2000003	5	20	12	72	0	1118	
2000003	6	20	12	144	0	1470	
2000003	7	30	12	144	0	1852	
2000003	8	30	18	144	0	2263	
2000003	9	30	18	216	0	2700	
2000003	10	30	18	216	108	3162	
2000003	11	41	18	216	108	3648	
2000003	12	41	24	216	108	4157	
2000003	13	41	24	297	108	4687	
2000003	14	52	24	297	108	5238	
2000003	15	52	30	297	108	5809	
2000003	16	52	30	378	108	6400	
2000003	17	63	30	378	108	7009	
2000003	18	63	36	378	108	7637	
2000003	19	63	36	459	108	8282	
2000003	20	63	36	459	230	8944	
2000003	21	75	36	459	230	9623	
2000003	22	75	43	459	230	10319	
2000003	23	75	43	549	230	11030	
2000003	24	87	43	549	230	11758	
2000003	25	87	50	549	230	12500	
2000003	26	87	50	639	230	13257	
2000003	27	99	50	639	230	14030	
2000003	28	99	57	639	230	14816	
2000003	29	99	57	729	230	15617	
2000003	30	99	57	729	365	16432	
2000003	31	112	57	729	365	17260	
2000003	32	112	65	729	365	18102	
2000003	33	112	65	828	365	18957	
2000003	34	125	65	828	365	19825	
2000003	35	125	73	828	365	20706	
2000003	36	125	73	927	365	21600	
2000003	37	138	73	927	365	22506	
2000003	38	138	81	927	365	23425	
2000003	39	138	81	1026	365	24355	
2000003	40	138	81	1026	514	25298	
2000003	41	152	81	1026	514	26253	
2000003	42	152	90	1026	514	27219	
2000003	43	152	90	1134	514	28197	
2000003	44	166	90	1134	514	29186	
2000003	45	166	99	1134	514	30187	
2000003	46	166	99	1242	514	31199	
2000003	47	180	99	1242	514	32222	
2000003	48	180	108	1242	514	33255	
2000003	49	180	108	1350	514	34300	
2000003	50	180	108	1350	676	35355	
2000003	51	196	108	1350	676	36421	
2000003	52	196	117	1350	676	37498	
2000003	53	196	117	1467	676	38585	
2000003	54	212	117	1467	676	39682	
2000003	55	212	126	1467	676	40789	
2000003	56	212	126	1584	676	41907	
2000003	57	228	126	1584	676	43034	
2000003	58	228	135	1584	676	44171	
2000003	59	228	135	1701	676	45319	
2000003	60	228	135	1701	852	46476	
2000003	61	245	135	1701	852	47643	
2000003	62	245	145	1701	852	48819	
2000003	63	245	145	1827	852	50005	
2000003	64	262	145	1827	852	51200	
2000003	65	262	155	1827	852	52405	
2000003	66	262	155	1953	852	53619	
2000003	67	279	155	1953	852	54842	
2000003	68	279	165	1953	852	56074	
2000003	69	279	165	2079	852	57316	
2000003	70	279	165	2079	1041	58566	
2000003	71	297	165	2079	1041	59826	
2000003	72	297	176	2079	1041	61094	
2000003	73	297	176	2214	1041	62371	
2000003	74	315	176	2214	1041	63657	
2000003	75	315	187	2214	1041	64952	
2000003	76	315	187	2349	1041	66255	
2000003	77	333	187	2349	1041	67567	
2000003	78	333	198	2349	1041	68888	
2000003	79	333	198	2484	1041	70217	
2000003	80	333	198	2484	1244	71554	
2000003	81	356	198	2484	1244	72900	
2000003	82	356	212	2484	1244	74254	
2000003	83	356	212	2655	1244	75617	
2000003	84	379	212	2655	1244	76987	
2000003	85	379	226	2655	1244	78366	
2000003	86	379	226	2826	1244	79753	
2000003	87	402	226	2826	1244	81148	
2000003	88	402	240	2826	1244	82551	
2000003	89	402	240	2997	1244	83962	
2000003	90	402	240	2997	1501	85381	
2000003	91	430	240	2997	1501	86808	
2000003	92	430	257	2997	1501	88243	
2000003	93	430	257	3204	1501	89686	
2000003	94	458	257	3204	1501	91136	
2000003	95	458	274	3204	1501	92595	
2000003	96	458	274	3411	1501	94060	
2000003	97	486	274	3411	1501	95534	
2000003	98	486	291	3411	1501	97015	
2000003	99	486	291	3618	1501	98504	
2000003	100	486	291	3618	1812	100000	
2000003	101	518	291	3618	1812	101504	
2000003	102	518	310	3618	1812	103015	
2000003	103	518	310	3861	1812	104534	
2000003	104	550	310	3861	1812	106060	
2000003	105	550	329	3861	1812	107593	
2000003	106	550	329	4104	1812	109134	
2000003	107	582	329	4104	1812	110682	
2000003	108	582	348	4104	1812	112237	
