goddessId	level	maxExp	atk	rit	hp
2000001	56	3000	814	488	6102
2000001	57	3000	829	498	6219
2000001	58	3000	845	507	6336
2000001	59	3000	860	516	6453
2000001	60	3000	876	526	6570
2000001	61	3000	893	536	6696
2000001	62	3000	910	546	6822
2000001	63	3000	926	556	6948
2000001	64	3000	943	566	7074
2000001	65	3000	960	576	7200
2000001	66	3000	977	586	7326
2000001	67	3000	994	596	7452
2000001	68	3000	1010	606	7578
2000001	69	3000	1027	616	7704
2000001	70	3000	1044	626	7830
2000001	71	3000	1062	637	7965
2000001	72	3000	1080	648	8100
2000001	73	3000	1098	659	8235
2000001	74	3000	1116	670	8370
2000001	75	3000	1134	680	8505
2000001	76	3000	1152	691	8640
2000001	77	3000	1170	702	8775
2000001	78	3000	1188	713	8910
2000001	79	3000	1206	724	9045
2000001	80	3000	1224	734	9180
2000001	81	3000	1247	748	9351
2000001	82	3000	1270	762	9522
2000001	83	3000	1292	775	9693
2000001	84	3000	1315	789	9864
2000001	85	3000	1338	803	10035
2000001	86	3000	1361	816	10206
2000001	87	3000	1384	830	10377
2000001	88	3000	1406	844	10548
2000001	89	3000	1429	858	10719
2000001	90	3000	1452	871	10890
2000001	91	3000	1480	888	11097
2000001	92	3000	1507	904	11304
2000001	93	3000	1535	921	11511
2000001	94	3000	1562	937	11718
2000001	95	3000	1590	954	11925
2000001	96	3000	1618	971	12132
2000001	97	3000	1645	987	12339
2000001	98	3000	1673	1004	12546
2000001	99	3000	1700	1020	12753
2000001	100	3000	1728	1037	12960
2000001	101	3000	1760	1056	13203
2000001	102	3000	1793	1076	13446
2000001	103	3000	1825	1095	13689
2000001	104	3000	1858	1115	13932
2000001	105	3000	1890	1134	14175
2000001	106	3000	1922	1153	14418
2000001	107	3000	1955	1173	14661
2000001	108	3000	1987	1192	14904
2000001	109	3000	2020	1212	15147
2000001	110	3000	2052	1231	15390
2000001	111	3000	2089	1254	15669
2000001	112	3000	2126	1276	15948
2000001	113	3000	2164	1298	16227
2000001	114	3000	2201	1320	16506
2000001	115	3000	2238	1343	16785
2000001	116	3000	2275	1365	17064
2000001	117	3000	2312	1387	17343
2000001	118	3000	2350	1410	17622
2000001	119	3000	2387	1432	17901
2000001	120	3000	2424	1454	18180
2000001	121	3000	2466	1480	18495
2000001	122	3000	2508	1505	18810
2000001	123	3000	2550	1530	19125
2000001	124	3000	2592	1555	19440
2000001	125	3000	2634	1580	19755
2000001	126	3000	2676	1606	20070
2000001	127	3000	2718	1631	20385
2000001	128	3000	2760	1656	20700
2000001	129	3000	2802	1681	21015
2000001	130	3000	2844	1706	21330
2000001	131	3000	2891	1734	21681
2000001	132	3000	2938	1763	22032
2000001	133	3000	2984	1791	22383
2000001	134	3000	3031	1819	22734
2000001	135	3000	3078	1847	23085
2000001	136	3000	3125	1875	23436
2000001	137	3000	3172	1903	23787
2000001	138	3000	3218	1931	24138
2000001	139	3000	3265	1959	24489
2000001	140	3000	3312	1987	24840
2000001	141	3000	3359	2015	25191
2000001	142	3000	3406	2043	25542
2000001	143	3000	3452	2071	25893
2000001	144	3000	3499	2100	26244
2000001	145	3000	3546	2128	26595
2000001	146	3000	3593	2156	26946
2000001	147	3000	3640	2184	27297
2000001	148	3000	3686	2212	27648
2000001	149	3000	3733	2240	27999
2000001	150	3000	3780	2268	28350
2000001	151	3000	3827	2296	28701
2000001	152	3000	3874	2324	29052
2000001	153	3000	3920	2352	29403
2000001	154	3000	3967	2380	29754
2000001	155	3000	4014	2408	30105
2000001	156	3000	4061	2436	30456
2000001	157	3000	4108	2465	30807
2000001	158	3000	4154	2493	31158
2000001	159	3000	4201	2521	31509
2000001	160	3000	4248	2549	31860
2000001	161	3000	4295	2577	32211
2000001	162	3000	4342	2605	32562
2000001	163	3000	4388	2633	32913
2000001	164	3000	4435	2661	33264
2000001	165	3000	4482	2689	33615
2000001	166	3000	4529	2717	33966
2000001	167	3000	4576	2745	34317
2000001	168	3000	4622	2773	34668
2000001	169	3000	4669	2802	35019
2000001	170	3000	4716	2830	35370
2000001	171	3000	4763	2858	35721
2000001	172	3000	4810	2886	36072
2000001	173	3000	4856	2914	36423
2000001	174	3000	4903	2942	36774
2000001	175	3000	4950	2970	37125
2000001	176	3000	4997	2998	37476
2000001	177	3000	5044	3026	37827
2000001	178	3000	5090	3054	38178
2000001	179	3000	5137	3082	38529
2000001	180	3000	5184	3110	38880
2000001	181	3000	5231	3138	39231
2000001	182	3000	5278	3167	39582
2000001	183	3000	5324	3195	39933
2000001	184	3000	5371	3223	40284
2000001	185	3000	5418	3251	40635
2000001	186	3000	5465	3279	40986
2000001	187	3000	5512	3307	41337
2000001	188	3000	5558	3335	41688
2000001	189	3000	5605	3363	42039
2000001	190	3000	5652	3391	42390
2000001	191	3000	5699	3419	42741
2000001	192	3000	5746	3447	43092
2000001	193	3000	5792	3475	43443
2000001	194	3000	5839	3504	43794
2000001	195	3000	5886	3532	44145
2000001	196	3000	5933	3560	44496
2000001	197	3000	5980	3588	44847
2000001	198	3000	6026	3616	45198
2000001	199	3000	6073	3644	45549
2000001	200	3000	6120	3672	45900
2000002	1	3000	173	104	1296
2000002	2	3000	186	111	1392
2000002	3	3000	198	119	1488
2000002	4	3000	211	127	1584
2000002	5	3000	224	134	1680
2000002	6	3000	237	142	1776
2000002	7	3000	250	150	1872
2000002	8	3000	262	157	1968
2000002	9	3000	275	165	2064
2000002	10	3000	288	173	2160
2000002	11	3000	302	181	2268
2000002	12	3000	317	190	2376
2000002	13	3000	331	199	2484
2000002	14	3000	346	207	2592
2000002	15	3000	360	216	2700
2000002	16	3000	374	225	2808
2000002	17	3000	389	233	2916
2000002	18	3000	403	242	3024
2000002	19	3000	418	251	3132
2000002	20	3000	432	259	3240
2000002	21	3000	448	269	3360
2000002	22	3000	464	278	3480
2000002	23	3000	480	288	3600
2000002	24	3000	496	298	3720
2000002	25	3000	512	307	3840
2000002	26	3000	528	317	3960
2000002	27	3000	544	326	4080
2000002	28	3000	560	336	4200
2000002	29	3000	576	346	4320
2000002	30	3000	592	355	4440
2000002	31	3000	610	366	4572
2000002	32	3000	627	376	4704
2000002	33	3000	645	387	4836
2000002	34	3000	662	397	4968
2000002	35	3000	680	408	5100
2000002	36	3000	698	419	5232
2000002	37	3000	715	429	5364
2000002	38	3000	733	440	5496
2000002	39	3000	750	450	5628
2000002	40	3000	768	461	5760
2000002	41	3000	787	472	5904
2000002	42	3000	806	484	6048
2000002	43	3000	826	495	6192
2000002	44	3000	845	507	6336
2000002	45	3000	864	518	6480
2000002	46	3000	883	530	6624
2000002	47	3000	902	541	6768
2000002	48	3000	922	553	6912
2000002	49	3000	941	564	7056
2000002	50	3000	960	576	7200
2000002	51	3000	981	588	7356
2000002	52	3000	1002	601	7512
2000002	53	3000	1022	613	7668
2000002	54	3000	1043	626	7824
2000002	55	3000	1064	638	7980
2000002	56	3000	1085	651	8136
2000002	57	3000	1106	663	8292
2000002	58	3000	1126	676	8448
2000002	59	3000	1147	688	8604
2000002	60	3000	1168	701	8760
2000002	61	3000	1190	714	8928
2000002	62	3000	1213	728	9096
2000002	63	3000	1235	741	9264
2000002	64	3000	1258	755	9432
2000002	65	3000	1280	768	9600
2000002	66	3000	1302	781	9768
2000002	67	3000	1325	795	9936
2000002	68	3000	1347	808	10104
2000002	69	3000	1370	822	10272
2000002	70	3000	1392	835	10440
2000002	71	3000	1416	850	10620
2000002	72	3000	1440	864	10800
2000002	73	3000	1464	878	10980
2000002	74	3000	1488	893	11160
2000002	75	3000	1512	907	11340
2000002	76	3000	1536	922	11520
2000002	77	3000	1560	936	11700
2000002	78	3000	1584	950	11880
2000002	79	3000	1608	965	12060
2000002	80	3000	1632	979	12240
2000002	81	3000	1662	997	12468
2000002	82	3000	1693	1016	12696
2000002	83	3000	1723	1034	12924
2000002	84	3000	1754	1052	13152
2000002	85	3000	1784	1070	13380
2000002	86	3000	1814	1089	13608
2000002	87	3000	1845	1107	13836
2000002	88	3000	1875	1125	14064
2000002	89	3000	1906	1143	14292
2000002	90	3000	1936	1162	14520
2000002	91	3000	1973	1184	14796
2000002	92	3000	2010	1206	15072
2000002	93	3000	2046	1228	15348
2000002	94	3000	2083	1250	15624
2000002	95	3000	2120	1272	15900
2000002	96	3000	2157	1294	16176
2000002	97	3000	2194	1316	16452
2000002	98	3000	2230	1338	16728
2000002	99	3000	2267	1360	17004
2000002	100	3000	2304	1382	17280
2000002	101	3000	2347	1408	17604
2000002	102	3000	2390	1434	17928
2000002	103	3000	2434	1460	18252
2000002	104	3000	2477	1486	18576
2000002	105	3000	2520	1512	18900
2000002	106	3000	2563	1538	19224
2000002	107	3000	2606	1564	19548
2000002	108	3000	2650	1590	19872
2000002	109	3000	2693	1616	20196
2000002	110	3000	2736	1642	20520
2000002	111	3000	2786	1671	20892
2000002	112	3000	2835	1701	21264
2000002	113	3000	2885	1731	21636
2000002	114	3000	2934	1761	22008
2000002	115	3000	2984	1790	22380
2000002	116	3000	3034	1820	22752
2000002	117	3000	3083	1850	23124
2000002	118	3000	3133	1880	23496
2000002	119	3000	3182	1909	23868
2000002	120	3000	3232	1939	24240
2000002	121	3000	3288	1973	24660
2000002	122	3000	3344	2006	25080
2000002	123	3000	3400	2040	25500
2000002	124	3000	3456	2074	25920
2000002	125	3000	3512	2107	26340
2000002	126	3000	3568	2141	26760
2000002	127	3000	3624	2174	27180
2000002	128	3000	3680	2208	27600
2000002	129	3000	3736	2242	28020
2000002	130	3000	3792	2275	28440
2000002	131	3000	3854	2313	28908
2000002	132	3000	3917	2350	29376
2000002	133	3000	3979	2388	29844
2000002	134	3000	4042	2425	30312
2000002	135	3000	4104	2462	30780
2000002	136	3000	4166	2500	31248
2000002	137	3000	4229	2537	31716
2000002	138	3000	4291	2575	32184
2000002	139	3000	4354	2612	32652
2000002	140	3000	4416	2650	33120
2000002	141	3000	4478	2687	33588
2000002	142	3000	4541	2724	34056
2000002	143	3000	4603	2762	34524
2000002	144	3000	4666	2799	34992
2000002	145	3000	4728	2837	35460
2000002	146	3000	4790	2874	35928
2000002	147	3000	4853	2912	36396
2000002	148	3000	4915	2949	36864
2000002	149	3000	4978	2987	37332
2000002	150	3000	5040	3024	37800
2000002	151	3000	5102	3061	38268
2000002	152	3000	5165	3099	38736
2000002	153	3000	5227	3136	39204
2000002	154	3000	5290	3174	39672
2000002	155	3000	5352	3211	40140
2000002	156	3000	5414	3249	40608
2000002	157	3000	5477	3286	41076
2000002	158	3000	5539	3324	41544
2000002	159	3000	5602	3361	42012
2000002	160	3000	5664	3398	42480
2000002	161	3000	5726	3436	42948
2000002	162	3000	5789	3473	43416
2000002	163	3000	5851	3511	43884
2000002	164	3000	5914	3548	44352
2000002	165	3000	5976	3586	44820
2000002	166	3000	6038	3623	45288
2000002	167	3000	6101	3660	45756
2000002	168	3000	6163	3698	46224
2000002	169	3000	6226	3735	46692
2000002	170	3000	6288	3773	47160
2000002	171	3000	6350	3810	47628
2000002	172	3000	6413	3848	48096
2000002	173	3000	6475	3885	48564
2000002	174	3000	6538	3923	49032
2000002	175	3000	6600	3960	49500
2000002	176	3000	6662	3997	49968
2000002	177	3000	6725	4035	50436
2000002	178	3000	6787	4072	50904
2000002	179	3000	6850	4110	51372
2000002	180	3000	6912	4147	51840
2000002	181	3000	6974	4185	52308
2000002	182	3000	7037	4222	52776
2000002	183	3000	7099	4260	53244
2000002	184	3000	7162	4297	53712
2000002	185	3000	7224	4334	54180
2000002	186	3000	7286	4372	54648
2000002	187	3000	7349	4409	55116
2000002	188	3000	7411	4447	55584
2000002	189	3000	7474	4484	56052
2000002	190	3000	7536	4522	56520
2000002	191	3000	7598	4559	56988
2000002	192	3000	7661	4596	57456
2000002	193	3000	7723	4634	57924
2000002	194	3000	7786	4671	58392
2000002	195	3000	7848	4709	58860
2000002	196	3000	7910	4746	59328
2000002	197	3000	7973	4784	59796
2000002	198	3000	8035	4821	60264
2000002	199	3000	8098	4859	60732
2000002	200	3000	8160	4896	61200
2000003	1	3000	173	104	1296
2000003	2	3000	186	111	1392
2000003	3	3000	198	119	1488
2000003	4	3000	211	127	1584
2000003	5	3000	224	134	1680
2000003	6	3000	237	142	1776
2000003	7	3000	250	150	1872
2000003	8	3000	262	157	1968
2000003	9	3000	275	165	2064
2000003	10	3000	288	173	2160
2000003	11	3000	302	181	2268
2000003	12	3000	317	190	2376
2000003	13	3000	331	199	2484
2000003	14	3000	346	207	2592
2000003	15	3000	360	216	2700
2000003	16	3000	374	225	2808
2000003	17	3000	389	233	2916
2000003	18	3000	403	242	3024
2000003	19	3000	418	251	3132
2000003	20	3000	432	259	3240
2000003	21	3000	448	269	3360
2000003	22	3000	464	278	3480
2000003	23	3000	480	288	3600
2000003	24	3000	496	298	3720
2000003	25	3000	512	307	3840
2000003	26	3000	528	317	3960
2000003	27	3000	544	326	4080
2000003	28	3000	560	336	4200
2000003	29	3000	576	346	4320
2000003	30	3000	592	355	4440
2000003	31	3000	610	366	4572
2000003	32	3000	627	376	4704
2000003	33	3000	645	387	4836
2000003	34	3000	662	397	4968
2000003	35	3000	680	408	5100
2000003	36	3000	698	419	5232
2000003	37	3000	715	429	5364
2000003	38	3000	733	440	5496
2000003	39	3000	750	450	5628
2000003	40	3000	768	461	5760
2000003	41	3000	787	472	5904
2000003	42	3000	806	484	6048
2000003	43	3000	826	495	6192
2000003	44	3000	845	507	6336
2000003	45	3000	864	518	6480
2000003	46	3000	883	530	6624
2000003	47	3000	902	541	6768
2000003	48	3000	922	553	6912
2000003	49	3000	941	564	7056
2000003	50	3000	960	576	7200
2000003	51	3000	981	588	7356
2000003	52	3000	1002	601	7512
2000003	53	3000	1022	613	7668
2000003	54	3000	1043	626	7824
2000003	55	3000	1064	638	7980
2000003	56	3000	1085	651	8136
2000003	57	3000	1106	663	8292
2000003	58	3000	1126	676	8448
2000003	59	3000	1147	688	8604
2000003	60	3000	1168	701	8760
2000003	61	3000	1190	714	8928
2000003	62	3000	1213	728	9096
2000003	63	3000	1235	741	9264
2000003	64	3000	1258	755	9432
2000003	65	3000	1280	768	9600
2000003	66	3000	1302	781	9768
2000003	67	3000	1325	795	9936
2000003	68	3000	1347	808	10104
2000003	69	3000	1370	822	10272
2000003	70	3000	1392	835	10440
2000003	71	3000	1416	850	10620
2000003	72	3000	1440	864	10800
2000003	73	3000	1464	878	10980
2000003	74	3000	1488	893	11160
2000003	75	3000	1512	907	11340
2000003	76	3000	1536	922	11520
2000003	77	3000	1560	936	11700
2000003	78	3000	1584	950	11880
2000003	79	3000	1608	965	12060
2000003	80	3000	1632	979	12240
2000003	81	3000	1662	997	12468
2000003	82	3000	1693	1016	12696
2000003	83	3000	1723	1034	12924
2000003	84	3000	1754	1052	13152
2000003	85	3000	1784	1070	13380
2000003	86	3000	1814	1089	13608
2000003	87	3000	1845	1107	13836
2000003	88	3000	1875	1125	14064
2000003	89	3000	1906	1143	14292
2000003	90	3000	1936	1162	14520
2000003	91	3000	1973	1184	14796
2000003	92	3000	2010	1206	15072
2000003	93	3000	2046	1228	15348
2000003	94	3000	2083	1250	15624
2000003	95	3000	2120	1272	15900
2000003	96	3000	2157	1294	16176
2000003	97	3000	2194	1316	16452
2000003	98	3000	2230	1338	16728
2000003	99	3000	2267	1360	17004
2000003	100	3000	2304	1382	17280
2000003	101	3000	2347	1408	17604
2000003	102	3000	2390	1434	17928
2000003	103	3000	2434	1460	18252
2000003	104	3000	2477	1486	18576
2000003	105	3000	2520	1512	18900
2000003	106	3000	2563	1538	19224
2000003	107	3000	2606	1564	19548
2000003	108	3000	2650	1590	19872
2000003	109	3000	2693	1616	20196
2000003	110	3000	2736	1642	20520
2000003	111	3000	2786	1671	20892
2000003	112	3000	2835	1701	21264
2000003	113	3000	2885	1731	21636
2000003	114	3000	2934	1761	22008
2000003	115	3000	2984	1790	22380
2000003	116	3000	3034	1820	22752
2000003	117	3000	3083	1850	23124
2000003	118	3000	3133	1880	23496
2000003	119	3000	3182	1909	23868
2000003	120	3000	3232	1939	24240
2000003	121	3000	3288	1973	24660
2000003	122	3000	3344	2006	25080
2000003	123	3000	3400	2040	25500
2000003	124	3000	3456	2074	25920
2000003	125	3000	3512	2107	26340
2000003	126	3000	3568	2141	26760
2000003	127	3000	3624	2174	27180
2000003	128	3000	3680	2208	27600
2000003	129	3000	3736	2242	28020
2000003	130	3000	3792	2275	28440
2000003	131	3000	3854	2313	28908
2000003	132	3000	3917	2350	29376
2000003	133	3000	3979	2388	29844
2000003	134	3000	4042	2425	30312
2000003	135	3000	4104	2462	30780
2000003	136	3000	4166	2500	31248
2000003	137	3000	4229	2537	31716
2000003	138	3000	4291	2575	32184
2000003	139	3000	4354	2612	32652
2000003	140	3000	4416	2650	33120
2000003	141	3000	4478	2687	33588
2000003	142	3000	4541	2724	34056
2000003	143	3000	4603	2762	34524
2000003	144	3000	4666	2799	34992
2000003	145	3000	4728	2837	35460
2000003	146	3000	4790	2874	35928
2000003	147	3000	4853	2912	36396
2000003	148	3000	4915	2949	36864
2000003	149	3000	4978	2987	37332
2000003	150	3000	5040	3024	37800
2000003	151	3000	5102	3061	38268
2000003	152	3000	5165	3099	38736
2000003	153	3000	5227	3136	39204
2000003	154	3000	5290	3174	39672
2000003	155	3000	5352	3211	40140
2000003	156	3000	5414	3249	40608
2000003	157	3000	5477	3286	41076
2000003	158	3000	5539	3324	41544
2000003	159	3000	5602	3361	42012
2000003	160	3000	5664	3398	42480
2000003	161	3000	5726	3436	42948
2000003	162	3000	5789	3473	43416
2000003	163	3000	5851	3511	43884
2000003	164	3000	5914	3548	44352
2000003	165	3000	5976	3586	44820
2000003	166	3000	6038	3623	45288
2000003	167	3000	6101	3660	45756
2000003	168	3000	6163	3698	46224
2000003	169	3000	6226	3735	46692
2000003	170	3000	6288	3773	47160
2000003	171	3000	6350	3810	47628
2000003	172	3000	6413	3848	48096
2000003	173	3000	6475	3885	48564
2000003	174	3000	6538	3923	49032
2000003	175	3000	6600	3960	49500
2000003	176	3000	6662	3997	49968
2000003	177	3000	6725	4035	50436
2000003	178	3000	6787	4072	50904
2000003	179	3000	6850	4110	51372
2000003	180	3000	6912	4147	51840
2000003	181	3000	6974	4185	52308
2000003	182	3000	7037	4222	52776
2000003	183	3000	7099	4260	53244
2000003	184	3000	7162	4297	53712
2000003	185	3000	7224	4334	54180
2000003	186	3000	7286	4372	54648
2000003	187	3000	7349	4409	55116
2000003	188	3000	7411	4447	55584
2000003	189	3000	7474	4484	56052
2000003	190	3000	7536	4522	56520
2000003	191	3000	7598	4559	56988
2000003	192	3000	7661	4596	57456
2000003	193	3000	7723	4634	57924
2000003	194	3000	7786	4671	58392
2000003	195	3000	7848	4709	58860
2000003	196	3000	7910	4746	59328
2000003	197	3000	7973	4784	59796
2000003	198	3000	8035	4821	60264
2000003	199	3000	8098	4859	60732
2000003	200	3000	8160	4896	61200
