ruleId	bornTime	bornnpcid	bornnpccount	bornmapgxbegin	bornmapgxend	bornmapgybegin	bornmapgyend	batchIndex	boss	broadcast
1000	0	01cs032	1	613	613	549	549	10	0	叮当一响，黄金万两。
1000	0	01cs033	1	613	613	549	549	15	0	叮当一响，黄金万两。
1000	0	01cs033	1	613	613	549	549	20	0	叮当一响，黄金万两。
1000	0	01cs033	1	613	613	549	549	25	0	叮当一响，黄金万两。
1000	0	01cs033	1	613	613	549	549	30	0	叮当一响，黄金万两。
										
1002	1	03cs001	10	490	1138	495	825	1	0	第1波开始！
1002	0	03cs002	10	490	1138	495	825	2	0	第2波开始！
1002	0	03cs003	10	490	1138	495	825	3	0	第3波开始！
1002	0	03cs004	10	490	1138	495	825	4	0	第4波开始！
1002	0	03cs005	10	490	1138	495	825	5	0	第5波开始！
1002	0	03cs006	10	490	1138	495	825	6	0	第6波开始！
1002	0	03cs007	10	490	1138	495	825	7	0	第7波开始！
1002	0	03cs008	10	490	1138	495	825	8	0	第8波开始！
1002	0	03cs009	10	490	1138	495	825	9	0	第9波开始！
1002	0	03cs010	10	490	1138	495	825	10	0	第10波开始！
1002	0	03cs011	10	490	1138	495	825	11	0	第11波开始！
1002	0	03cs012	10	490	1138	495	825	12	0	第12波开始！
1002	0	03cs013	10	490	1138	495	825	13	0	第13波开始！
1002	0	03cs014	10	490	1138	495	825	14	0	第14波开始！
1002	0	03cs015	10	490	1138	495	825	15	0	第15波开始！
1002	0	03cs016	10	490	1138	495	825	16	0	第16波开始！
1002	0	03cs017	10	490	1138	495	825	17	0	第17波开始！
1002	0	03cs018	10	490	1138	495	825	18	0	第18波开始！
1002	0	03cs019	10	490	1138	495	825	19	0	第19波开始！
1002	0	03cs020	10	490	1138	495	825	20	0	第20波开始！
1002	0	03cs021	10	490	1138	495	825	21	0	第21波开始！
1002	0	03cs022	10	490	1138	495	825	22	0	第22波开始！
1002	0	03cs023	10	490	1138	495	825	23	0	第23波开始！
1002	0	03cs024	10	490	1138	495	825	24	0	第24波开始！
1002	0	03cs025	10	490	1138	495	825	25	0	第25波开始！
1002	0	03cs026	10	490	1138	495	825	26	0	第26波开始！
1002	0	03cs027	10	490	1138	495	825	27	0	第27波开始！
1002	0	03cs028	10	490	1138	495	825	28	0	第28波开始！
1002	0	03cs029	10	490	1138	495	825	29	0	第29波开始！
1002	0	03cs030	10	490	1138	495	825	30	0	最后一波！
1002	0	03cs031	1	613	613	549	549	5	0	叮当一响，黄金万两。
1002	0	03cs032	1	613	613	549	549	10	0	叮当一响，黄金万两。
1002	0	03cs033	1	613	613	549	549	15	0	叮当一响，黄金万两。
1002	0	03cs033	1	613	613	549	549	20	0	叮当一响，黄金万两。
1002	0	03cs033	1	613	613	549	549	25	0	叮当一响，黄金万两。
1002	0	03cs033	1	613	613	549	549	30	0	叮当一响，黄金万两。
										
1001	1	02cs001	10	490	1138	495	825	1	0	第1波开始！
1001	0	02cs002	10	490	1138	495	825	2	0	第2波开始！
1001	0	02cs003	10	490	1138	495	825	3	0	第3波开始！
1001	0	02cs004	10	490	1138	495	825	4	0	第4波开始！
1001	0	02cs005	10	490	1138	495	825	5	0	第5波开始！
1001	0	02cs006	10	490	1138	495	825	6	0	第6波开始！
1001	0	02cs007	10	490	1138	495	825	7	0	第7波开始！
1001	0	02cs008	10	490	1138	495	825	8	0	第8波开始！
1001	0	02cs009	10	490	1138	495	825	9	0	第9波开始！
1001	0	02cs010	10	490	1138	495	825	10	0	第10波开始！
1001	0	02cs011	10	490	1138	495	825	11	0	第11波开始！
1001	0	02cs012	10	490	1138	495	825	12	0	第12波开始！
1001	0	02cs013	10	490	1138	495	825	13	0	第13波开始！
1001	0	02cs014	10	490	1138	495	825	14	0	第14波开始！
1001	0	02cs015	10	490	1138	495	825	15	0	第15波开始！
1001	0	02cs016	10	490	1138	495	825	16	0	第16波开始！
1001	0	02cs017	10	490	1138	495	825	17	0	第17波开始！
1001	0	02cs018	10	490	1138	495	825	18	0	第18波开始！
1001	0	02cs019	10	490	1138	495	825	19	0	第19波开始！
1001	0	02cs020	10	490	1138	495	825	20	0	第20波开始！
1001	0	02cs021	10	490	1138	495	825	21	0	第21波开始！
1001	0	02cs022	10	490	1138	495	825	22	0	第22波开始！
1001	0	02cs023	10	490	1138	495	825	23	0	第23波开始！
1001	0	02cs024	10	490	1138	495	825	24	0	第24波开始！
1001	0	02cs025	10	490	1138	495	825	25	0	第25波开始！
1001	0	02cs026	10	490	1138	495	825	26	0	第26波开始！
1001	0	02cs027	10	490	1138	495	825	27	0	第27波开始！
1001	0	02cs028	10	490	1138	495	825	28	0	第28波开始！
1001	0	02cs029	10	490	1138	495	825	29	0	第29波开始！
1001	0	02cs030	10	490	1138	495	825	30	0	最后一波！
1001	0	02cs031	1	613	613	549	549	5	0	叮当一响，黄金万两。
1001	0	02cs032	1	613	613	549	549	10	0	叮当一响，黄金万两。
1001	0	02cs033	1	613	613	549	549	15	0	叮当一响，黄金万两。
1001	0	02cs033	1	613	613	549	549	20	0	叮当一响，黄金万两。
1001	0	02cs033	1	613	613	549	549	25	0	叮当一响，黄金万两。
1001	0	02cs033	1	613	613	549	549	30	0	叮当一响，黄金万两。
										
1300	1	01qld113	1	1293	1293	484	484	1	0	第1波开始！
1301	1	01qld123	1	1293	1293	484	484	1	0	第1波开始！
1302	1	01qld133	1	1293	1293	484	484	1	0	第1波开始！
1303	1	01qld143	1	1293	1293	484	484	1	0	第1波开始！
1304	1	01qld153	1	1293	1293	484	484	1	0	第1波开始！
1305	1	01qld163	1	1293	1293	484	484	1	0	第1波开始！
1306	1	01qld173	1	1293	1293	484	484	1	0	第1波开始！
1307	1	01qld183	1	1293	1293	484	484	1	0	第1波开始！
1308	1	01qld193	1	1293	1293	484	484	1	0	第1波开始！
1309	1	01qld203	1	1293	1293	484	484	1	0	第1波开始！
1310	1	01qld213	1	1293	1293	484	484	1	0	第1波开始！
1311	1	01qld223	1	1293	1293	484	484	1	0	第1波开始！
1312	1	01qld233	1	1293	1293	484	484	1	0	第1波开始！
										
1300	0	01qld110	2	807	807	483	483	2	0	第2波开始！
1301	0	01qld120	2	807	807	483	483	2	0	第2波开始！
1302	0	01qld130	2	807	807	483	483	2	0	第2波开始！
1303	0	01qld140	2	807	807	483	483	2	0	第2波开始！
1304	0	01qld150	2	807	807	483	483	2	0	第2波开始！
1305	0	01qld160	2	807	807	483	483	2	0	第2波开始！
1306	0	01qld170	2	807	807	483	483	2	0	第2波开始！
1307	0	01qld180	2	807	807	483	483	2	0	第2波开始！
1308	0	01qld190	2	807	807	483	483	2	0	第2波开始！
1309	0	01qld200	2	807	807	483	483	2	0	第2波开始！
1310	0	01qld210	2	807	807	483	483	2	0	第2波开始！
1311	0	01qld220	2	807	807	483	483	2	0	第2波开始！
1312	0	01qld230	2	807	807	483	483	2	0	第2波开始！
										
1300	0	01qld111	2	1005	1005	341	341	3	0	第3波开始！
1301	0	01qld121	2	1005	1005	341	341	3	0	第3波开始！
1302	0	01qld131	2	1005	1005	341	341	3	0	第3波开始！
1303	0	01qld141	2	1005	1005	341	341	3	0	第3波开始！
1304	0	01qld151	2	1005	1005	341	341	3	0	第3波开始！
1305	0	01qld161	2	1005	1005	341	341	3	0	第3波开始！
1306	0	01qld171	2	1005	1005	341	341	3	0	第3波开始！
1307	0	01qld181	2	1005	1005	341	341	3	0	第3波开始！
1308	0	01qld191	2	1005	1005	341	341	3	0	第3波开始！
1309	0	01qld201	2	1005	1005	341	341	3	0	第3波开始！
1310	0	01qld211	2	1005	1005	341	341	3	0	第3波开始！
1311	0	01qld221	2	1005	1005	341	341	3	0	第3波开始！
1312	0	01qld231	2	1005	1005	341	341	3	0	第3波开始！
										
1300	0	01qld112	2	1564	1564	427	427	4	0	最后一波！
1301	0	01qld122	2	1564	1564	427	427	4	0	最后一波！
1302	0	01qld132	2	1564	1564	427	427	4	0	最后一波！
1303	0	01qld142	2	1564	1564	427	427	4	0	最后一波！
1304	0	01qld152	2	1564	1564	427	427	4	0	最后一波！
1305	0	01qld162	2	1564	1564	427	427	4	0	最后一波！
1306	0	01qld172	2	1564	1564	427	427	4	0	最后一波！
1307	0	01qld182	2	1564	1564	427	427	4	0	最后一波！
1308	0	01qld192	2	1564	1564	427	427	4	0	最后一波！
1309	0	01qld202	2	1564	1564	427	427	4	0	最后一波！
1310	0	01qld212	2	1564	1564	427	427	4	0	最后一波！
1311	0	01qld222	2	1564	1564	427	427	4	0	最后一波！
1312	0	01qld232	2	1564	1564	427	427	4	0	最后一波！
										
1300	0	01qld110	2	1282	1282	702	702	2	0	
1301	0	01qld120	2	1282	1282	702	702	2	0	
1302	0	01qld130	2	1282	1282	702	702	2	0	
1303	0	01qld140	2	1282	1282	702	702	2	0	
1304	0	01qld150	2	1282	1282	702	702	2	0	
1305	0	01qld160	2	1282	1282	702	702	2	0	
1306	0	01qld170	2	1282	1282	702	702	2	0	
1307	0	01qld180	2	1282	1282	702	702	2	0	
1308	0	01qld190	2	1282	1282	702	702	2	0	
1309	0	01qld200	2	1282	1282	702	702	2	0	
1310	0	01qld210	2	1282	1282	702	702	2	0	
1311	0	01qld220	2	1282	1282	702	702	2	0	
1312	0	01qld230	2	1282	1282	702	702	2	0	
										
1300	0	01qld111	2	1576	1576	334	334	3	0	
1301	0	01qld121	2	1576	1576	334	334	3	0	
1302	0	01qld131	2	1576	1576	334	334	3	0	
1303	0	01qld141	2	1576	1576	334	334	3	0	
1304	0	01qld151	2	1576	1576	334	334	3	0	
1305	0	01qld161	2	1576	1576	334	334	3	0	
1306	0	01qld171	2	1576	1576	334	334	3	0	
1307	0	01qld181	2	1576	1576	334	334	3	0	
1308	0	01qld191	2	1576	1576	334	334	3	0	
1309	0	01qld201	2	1576	1576	334	334	3	0	
1310	0	01qld211	2	1576	1576	334	334	3	0	
1311	0	01qld221	2	1576	1576	334	334	3	0	
1312	0	01qld231	2	1576	1576	334	334	3	0	
										
1300	0	01qld112	2	1412	1412	355	355	4	0	
1301	0	01qld122	2	1412	1412	355	355	4	0	
1302	0	01qld132	2	1412	1412	355	355	4	0	
1303	0	01qld142	2	1412	1412	355	355	4	0	
1304	0	01qld152	2	1412	1412	355	355	4	0	
1305	0	01qld162	2	1412	1412	355	355	4	0	
1306	0	01qld172	2	1412	1412	355	355	4	0	
1307	0	01qld182	2	1412	1412	355	355	4	0	
1308	0	01qld192	2	1412	1412	355	355	4	0	
1309	0	01qld202	2	1412	1412	355	355	4	0	
1310	0	01qld212	2	1412	1412	355	355	4	0	
1311	0	01qld222	2	1412	1412	355	355	4	0	
1312	0	01qld232	2	1412	1412	355	355	4	0	
										
										
										
1200	0	01bgd110	1	620	620	569	569	1	0	第1波开始！
1200	0	01bgd120	1	620	620	569	569	2	0	第2波开始！
1200	0	01bgd130	1	620	620	569	569	3	0	第3波开始！
1200	0	01bgd140	1	620	620	569	569	4	0	第4波开始！
1200	0	01bgd200	1	620	620	569	569	5	0	最后一波！
1200	0	01bgd121	1	659	659	499	499	2	0	
1200	0	01bgd141	1	659	659	499	499	4	0	
1200	0	01bgd201	1	659	659	499	499	5	0	
1200	0	01bgd202	1	659	659	499	499	5	0	
1200	0	01bgd121	1	460	460	576	576	2	0	
1200	0	01bgd141	1	460	460	576	576	4	0	
1200	0	01bgd201	1	460	460	576	576	5	0	
1200	0	01bgd202	1	460	460	576	576	5	0	
										
										
1201	0	01bgd210	1	620	620	569	569	1	0	第1波开始！
1201	0	01bgd220	1	620	620	569	569	2	0	第2波开始！
1201	0	01bgd230	1	620	620	569	569	3	0	第3波开始！
1201	0	01bgd240	1	620	620	569	569	4	0	第4波开始！
1201	0	01bgd300	1	620	620	569	569	5	0	最后一波！
1201	0	01bgd221	1	659	659	499	499	2	0	
1201	0	01bgd241	1	659	659	499	499	4	0	
1201	0	01bgd301	2	659	659	499	499	5	0	
1201	0	01bgd302	2	659	659	499	499	5	0	
1201	0	01bgd221	1	460	460	576	576	2	0	
1201	0	01bgd241	1	460	460	576	576	4	0	
1201	0	01bgd301	2	460	460	576	576	5	0	
1201	0	01bgd302	2	460	460	576	576	5	0	
										
										
1202	0	01bgd310	1	620	620	569	569	1	0	第1波开始！
1202	0	01bgd320	1	620	620	569	569	2	0	第2波开始！
1202	0	01bgd330	1	620	620	569	569	3	0	第3波开始！
1202	0	01bgd340	1	620	620	569	569	4	0	第4波开始！
1202	0	01bgd400	1	620	620	569	569	5	0	最后一波！
1202	0	01bgd321	1	659	659	499	499	2	0	
1202	0	01bgd341	1	659	659	499	499	4	0	
1202	0	01bgd401	1	659	659	499	499	5	0	
1202	0	01bgd402	1	659	659	499	499	5	0	
1202	0	01bgd321	1	460	460	576	576	2	0	
1202	0	01bgd341	1	460	460	576	576	4	0	
1202	0	01bgd401	1	460	460	576	576	5	0	
1202	0	01bgd402	1	460	460	576	576	5	0	
										
										
1203	0	01bgd410	1	620	620	569	569	1	0	第1波开始！
1203	0	01bgd420	1	620	620	569	569	2	0	第2波开始！
1203	0	01bgd430	1	620	620	569	569	3	0	第3波开始！
1203	0	01bgd440	1	620	620	569	569	4	0	第4波开始！
1203	0	01bgd500	1	620	620	569	569	5	0	最后一波！
1203	0	01bgd421	1	659	659	499	499	2	0	
1203	0	01bgd441	1	659	659	499	499	4	0	
1203	0	01bgd501	1	659	659	499	499	5	0	
1203	0	01bgd502	1	659	659	499	499	5	0	
1203	0	01bgd421	1	460	460	576	576	2	0	
1203	0	01bgd441	1	460	460	576	576	4	0	
1203	0	01bgd501	1	460	460	576	576	5	0	
1203	0	01bgd502	1	460	460	576	576	5	0	
										
										
1204	0	01bgd510	1	620	620	569	569	1	0	第1波开始！
1204	0	01bgd520	1	620	620	569	569	2	0	第2波开始！
1204	0	01bgd530	1	620	620	569	569	3	0	第3波开始！
1204	0	01bgd540	1	620	620	569	569	4	0	第4波开始！
1204	0	01bgd600	1	620	620	569	569	5	0	最后一波！
1204	0	01bgd521	1	659	659	499	499	2	0	
1204	0	01bgd541	1	659	659	499	499	4	0	
1204	0	01bgd601	1	659	659	499	499	5	0	
1204	0	01bgd602	1	659	659	499	499	5	0	
1204	0	01bgd521	1	460	460	576	576	2	0	
1204	0	01bgd541	1	460	460	576	576	4	0	
1204	0	01bgd601	1	460	460	576	576	5	0	
1204	0	01bgd602	1	460	460	576	576	5	0	
										
										
1205	0	01bgd610	1	620	620	569	569	1	0	第1波开始！
1205	0	01bgd620	1	620	620	569	569	2	0	第2波开始！
1205	0	01bgd630	1	620	620	569	569	3	0	第3波开始！
1205	0	01bgd640	1	620	620	569	569	4	0	第4波开始！
1205	0	01bgd700	1	620	620	569	569	5	0	最后一波！
1205	0	01bgd621	1	659	659	499	499	2	0	
1205	0	01bgd641	1	659	659	499	499	4	0	
1205	0	01bgd701	1	659	659	499	499	5	0	
1205	0	01bgd702	1	659	659	499	499	5	0	
1205	0	01bgd621	1	460	460	576	576	2	0	
1205	0	01bgd641	1	460	460	576	576	4	0	
1205	0	01bgd701	1	460	460	576	576	5	0	
1205	0	01bgd702	1	460	460	576	576	5	0	
										
										
1206	0	01bgd710	1	620	620	569	569	1	0	第1波开始！
1206	0	01bgd720	1	620	620	569	569	2	0	第2波开始！
1206	0	01bgd730	1	620	620	569	569	3	0	第3波开始！
1206	0	01bgd740	1	620	620	569	569	4	0	第4波开始！
1206	0	01bgd800	1	620	620	569	569	5	0	最后一波！
1206	0	01bgd721	1	659	659	499	499	2	0	
1206	0	01bgd741	1	659	659	499	499	4	0	
1206	0	01bgd801	1	659	659	499	499	5	0	
1206	0	01bgd802	1	659	659	499	499	5	0	
1206	0	01bgd721	1	460	460	576	576	2	0	
1206	0	01bgd741	1	460	460	576	576	4	0	
1206	0	01bgd801	1	460	460	576	576	5	0	
1206	0	01bgd802	1	460	460	576	576	5	0	
										
										
1207	0	01bgd810	1	620	620	569	569	1	0	第1波开始！
1207	0	01bgd820	1	620	620	569	569	2	0	第2波开始！
1207	0	01bgd830	1	620	620	569	569	3	0	第3波开始！
1207	0	01bgd840	1	620	620	569	569	4	0	第4波开始！
1207	0	01bgd900	1	620	620	569	569	5	0	最后一波！
1207	0	01bgd821	1	659	659	499	499	2	0	
1207	0	01bgd841	1	659	659	499	499	4	0	
1207	0	01bgd901	2	659	659	499	499	5	0	
1207	0	01bgd902	2	659	659	499	499	5	0	
1207	0	01bgd821	1	460	460	576	576	2	0	
1207	0	01bgd841	1	460	460	576	576	4	0	
1207	0	01bgd901	1	460	460	576	576	5	0	
1207	0	01bgd902	1	460	460	576	576	5	0	
										
										
1208	0	01bgd910	1	620	620	569	569	1	0	第1波开始！
1208	0	01bgd920	1	620	620	569	569	2	0	第2波开始！
1208	0	01bgd930	1	620	620	569	569	3	0	第3波开始！
1208	0	01bgd940	1	620	620	569	569	4	0	第4波开始！
1208	0	01bgd1000	1	620	620	569	569	5	0	最后一波！
1208	0	01bgd921	1	659	659	499	499	2	0	
1208	0	01bgd941	1	659	659	499	499	4	0	
1208	0	01bgd1001	1	659	659	499	499	5	0	
1208	0	01bgd1002	1	659	659	499	499	5	0	
1208	0	01bgd921	1	460	460	576	576	2	0	
1208	0	01bgd941	1	460	460	576	576	4	0	
1208	0	01bgd1001	1	460	460	576	576	5	0	
1208	0	01bgd1002	1	460	460	576	576	5	0	
										
										
1209	0	01bgd1010	1	620	620	569	569	1	0	第1波开始！
1209	0	01bgd1020	1	620	620	569	569	2	0	第2波开始！
1209	0	01bgd1030	1	620	620	569	569	3	0	第3波开始！
1209	0	01bgd1040	1	620	620	569	569	4	0	第4波开始！
1209	0	01bgd1100	1	620	620	569	569	5	0	最后一波！
1209	0	01bgd1012	1	659	659	499	499	2	0	
1209	0	01bgd1041	1	659	659	499	499	4	0	
1209	0	01bgd1101	1	659	659	499	499	5	0	
1209	0	01bgd1102	1	659	659	499	499	5	0	
1209	0	01bgd1012	1	460	460	576	576	2	0	
1209	0	01bgd1041	1	460	460	576	576	4	0	
1209	0	01bgd1101	1	460	460	576	576	5	0	
1209	0	01bgd1102	1	460	460	576	576	5	0	
										
										
1210	0	01bgd1110	1	620	620	569	569	1	0	第1波开始！
1210	0	01bgd1120	1	620	620	569	569	2	0	第2波开始！
1210	0	01bgd1130	1	620	620	569	569	3	0	第3波开始！
1210	0	01bgd1140	1	620	620	569	569	4	0	第4波开始！
1210	0	01bgd1200	1	620	620	569	569	5	0	最后一波！
1210	0	01bgd1111	1	659	659	499	499	2	0	
1210	0	01bgd1141	1	659	659	499	499	4	0	
1210	0	01bgd1201	2	659	659	499	499	5	0	
1210	0	01bgd1202	2	659	659	499	499	5	0	
1210	0	01bgd1111	1	460	460	576	576	2	0	
1210	0	01bgd1141	1	460	460	576	576	4	0	
1210	0	01bgd1201	1	460	460	576	576	5	0	
1210	0	01bgd1202	1	460	460	576	576	5	0	
										
										
1211	0	01bgd1210	1	620	620	569	569	1	0	第1波开始！
1211	0	01bgd1220	1	620	620	569	569	2	0	第2波开始！
1211	0	01bgd1230	1	620	620	569	569	3	0	第3波开始！
1211	0	01bgd1240	1	620	620	569	569	4	0	第4波开始！
1211	0	01bgd1300	1	620	620	569	569	5	0	最后一波！
1211	0	01bgd1221	1	659	659	499	499	2	0	
1211	0	01bgd1241	1	659	659	499	499	4	0	
1211	0	01bgd1301	1	659	659	499	499	5	0	
1211	0	01bgd1302	1	659	659	499	499	5	0	
1211	0	01bgd1221	1	460	460	576	576	2	0	
1211	0	01bgd1241	1	460	460	576	576	4	0	
1211	0	01bgd1301	1	460	460	576	576	5	0	
1211	0	01bgd1302	1	460	460	576	576	5	0	
										
										
1212	0	01bgd1310	1	620	620	569	569	1	0	第1波开始！
1212	0	01bgd1320	1	620	620	569	569	2	0	第2波开始！
1212	0	01bgd1330	1	620	620	569	569	3	0	第3波开始！
1212	0	01bgd1340	1	620	620	569	569	4	0	第4波开始！
1212	0	01bgd1400	1	620	620	569	569	5	0	最后一波！
1212	0	01bgd1321	1	659	659	499	499	2	0	
1212	0	01bgd1341	1	659	659	499	499	4	0	
1212	0	01bgd1401	1	659	659	499	499	5	0	
1212	0	01bgd1402	1	659	659	499	499	5	0	
1212	0	01bgd1321	1	460	460	576	576	2	0	
1212	0	01bgd1341	1	460	460	576	576	4	0	
1212	0	01bgd1401	1	460	460	576	576	5	0	
1212	0	01bgd1402	1	460	460	576	576	5	0	
										
										
1400	0	01bdqx001	2	500	772	230	388	1	0	第1波开始！
1400	0	01bdqx002	2	500	772	230	388	2	0	第2波开始！
1400	0	01bdqx003	2	500	772	230	388	3	0	第3波开始！
1400	0	01bdqx004	2	500	772	230	388	4	0	第4波开始！
1400	0	01bdqx005	2	500	772	230	388	5	0	第5波开始！
1400	0	01bdqx006	3	500	772	230	388	6	0	第6波开始！
1400	0	01bdqx007	3	500	772	230	388	7	0	第7波开始！
1400	0	01bdqx008	3	500	772	230	388	8	0	第8波开始！
1400	0	01bdqx009	3	500	772	230	388	9	0	第9波开始！
1400	0	01bdqx010	3	500	772	230	388	10	0	第10波开始！
1400	0	01bdqx011	4	500	772	230	388	11	0	第11波开始！
1400	0	01bdqx012	4	500	772	230	388	12	0	第12波开始！
1400	0	01bdqx013	4	500	772	230	388	13	0	第13波开始！
1400	0	01bdqx014	4	500	772	230	388	14	0	第14波开始！
1400	0	01bdqx015	4	500	772	230	388	15	0	第15波开始！
1400	0	01bdqx016	5	500	772	230	388	16	0	第16波开始！
1400	0	01bdqx017	5	500	772	230	388	17	0	第17波开始！
1400	0	01bdqx018	5	500	772	230	388	18	0	第18波开始！
1400	0	01bdqx019	5	500	772	230	388	19	0	第19波开始！
1400	0	01bdqx020	5	500	772	230	388	20	0	第20波开始！
1400	0	01bdqx021	6	500	772	230	388	21	0	第21波开始！
1400	0	01bdqx022	6	500	772	230	388	22	0	第22波开始！
1400	0	01bdqx023	6	500	772	230	388	23	0	第23波开始！
1400	0	01bdqx024	6	500	772	230	388	24	0	第24波开始！
1400	0	01bdqx025	6	500	772	230	388	25	0	第25波开始！
1400	0	01bdqx026	7	500	772	230	388	26	0	第26波开始！
1400	0	01bdqx027	7	500	772	230	388	27	0	第27波开始！
1400	0	01bdqx028	7	500	772	230	388	28	0	第28波开始！
1400	0	01bdqx029	7	500	772	230	388	29	0	第29波开始！
1400	0	01bdqx030	7	500	772	230	388	30	0	第30波开始！
1400	0	01bdqx031	8	500	772	230	388	31	0	第31波开始！
1400	0	01bdqx032	8	500	772	230	388	32	0	第32波开始！
1400	0	01bdqx033	8	500	772	230	388	33	0	第33波开始！
1400	0	01bdqx034	8	500	772	230	388	34	0	第34波开始！
1400	0	01bdqx035	8	500	772	230	388	35	0	第35波开始！
1400	0	01bdqx036	8	500	772	230	388	36	0	第36波开始！
1400	0	01bdqx037	8	500	772	230	388	37	0	第37波开始！
1400	0	01bdqx038	8	500	772	230	388	38	0	第38波开始！
1400	0	01bdqx039	8	500	772	230	388	39	0	第39波开始！
1400	0	01bdqx040	8	500	772	230	388	40	0	第40波开始！
1400	0	01bdqx041	8	500	772	230	388	41	0	第41波开始！
1400	0	01bdqx042	8	500	772	230	388	42	0	第42波开始！
1400	0	01bdqx043	8	500	772	230	388	43	0	第43波开始！
1400	0	01bdqx044	8	500	772	230	388	44	0	第44波开始！
1400	0	01bdqx045	8	500	772	230	388	45	0	第45波开始！
1400	0	01bdqx046	8	500	772	230	388	46	0	第46波开始！
1400	0	01bdqx047	8	500	772	230	388	47	0	第47波开始！
1400	0	01bdqx048	8	500	772	230	388	48	0	第48波开始！
1400	0	01bdqx049	8	500	772	230	388	49	0	第49波开始！
1400	0	01bdqx050	8	500	772	230	388	50	0	第50波开始！
1400	0	01bdqx051	8	500	772	230	388	51	0	第51波开始！
1400	0	01bdqx052	8	500	772	230	388	52	0	第52波开始！
1400	0	01bdqx053	8	500	772	230	388	53	0	第53波开始！
1400	0	01bdqx054	8	500	772	230	388	54	0	第54波开始！
1400	0	01bdqx055	8	500	772	230	388	55	0	第55波开始！
1400	0	01bdqx056	8	500	772	230	388	56	0	第56波开始！
1400	0	01bdqx057	8	500	772	230	388	57	0	第57波开始！
1400	0	01bdqx058	8	500	772	230	388	58	0	第58波开始！
1400	0	01bdqx059	8	500	772	230	388	59	0	第59波开始！
1400	0	01bdqx060	8	500	772	230	388	60	0	第60波开始！
1400	0	01bdqx061	8	500	772	230	388	61	0	第61波开始！
1400	0	01bdqx062	8	500	772	230	388	62	0	第62波开始！
1400	0	01bdqx063	8	500	772	230	388	63	0	第63波开始！
1400	0	01bdqx064	8	500	772	230	388	64	0	第64波开始！
1400	0	01bdqx065	8	500	772	230	388	65	0	第65波开始！
1400	0	01bdqx066	8	500	772	230	388	66	0	第66波开始！
1400	0	01bdqx067	8	500	772	230	388	67	0	第67波开始！
1400	0	01bdqx068	8	500	772	230	388	68	0	第68波开始！
1400	0	01bdqx069	8	500	772	230	388	69	0	第69波开始！
1400	0	01bdqx070	8	500	772	230	388	70	0	第70波开始！
1400	0	01bdqx071	8	500	772	230	388	71	0	第71波开始！
1400	0	01bdqx072	8	500	772	230	388	72	0	第72波开始！
1400	0	01bdqx073	8	500	772	230	388	73	0	第73波开始！
1400	0	01bdqx074	8	500	772	230	388	74	0	第74波开始！
1400	0	01bdqx075	8	500	772	230	388	75	0	第75波开始！
1400	0	01bdqx076	8	500	772	230	388	76	0	第76波开始！
1400	0	01bdqx077	8	500	772	230	388	77	0	第77波开始！
1400	0	01bdqx078	8	500	772	230	388	78	0	第78波开始！
