buffId	buffLevel	inspireType	costType	costValue	ratio	successInfo	failInfo	curDetail	nextDetail	needLevel
9121	9	0	0	2000	1000	鼓舞成功,攻击力+4050	鼓舞失败,当前攻击力+3600			
9121	10	0	0	2000	500	鼓舞成功,攻击力+4500	鼓舞失败,当前攻击力+4050			
9122	1	0	0	2000	10000	鼓舞成功,攻击力+600	鼓舞失败,当前攻击力+0	门派战时，每次鼓舞成功，可增加600攻击力，最多增加6000攻击力	每层增加750攻击力攻击力，最多可增加7500攻击力\n需要仙兽达到6级	5
9122	2	0	0	2000	9000	鼓舞成功,攻击力+1200	鼓舞失败,当前攻击力+600			
9122	3	0	0	2000	7500	鼓舞成功,攻击力+1800	鼓舞失败,当前攻击力+1200			
9122	4	0	0	2000	6500	鼓舞成功,攻击力+2400	鼓舞失败,当前攻击力+1800			
9122	5	0	0	2000	5000	鼓舞成功,攻击力+3000	鼓舞失败,当前攻击力+2400			
9122	6	0	0	2000	4000	鼓舞成功,攻击力+3600	鼓舞失败,当前攻击力+3000			
9122	7	0	0	2000	3000	鼓舞成功,攻击力+4200	鼓舞失败,当前攻击力+3600			
9122	8	0	0	2000	2000	鼓舞成功,攻击力+4800	鼓舞失败,当前攻击力+4200			
9122	9	0	0	2000	1000	鼓舞成功,攻击力+5400	鼓舞失败,当前攻击力+4800			
9122	10	0	0	2000	500	鼓舞成功,攻击力+6000	鼓舞失败,当前攻击力+5400			
9123	1	0	0	2000	10000	鼓舞成功,攻击力+750	鼓舞失败,当前攻击力+0	门派战时，每次鼓舞成功，可增加750攻击力，最多增加7500攻击力	每层增加900攻击力攻击力，最多可增加9000攻击力\n需要仙兽达到7级	6
9123	2	0	0	2000	9000	鼓舞成功,攻击力+1500	鼓舞失败,当前攻击力+750			
9123	3	0	0	2000	7500	鼓舞成功,攻击力+2250	鼓舞失败,当前攻击力+1500			
9123	4	0	0	2000	6500	鼓舞成功,攻击力+3000	鼓舞失败,当前攻击力+2250			
9123	5	0	0	2000	5000	鼓舞成功,攻击力+3750	鼓舞失败,当前攻击力+3000			
9123	6	0	0	2000	4000	鼓舞成功,攻击力+4500	鼓舞失败,当前攻击力+3750			
9123	7	0	0	2000	3000	鼓舞成功,攻击力+5250	鼓舞失败,当前攻击力+4500			
9123	8	0	0	2000	2000	鼓舞成功,攻击力+6000	鼓舞失败,当前攻击力+5250			
9123	9	0	0	2000	1000	鼓舞成功,攻击力+6750	鼓舞失败,当前攻击力+6000			
9123	10	0	0	2000	500	鼓舞成功,攻击力+7500	鼓舞失败,当前攻击力+6750			
9124	1	0	0	2000	10000	鼓舞成功,攻击力+900	鼓舞失败,当前攻击力+0	门派战时，每次鼓舞成功，可增加900攻击力，最多增加9000攻击力	每层增加1000攻击力攻击力，最多可增加10000攻击力\n需要仙兽达到8级	7
9124	2	0	0	2000	9000	鼓舞成功,攻击力+1800	鼓舞失败,当前攻击力+900			
9124	3	0	0	2000	7500	鼓舞成功,攻击力+2700	鼓舞失败,当前攻击力+1800			
9124	4	0	0	2000	6500	鼓舞成功,攻击力+3600	鼓舞失败,当前攻击力+2700			
9124	5	0	0	2000	5000	鼓舞成功,攻击力+4500	鼓舞失败,当前攻击力+3600			
9124	6	0	0	2000	4000	鼓舞成功,攻击力+5400	鼓舞失败,当前攻击力+4500			
9124	7	0	0	2000	3000	鼓舞成功,攻击力+6300	鼓舞失败,当前攻击力+5400			
9124	8	0	0	2000	2000	鼓舞成功,攻击力+7200	鼓舞失败,当前攻击力+6300			
9124	9	0	0	2000	1000	鼓舞成功,攻击力+8100	鼓舞失败,当前攻击力+7200			
9124	10	0	0	2000	500	鼓舞成功,攻击力+9000	鼓舞失败,当前攻击力+8100			
9125	1	0	0	2000	10000	鼓舞成功,攻击力+1000	鼓舞失败,当前攻击力+0	门派战时，每次鼓舞成功，可增加1000攻击力，最多增加10000攻击力	每层增加1500攻击力攻击力，最多可增加15000攻击力\n需要仙兽达到9级	8
9125	2	0	0	2000	9000	鼓舞成功,攻击力+2000	鼓舞失败,当前攻击力+1000			
9125	3	0	0	2000	7500	鼓舞成功,攻击力+3000	鼓舞失败,当前攻击力+2000			
9125	4	0	0	2000	6500	鼓舞成功,攻击力+4000	鼓舞失败,当前攻击力+3000			
9125	5	0	0	2000	5000	鼓舞成功,攻击力+5000	鼓舞失败,当前攻击力+4000			
9125	6	0	0	2000	4000	鼓舞成功,攻击力+6000	鼓舞失败,当前攻击力+5000			
9125	7	0	0	2000	3000	鼓舞成功,攻击力+7000	鼓舞失败,当前攻击力+6000			
9125	8	0	0	2000	2000	鼓舞成功,攻击力+8000	鼓舞失败,当前攻击力+7000			
9125	9	0	0	2000	1000	鼓舞成功,攻击力+9000	鼓舞失败,当前攻击力+8000			
9125	10	0	0	2000	500	鼓舞成功,攻击力+10000	鼓舞失败,当前攻击力+9000			
9126	1	0	0	2000	10000	鼓舞成功,攻击力+1500	鼓舞失败,当前攻击力+0	门派战时，每次鼓舞成功，可增加1500攻击力，最多增加15000攻击力		9
9126	2	0	0	2000	9000	鼓舞成功,攻击力+3000	鼓舞失败,当前攻击力+1500			
9126	3	0	0	2000	7500	鼓舞成功,攻击力+4500	鼓舞失败,当前攻击力+3000			
9126	4	0	0	2000	6500	鼓舞成功,攻击力+6000	鼓舞失败,当前攻击力+4500			
9126	5	0	0	2000	5000	鼓舞成功,攻击力+7500	鼓舞失败,当前攻击力+6000			
9126	6	0	0	2000	4000	鼓舞成功,攻击力+9000	鼓舞失败,当前攻击力+7500			
9126	7	0	0	2000	3000	鼓舞成功,攻击力+10500	鼓舞失败,当前攻击力+9000			
9126	8	0	0	2000	2000	鼓舞成功,攻击力+12000	鼓舞失败,当前攻击力+10500			
9126	9	0	0	2000	1000	鼓舞成功,攻击力+13500	鼓舞失败,当前攻击力+12000			
9126	10	0	0	2000	500	鼓舞成功,攻击力+15000	鼓舞失败,当前攻击力+13500			
9127	1	0	0	2000	10000	鼓舞成功,暴击值+100	鼓舞失败,当前暴击值+0	门派战时，每次鼓舞成功，可增加100暴击值，最多增加1000暴击值	每层增加150暴击值暴击值，最多可增加1500暴击值\n需要仙兽达到2级	1
9127	2	0	0	2000	9000	鼓舞成功,暴击值+200	鼓舞失败,当前暴击值+100			
9127	3	0	0	2000	7500	鼓舞成功,暴击值+300	鼓舞失败,当前暴击值+200			
9127	4	0	0	2000	6500	鼓舞成功,暴击值+400	鼓舞失败,当前暴击值+300			
9127	5	0	0	2000	5000	鼓舞成功,暴击值+500	鼓舞失败,当前暴击值+400			
9127	6	0	0	2000	4000	鼓舞成功,暴击值+600	鼓舞失败,当前暴击值+500			
9127	7	0	0	2000	3000	鼓舞成功,暴击值+700	鼓舞失败,当前暴击值+600			
9127	8	0	0	2000	2000	鼓舞成功,暴击值+800	鼓舞失败,当前暴击值+700			
9127	9	0	0	2000	1000	鼓舞成功,暴击值+900	鼓舞失败,当前暴击值+800			
9127	10	0	0	2000	500	鼓舞成功,暴击值+1000	鼓舞失败,当前暴击值+900			
9128	1	0	0	2000	10000	鼓舞成功,暴击值+150	鼓舞失败,当前暴击值+0	门派战时，每次鼓舞成功，可增加150暴击值，最多增加1500暴击值	每层增加200暴击值暴击值，最多可增加2000暴击值\n需要仙兽达到3级	2
9128	2	0	0	2000	9000	鼓舞成功,暴击值+300	鼓舞失败,当前暴击值+150			
9128	3	0	0	2000	7500	鼓舞成功,暴击值+450	鼓舞失败,当前暴击值+300			
9128	4	0	0	2000	6500	鼓舞成功,暴击值+600	鼓舞失败,当前暴击值+450			
9128	5	0	0	2000	5000	鼓舞成功,暴击值+750	鼓舞失败,当前暴击值+600			
9128	6	0	0	2000	4000	鼓舞成功,暴击值+900	鼓舞失败,当前暴击值+750			
9128	7	0	0	2000	3000	鼓舞成功,暴击值+1050	鼓舞失败,当前暴击值+900			
9128	8	0	0	2000	2000	鼓舞成功,暴击值+1200	鼓舞失败,当前暴击值+1050			
9128	9	0	0	2000	1000	鼓舞成功,暴击值+1350	鼓舞失败,当前暴击值+1200			
9128	10	0	0	2000	500	鼓舞成功,暴击值+1500	鼓舞失败,当前暴击值+1350			
9129	1	0	0	2000	10000	鼓舞成功,暴击值+200	鼓舞失败,当前暴击值+0	门派战时，每次鼓舞成功，可增加200暴击值，最多增加2000暴击值	每层增加250暴击值暴击值，最多可增加2500暴击值\n需要仙兽达到4级	3
9129	2	0	0	2000	9000	鼓舞成功,暴击值+400	鼓舞失败,当前暴击值+200			
9129	3	0	0	2000	7500	鼓舞成功,暴击值+600	鼓舞失败,当前暴击值+400			
9129	4	0	0	2000	6500	鼓舞成功,暴击值+800	鼓舞失败,当前暴击值+600			
9129	5	0	0	2000	5000	鼓舞成功,暴击值+1000	鼓舞失败,当前暴击值+800			
9129	6	0	0	2000	4000	鼓舞成功,暴击值+1200	鼓舞失败,当前暴击值+1000			
9129	7	0	0	2000	3000	鼓舞成功,暴击值+1400	鼓舞失败,当前暴击值+1200			
9129	8	0	0	2000	2000	鼓舞成功,暴击值+1600	鼓舞失败,当前暴击值+1400			
9129	9	0	0	2000	1000	鼓舞成功,暴击值+1800	鼓舞失败,当前暴击值+1600			
9129	10	0	0	2000	500	鼓舞成功,暴击值+2000	鼓舞失败,当前暴击值+1800			
9130	1	0	0	2000	10000	鼓舞成功,暴击值+250	鼓舞失败,当前暴击值+0	门派战时，每次鼓舞成功，可增加250暴击值，最多增加2500暴击值	每层增加300暴击值暴击值，最多可增加3000暴击值\n需要仙兽达到5级	4
9130	2	0	0	2000	9000	鼓舞成功,暴击值+500	鼓舞失败,当前暴击值+250			
9130	3	0	0	2000	7500	鼓舞成功,暴击值+750	鼓舞失败,当前暴击值+500			
9130	4	0	0	2000	6500	鼓舞成功,暴击值+1000	鼓舞失败,当前暴击值+750			
9130	5	0	0	2000	5000	鼓舞成功,暴击值+1250	鼓舞失败,当前暴击值+1000			
9130	6	0	0	2000	4000	鼓舞成功,暴击值+1500	鼓舞失败,当前暴击值+1250			
9130	7	0	0	2000	3000	鼓舞成功,暴击值+1750	鼓舞失败,当前暴击值+1500			
9130	8	0	0	2000	2000	鼓舞成功,暴击值+2000	鼓舞失败,当前暴击值+1750			
9130	9	0	0	2000	1000	鼓舞成功,暴击值+2250	鼓舞失败,当前暴击值+2000			
9130	10	0	0	2000	500	鼓舞成功,暴击值+2500	鼓舞失败,当前暴击值+2250			
9131	1	0	0	2000	10000	鼓舞成功,暴击值+300	鼓舞失败,当前暴击值+0	门派战时，每次鼓舞成功，可增加300暴击值，最多增加3000暴击值	每层增加350暴击值暴击值，最多可增加3500暴击值\n需要仙兽达到6级	5
9131	2	0	0	2000	9000	鼓舞成功,暴击值+600	鼓舞失败,当前暴击值+300			
9131	3	0	0	2000	7500	鼓舞成功,暴击值+900	鼓舞失败,当前暴击值+600			
9131	4	0	0	2000	6500	鼓舞成功,暴击值+1200	鼓舞失败,当前暴击值+900			
9131	5	0	0	2000	5000	鼓舞成功,暴击值+1500	鼓舞失败,当前暴击值+1200			
9131	6	0	0	2000	4000	鼓舞成功,暴击值+1800	鼓舞失败,当前暴击值+1500			
9131	7	0	0	2000	3000	鼓舞成功,暴击值+2100	鼓舞失败,当前暴击值+1800			
9131	8	0	0	2000	2000	鼓舞成功,暴击值+2400	鼓舞失败,当前暴击值+2100			
9131	9	0	0	2000	1000	鼓舞成功,暴击值+2700	鼓舞失败,当前暴击值+2400			
9131	10	0	0	2000	500	鼓舞成功,暴击值+3000	鼓舞失败,当前暴击值+2700			
9132	1	0	0	2000	10000	鼓舞成功,暴击值+350	鼓舞失败,当前暴击值+0	门派战时，每次鼓舞成功，可增加350暴击值，最多增加3500暴击值	每层增加400暴击值暴击值，最多可增加4000暴击值\n需要仙兽达到7级	6
9132	2	0	0	2000	9000	鼓舞成功,暴击值+700	鼓舞失败,当前暴击值+350			
9132	3	0	0	2000	7500	鼓舞成功,暴击值+1050	鼓舞失败,当前暴击值+700			
9132	4	0	0	2000	6500	鼓舞成功,暴击值+1400	鼓舞失败,当前暴击值+1050			
9132	5	0	0	2000	5000	鼓舞成功,暴击值+1750	鼓舞失败,当前暴击值+1400			
9132	6	0	0	2000	4000	鼓舞成功,暴击值+2100	鼓舞失败,当前暴击值+1750			
9132	7	0	0	2000	3000	鼓舞成功,暴击值+2450	鼓舞失败,当前暴击值+2100			
9132	8	0	0	2000	2000	鼓舞成功,暴击值+2800	鼓舞失败,当前暴击值+2450			
9132	9	0	0	2000	1000	鼓舞成功,暴击值+3150	鼓舞失败,当前暴击值+2800			
9132	10	0	0	2000	500	鼓舞成功,暴击值+3500	鼓舞失败,当前暴击值+3150			
9133	1	0	0	2000	10000	鼓舞成功,暴击值+400	鼓舞失败,当前暴击值+0	门派战时，每次鼓舞成功，可增加400暴击值，最多增加4000暴击值	每层增加450暴击值暴击值，最多可增加4500暴击值\n需要仙兽达到8级	7
9133	2	0	0	2000	9000	鼓舞成功,暴击值+800	鼓舞失败,当前暴击值+400			
9133	3	0	0	2000	7500	鼓舞成功,暴击值+1200	鼓舞失败,当前暴击值+800			
9133	4	0	0	2000	6500	鼓舞成功,暴击值+1600	鼓舞失败,当前暴击值+1200			
9133	5	0	0	2000	5000	鼓舞成功,暴击值+2000	鼓舞失败,当前暴击值+1600			
9133	6	0	0	2000	4000	鼓舞成功,暴击值+2400	鼓舞失败,当前暴击值+2000			
9133	7	0	0	2000	3000	鼓舞成功,暴击值+2800	鼓舞失败,当前暴击值+2400			
9133	8	0	0	2000	2000	鼓舞成功,暴击值+3200	鼓舞失败,当前暴击值+2800			
9133	9	0	0	2000	1000	鼓舞成功,暴击值+3600	鼓舞失败,当前暴击值+3200			
9133	10	0	0	2000	500	鼓舞成功,暴击值+4000	鼓舞失败,当前暴击值+3600			
9134	1	0	0	2000	10000	鼓舞成功,暴击值+450	鼓舞失败,当前暴击值+0	门派战时，每次鼓舞成功，可增加450暴击值，最多增加4500暴击值	每层增加500暴击值暴击值，最多可增加5000暴击值\n需要仙兽达到9级	8
9134	2	0	0	2000	9000	鼓舞成功,暴击值+900	鼓舞失败,当前暴击值+450			
9134	3	0	0	2000	7500	鼓舞成功,暴击值+1350	鼓舞失败,当前暴击值+900			
9134	4	0	0	2000	6500	鼓舞成功,暴击值+1800	鼓舞失败,当前暴击值+1350			
9134	5	0	0	2000	5000	鼓舞成功,暴击值+2250	鼓舞失败,当前暴击值+1800			
9134	6	0	0	2000	4000	鼓舞成功,暴击值+2700	鼓舞失败,当前暴击值+2250			
9134	7	0	0	2000	3000	鼓舞成功,暴击值+3150	鼓舞失败,当前暴击值+2700			
9134	8	0	0	2000	2000	鼓舞成功,暴击值+3600	鼓舞失败,当前暴击值+3150			
9134	9	0	0	2000	1000	鼓舞成功,暴击值+4050	鼓舞失败,当前暴击值+3600			
9134	10	0	0	2000	500	鼓舞成功,暴击值+4500	鼓舞失败,当前暴击值+4050			
9135	1	0	0	2000	10000	鼓舞成功,暴击值+500	鼓舞失败,当前暴击值+0	门派战时，每次鼓舞成功，可增加500暴击值，最多增加5000暴击值		9
9135	2	0	0	2000	9000	鼓舞成功,暴击值+1000	鼓舞失败,当前暴击值+500			
9135	3	0	0	2000	7500	鼓舞成功,暴击值+1500	鼓舞失败,当前暴击值+1000			
9135	4	0	0	2000	6500	鼓舞成功,暴击值+2000	鼓舞失败,当前暴击值+1500			
9135	5	0	0	2000	5000	鼓舞成功,暴击值+2500	鼓舞失败,当前暴击值+2000			
9135	6	0	0	2000	4000	鼓舞成功,暴击值+3000	鼓舞失败,当前暴击值+2500			
9135	7	0	0	2000	3000	鼓舞成功,暴击值+3500	鼓舞失败,当前暴击值+3000			
9135	8	0	0	2000	2000	鼓舞成功,暴击值+4000	鼓舞失败,当前暴击值+3500			
9135	9	0	0	2000	1000	鼓舞成功,暴击值+4500	鼓舞失败,当前暴击值+4000			
9135	10	0	0	2000	500	鼓舞成功,暴击值+5000	鼓舞失败,当前暴击值+4500			
9136	1	1	3	1000	10000	鼓舞成功,全员伤害减免+10%	鼓舞失败,当前全员伤害减免+0%	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害10%，效果只可叠加1次	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害15%，效果只可叠加1次\n需要仙兽达到2级	1
9137	1	1	3	1500	10000	鼓舞成功,全员伤害减免+15%	鼓舞失败,当前全员伤害减免+10%	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害15%，效果只可叠加1次	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害20%，效果只可叠加1次\n需要仙兽达到3级	2
9138	1	1	3	2000	10000	鼓舞成功,全员伤害减免+20%	鼓舞失败,当前全员伤害减免+15%	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害20%，效果只可叠加1次	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害25%，效果只可叠加1次\n需要仙兽达到4级	3
9139	1	1	3	2500	10000	鼓舞成功,全员伤害减免+25%	鼓舞失败,当前全员伤害减免+20%	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害25%，效果只可叠加1次	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害30%，效果只可叠加1次\n需要仙兽达到5级	4
9140	1	1	3	3000	10000	鼓舞成功,全员伤害减免+30%	鼓舞失败,当前全员伤害减免+25%	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害30%，效果只可叠加1次	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害35%，效果只可叠加1次\n需要仙兽达到6级	5
9141	1	1	3	3500	10000	鼓舞成功,全员伤害减免+35%	鼓舞失败,当前全员伤害减免+30%	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害35%，效果只可叠加1次	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害40%，效果只可叠加1次\n需要仙兽达到7级	6
9142	1	1	3	4000	10000	鼓舞成功,全员伤害减免+40%	鼓舞失败,当前全员伤害减免+35%	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害40%，效果只可叠加1次	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害45%，效果只可叠加1次\n需要仙兽达到8级	7
9143	1	1	3	4500	10000	鼓舞成功,全员伤害减免+45%	鼓舞失败,当前全员伤害减免+40%	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害45%，效果只可叠加1次	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害50%，效果只可叠加1次\n需要仙兽达到9级	8
9144	1	1	3	5000	10000	鼓舞成功,全员伤害减免+50%	鼓舞失败,当前全员伤害减免+45%	门派战时，掌门进行鼓舞，可减少门派成员受到的所有伤害50%，效果只可叠加1次		9
9145	1	1	3	1000	10000	鼓舞成功,全员生命上限+20000	鼓舞失败,当前全员生命上限+0	门派战时，掌门进行鼓舞，可增加门派成员生命上限20000，效果只可叠加1层	门派战时，掌门进行鼓舞，可增加门派成员生命上限40000，效果只可叠加1层\n需要仙兽达到2级	1
9146	1	1	3	1500	10000	鼓舞成功,全员生命上限+40000	鼓舞失败,当前全员生命上限+20000	门派战时，掌门进行鼓舞，可增加门派成员生命上限40000，效果只可叠加1层	门派战时，掌门进行鼓舞，可增加门派成员生命上限60000，效果只可叠加1层\n需要仙兽达到3级	2
9147	1	1	3	2000	10000	鼓舞成功,全员生命上限+60000	鼓舞失败,当前全员生命上限+40000	门派战时，掌门进行鼓舞，可增加门派成员生命上限60000，效果只可叠加1层	门派战时，掌门进行鼓舞，可增加门派成员生命上限80000，效果只可叠加1层\n需要仙兽达到4级	3
9148	1	1	3	2500	10000	鼓舞成功,全员生命上限+80000	鼓舞失败,当前全员生命上限+60000	门派战时，掌门进行鼓舞，可增加门派成员生命上限80000，效果只可叠加1层	门派战时，掌门进行鼓舞，可增加门派成员生命上限100000，效果只可叠加1层\n需要仙兽达到5级	4
9149	1	1	3	3000	10000	鼓舞成功,全员生命上限+100000	鼓舞失败,当前全员生命上限+80000	门派战时，掌门进行鼓舞，可增加门派成员生命上限100000，效果只可叠加1层	门派战时，掌门进行鼓舞，可增加门派成员生命上限120000，效果只可叠加1层\n需要仙兽达到6级	5
9150	1	1	3	3500	10000	鼓舞成功,全员生命上限+120000	鼓舞失败,当前全员生命上限+100000	门派战时，掌门进行鼓舞，可增加门派成员生命上限120000，效果只可叠加1层	门派战时，掌门进行鼓舞，可增加门派成员生命上限140000，效果只可叠加1层\n需要仙兽达到7级	6
9151	1	1	3	4000	10000	鼓舞成功,全员生命上限+140000	鼓舞失败,当前全员生命上限+120000	门派战时，掌门进行鼓舞，可增加门派成员生命上限140000，效果只可叠加1层	门派战时，掌门进行鼓舞，可增加门派成员生命上限160000，效果只可叠加1层\n需要仙兽达到8级	7
9152	1	1	3	4500	10000	鼓舞成功,全员生命上限+160000	鼓舞失败,当前全员生命上限+140000	门派战时，掌门进行鼓舞，可增加门派成员生命上限160000，效果只可叠加1层	门派战时，掌门进行鼓舞，可增加门派成员生命上限200000，效果只可叠加1层\n需要仙兽达到9级	8
9153	1	1	3	5000	10000	鼓舞成功,全员生命上限+200000	鼓舞失败,当前全员生命上限+160000	门派战时，掌门进行鼓舞，可增加门派成员生命上限200000，效果只可叠加1层		9
