gateId	scoreType	career	groupId1	weight1	groupId2	weight2	groupId3	weight3	groupId4	weight4	groupId5	weight5
FBzhenxiaodian7	1	0	7011	3700	7021	3000	7031	2000	7041	1000	7051	300
FBzhenxiaodian7	1	1	7011	3700	7021	3000	7031	2000	7041	1000	7051	300
FBzhenxiaodian7	1	2	7011	3700	7021	3000	7031	2000	7041	1000	7051	300
FBzhenxiaodian7	2	0	7012	3700	7022	3000	7032	2000	7042	1000	7052	300
FBzhenxiaodian7	2	1	7012	3700	7022	3000	7032	2000	7042	1000	7052	300
FBzhenxiaodian7	2	2	7012	3700	7022	3000	7032	2000	7042	1000	7052	300
FBzhenxiaodian7	3	0	7013	3700	7023	3000	7033	2000	7043	1000	7053	300
FBzhenxiaodian7	3	1	7013	3700	7023	3000	7033	2000	7043	1000	7053	300
FBzhenxiaodian7	3	2	7013	3700	7023	3000	7033	2000	7043	1000	7053	300
FBzhenxiaodian7	4	0	7014	3700	7024	3000	7034	2000	7044	1000	7054	300
FBzhenxiaodian7	4	1	7014	3700	7024	3000	7034	2000	7044	1000	7054	300
FBzhenxiaodian7	4	2	7014	3700	7024	3000	7034	2000	7044	1000	7054	300
FBzhenxiaodian7	5	0	7015	3700	7025	3000	7035	2000	7045	1000	7055	300
FBzhenxiaodian7	5	1	7015	3700	7025	3000	7035	2000	7045	1000	7055	300
FBzhenxiaodian7	5	2	7015	3700	7025	3000	7035	2000	7045	1000	7055	300
FBzhenxiaodian7	6	0	7016	3700	7026	3000	7036	2000	7046	1000	7056	300
FBzhenxiaodian7	6	1	7016	3700	7026	3000	7036	2000	7046	1000	7056	300
FBzhenxiaodian7	6	2	7016	3700	7026	3000	7036	2000	7046	1000	7056	300
FBzixiaodian8	1	0	8011	3700	8021	3000	8031	2000	8041	1000	8051	300
FBzixiaodian8	1	1	8011	3700	8021	3000	8031	2000	8041	1000	8051	300
FBzixiaodian8	1	2	8011	3700	8021	3000	8031	2000	8041	1000	8051	300
FBzixiaodian8	2	0	8012	3700	8022	3000	8032	2000	8042	1000	8052	300
FBzixiaodian8	2	1	8012	3700	8022	3000	8032	2000	8042	1000	8052	300
FBzixiaodian8	2	2	8012	3700	8022	3000	8032	2000	8042	1000	8052	300
FBzixiaodian8	3	0	8013	3700	8023	3000	8033	2000	8043	1000	8053	300
FBzixiaodian8	3	1	8013	3700	8023	3000	8033	2000	8043	1000	8053	300
FBzixiaodian8	3	2	8013	3700	8023	3000	8033	2000	8043	1000	8053	300
FBzixiaodian8	4	0	8014	3700	8024	3000	8034	2000	8044	1000	8054	300
FBzixiaodian8	4	1	8014	3700	8024	3000	8034	2000	8044	1000	8054	300
FBzixiaodian8	4	2	8014	3700	8024	3000	8034	2000	8044	1000	8054	300
FBzixiaodian8	5	0	8015	3700	8025	3000	8035	2000	8045	1000	8055	300
FBzixiaodian8	5	1	8015	3700	8025	3000	8035	2000	8045	1000	8055	300
FBzixiaodian8	5	2	8015	3700	8025	3000	8035	2000	8045	1000	8055	300
FBzixiaodian8	6	0	8016	3700	8026	3000	8036	2000	8046	1000	8056	300
FBzixiaodian8	6	1	8016	3700	8026	3000	8036	2000	8046	1000	8056	300
FBzixiaodian8	6	2	8016	3700	8026	3000	8036	2000	8046	1000	8056	300
FBtaixiaodian9	1	0	9011	3700	9021	3000	9031	2000	9041	1000	9051	300
FBtaixiaodian9	1	1	9011	3700	9021	3000	9031	2000	9041	1000	9051	300
FBtaixiaodian9	1	2	9011	3700	9021	3000	9031	2000	9041	1000	9051	300
FBtaixiaodian9	2	0	9012	3700	9022	3000	9032	2000	9042	1000	9052	300
FBtaixiaodian9	2	1	9012	3700	9022	3000	9032	2000	9042	1000	9052	300
FBtaixiaodian9	2	2	9012	3700	9022	3000	9032	2000	9042	1000	9052	300
FBtaixiaodian9	3	0	9013	3700	9023	3000	9033	2000	9043	1000	9053	300
FBtaixiaodian9	3	1	9013	3700	9023	3000	9033	2000	9043	1000	9053	300
FBtaixiaodian9	3	2	9013	3700	9023	3000	9033	2000	9043	1000	9053	300
FBtaixiaodian9	4	0	9014	3700	9024	3000	9034	2000	9044	1000	9054	300
FBtaixiaodian9	4	1	9014	3700	9024	3000	9034	2000	9044	1000	9054	300
FBtaixiaodian9	4	2	9014	3700	9024	3000	9034	2000	9044	1000	9054	300
FBtaixiaodian9	5	0	9015	3700	9025	3000	9035	2000	9045	1000	9055	300
FBtaixiaodian9	5	1	9015	3700	9025	3000	9035	2000	9045	1000	9055	300
FBtaixiaodian9	5	2	9015	3700	9025	3000	9035	2000	9045	1000	9055	300
FBtaixiaodian9	6	0	9016	3700	9026	3000	9036	2000	9046	1000	9056	300
FBtaixiaodian9	6	1	9016	3700	9026	3000	9036	2000	9046	1000	9056	300
FBtaixiaodian9	6	2	9016	3700	9026	3000	9036	2000	9046	1000	9056	300
