groupId	itemId1	num1	weight1	bindType1	itemId2	num2	weight2	bindType2	itemId3	num3	weight3	bindType3	itemId4	num4	weight4	bindType4	itemId5	num5	weight5	bindType5	itemId6	num6	weight6	bindType6	itemId7	num7	weight7	bindType7	itemId8	num8	weight8	bindType8	itemId9	num9	weight9	bindType9	itemId10	num10	weight10	bindType10	itemId11	num11	weight11	bindType11	itemId12	num12	weight12	bindType12
106910	6302507	1	1	0	6302505	1	1	0	6302509	1	1	0																																				
																																																
107001	72004	1	1	0																																												
107002	72002	2	1	0																																												
107003	71006	2	1	0																																												
107004	70013	2	1	0																																												
107005	70062	2	1	0																																												
107006	71007	2	1	0																																												
107007	70021	1	4	0	70068	1	0	0																																								
107008	6300507	1	1	0	6300505	1	1	0	6300509	1	1	0																																				
107009	6301507	1	1	0	6301505	1	1	0	6301509	1	1	0																																				
107010	6302507	1	1	0	6302505	1	1	0	6302509	1	1	0																																				
																																																
107101	72004	2	1	0																																												
107102	72002	4	1	0																																												
107103	71006	4	1	0																																												
107104	70014	2	1	0																																												
107105	70063	2	1	0																																												
107106	71007	2	1	0																																												
107107	70022	1	1	0																																												
107108	6300507	1	1	0	6300505	1	1	0	6300509	1	1	0																																				
107109	6301507	1	1	0	6301505	1	1	0	6301509	1	1	0																																				
107110	6302507	1	1	0	6302505	1	1	0	6302509	1	1	0																																				
																																																
107201	70071	2	2500	1	70031	2	250	1	70041	2	1000	1	70051	2	1000	1																																
107301	70071	5	1	1																																												
107302	70031	2	1	1																																												
107401	70071	1	3810	1	70051	1	1429	1	73913	2	3571	1	70061	1	952	1																																
107501	70071	1	1	1																																												
107502	70051	1	1	1																																												
107503	73913	5	1	1																																												
																																																
																																																
107601	70001	2	5769	1	70031	1	769	1	70012	1	385	1	70013	1	0	1	70014	1	0	1																												
107701	70001	2	5769	1	70031	1	769	1	70012	1	385	1	70013	1	0	1	70014	1	0	1																												
107801	70001	2	5769	1	70031	1	769	1	70012	1	385	1	70013	1	0	1	70014	1	0	1																												
107901	70001	2	5769	1	70031	1	769	1	70012	1	385	1	70013	1	0	1	70014	1	0	1																												
108001	70001	2	5769	1	70031	1	769	1	70012	1	385	1	70013	1	0	1	70014	1	0	1																												
108101	70002	2	5769	1	70031	1	769	1	70012	1	0	1	70013	1	385	1	70014	1	0	1																												
108201	70002	2	5769	1	70031	1	1538	1	70012	1	0	1	70013	1	385	1	70014	1	0	1																												
108301	70002	2	5769	1	70031	1	1538	1	70012	1	0	1	70013	1	385	1	70014	1	0	1																												
108401	70003	2	5769	1	70031	1	3077	1	70012	1	0	1	70013	1	0	1	70014	1	385	1																												
108501	70003	2	5769	1	70031	1	3077	1	70012	1	0	1	70013	1	0	1	70014	1	385	1																												
108601	70003	2	5769	1	70031	1	3077	1	70012	1	0	1	70013	1	0	1	70014	1	385	1																												
108701	70031	1	1	1																																												
108801	70031	1	1	1																																												
108901	70031	1	1	1																																												
109001	70031	1	1	1																																												
109101	70031	1	1	1																																												
109201	70031	1	1	1																																												
109301	70031	2	1	1																																												
109401	70031	2	1	1																																												
109501	70031	1	0	1																																												
109601	70031	1	0	1																																												
109701	70031	1	0	1																																												
108702	70032	1	0	1																																												
108802	70032	1	0	1																																												
108902	70032	1	0	1																																												
109002	70032	1	0	1																																												
109102	70032	1	0	1																																												
109202	70032	1	0	1																																												
109302	70032	1	0	1																																												
109402	70032	1	0	1																																												
109502	70032	1	1	1																																												
109602	70032	1	1	1																																												
109702	70032	1	1	1																																												
																																																
109810	71005	2	1	0	72001	2	1	0																																								
109811	70041	1	1	0	70051	1	1	0																																								
109812	72004	1	1	0	71007	2	1	0																																								
109813	70071	20	1	0																																												
109801	6300508	1	1	0	6301508	1	1	0	6302508	1	1	0																																				
109901	6300508	1	1	0	6301508	1	1	0	6302508	1	1	0																																				
110001	6300508	1	1	0	6301508	1	1	0	6302508	1	1	0																																				
110101	6300508	1	1	0	6301508	1	1	0	6302508	1	1	0																																				
110201	6300508	1	1	0	6301508	1	1	0	6302508	1	1	0																																				
110301	6300508	1	1	0	6301508	1	1	0	6302508	1	1	0																																				
110401	6300508	1	1	0	6301508	1	1	0	6302508	1	1	0																																				
110501	6300508	1	1	0	6301508	1	1	0	6302508	1	1	0																																				
110601	6300508	1	1	0	6301508	1	1	0	6302508	1	1	0																																				
109802	6300506	1	1	0	6301506	1	1	0	6302506	1	1	0																																				
109902	6300506	1	1	0	6301506	1	1	0	6302506	1	1	0																																				
110002	6300506	1	1	0	6301506	1	1	0	6302506	1	1	0																																				
110102	6300506	1	1	0	6301506	1	1	0	6302506	1	1	0																																				
110202	6300506	1	1	0	6301506	1	1	0	6302506	1	1	0																																				
110302	6300506	1	1	0	6301506	1	1	0	6302506	1	1	0																																				
110402	6300506	1	1	0	6301506	1	1	0	6302506	1	1	0																																				
110502	6300506	1	1	0	6301506	1	1	0	6302506	1	1	0																																				
110602	6300506	1	1	0	6301506	1	1	0	6302506	1	1	0																																				
109803	6300507	1	1	0	6301507	1	1	0	6302507	1	1	0																																				
109903	6300507	1	1	0	6301507	1	1	0	6302507	1	1	0																																				
110003	6300507	1	1	0	6301507	1	1	0	6302507	1	1	0																																				
110103	6300507	1	1	0	6301507	1	1	0	6302507	1	1	0																																				
110203	6300507	1	1	0	6301507	1	1	0	6302507	1	1	0																																				
110303	6300507	1	1	0	6301507	1	1	0	6302507	1	1	0																																				
110403	6300507	1	1	0	6301507	1	1	0	6302507	1	1	0																																				
110503	6300507	1	1	0	6301507	1	1	0	6302507	1	1	0																																				
110603	6300507	1	1	0	6301507	1	1	0	6302507	1	1	0																																				
109804	70041	2	5	0																																												
109904	70041	2	5	0																																												
110004	70041	2	5	0																																												
110104	70041	2	5	0																																												
110204	70041	2	5	0																																												
110304	70041	2	5	0																																												
110404	70041	2	5	0																																												
110504	70041	2	5	0																																												
110604	70041	2	5	0																																												
109805	70051	2	5	0																																												
109905	70051	2	5	0																																												
110005	70051	2	5	0																																												
110105	70051	2	5	0																																												
110205	70051	2	5	0																																												
110305	70051	2	5	0																																												
110405	70051	2	5	0																																												
110505	70051	2	5	0																																												
110605	70051	2	5	0																																												
109806	70068	1	1	0																																												
109906	70068	1	1	0																																												
110006	70068	1	1	0																																												
110106	70068	1	1	0																																												
110206	70068	1	1	0																																												
110306	70068	1	1	0																																												
110406	70068	1	1	0																																												
110506	70068	1	1	0																																												
110606	70068	1	1	0																																												
109807	72005	1	1	0																																												
109907	72005	1	1	0																																												
110007	72005	1	1	0																																												
110107	72005	1	1	0																																												
110207	72005	1	1	0																																												
110307	72005	1	1	0																																												
110407	72005	1	1	0																																												
110507	72005	1	1	0																																												
110607	72005	1	1	0																																												
109808	70042	1	2	0	70052	1	2	0																																								
109908	70042	1	2	0	70052	1	2	0																																								
110008	70042	1	2	0	70052	1	2	0																																								
110108	70042	1	2	0	70052	1	2	0																																								
110208	70042	1	2	0	70052	1	2	0																																								
110308	70042	1	2	0	70052	1	2	0																																								
110408	70042	1	2	0	70052	1	2	0																																								
110508	70042	1	2	0	70052	1	2	0																																								
110608	70042	1	2	0	70052	1	2	0																																								
109809	70072	1	1	0																																												
109909	70072	1	1	0																																												
110009	70072	1	1	0																																												
110109	70072	1	1	0																																												
110209	70072	1	1	0																																												
110309	70072	1	1	0																																												
110409	70072	1	1	0																																												
110509	70072	1	1	0																																												
110609	70072	1	1	0																																												
110701	200034	1	1	1																																												
110801	200035	1	1	1																																												
																																																
110901	71001	1	75	1	71002	1	0	1	71003	1	0	1	71004	1	250	1	71073	1	75	1																												
111001	71001	1	50	1	71002	1	0	1	71003	1	0	1	71004	1	167	1	71073	1	50	1																												
111101	71001	1	38	1	71002	1	0	1	71003	1	0	1	71004	1	125	1	71073	1	38	1																												
111201	71001	1	30	1	71002	1	0	1	71003	1	0	1	71004	1	100	1	71073	1	30	1																												
111301	71001	1	25	1	71002	1	0	1	71003	1	0	1	71004	1	83	1	71073	1	25	1																												
111401	71001	1	21	1	71002	1	29	1	71003	1	0	1	71004	1	71	1	71073	1	21	1																												
111501	71001	1	19	1	71002	1	25	1	71003	1	0	1	71004	1	63	1	71073	1	19	1																												
111601	71001	1	19	1	71002	1	25	1	71003	1	25	1	71004	1	63	1	71073	1	19	1																												
111701	71001	1	500	1	71073	1	500	1																																								
111702	71007	1	1	1																																												
111703	71005	1	1	1																																												
111704	71005	1	1	1																																												
111801	71001	1	400	1	71002	1	200	1	71073	1	400	1																																				
111802	71007	1	1	1																																												
111803	71005	1	1	1																																												
111804	71005	1	1	1																																												
111901	71001	1	300	1	71002	1	200	1	71003	1	200	1	71073	1	300	1																																
111902	71007	1	1	1																																												
111903	71005	1	1	1																																												
111904	71005	1	1	1																																												
																																																
113901	71001	2	1	0	71073	2	1	0	71007	2	1	0																																				
113902	72004	1	1	0																																												
																																																
114001	72004	2	1	0																																												
114002	72002	5	1	0	72001	10	1	0																																								
114003	70032	5	1	0	70031	10	1	0																																								
114004	70062	5	1	0	70061	10	1	0																																								
114005	70041	2	10	0	70042	1	5	0	70051	2	10	0	70052	1	5	0																																
114006	73959	1	1	0																																												
																																																
114101	70061	1	2308	1	70062	1	0	1	70051	1	769	1																																				
114201	70061	1	2308	1	70062	1	0	1	70051	1	769	1																																				
114301	70061	1	2308	1	70062	1	0	1	70051	1	769	1																																				
114401	70061	1	2308	1	70062	1	0	1	70051	1	769	1																																				
114501	70061	1	2308	1	70062	1	0	1	70051	1	769	1																																				
114601	70061	1	2308	1	70062	1	2308	1	70051	1	769	1																																				
114701	70061	1	2308	1	70062	1	2308	1	70051	1	769	1																																				
114801	70061	1	2308	1	70062	1	2308	1	70051	1	769	1																																				
114901	70061	1	2308	1	70062	1	2308	1	70051	1	769	1																																				
115001	70061	1	2308	1	70062	1	2308	1	70051	1	769	1																																				
																																																
115101	73911	1	1	0																																												
																																																
115201	72001	1	1	1																																												
115202	71007	1	1	1																																												
115301	72001	1	1	1																																												
115302	71007	1	1	1																																												
115401	72002	1	1	1																																												
115402	72004	1	1	1																																												
115403	71007	1	1	1																																												
115501	72002	2	1	1																																												
115502	72004	1	1	1																																												
115503	71007	2	1	1																																												
115203	20001	1	1	1																																												
115303	20002	1	1	1																																												
115404	20003	1	1	1																																												
115504	20004	1	1	1																																												
																																																
115601	77782	1	1	0																																												
115602	72004	1	1	1																																												
																																																
115701	72004	5	1	0																																												
115702	70022	1	1	0																																												
115703	70041	5	1	0																																												
115704	70051	5	1	0																																												
																																																
115801	72001	1	2	1	70031	1	2	1	70061	1	2	1	70041	1	2	1	70051	1	2	1	72004	1	1	1																								
115802	73959	1	1	0																																												
115803	9023	1	1	0																																												
																																																
115901	73959	1	1	0	73959	2	1	0																																								
115902	72001	10	1	0	70031	10	1	0	70061	10	1	0	72004	2	1	0																																
115903	70041	5	1	0	70051	5	1	0																																								
115904	6300504	1	1	0	6300500	1	1	0	6300502	1	1	0	6300503	1	1	0	6300501	1	1	0																												
115905	6301504	1	1	0	6301500	1	1	0	6301502	1	1	0	6301503	1	1	0	6301501	1	1	0																												
115906	6302504	1	1	0	6302500	1	1	0	6302502	1	1	0	6302503	1	1	0	6302501	1	1	0																												
																																																
116001	72001	1	3	1	70031	1	3	1	70061	1	3	1	70041	1	3	1	70051	1	3	1	72004	1	1	1																								
116002	73959	1	1	0																																												
116003	9023	1	1	0																																												
																																																
116101	73959	1	4	0	73959	2	1	0	73959	3	1	0																																				
116102	72002	5	1	0	70032	5	1	0	70062	5	1	0	72004	2	1	0																																
116103	70041	10	1	0	70051	10	1	0																																								
116104	6300504	1	1	0	6300500	1	1	0	6300502	1	1	0	6300503	1	1	0	6300501	1	1	0																												
116105	6301504	1	1	0	6301500	1	1	0	6301502	1	1	0	6301503	1	1	0	6301501	1	1	0																												
116106	6302504	1	1	0	6302500	1	1	0	6302502	1	1	0	6302503	1	1	0	6302501	1	1	0																												
																																																
116201	200053	1	1	1																																												
116301	73968	4	30	1	73968	2	30	1	73968	40	1	1																																				
116401	73970	2	1	1																																												
116501	73970	5	1	1																																												
																																																
116601	73979	1	1	1																																												
