skillId	skillLevel	money	contribute	roleLevel	buildId	buildLevel
14004	24	4000	330	45	3	8
14004	25	4000	340	45	3	8
14004	26	4000	350	50	3	9
14004	27	4000	360	50	3	9
14004	28	4000	370	50	3	9
14004	29	4000	380	50	3	9
14004	30	4000	390	50	3	9
14004	31	6000	400	50	3	10
14004	32	6000	410	50	3	10
14004	33	6000	420	50	3	10
14004	34	6000	430	50	3	10
14004	35	6000	440	50	3	10
14004	36	6000	450	50	3	11
14004	37	6000	460	50	3	11
14004	38	6000	470	50	3	11
14004	39	6000	480	50	3	11
14004	40	6000	490	50	3	11
14004	41	10000	500	50	3	12
14004	42	10000	510	50	3	12
14004	43	10000	520	50	3	12
14004	44	10000	530	50	3	12
14004	45	10000	540	50	3	12
14004	46	10000	550	50	3	13
14004	47	10000	560	50	3	13
14004	48	10000	570	50	3	13
14004	49	10000	580	50	3	13
14004	50	10000	590	50	3	13
14004	50	10000	590	50	3	14
14004	50	10000	590	50	3	15
14004	50	10000	590	50	3	16
14005	1	1000	100	25	3	5
14005	2	1000	110	25	3	5
14005	3	1000	120	25	3	5
14005	4	1000	130	25	3	5
14005	5	1000	140	25	3	5
14005	6	1000	150	30	3	6
14005	7	1000	160	30	3	6
14005	8	1000	170	30	3	6
14005	9	1000	180	30	3	6
14005	10	1000	190	30	3	6
14005	11	2000	200	35	3	7
14005	12	2000	210	35	3	7
14005	13	2000	220	35	3	7
14005	14	2000	230	35	3	7
14005	15	2000	240	35	3	7
14005	16	2000	250	40	3	8
14005	17	2000	260	40	3	8
14005	18	2000	270	40	3	8
14005	19	2000	280	40	3	8
14005	20	2000	290	40	3	8
14005	21	4000	300	45	3	9
14005	22	4000	310	45	3	9
14005	23	4000	320	45	3	9
14005	24	4000	330	45	3	9
14005	25	4000	340	45	3	9
14005	26	4000	350	50	3	10
14005	27	4000	360	50	3	10
14005	28	4000	370	50	3	10
14005	29	4000	380	50	3	10
14005	30	4000	390	50	3	10
14005	31	6000	400	50	3	11
14005	32	6000	410	50	3	11
14005	33	6000	420	50	3	11
14005	34	6000	430	50	3	11
14005	35	6000	440	50	3	11
14005	36	6000	450	50	3	12
14005	37	6000	460	50	3	12
14005	38	6000	470	50	3	12
14005	39	6000	480	50	3	12
14005	40	6000	490	50	3	12
14005	41	10000	500	50	3	13
14005	42	10000	510	50	3	13
14005	43	10000	520	50	3	13
14005	44	10000	530	50	3	13
14005	45	10000	540	50	3	13
14005	46	10000	550	50	3	14
14005	47	10000	560	50	3	14
14005	48	10000	570	50	3	14
14005	49	10000	580	50	3	14
14005	50	10000	590	50	3	14
14005	50	10000	590	50	3	15
14005	50	10000	590	50	3	16
14007	1	1000	100	25	3	6
14007	2	1000	110	25	3	6
14007	3	1000	120	25	3	6
14007	4	1000	130	25	3	6
14007	5	1000	140	25	3	6
14007	6	1000	150	30	3	7
14007	7	1000	160	30	3	7
14007	8	1000	170	30	3	7
14007	9	1000	180	30	3	7
14007	10	1000	190	30	3	7
14007	11	2000	200	35	3	8
14007	12	2000	210	35	3	8
14007	13	2000	220	35	3	8
14007	14	2000	230	35	3	8
14007	15	2000	240	35	3	8
14007	16	2000	250	40	3	9
14007	17	2000	260	40	3	9
14007	18	2000	270	40	3	9
14007	19	2000	280	40	3	9
14007	20	2000	290	40	3	9
14007	21	4000	300	45	3	10
14007	22	4000	310	45	3	10
14007	23	4000	320	45	3	10
14007	24	4000	330	45	3	10
14007	25	4000	340	45	3	10
14007	26	4000	350	50	3	11
14007	27	4000	360	50	3	11
14007	28	4000	370	50	3	11
14007	29	4000	380	50	3	11
14007	30	4000	390	50	3	11
14007	31	6000	400	50	3	12
14007	32	6000	410	50	3	12
14007	33	6000	420	50	3	12
14007	34	6000	430	50	3	12
14007	35	6000	440	50	3	12
14007	36	6000	450	50	3	13
14007	37	6000	460	50	3	13
14007	38	6000	470	50	3	13
14007	39	6000	480	50	3	13
14007	40	6000	490	50	3	13
14007	41	10000	500	50	3	14
14007	42	10000	510	50	3	14
14007	43	10000	520	50	3	14
14007	44	10000	530	50	3	14
14007	45	10000	540	50	3	14
14007	46	10000	550	50	3	15
14007	47	10000	560	50	3	15
14007	48	10000	570	50	3	15
14007	49	10000	580	50	3	15
14007	50	10000	590	50	3	15
14007	50	10000	590	50	3	16
14006	1	1000	100	25	3	7
14006	2	1000	110	25	3	7
14006	3	1000	120	25	3	7
14006	4	1000	130	25	3	7
14006	5	1000	140	25	3	7
14006	6	1000	150	30	3	8
14006	7	1000	160	30	3	8
14006	8	1000	170	30	3	8
14006	9	1000	180	30	3	8
14006	10	1000	190	30	3	8
14006	11	2000	200	35	3	9
14006	12	2000	210	35	3	9
14006	13	2000	220	35	3	9
14006	14	2000	230	35	3	9
14006	15	2000	240	35	3	9
14006	16	2000	250	40	3	10
14006	17	2000	260	40	3	10
14006	18	2000	270	40	3	10
14006	19	2000	280	40	3	10
14006	20	2000	290	40	3	10
14006	21	4000	300	45	3	11
14006	22	4000	310	45	3	11
14006	23	4000	320	45	3	11
14006	24	4000	330	45	3	11
14006	25	4000	340	45	3	11
14006	26	4000	350	50	3	12
14006	27	4000	360	50	3	12
14006	28	4000	370	50	3	12
14006	29	4000	380	50	3	12
14006	30	4000	390	50	3	12
14006	31	6000	400	50	3	13
14006	32	6000	410	50	3	13
14006	33	6000	420	50	3	13
14006	34	6000	430	50	3	13
14006	35	6000	440	50	3	13
14006	36	6000	450	50	3	14
14006	37	6000	460	50	3	14
14006	38	6000	470	50	3	14
14006	39	6000	480	50	3	14
14006	40	6000	490	50	3	14
14006	41	10000	500	50	3	15
14006	42	10000	510	50	3	15
14006	43	10000	520	50	3	15
14006	44	10000	530	50	3	15
14006	45	10000	540	50	3	15
14006	46	10000	550	50	3	16
14006	47	10000	560	50	3	16
14006	48	10000	570	50	3	16
14006	49	10000	580	50	3	16
14006	50	10000	590	50	3	16
