minLevel	maxLevel	minRank	maxRank	exp	magicSoul	totalMagicSoul	money	goodsId	goodsNum	bindType	showGoodsId
1	39	80	80					9179	1	1	73920
1	39	81	81					9179	1	1	73920
1	39	82	82					9179	1	1	73920
1	39	83	83					9179	1	1	73920
1	39	84	84					9179	1	1	73920
1	39	85	85					9179	1	1	73920
1	39	86	86					9179	1	1	73920
1	39	87	87					9179	1	1	73920
1	39	88	88					9179	1	1	73920
1	39	89	89					9179	1	1	73920
1	39	90	90					9179	1	1	73920
1	39	91	91					9179	1	1	73920
1	39	92	92					9179	1	1	73920
1	39	93	93					9179	1	1	73920
1	39	94	94					9179	1	1	73920
1	39	95	95					9179	1	1	73920
1	39	96	96					9179	1	1	73920
1	39	97	97					9179	1	1	73920
1	39	98	98					9179	1	1	73920
1	39	99	99					9179	1	1	73920
1	39	100	100					9179	1	1	73920
1	39	101	101					9180	1	1	73921
1	39	102	102					9180	1	1	73921
1	39	103	103					9180	1	1	73921
1	39	104	104					9180	1	1	73921
1	39	105	105					9180	1	1	73921
1	39	106	106					9180	1	1	73921
1	39	107	107					9180	1	1	73921
1	39	108	108					9180	1	1	73921
1	39	109	109					9180	1	1	73921
1	39	110	110					9180	1	1	73921
1	39	111	111					9180	1	1	73921
1	39	112	112					9180	1	1	73921
1	39	113	113					9180	1	1	73921
1	39	114	114					9180	1	1	73921
1	39	115	115					9180	1	1	73921
1	39	116	116					9180	1	1	73921
1	39	117	117					9180	1	1	73921
1	39	118	118					9180	1	1	73921
1	39	119	119					9180	1	1	73921
1	39	120	120					9180	1	1	73921
1	39	121	121					9180	1	1	73921
1	39	122	122					9180	1	1	73921
1	39	123	123					9180	1	1	73921
1	39	124	124					9180	1	1	73921
1	39	125	125					9180	1	1	73921
1	39	126	126					9180	1	1	73921
1	39	127	127					9180	1	1	73921
1	39	128	128					9180	1	1	73921
1	39	129	129					9180	1	1	73921
1	39	130	130					9180	1	1	73921
1	39	131	131					9180	1	1	73921
1	39	132	132					9180	1	1	73921
1	39	133	133					9180	1	1	73921
1	39	134	134					9180	1	1	73921
1	39	135	135					9180	1	1	73921
1	39	136	136					9180	1	1	73921
1	39	137	137					9180	1	1	73921
1	39	138	138					9180	1	1	73921
1	39	139	139					9180	1	1	73921
1	39	140	140					9180	1	1	73921
1	39	141	141					9180	1	1	73921
1	39	142	142					9180	1	1	73921
1	39	143	143					9180	1	1	73921
1	39	144	144					9180	1	1	73921
1	39	145	145					9180	1	1	73921
1	39	146	146					9180	1	1	73921
1	39	147	147					9180	1	1	73921
1	39	148	148					9180	1	1	73921
1	39	149	149					9180	1	1	73921
1	39	150	150					9180	1	1	73921
1	39	151	151					9180	1	1	73921
1	39	152	152					9180	1	1	73921
1	39	153	153					9180	1	1	73921
1	39	154	154					9180	1	1	73921
1	39	155	155					9180	1	1	73921
1	39	156	156					9180	1	1	73921
1	39	157	157					9180	1	1	73921
1	39	158	158					9180	1	1	73921
1	39	159	159					9180	1	1	73921
1	39	160	160					9180	1	1	73921
1	39	161	161					9180	1	1	73921
1	39	162	162					9180	1	1	73921
1	39	163	163					9180	1	1	73921
1	39	164	164					9180	1	1	73921
1	39	165	165					9180	1	1	73921
1	39	166	166					9180	1	1	73921
1	39	167	167					9180	1	1	73921
1	39	168	168					9180	1	1	73921
1	39	169	169					9180	1	1	73921
1	39	170	170					9180	1	1	73921
1	39	171	171					9180	1	1	73921
1	39	172	172					9180	1	1	73921
1	39	173	173					9180	1	1	73921
1	39	174	174					9180	1	1	73921
1	39	175	175					9180	1	1	73921
1	39	176	176					9180	1	1	73921
1	39	177	177					9180	1	1	73921
1	39	178	178					9180	1	1	73921
1	39	179	179					9180	1	1	73921
1	39	180	180					9180	1	1	73921
1	39	181	181					9180	1	1	73921
1	39	182	182					9180	1	1	73921
1	39	183	183					9180	1	1	73921
1	39	184	184					9180	1	1	73921
1	39	185	185					9180	1	1	73921
1	39	186	186					9180	1	1	73921
1	39	187	187					9180	1	1	73921
1	39	188	188					9180	1	1	73921
1	39	189	189					9180	1	1	73921
1	39	190	190					9180	1	1	73921
1	39	191	191					9180	1	1	73921
1	39	192	192					9180	1	1	73921
1	39	193	193					9180	1	1	73921
1	39	194	194					9180	1	1	73921
1	39	195	195					9180	1	1	73921
1	39	196	196					9180	1	1	73921
1	39	197	197					9180	1	1	73921
1	39	198	198					9180	1	1	73921
1	39	199	199					9180	1	1	73921
1	39	200	200					9180	1	1	73921
1	39	201	99999					9181	1	1	73922
40	49	1	1					9182	1	1	73923
40	49	2	2					9183	1	1	73924
40	49	3	3					9184	1	1	73925
40	49	4	4					9185	1	1	73926
40	49	5	5					9185	1	1	73926
40	49	6	6					9185	1	1	73926
40	49	7	7					9185	1	1	73926
40	49	8	8					9185	1	1	73926
40	49	9	9					9185	1	1	73926
40	49	10	10					9185	1	1	73926
40	49	11	11					9186	1	1	73927
40	49	12	12					9186	1	1	73927
40	49	13	13					9186	1	1	73927
40	49	14	14					9186	1	1	73927
40	49	15	15					9186	1	1	73927
40	49	16	16					9186	1	1	73927
40	49	17	17					9186	1	1	73927
40	49	18	18					9186	1	1	73927
40	49	19	19					9186	1	1	73927
40	49	20	20					9186	1	1	73927
40	49	21	21					9187	1	1	73928
40	49	22	22					9187	1	1	73928
40	49	23	23					9187	1	1	73928
40	49	24	24					9187	1	1	73928
40	49	25	25					9187	1	1	73928
40	49	26	26					9187	1	1	73928
40	49	27	27					9187	1	1	73928
40	49	28	28					9187	1	1	73928
40	49	29	29					9187	1	1	73928
40	49	30	30					9187	1	1	73928
40	49	31	31					9187	1	1	73928
40	49	32	32					9187	1	1	73928
40	49	33	33					9187	1	1	73928
40	49	34	34					9187	1	1	73928
40	49	35	35					9187	1	1	73928
40	49	36	36					9187	1	1	73928
40	49	37	37					9187	1	1	73928
40	49	38	38					9187	1	1	73928
40	49	39	39					9187	1	1	73928
40	49	40	40					9187	1	1	73928
40	49	41	41					9187	1	1	73928
40	49	42	42					9187	1	1	73928
40	49	43	43					9187	1	1	73928
40	49	44	44					9187	1	1	73928
40	49	45	45					9187	1	1	73928
40	49	46	46					9187	1	1	73928
40	49	47	47					9187	1	1	73928
40	49	48	48					9187	1	1	73928
40	49	49	49					9187	1	1	73928
40	49	50	50					9187	1	1	73928
40	49	51	51					9188	1	1	73929
40	49	52	52					9188	1	1	73929
40	49	53	53					9188	1	1	73929
40	49	54	54					9188	1	1	73929
40	49	55	55					9188	1	1	73929
40	49	56	56					9188	1	1	73929
40	49	57	57					9188	1	1	73929
40	49	58	58					9188	1	1	73929
40	49	59	59					9188	1	1	73929
40	49	60	60					9188	1	1	73929
40	49	61	61					9188	1	1	73929
40	49	62	62					9188	1	1	73929
40	49	63	63					9188	1	1	73929
40	49	64	64					9188	1	1	73929
40	49	65	65					9188	1	1	73929
40	49	66	66					9188	1	1	73929
40	49	67	67					9188	1	1	73929
40	49	68	68					9188	1	1	73929
40	49	69	69					9188	1	1	73929
40	49	70	70					9188	1	1	73929
40	49	71	71					9188	1	1	73929
40	49	72	72					9188	1	1	73929
40	49	73	73					9188	1	1	73929
40	49	74	74					9188	1	1	73929
40	49	75	75					9188	1	1	73929
40	49	76	76					9188	1	1	73929
40	49	77	77					9188	1	1	73929
40	49	78	78					9188	1	1	73929
40	49	79	79					9188	1	1	73929
40	49	80	80					9188	1	1	73929
40	49	81	81					9188	1	1	73929
40	49	82	82					9188	1	1	73929
40	49	83	83					9188	1	1	73929
40	49	84	84					9188	1	1	73929
40	49	85	85					9188	1	1	73929
40	49	86	86					9188	1	1	73929
40	49	87	87					9188	1	1	73929
40	49	88	88					9188	1	1	73929
40	49	89	89					9188	1	1	73929
40	49	90	90					9188	1	1	73929
40	49	91	91					9188	1	1	73929
40	49	92	92					9188	1	1	73929
40	49	93	93					9188	1	1	73929
40	49	94	94					9188	1	1	73929
40	49	95	95					9188	1	1	73929
40	49	96	96					9188	1	1	73929
40	49	97	97					9188	1	1	73929
40	49	98	98					9188	1	1	73929
40	49	99	99					9188	1	1	73929
40	49	100	100					9188	1	1	73929
40	49	101	101					9189	1	1	73930
40	49	102	102					9189	1	1	73930
40	49	103	103					9189	1	1	73930
40	49	104	104					9189	1	1	73930
40	49	105	105					9189	1	1	73930
40	49	106	106					9189	1	1	73930
40	49	107	107					9189	1	1	73930
40	49	108	108					9189	1	1	73930
40	49	109	109					9189	1	1	73930
40	49	110	110					9189	1	1	73930
40	49	111	111					9189	1	1	73930
40	49	112	112					9189	1	1	73930
40	49	113	113					9189	1	1	73930
40	49	114	114					9189	1	1	73930
40	49	115	115					9189	1	1	73930
40	49	116	116					9189	1	1	73930
40	49	117	117					9189	1	1	73930
40	49	118	118					9189	1	1	73930
40	49	119	119					9189	1	1	73930
40	49	120	120					9189	1	1	73930
40	49	121	121					9189	1	1	73930
40	49	122	122					9189	1	1	73930
40	49	123	123					9189	1	1	73930
40	49	124	124					9189	1	1	73930
40	49	125	125					9189	1	1	73930
40	49	126	126					9189	1	1	73930
40	49	127	127					9189	1	1	73930
40	49	128	128					9189	1	1	73930
40	49	129	129					9189	1	1	73930
40	49	130	130					9189	1	1	73930
40	49	131	131					9189	1	1	73930
40	49	132	132					9189	1	1	73930
40	49	133	133					9189	1	1	73930
40	49	134	134					9189	1	1	73930
40	49	135	135					9189	1	1	73930
40	49	136	136					9189	1	1	73930
40	49	137	137					9189	1	1	73930
40	49	138	138					9189	1	1	73930
40	49	139	139					9189	1	1	73930
40	49	140	140					9189	1	1	73930
40	49	141	141					9189	1	1	73930
40	49	142	142					9189	1	1	73930
40	49	143	143					9189	1	1	73930
40	49	144	144					9189	1	1	73930
40	49	145	145					9189	1	1	73930
40	49	146	146					9189	1	1	73930
40	49	147	147					9189	1	1	73930
40	49	148	148					9189	1	1	73930
40	49	149	149					9189	1	1	73930
40	49	150	150					9189	1	1	73930
40	49	151	151					9189	1	1	73930
40	49	152	152					9189	1	1	73930
40	49	153	153					9189	1	1	73930
40	49	154	154					9189	1	1	73930
40	49	155	155					9189	1	1	73930
40	49	156	156					9189	1	1	73930
40	49	157	157					9189	1	1	73930
40	49	158	158					9189	1	1	73930
40	49	159	159					9189	1	1	73930
40	49	160	160					9189	1	1	73930
40	49	161	161					9189	1	1	73930
40	49	162	162					9189	1	1	73930
40	49	163	163					9189	1	1	73930
40	49	164	164					9189	1	1	73930
40	49	165	165					9189	1	1	73930
40	49	166	166					9189	1	1	73930
40	49	167	167					9189	1	1	73930
40	49	168	168					9189	1	1	73930
40	49	169	169					9189	1	1	73930
40	49	170	170					9189	1	1	73930
40	49	171	171					9189	1	1	73930
40	49	172	172					9189	1	1	73930
40	49	173	173					9189	1	1	73930
40	49	174	174					9189	1	1	73930
40	49	175	175					9189	1	1	73930
40	49	176	176					9189	1	1	73930
40	49	177	177					9189	1	1	73930
40	49	178	178					9189	1	1	73930
40	49	179	179					9189	1	1	73930
40	49	180	180					9189	1	1	73930
40	49	181	181					9189	1	1	73930
40	49	182	182					9189	1	1	73930
40	49	183	183					9189	1	1	73930
40	49	184	184					9189	1	1	73930
40	49	185	185					9189	1	1	73930
40	49	186	186					9189	1	1	73930
40	49	187	187					9189	1	1	73930
40	49	188	188					9189	1	1	73930
40	49	189	189					9189	1	1	73930
40	49	190	190					9189	1	1	73930
40	49	191	191					9189	1	1	73930
40	49	192	192					9189	1	1	73930
40	49	193	193					9189	1	1	73930
40	49	194	194					9189	1	1	73930
40	49	195	195					9189	1	1	73930
40	49	196	196					9189	1	1	73930
40	49	197	197					9189	1	1	73930
40	49	198	198					9189	1	1	73930
40	49	199	199					9189	1	1	73930
40	49	200	200					9189	1	1	73930
40	49	201	99999					9190	1	1	73931
50	59	1	1		6000	6000		9191	1	1	73932
50	59	2	2		5000	5000		9192	1	1	73933
50	59	3	3		4000	4000		9193	1	1	73934
50	59	4	4		3000	3000		9194	1	1	73935
50	59	5	5		2940	2940		9194	1	1	73935
50	59	6	6		2880	2880		9194	1	1	73935
50	59	7	7		2820	2820		9194	1	1	73935
50	59	8	8		2760	2760		9194	1	1	73935
50	59	9	9		2700	2700		9194	1	1	73935
50	59	10	10		2640	2640		9194	1	1	73935
50	59	11	11		2600	2600		9195	1	1	73936
50	59	12	12		2580	2580		9195	1	1	73936
50	59	13	13		2560	2560		9195	1	1	73936
50	59	14	14		2540	2540		9195	1	1	73936
50	59	15	15		2520	2520		9195	1	1	73936
50	59	16	16		2500	2500		9195	1	1	73936
50	59	17	17		2480	2480		9195	1	1	73936
50	59	18	18		2460	2460		9195	1	1	73936
50	59	19	19		2440	2440		9195	1	1	73936
50	59	20	20		2420	2420		9195	1	1	73936
50	59	21	21		2400	2400		9196	1	1	73937
50	59	22	22		2380	2380		9196	1	1	73937
50	59	23	23		2360	2360		9196	1	1	73937
50	59	24	24		2340	2340		9196	1	1	73937
50	59	25	25		2320	2320		9196	1	1	73937
50	59	26	26		2300	2300		9196	1	1	73937
50	59	27	27		2280	2280		9196	1	1	73937
50	59	28	28		2260	2260		9196	1	1	73937
50	59	29	29		2240	2240		9196	1	1	73937
50	59	30	30		2220	2220		9196	1	1	73937
50	59	31	31		2200	2200		9196	1	1	73937
50	59	32	32		2190	2190		9196	1	1	73937
50	59	33	33		2180	2180		9196	1	1	73937
50	59	34	34		2170	2170		9196	1	1	73937
50	59	35	35		2160	2160		9196	1	1	73937
50	59	36	36		2150	2150		9196	1	1	73937
50	59	37	37		2140	2140		9196	1	1	73937
50	59	38	38		2130	2130		9196	1	1	73937
50	59	39	39		2120	2120		9196	1	1	73937
50	59	40	40		2110	2110		9196	1	1	73937
50	59	41	41		2100	2100		9196	1	1	73937
50	59	42	42		2090	2090		9196	1	1	73937
50	59	43	43		2080	2080		9196	1	1	73937
50	59	44	44		2070	2070		9196	1	1	73937
50	59	45	45		2060	2060		9196	1	1	73937
50	59	46	46		2050	2050		9196	1	1	73937
50	59	47	47		2040	2040		9196	1	1	73937
50	59	48	48		2030	2030		9196	1	1	73937
50	59	49	49		2020	2020		9196	1	1	73937
50	59	50	50		2010	2010		9196	1	1	73937
50	59	51	51		2000	2000		9197	1	1	73938
50	59	52	52		1996	1996		9197	1	1	73938
50	59	53	53		1992	1992		9197	1	1	73938
50	59	54	54		1988	1988		9197	1	1	73938
50	59	55	55		1984	1984		9197	1	1	73938
50	59	56	56		1980	1980		9197	1	1	73938
50	59	57	57		1976	1976		9197	1	1	73938
50	59	58	58		1972	1972		9197	1	1	73938
50	59	59	59		1968	1968		9197	1	1	73938
50	59	60	60		1964	1964		9197	1	1	73938
50	59	61	61		1960	1960		9197	1	1	73938
50	59	62	62		1956	1956		9197	1	1	73938
50	59	63	63		1952	1952		9197	1	1	73938
50	59	64	64		1948	1948		9197	1	1	73938
50	59	65	65		1944	1944		9197	1	1	73938
50	59	66	66		1940	1940		9197	1	1	73938
50	59	67	67		1936	1936		9197	1	1	73938
50	59	68	68		1932	1932		9197	1	1	73938
50	59	69	69		1928	1928		9197	1	1	73938
50	59	70	70		1924	1924		9197	1	1	73938
50	59	71	71		1920	1920		9197	1	1	73938
50	59	72	72		1916	1916		9197	1	1	73938
50	59	73	73		1912	1912		9197	1	1	73938
50	59	74	74		1908	1908		9197	1	1	73938
50	59	75	75		1904	1904		9197	1	1	73938
50	59	76	76		1900	1900		9197	1	1	73938
50	59	77	77		1896	1896		9197	1	1	73938
50	59	78	78		1892	1892		9197	1	1	73938
50	59	79	79		1888	1888		9197	1	1	73938
50	59	80	80		1884	1884		9197	1	1	73938
50	59	81	81		1880	1880		9197	1	1	73938
50	59	82	82		1876	1876		9197	1	1	73938
50	59	83	83		1872	1872		9197	1	1	73938
50	59	84	84		1868	1868		9197	1	1	73938
50	59	85	85		1864	1864		9197	1	1	73938
50	59	86	86		1860	1860		9197	1	1	73938
50	59	87	87		1856	1856		9197	1	1	73938
50	59	88	88		1852	1852		9197	1	1	73938
50	59	89	89		1848	1848		9197	1	1	73938
50	59	90	90		1844	1844		9197	1	1	73938
50	59	91	91		1840	1840		9197	1	1	73938
50	59	92	92		1836	1836		9197	1	1	73938
50	59	93	93		1832	1832		9197	1	1	73938
50	59	94	94		1828	1828		9197	1	1	73938
50	59	95	95		1824	1824		9197	1	1	73938
50	59	96	96		1820	1820		9197	1	1	73938
50	59	97	97		1816	1816		9197	1	1	73938
50	59	98	98		1812	1812		9197	1	1	73938
50	59	99	99		1808	1808		9197	1	1	73938
50	59	100	100		1804	1804		9197	1	1	73938
50	59	101	101		1800	1800		9198	1	1	73939
50	59	102	102		1798	1798		9198	1	1	73939
50	59	103	103		1796	1796		9198	1	1	73939
50	59	104	104		1794	1794		9198	1	1	73939
50	59	105	105		1792	1792		9198	1	1	73939
50	59	106	106		1790	1790		9198	1	1	73939
50	59	107	107		1788	1788		9198	1	1	73939
50	59	108	108		1786	1786		9198	1	1	73939
50	59	109	109		1784	1784		9198	1	1	73939
50	59	110	110		1782	1782		9198	1	1	73939
50	59	111	111		1780	1780		9198	1	1	73939
50	59	112	112		1778	1778		9198	1	1	73939
50	59	113	113		1776	1776		9198	1	1	73939
50	59	114	114		1774	1774		9198	1	1	73939
50	59	115	115		1772	1772		9198	1	1	73939
50	59	116	116		1770	1770		9198	1	1	73939
50	59	117	117		1768	1768		9198	1	1	73939
50	59	118	118		1766	1766		9198	1	1	73939
50	59	119	119		1764	1764		9198	1	1	73939
50	59	120	120		1762	1762		9198	1	1	73939
50	59	121	121		1760	1760		9198	1	1	73939
50	59	122	122		1758	1758		9198	1	1	73939
50	59	123	123		1756	1756		9198	1	1	73939
50	59	124	124		1754	1754		9198	1	1	73939
50	59	125	125		1752	1752		9198	1	1	73939
50	59	126	126		1750	1750		9198	1	1	73939
50	59	127	127		1748	1748		9198	1	1	73939
50	59	128	128		1746	1746		9198	1	1	73939
50	59	129	129		1744	1744		9198	1	1	73939
50	59	130	130		1742	1742		9198	1	1	73939
50	59	131	131		1740	1740		9198	1	1	73939
50	59	132	132		1738	1738		9198	1	1	73939
50	59	133	133		1736	1736		9198	1	1	73939
50	59	134	134		1734	1734		9198	1	1	73939
50	59	135	135		1732	1732		9198	1	1	73939
50	59	136	136		1730	1730		9198	1	1	73939
50	59	137	137		1728	1728		9198	1	1	73939
50	59	138	138		1726	1726		9198	1	1	73939
50	59	139	139		1724	1724		9198	1	1	73939
50	59	140	140		1722	1722		9198	1	1	73939
50	59	141	141		1720	1720		9198	1	1	73939
50	59	142	142		1718	1718		9198	1	1	73939
50	59	143	143		1716	1716		9198	1	1	73939
50	59	144	144		1714	1714		9198	1	1	73939
50	59	145	145		1712	1712		9198	1	1	73939
50	59	146	146		1710	1710		9198	1	1	73939
50	59	147	147		1708	1708		9198	1	1	73939
50	59	148	148		1706	1706		9198	1	1	73939
50	59	149	149		1704	1704		9198	1	1	73939
50	59	150	150		1702	1702		9198	1	1	73939
50	59	151	151		1700	1700		9198	1	1	73939
50	59	152	152		1698	1698		9198	1	1	73939
50	59	153	153		1696	1696		9198	1	1	73939
50	59	154	154		1694	1694		9198	1	1	73939
50	59	155	155		1692	1692		9198	1	1	73939
50	59	156	156		1690	1690		9198	1	1	73939
50	59	157	157		1688	1688		9198	1	1	73939
50	59	158	158		1686	1686		9198	1	1	73939
50	59	159	159		1684	1684		9198	1	1	73939
50	59	160	160		1682	1682		9198	1	1	73939
50	59	161	161		1680	1680		9198	1	1	73939
50	59	162	162		1678	1678		9198	1	1	73939
50	59	163	163		1676	1676		9198	1	1	73939
50	59	164	164		1674	1674		9198	1	1	73939
50	59	165	165		1672	1672		9198	1	1	73939
50	59	166	166		1670	1670		9198	1	1	73939
50	59	167	167		1668	1668		9198	1	1	73939
50	59	168	168		1666	1666		9198	1	1	73939
50	59	169	169		1664	1664		9198	1	1	73939
50	59	170	170		1662	1662		9198	1	1	73939
50	59	171	171		1660	1660		9198	1	1	73939
50	59	172	172		1658	1658		9198	1	1	73939
50	59	173	173		1656	1656		9198	1	1	73939
50	59	174	174		1654	1654		9198	1	1	73939
50	59	175	175		1652	1652		9198	1	1	73939
50	59	176	176		1650	1650		9198	1	1	73939
50	59	177	177		1648	1648		9198	1	1	73939
50	59	178	178		1646	1646		9198	1	1	73939
50	59	179	179		1644	1644		9198	1	1	73939
50	59	180	180		1642	1642		9198	1	1	73939
50	59	181	181		1640	1640		9198	1	1	73939
50	59	182	182		1638	1638		9198	1	1	73939
50	59	183	183		1636	1636		9198	1	1	73939
50	59	184	184		1634	1634		9198	1	1	73939
50	59	185	185		1632	1632		9198	1	1	73939
50	59	186	186		1630	1630		9198	1	1	73939
50	59	187	187		1628	1628		9198	1	1	73939
50	59	188	188		1626	1626		9198	1	1	73939
50	59	189	189		1624	1624		9198	1	1	73939
50	59	190	190		1622	1622		9198	1	1	73939
50	59	191	191		1620	1620		9198	1	1	73939
50	59	192	192		1618	1618		9198	1	1	73939
50	59	193	193		1616	1616		9198	1	1	73939
50	59	194	194		1614	1614		9198	1	1	73939
50	59	195	195		1612	1612		9198	1	1	73939
50	59	196	196		1610	1610		9198	1	1	73939
50	59	197	197		1608	1608		9198	1	1	73939
50	59	198	198		1606	1606		9198	1	1	73939
50	59	199	199		1604	1604		9198	1	1	73939
50	59	200	200		1602	1602		9198	1	1	73939
50	59	201	99999		1600	1600		9199	1	1	73940
60	69	1	1		7500	7500		9200	1	1	73941
60	69	2	2		6250	6250		9201	1	1	73942
60	69	3	3		5000	5000		9202	1	1	73943
60	69	4	4		3750	3750		9203	1	1	73944
60	69	5	5		3675	3675		9203	1	1	73944
60	69	6	6		3600	3600		9203	1	1	73944
60	69	7	7		3525	3525		9203	1	1	73944
60	69	8	8		3450	3450		9203	1	1	73944
60	69	9	9		3375	3375		9203	1	1	73944
60	69	10	10		3300	3300		9203	1	1	73944
60	69	11	11		3250	3250		9204	1	1	73945
60	69	12	12		3225	3225		9204	1	1	73945
60	69	13	13		3200	3200		9204	1	1	73945
60	69	14	14		3175	3175		9204	1	1	73945
60	69	15	15		3150	3150		9204	1	1	73945
60	69	16	16		3125	3125		9204	1	1	73945
60	69	17	17		3100	3100		9204	1	1	73945
60	69	18	18		3075	3075		9204	1	1	73945
60	69	19	19		3050	3050		9204	1	1	73945
60	69	20	20		3025	3025		9204	1	1	73945
60	69	21	21		3000	3000		9205	1	1	73946
60	69	22	22		2975	2975		9205	1	1	73946
60	69	23	23		2950	2950		9205	1	1	73946
60	69	24	24		2925	2925		9205	1	1	73946
60	69	25	25		2900	2900		9205	1	1	73946
60	69	26	26		2875	2875		9205	1	1	73946
60	69	27	27		2850	2850		9205	1	1	73946
60	69	28	28		2825	2825		9205	1	1	73946
60	69	29	29		2800	2800		9205	1	1	73946
60	69	30	30		2775	2775		9205	1	1	73946
60	69	31	31		2750	2750		9205	1	1	73946
60	69	32	32		2738	2738		9205	1	1	73946
60	69	33	33		2725	2725		9205	1	1	73946
60	69	34	34		2713	2713		9205	1	1	73946
60	69	35	35		2700	2700		9205	1	1	73946
60	69	36	36		2688	2688		9205	1	1	73946
60	69	37	37		2675	2675		9205	1	1	73946
60	69	38	38		2663	2663		9205	1	1	73946
60	69	39	39		2650	2650		9205	1	1	73946
60	69	40	40		2638	2638		9205	1	1	73946
60	69	41	41		2625	2625		9205	1	1	73946
60	69	42	42		2613	2613		9205	1	1	73946
60	69	43	43		2600	2600		9205	1	1	73946
60	69	44	44		2588	2588		9205	1	1	73946
60	69	45	45		2575	2575		9205	1	1	73946
60	69	46	46		2563	2563		9205	1	1	73946
60	69	47	47		2550	2550		9205	1	1	73946
60	69	48	48		2538	2538		9205	1	1	73946
60	69	49	49		2525	2525		9205	1	1	73946
60	69	50	50		2513	2513		9205	1	1	73946
60	69	51	51		2500	2500		9206	1	1	73947
60	69	52	52		2495	2495		9206	1	1	73947
60	69	53	53		2490	2490		9206	1	1	73947
60	69	54	54		2485	2485		9206	1	1	73947
60	69	55	55		2480	2480		9206	1	1	73947
60	69	56	56		2475	2475		9206	1	1	73947
60	69	57	57		2470	2470		9206	1	1	73947
60	69	58	58		2465	2465		9206	1	1	73947
60	69	59	59		2460	2460		9206	1	1	73947
60	69	60	60		2455	2455		9206	1	1	73947
60	69	61	61		2450	2450		9206	1	1	73947
60	69	62	62		2445	2445		9206	1	1	73947
60	69	63	63		2440	2440		9206	1	1	73947
60	69	64	64		2435	2435		9206	1	1	73947
60	69	65	65		2430	2430		9206	1	1	73947
60	69	66	66		2425	2425		9206	1	1	73947
60	69	67	67		2420	2420		9206	1	1	73947
60	69	68	68		2415	2415		9206	1	1	73947
60	69	69	69		2410	2410		9206	1	1	73947
60	69	70	70		2405	2405		9206	1	1	73947
60	69	71	71		2400	2400		9206	1	1	73947
60	69	72	72		2395	2395		9206	1	1	73947
