groupId	ruleId1	weight1	ruleId2	weight2	ruleId3	weight3	ruleId4	weight4	ruleId5	weight5
1149	114901	1								
1150	115001	1								
1151	115101	1								
1152	115201	1								
1153	115301	1	115302	1	115303	1	115304	1	115305	1
1154	115401	1	115402	1	115403	1	115404	1	115405	1
1155	115501	1	115502	1	115503	1	115504	1	115505	1
1156	115601	1	115602	1	115603	1	115604	1	115605	1
1157	115701	1	115702	1	115703	1	115704	1	115705	1
1158	115801	1	115802	1	115803	1	115804	1	115805	1
1159	115901	1	115902	1	115903	1	115904	1	115905	1
1160	116001	1	116002	1	116003	1	116004	1	116005	1
1161	116101	1	116102	1	116103	1	116104	1	116105	1
1162	116201	1	116202	1	116203	1	116204	1	116205	1
1163	116301	1	116302	1	116303	1	116304	1	116305	1
1164	116401	1	116402	1	116403	1	116404	1	116405	1
1165	116501	1	116502	1	116503	1	116504	1	116505	1
1166	116601	1	116602	1	116603	1	116604	1	116605	1
1167	116701	1	116702	1	116703	1	116704	1	116705	1
1168	116801	1	116802	1	116803	1	116804	1	116805	1
1169	116901	1	116902	1	116903	1	116904	1	116905	1
1170	117001	1	117002	1	117003	1	117004	1	117005	1
1171	117101	1	117102	1	117103	1	117104	1	117105	1
1172	117201	1	117202	1	117203	1	117204	1	117205	1
1173	117301	1	117302	1	117303	1	117304	1	117305	1
1174	117401	1	117402	1	117403	1	117404	1	117405	1
1175	117501	1	117502	1	117503	1	117504	1	117505	1
1176	117601	1	117602	1	117603	1	117604	1	117605	1
1177	117701	1	117702	1	117703	1	117704	1	117705	1
1178	117801	1	117802	1	117803	1	117804	1	117805	1
1179	117901	1	117902	1	117903	1	117904	1	117905	1
1180	118001	1	118002	1	118003	1	118004	1	118005	1
1181	118101	1	118102	1	118103	1	118104	1	118105	1
1182	118201	1	118202	1	118203	1	118204	1	118205	1
1183	118301	1	118302	1	118303	1	118304	1	118305	1
1184	118401	1	118402	1	118403	1	118404	1	118405	1
1185	118501	1	118502	1	118503	1	118504	1	118505	1
1186	118601	1	118602	1	118603	1	118604	1	118605	1
1187	118701	1	118702	1	118703	1	118704	1	118705	1
1188	118801	1	118802	1	118803	1	118804	1	118805	1
1189	118901	1	118902	1	118903	1	118904	1	118905	1
1190	119001	1	119002	1	119003	1	119004	1	119005	1
1191	119101	1	119102	1	119103	1	119104	1	119105	1
1192	119201	1	119202	1	119203	1	119204	1	119205	1
1193	119301	1	119302	1	119303	1	119304	1	119305	1
1194	119401	1	119402	1	119403	1	119404	1	119405	1
1195	119501	1	119502	1	119503	1	119504	1	119505	1
1196	119601	1	119602	1	119603	1	119604	1	119605	1
1197	119701	1	119702	1	119703	1	119704	1	119705	1
1198	119801	1	119802	1	119803	1	119804	1	119805	1
1199	119901	1	119902	1	119903	1	119904	1	119905	1
1200	120001	1	120002	1	120003	1	120004	1	120005	1
1201	120101	1	120102	1	120103	1	120104	1	120105	1
1202	120201	1	120202	1	120203	1	120204	1	120205	1
1203	120301	1	120302	1	120303	1	120304	1	120305	1
1204	120401	1	120402	1	120403	1	120404	1	120405	1
1205	120501	1	120502	1	120503	1	120504	1	120505	1
1206	120601	1	120602	1	120603	1	120604	1	120605	1
1207	120701	1	120702	1	120703	1	120704	1	120705	1
1208	120801	1	120802	1	120803	1	120804	1	120805	1
1209	120901	1	120902	1	120903	1	120904	1	120905	1
1210	121001	1	121002	1	121003	1	121004	1	121005	1
1211	121101	1	121102	1	121103	1	121104	1	121105	1
1212	121201	1	121202	1	121203	1	121204	1	121205	1
1213	121301	1	121302	1	121303	1	121304	1	121305	1
1214	121401	1	121402	1	121403	1	121404	1	121405	1
1215	121501	1	121502	1	121503	1	121504	1	121505	1
1216	121601	1	121602	1	121603	1	121604	1	121605	1
1217	121701	1	121702	1	121703	1	121704	1		
1218	121801	1	121802	1	121803	1	121804	1		
1219	121901	1	121902	1	121903	1	121904	1		
1220	122001	1	122002	1	122003	1	122004	1		
1221	122101	1	122102	1	122103	1	122104	1		
1222	122201	1	122202	1	122203	1	122204	1		
1223	122301	1	122302	1	122303	1	122304	1		
1224	122401	1	122402	1	122403	1	122404	1		
1225	122501	1	122502	1	122503	1	122504	1		
1226	122601	1	122602	1	122603	1	122604	1		
1227	122701	1	122702	1	122703	1	122704	1		
1228	122801	1	122802	1	122803	1	122804	1		
1229	122901	1	122902	1	122903	1	122904	1		
1230	123001	1	123002	1	123003	1	123004	1		
1231	123101	1	123102	1	123103	1	123104	1		
1232	123201	1	123202	1	123203	1	123204	1		
1233	123301	1	123302	1	123303	1	123304	1		
1234	123401	1	123402	1	123403	1	123404	1		
1235	123501	1	123502	1	123503	1	123504	1		
1236	123601	1	123602	1	123603	1	123604	1		
1237	123701	1	123702	1	123703	1	123704	1		
1238	123801	1	123802	1	123803	1	123804	1		
1239	123901	1	123902	1	123903	1	123904	1		
1240	124001	1	124002	1	124003	1	124004	1		
1241	124101	1	124102	1	124103	1	124104	1		
