id	initiative	alertArea	chase	chaseArea	shoutWorth	shoutRate	shoutArea	fleeWorth	fleeRate	hatredMonsterID1	hatredMonsterID2	hatredMonsterID3	hatredMonsterID4	actionId	actionLinks	normalSkill	normalskilllevel	deathShout	hpRate1	skill1	level1	shout1	hpRate2	skill2	level2	shout2	hpRate3	skill3	level3	shout3	hpRate4	skill4	level4	shout4	hpRate5	skill5	level5	shout5	deathRefreshGroup	birthShout	deathSkillId
01xg031	0	350	1	350										1		20001	1																								
01xg032	0	350	1	350										1		20001	1																								
01xg033	0	350	1	350										1		20001	1																								
01xg034	0	350	1	350										1		20001	1																								
01xg035	0	350	1	350										1		20001	1																								
01xg036	0	350	1	350										1		20001	1																								
01xg037	0	350	1	350										1		20001	1																								
01xg038	0	350	1	350										1		20001	1																								
01xg039	0	350	1	350										1		20001	1																								
01xg040	0	350	1	350										1		20001	1																								
01xg041	0	350	1	350										1		20001	1																								
01xg042	0	350	1	350										1		20001	1																								
01xg043	0	350	1	350										1		20001	1																								
01xg044	0	350	1	350										1		20001	1																								
01xg045	0	350	1	350										1		20001	1																								
01xg046	0	350	1	350										1		20001	1																								
01xg047	0	350	1	350										1		20001	1																								
01xg048	0	350	1	350										1		20001	1																								
01xg049	0	350	1	350										1		20001	1																								
01xg050	0	350	1	350										1		20001	1																								
01xg051	0	350	1	350										1		20001	1																								
01xg052	0	350	1	350										1		20001	1																								
01xg053	0	350	1	350										1		20001	1																								
01xg054	0	350	1	350										1		20001	1																								
01xg055	0	350	1	350										1		20001	1																								
01xg056	0	350	1	350										1		20001	1																								
01xg057	0	350	1	350										1		20001	1																								
01xg058	0	350	1	350										1		20001	1																								
01xg059	0	350	1	350										1		20001	1																								
01xg060	0	350	1	350										1		20001	1																								
01xg061	0	350	1	350										1		20001	1																								
01xg062	0	350	1	350										1		20001	1																								
01xg063	0	350	1	350										1		20001	1																								
01xg064	0	350	1	350										1		20001	1																								
01xg065	0	350	1	350										1		20001	1																								
01xg066	0	350	1	350										1		20001	1																								
01xg067	0	350	1	350										1		20001	1																								
01xg068	0	350	1	350										1		20001	1																								
01xg069	0	350	1	350										1		20001	1																								
01xg070	0	350	1	350										1		20001	1																								
01xg071	0	350	1	350										1		20001	1																								
01xg072	0	350	1	350										1		20001	1																								
01xg073	0	350	1	350										1		20001	1																								
01xg074	0	350	1	350										1		20001	1																								
01xg075	0	350	1	350										1		20001	1																								
01xg076	0	350	1	350										1		20001	1																								
01xg077	0	350	1	350										1		20001	1																								
01xg078	0	350	1	350										1		20001	1																								
01xg079	0	350	1	350										1		20001	1																								
01xg080	0	350	1	350										1		20001	1																								
01xg081	0	350	1	350										1		20001	1																								
01xg082	0	350	1	350										1		20001	1																								
01xg083	0	350	1	350										1		20001	1																								
01xg084	0	350	1	350										1		20001	1																								
01xg085	0	350	1	350										1		20001	1																								
01xg086	0	350	1	350										1		20001	1																								
01xg087	0	350	1	350										1		20001	1																								
01xg088	0	350	1	350										1		20001	1																								
01xg089	0	350	1	350										1		20001	1																								
01xg090	0	350	1	350										1		20001	1																								
01xg091	0	350	1	350										1		20001	1																								
01xg092	0	350	1	350										1		20001	1																								
01xg093	0	350	1	350										1		20001	1																								
01xg094	0	350	1	350										1		20001	1																								
01xg095	0	350	1	350										1		20001	1																								
01xg096	0	350	1	350										1		20001	1																								
01xg097	0	350	1	350										1		20001	1																								
01xg098	0	350	1	350										1		20001	1																								
01xg099	0	350	1	350										1		20001	1																								
01xg100	0	350	1	350										1		20001	1																								
01xg101	0	350	1	350										1		20001	1																								
01xg102	0	350	1	350										1		20001	1																								
01xg103	0	350	1	350										1		20001	1																								
01xg104	0	350	1	350										1		20001	1																								
01xg105	0	350	1	350										1		20001	1																								
01xg106	0	350	1	350										1		20001	1																								
01xg107	0	350	1	350										1		20001	1																								
01xg108	0	350	1	350										1		20001	1																								
01xg200	1	350	1	350										1		20001	1																								
01xg201	1	350	1	350										1		20001	1																								
																																									
01cs001	1	450	1	450										1		20001	1																								
01cs002	1	450	1	450										1		20001	1																								
01cs003	1	450	1	450										1		20001	1																								
01cs004	1	450	1	450										1		20001	1																								
01cs005	1	450	1	450										1		20001	1																								
01cs006	1	450	1	450										1		20001	1																								
01cs007	1	450	1	450										1		20001	1																								
01cs008	1	450	1	450										1		20001	1																								
01cs009	1	450	1	450										1		20001	1																								
01cs010	1	450	1	450										1		20001	1																								
01cs011	1	450	1	450										1		20001	1																								
01cs012	1	450	1	450										1		20001	1																								
01cs013	1	450	1	450										1		20001	1																								
01cs014	1	450	1	450										1		20001	1																								
01cs015	1	450	1	450										1		20001	1																								
01cs016	1	450	1	450										1		20001	1																								
01cs017	1	450	1	450										1		20001	1																								
01cs018	1	450	1	450										1		20001	1																								
01cs019	1	450	1	450										1		20001	1																								
01cs020	1	450	1	450										1		20001	1																								
01cs021	1	450	1	450										1		20001	1																								
01cs022	1	450	1	450										1		20001	1																								
01cs023	1	450	1	450										1		20001	1																								
01cs024	1	450	1	450										1		20001	1																								
01cs025	1	450	1	450										1		20001	1																								
01cs026	1	450	1	450										1		20001	1																								
01cs027	1	450	1	450										1		20001	1																								
01cs028	1	450	1	450										1		20001	1																								
01cs029	1	450	1	450										1		20001	1																								
01cs030	1	450	1	450										1		20001	1																								
01cs031	1	450	1	450										1		20001	1																								
01cs032	1	450	1	450										1		20001	1																								
01cs033	1	450	1	450										1	1018	20001	1																								
																																									
03cs001	1	450	1	450										1		20001	1																								
03cs002	1	450	1	450										1		20001	1																								
03cs003	1	450	1	450										1		20001	1																								
03cs004	1	450	1	450										1		20001	1																								
03cs005	1	450	1	450										1		20001	1																								
03cs006	1	450	1	450										1		20001	1																								
03cs007	1	450	1	450										1		20001	1																								
03cs008	1	450	1	450										1		20001	1																								
03cs009	1	450	1	450										1		20001	1																								
03cs010	1	450	1	450										1		20001	1																								
03cs011	1	450	1	450										1		20001	1																								
03cs012	1	450	1	450										1		20001	1																								
03cs013	1	450	1	450										1		20001	1																								
03cs014	1	450	1	450										1		20001	1																								
03cs015	1	450	1	450										1		20001	1																								
03cs016	1	450	1	450										1		20001	1																								
03cs017	1	450	1	450										1		20001	1																								
03cs018	1	450	1	450										1		20001	1																								
03cs019	1	450	1	450										1		20001	1																								
03cs020	1	450	1	450										1		20001	1																								
03cs021	1	450	1	450										1		20001	1																								
03cs022	1	450	1	450										1		20001	1																								
03cs023	1	450	1	450										1		20001	1																								
03cs024	1	450	1	450										1		20001	1																								
03cs025	1	450	1	450										1		20001	1																								
03cs026	1	450	1	450										1		20001	1																								
03cs027	1	450	1	450										1		20001	1																								
03cs028	1	450	1	450										1		20001	1																								
03cs029	1	450	1	450										1		20001	1																								
03cs030	1	450	1	450										1		20001	1																								
03cs031	1	450	1	450										1		20001	1																								
03cs032	1	450	1	450										1		20001	1																								
03cs033	1	450	1	450										1	1018	20001	1																								
																																									
																																									
01kld110	1	320	1	450										1		20001	1																								
01kld120	1	320	1	450										1		20001	1																								
01kld130	1	320	1	450										1		20001	1																								
01kld140	1	320	1	450										1		20001	1																								
01kld150	1	320	1	450										1		20001	1																								
01kld160	1	320	1	450										1		20001	1																								
01kld170	1	320	1	450										1		20001	1																								
01kld180	1	320	1	450										1		20001	1																								
01kld190	1	320	1	450										1		20001	1																								
01kld200	1	320	1	450										1		20001	1																								
01kld210	1	320	1	450										1		20001	1																								
01kld220	1	320	1	450										1		20001	1																								
01kld111	1	320	1	450										1		20001	1																								
01kld121	1	320	1	450										1		20001	1																								
01kld131	1	320	1	450										1		20001	1																								
01kld141	1	320	1	450										1		20001	1																								
01kld151	1	320	1	450										1		20001	1																								
01kld161	1	320	1	450										1		20001	1																								
01kld171	1	320	1	450										1		20001	1																								
01kld181	1	320	1	450										1		20001	1																								
01kld191	1	320	1	450										1		20001	1																								
01kld201	1	320	1	450										1		20001	1																								
01kld211	1	320	1	450										1		20001	1																								
01kld221	1	320	1	450										1		20001	1																								
01kld112	1	320	1	450										1		20001	1																								
01kld122	1	320	1	450										1		20001	1																								
01kld132	1	320	1	450										1		20001	1																								
01kld142	1	320	1	450										1		20001	1																								
01kld152	1	320	1	450										1		20001	1																								
01kld162	1	320	1	450										1		20001	1																								
01kld172	1	320	1	450										1		20001	1																								
01kld182	1	320	1	450										1		20001	1																								
01kld192	1	320	1	450										1		20001	1																								
01kld202	1	320	1	450										1		20001	1																								
01kld212	1	320	1	450										1		20001	1																								
01kld222	1	320	1	450										1		20001	1																								
01kld113	1	320	1	450										1	1012	20001	1	兄弟们上，我垫后！																							
01kld123	1	320	1	450										1		20001	1																								
01kld133	1	320	1	450										1		20001	1																								
01kld143	1	320	1	450										1		20001	1																								
01kld153	1	320	1	450										1		20001	1																								
01kld163	1	320	1	450										1		20001	1																								
01kld173	1	320	1	450										1		20001	1																								
01kld183	1	320	1	450										1		20001	1																								
01kld193	1	320	1	450										1		20001	1																								
01kld203	1	320	1	450										1		20001	1																								
01kld213	1	320	1	450										1		20001	1																								
01kld223	1	320	1	450										1		20001	1																								
01kld114	1	320	1	450										1		20001	1																								
01kld124	1	320	1	450										1		20001	1																								
01kld134	1	320	1	450										1		20001	1																								
01kld144	1	320	1	450										1		20001	1																								
01kld154	1	320	1	450										1		20001	1																								
01kld164	1	320	1	450										1		20001	1																								
01kld174	1	320	1	450										1		20001	1																								
01kld184	1	320	1	450										1		20001	1																								
01kld194	1	320	1	450										1		20001	1																								
01kld204	1	320	1	450										1		20001	1																								
01kld214	1	320	1	450										1		20001	1																								
01kld224	1	320	1	450										1		20001	1																								
01kld115	1	320	1	450										1		20001	1																								
01kld125	1	320	1	450										1		20001	1																								
01kld135	1	320	1	450										1		20001	1																								
01kld145	1	320	1	450										1		20001	1																								
01kld155	1	320	1	450										1		20001	1																								
01kld165	1	320	1	450										1		20001	1																								
01kld175	1	320	1	450										1		20001	1																								
01kld185	1	320	1	450										1		20001	1																								
01kld195	1	320	1	450										1		20001	1																								
01kld205	1	320	1	450										1		20001	1																								
01kld215	1	320	1	450										1		20001	1																								
01kld225	1	320	1	450										1		20001	1																								
																																									
01bgd110	1	500	1	1800										1	1011	20001	1	你敢踏入巫族的领地，就让你变成土																							
01bgd120	1	1000	1	1800										1		20001	1	么米么米轰																							
01bgd130	1	1000	1	1800										1		20001	1																								
01bgd140	1	1000	1	1800										1		20001	1																								
01bgd150	1	1000	1	1800										1		20001	1																								
01bgd160	1	1000	1	1800										1		20001	1																								
01bgd170	1	1000	1	1800										1		20001	1	看来我的道行还不够，五百年后我会复仇的																							
01bgd180	1	1000	1	1800										1		20001	1																								
01bgd190	1	1000	1	1800										1		20001	1																								
01bgd200	1	1000	1	1800										1		20001	1																								
01bgd121	1	1000	1	1800										1		20001	1																								
01bgd141	1	1000	1	1800										1		20001	1																								
01bgd161	1	1000	1	1800										1		20001	1																								
01bgd171	1	1000	1	1800										1		20001	1																								
01bgd181	1	1000	1	1800										1		20001	1																								
01bgd201	1	1000	1	1800										1		20001	1																								
01bgd202	1	1000	1	1800										1		20001	1																								
01bgd210	1	500	1	1800										1	1011	20001	1	你敢踏入巫族的领地，就让你变成土																							
01bgd220	1	1000	1	1800										1		20001	1	么米么米轰																							
01bgd230	1	1000	1	1800										1		20001	1																								
01bgd240	1	1000	1	1800										1		20001	1																								
01bgd250	1	1000	1	1800										1		20001	1																								
01bgd260	1	1000	1	1800										1		20001	1																								
01bgd270	1	1000	1	1800										1		20001	1	看来我的道行还不够，五百年后我会复仇的																							
01bgd280	1	1000	1	1800										1		20001	1																								
01bgd290	1	1000	1	1800										1		20001	1																								
01bgd300	1	1000	1	1800										1		20001	1																								
01bgd221	1	1000	1	1800										1		20001	1																								
01bgd241	1	1000	1	1800										1		20001	1																								
01bgd261	1	1000	1	1800										1		20001	1																								
01bgd271	1	1000	1	1800										1		20001	1																								
01bgd281	1	1000	1	1800										1		20001	1																								
01bgd301	1	1000	1	1800										1		20001	1																								
01bgd302	1	1000	1	1800										1		20001	1																								
01bgd310	1	500	1	1800										1	1011	20001	1	你敢踏入巫族的领地，就让你变成土																							
01bgd320	1	1000	1	1800										1		20001	1	么米么米轰																							
01bgd330	1	1000	1	1800										1		20001	1																								
01bgd340	1	1000	1	1800										1		20001	1																								
01bgd350	1	1000	1	1800										1		20001	1																								
01bgd360	1	1000	1	1800										1		20001	1																								
01bgd370	1	1000	1	1800										1		20001	1	看来我的道行还不够，五百年后我会复仇的																							
01bgd380	1	1000	1	1800										1		20001	1																								
01bgd390	1	1000	1	1800										1		20001	1																								
01bgd400	1	1000	1	1800										1		20001	1																								
01bgd321	1	1000	1	1800										1		20001	1																								
01bgd341	1	1000	1	1800										1		20001	1																								
01bgd361	1	1000	1	1800										1		20001	1																								
01bgd371	1	1000	1	1800										1		20001	1																								
01bgd381	1	1000	1	1800										1		20001	1																								
01bgd401	1	1000	1	1800										1		20001	1																								
01bgd402	1	1000	1	1800										1		20001	1																								
01bgd410	1	500	1	1800										1	1011	20001	1	你敢踏入巫族的领地，就让你变成土																							
01bgd420	1	1000	1	1800										1		20001	1	么米么米轰																							
01bgd430	1	1000	1	1800										1		20001	1																								
01bgd440	1	1000	1	1800										1		20001	1																								
01bgd450	1	1000	1	1800										1		20001	1																								
01bgd460	1	1000	1	1800										1		20001	1																								
01bgd470	1	1000	1	1800										1		20001	1	看来我的道行还不够，五百年后我会复仇的																							
01bgd480	1	1000	1	1800										1		20001	1																								
01bgd490	1	1000	1	1800										1		20001	1																								
01bgd500	1	1000	1	1800										1		20001	1																								
01bgd421	1	1000	1	1800										1		20001	1																								
01bgd441	1	1000	1	1800										1		20001	1																								
01bgd461	1	1000	1	1800										1		20001	1																								
01bgd471	1	1000	1	1800										1		20001	1																								
01bgd481	1	1000	1	1800										1		20001	1																								
01bgd501	1	1000	1	1800										1		20001	1																								
01bgd502	1	1000	1	1800										1		20001	1																								
01bgd510	1	500	1	1800										1	1011	20001	1	你敢踏入巫族的领地，就让你变成土																							
01bgd520	1	1000	1	1800										1		20001	1	么米么米轰																							
01bgd530	1	1000	1	1800										1		20001	1																								
01bgd540	1	1000	1	1800										1		20001	1																								
01bgd550	1	1000	1	1800										1		20001	1																								
01bgd560	1	1000	1	1800										1		20001	1																								
01bgd570	1	1000	1	1800										1		20001	1	看来我的道行还不够，五百年后我会复仇的																							
01bgd580	1	1000	1	1800										1		20001	1																								
01bgd590	1	1000	1	1800										1		20001	1																								
01bgd600	1	1000	1	1800										1		20001	1																								
01bgd521	1	1000	1	1800										1		20001	1																								
01bgd541	1	1000	1	1800										1		20001	1																								
01bgd561	1	1000	1	1800										1		20001	1																								
01bgd571	1	1000	1	1800										1		20001	1																								
01bgd581	1	1000	1	1800										1		20001	1																								
01bgd601	1	1000	1	1800										1		20001	1																								
01bgd602	1	1000	1	1800										1		20001	1																								
01bgd610	1	500	1	1800										1	1011	20001	1	你敢踏入巫族的领地，就让你变成土																							
01bgd620	1	1000	1	1800										1		20001	1	么米么米轰																							
01bgd630	1	1000	1	1800										1		20001	1																								
01bgd640	1	1000	1	1800										1		20001	1																								
01bgd650	1	1000	1	1800										1		20001	1																								
01bgd660	1	1000	1	1800										1		20001	1																								
01bgd670	1	1000	1	1800										1		20001	1	看来我的道行还不够，五百年后我会复仇的																							
01bgd680	1	1000	1	1800										1		20001	1																								
01bgd690	1	1000	1	1800										1		20001	1																								
01bgd700	1	1000	1	1800										1		20001	1																								
01bgd621	1	1000	1	1800										1		20001	1																								
01bgd641	1	1000	1	1800										1		20001	1																								
01bgd661	1	1000	1	1800										1		20001	1																								
01bgd671	1	1000	1	1800										1		20001	1																								
01bgd681	1	1000	1	1800										1		20001	1																								
01bgd701	1	1000	1	1800										1		20001	1																								
01bgd702	1	1000	1	1800										1		20001	1																								
01bgd710	1	500	1	1800										1	1011	20001	1	你敢踏入巫族的领地，就让你变成土																							
01bgd720	1	1000	1	1800										1		20001	1	么米么米轰																							
01bgd730	1	1000	1	1800										1		20001	1																								
01bgd740	1	1000	1	1800										1		20001	1																								
01bgd750	1	1000	1	1800										1		20001	1																								
01bgd760	1	1000	1	1800										1		20001	1																								
01bgd770	1	1000	1	1800										1		20001	1	看来我的道行还不够，五百年后我会复仇的																							
01bgd780	1	1000	1	1800										1		20001	1																								
01bgd790	1	1000	1	1800										1		20001	1																								
01bgd800	1	1000	1	1800										1		20001	1																								
01bgd721	1	1000	1	1800										1		20001	1																								
01bgd741	1	1000	1	1800										1		20001	1																								
01bgd761	1	1000	1	1800										1		20001	1																								
01bgd771	1	1000	1	1800										1		20001	1																								
01bgd781	1	1000	1	1800										1		20001	1																								
01bgd801	1	1000	1	1800										1		20001	1																								
01bgd802	1	1000	1	1800										1		20001	1																								
01bgd810	1	500	1	1800										1	1011	20001	1	你敢踏入巫族的领地，就让你变成土																							
01bgd820	1	1000	1	1800										1		20001	1	么米么米轰																							
01bgd830	1	1000	1	1800										1		20001	1																								
01bgd840	1	1000	1	1800										1		20001	1																								
01bgd850	1	1000	1	1800										1		20001	1																								
01bgd860	1	1000	1	1800										1		20001	1																								
01bgd870	1	1000	1	1800										1		20001	1	看来我的道行还不够，五百年后我会复仇的																							
01bgd880	1	1000	1	1800										1		20001	1																								
01bgd890	1	1000	1	1800										1		20001	1																								
01bgd900	1	1000	1	1800										1		20001	1																								
01bgd821	1	1000	1	1800										1		20001	1																								
01bgd841	1	1000	1	1800										1		20001	1																								
01bgd861	1	1000	1	1800										1		20001	1																								
01bgd871	1	1000	1	1800										1		20001	1																								
01bgd881	1	1000	1	1800										1		20001	1																								
01bgd901	1	1000	1	1800										1		20001	1																								
01bgd902	1	1000	1	1800										1		20001	1																								
01bgd910	1	500	1	1800										1	1011	20001	1	你敢踏入巫族的领地，就让你变成土																							
01bgd920	1	1000	1	1800										1		20001	1	么米么米轰																							
01bgd930	1	1000	1	1800										1		20001	1																								
01bgd940	1	1000	1	1800										1		20001	1																								
01bgd950	1	1000	1	1800										1		20001	1																								
01bgd960	1	1000	1	1800										1		20001	1																								
01bgd970	1	1000	1	1800										1		20001	1	看来我的道行还不够，五百年后我会复仇的																							
01bgd980	1	1000	1	1800										1		20001	1																								
01bgd990	1	1000	1	1800										1		20001	1																								
01bgd1000	1	1000	1	1800										1		20001	1																								
01bgd921	1	1000	1	1800										1		20001	1																								
01bgd941	1	1000	1	1800										1		20001	1																								
01bgd961	1	1000	1	1800										1		20001	1																								
01bgd971	1	1000	1	1800										1		20001	1																								
01bgd981	1	1000	1	1800										1		20001	1																								
01bgd1001	1	1000	1	1800										1		20001	1																								
01bgd1002	1	1000	1	1800										1		20001	1																								
01bgd1010	1	500	1	1800										1	1011	20001	1	你敢踏入巫族的领地，就让你变成土																							
01bgd1020	1	1000	1	1800										1		20001	1	么米么米轰																							
01bgd1030	1	1000	1	1800										1		20001	1																								
01bgd1040	1	1000	1	1800										1		20001	1																								
01bgd1050	1	1000	1	1800										1		20001	1																								
01bgd1060	1	1000	1	1800										1		20001	1																								
01bgd1070	1	1000	1	1800										1		20001	1	看来我的道行还不够，五百年后我会复仇的																							
01bgd1080	1	1000	1	1800										1		20001	1																								
01bgd1090	1	1000	1	1800										1		20001	1																								
01bgd1100	1	1000	1	1800										1		20001	1																								
01bgd1012	1	1000	1	1800										1		20001	1																								
01bgd1041	1	1000	1	1800										1		20001	1																								
01bgd1061	1	1000	1	1800										1		20001	1																								
01bgd1071	1	1000	1	1800										1		20001	1																								
01bgd1081	1	1000	1	1800										1		20001	1																								
01bgd1101	1	1000	1	1800										1		20001	1																								
01bgd1102	1	1000	1	1800										1		20001	1																								
01bgd1110	1	500	1	1800										1	1011	20001	1	你敢踏入巫族的领地，就让你变成土																							
01bgd1120	1	1000	1	1800										1		20001	1	么米么米轰																							
01bgd1130	1	1000	1	1800										1		20001	1																								
01bgd1140	1	1000	1	1800										1		20001	1																								
01bgd1150	1	1000	1	1800										1		20001	1																								
01bgd1160	1	1000	1	1800										1		20002	1																								
01bgd1170	1	1000	1	1800										1		20001	1	看来我的道行还不够，五百年后我会复仇的																							
01bgd1180	1	1000	1	1800										1		20001	1																								
01bgd1190	1	1000	1	1800										1		20001	1																								
01bgd1200	1	1000	1	1800										1		20001	1																								
01bgd1111	1	1000	1	1800										1		20001	1																								
01bgd1141	1	1000	1	1800										1		20001	1																								
01bgd1161	1	1000	1	1800										1		20001	1																								
01bgd1171	1	1000	1	1800										1		20001	1																								
01bgd1181	1	1000	1	1800										1		20001	1																								
01bgd1201	1	1000	1	1800										1		20001	1																								
01bgd1202	1	1000	1	1800										1		20001	1																								
01bgd1210	1	500	1	1800										1	1011	20001	1	你敢踏入巫族的领地，就让你变成土																							
01bgd1220	1	1000	1	1800										1		20001	1	么米么米轰																							
01bgd1230	1	1000	1	1800										1		20001	1																								
01bgd1240	1	1000	1	1800										1		20001	1																								
01bgd1250	1	1000	1	1800										1		20001	1																								
01bgd1260	1	1000	1	1800										1		20001	1																								
01bgd1270	1	1000	1	1800										1		20001	1	看来我的道行还不够，五百年后我会复仇的																							
01bgd1280	1	1000	1	1800										1		20001	1																								
01bgd1290	1	1000	1	1800										1		20001	1																								
01bgd1300	1	1000	1	1800										1		20001	1																								
01bgd1221	1	1000	1	1800										1		20001	1																								
01bgd1241	1	1000	1	1800										1		20001	1																								
01bgd1261	1	1000	1	1800										1		20001	1																								
01bgd1271	1	1000	1	1800										1		20001	1																								
01bgd1281	1	1000	1	1800										1		20001	1																								
01bgd1301	1	1000	1	1800										1		20001	1																								
01bgd1302	1	1000	1	1800										1		20001	1																								
01bgd1310	1	500	1	1800										1	1011	20001	1	你敢踏入巫族的领地，就让你变成土																							
01bgd1320	1	1000	1	1800										1		20001	1	么米么米轰																							
01bgd1330	1	1000	1	1800										1		20001	1																								
01bgd1340	1	1000	1	1800										1		20001	1																								
01bgd1350	1	1000	1	1800										1		20001	1																								
01bgd1360	1	1000	1	1800										1		20001	1																								
01bgd1370	1	1000	1	1800										1		20001	1	看来我的道行还不够，五百年后我会复仇的																							
01bgd1380	1	1000	1	1800										1		20001	1																								
01bgd1390	1	1000	1	1800										1		20001	1																								
01bgd1400	1	1000	1	1800										1		20001	1																								
01bgd1321	1	1000	1	1800										1		20001	1																								
01bgd1341	1	1000	1	1800										1		20001	1																								
01bgd1361	1	1000	1	1800										1		20001	1																								
01bgd1371	1	1000	1	1800										1		20001	1																								
01bgd1381	1	1000	1	1800										1		20001	1																								
01bgd1401	1	1000	1	1800										1		20001	1																								
01bgd1402	1	1000	1	1800										1		20001	1																								
																																									
																																									
01qld113	1	600	1	1800										1	1019	20001	1	青龙洞，洞青龙																							
01qld123	1	600	1	1800										1		20001	1	青龙洞，洞青龙																							
01qld133	1	600	1	1800										1		20001	1	青龙洞，洞青龙																							
01qld143	1	600	1	1800										1		20001	1	青龙洞，洞青龙																							
01qld153	1	600	1	1800										1		20001	1	青龙洞，洞青龙																							
01qld163	1	600	1	1800										1		20001	1	青龙洞，洞青龙																							
01qld173	1	600	1	1800										1		20001	1	青龙洞，洞青龙																							
01qld183	1	600	1	1800										1		20001	1	青龙洞，洞青龙																							
01qld193	1	600	1	1800										1		20001	1	青龙洞，洞青龙																							
01qld203	1	600	1	1800										1		20001	1	青龙洞，洞青龙																							
01qld213	1	600	1	1800										1		20001	1	青龙洞，洞青龙																							
01qld223	1	600	1	1800										1		20001	1	青龙洞，洞青龙																							
01qld233	1	600	1	1800										1		20001	1	青龙洞，洞青龙																							
																		青龙洞，洞青龙																							
01qld110	1	600	1	1800										1		20001	1																								
01qld120	1	600	1	1800										1		20001	1																								
01qld130	1	600	1	1800										1		20001	1																								
01qld140	1	600	1	1800										1		20001	1																								
01qld150	1	600	1	1800										1		20001	1																								
01qld160	1	600	1	1800										1		20001	1																								
01qld170	1	600	1	1800										1		20001	1																								
01qld180	1	600	1	1800										1		20001	1																								
01qld190	1	600	1	1800										1		20001	1																								
01qld200	1	600	1	1800										1		20001	1																								
01qld210	1	600	1	1800										1		20001	1																								
01qld220	1	600	1	1800										1		20001	1																								
01qld230	1	600	1	1800										1		20001	1																								
																																									
01qld111	1	600	1	1800										1		20001	1																								
01qld121	1	600	1	1800										1		20001	1																								
01qld131	1	600	1	1800										1		20001	1																								
01qld141	1	600	1	1800										1		20001	1																								
01qld151	1	600	1	1800										1		20001	1																								
01qld161	1	600	1	1800										1		20001	1																								
01qld171	1	600	1	1800										1		20001	1																								
01qld181	1	600	1	1800										1		20001	1																								
01qld191	1	600	1	1800										1		20001	1																								
01qld201	1	600	1	1800										1		20001	1																								
01qld211	1	600	1	1800										1		20001	1																								
01qld221	1	600	1	1800										1		20001	1																								
01qld231	1	600	1	1800										1		20001	1																								
																																									
01qld112	1	600	1	1800										1		20001	1																								
01qld122	1	600	1	1800										1		20001	1																								
01qld132	1	600	1	1800										1		20001	1																								
01qld142	1	600	1	1800										1		20001	1																								
01qld152	1	600	1	1800										1		20001	1																								
01qld162	1	600	1	1800										1		20001	1																								
01qld172	1	600	1	1800										1		20001	1																								
01qld182	1	600	1	1800										1		20001	1																								
01qld192	1	600	1	1800										1		20001	1																								
01qld202	1	600	1	1800										1		20001	1																								
01qld212	1	600	1	1800										1		20001	1																								
01qld222	1	600	1	1800										1		20001	1																								
01qld232	1	600	1	1800										1		20001	1																								
																																									
																																									
																																									
																																									
