buffId	name	level	iconId	effectId	timeType	categoryType	transNoClean	intervalTime	persistTime	dieLost	offlineLost	offlineTiming	beingType	groupId	replaceType	notReplaceDesc	hatredPercent	hatredAdd	hurtType	desc
1002	击飞	5	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	6	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	7	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	8	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	9	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	10	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	11	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	12	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	13	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	14	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	15	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	16	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	17	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	18	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	19	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1002	击飞	20	5	706	1	1	1		1000	1	1	0	0	1002	1		10000	1	8	目标受到击飞效果，在1秒内无法做出任何动作。
1003	流血	1	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	2	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	3	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	4	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	5	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	6	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	7	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	8	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	9	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	10	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	11	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	12	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	13	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	14	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	15	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	16	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	17	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	18	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	19	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1003	流血	20	3	704	1	1	1	1000	5000	1	1	0	0	1003	1		10000	1	13	目标受到流血效果，在5秒内持续受到60%的物攻伤害。
1004	点燃	1	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	2	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	3	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	4	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	5	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	6	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	7	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	8	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	9	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	10	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	11	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	12	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	13	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	14	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	15	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	16	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	17	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	18	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	19	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1004	点燃	20	4	705	1	1	1	1000	5000	1	1	0	0	1004	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1005	沉默	1	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	2	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	3	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	4	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	5	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	6	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	7	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	8	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	9	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	10	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	11	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	12	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	13	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	14	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	15	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	16	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	17	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	18	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	19	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1005	沉默	20	4	705	1	1	1		2500	1	1	0	0	1005	1		10000	1	12	目标受到沉默效果，在2.5秒内无法使用技能。
1006	定身	1	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	2	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	3	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	4	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	5	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	6	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	7	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	8	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	9	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	10	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	11	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	12	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	13	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	14	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	15	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	16	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	17	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	18	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	19	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1006	定身	20	4	705	1	1	1		2000	1	1	0	0	1006	1		10000	1	7	目标受到定身效果，在2秒内无法移动。
1007	坚韧	1	2	705	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	2	2	705	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	3	2	705	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	4	2	705	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	5	2	705	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	6	2	705	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	7	2	705	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	8	2	705	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	9	2	705	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	10	2	705	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	11	2	707	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	12	2	707	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	13	2	707	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	14	2	707	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	15	2	707	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	16	2	707	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	17	2	707	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	18	2	707	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	19	2	707	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1007	坚韧	20	2	707	1	0	1		3000	1	1	0	0	1007	1		10000	1	0	自身受到坚韧效果，在3秒内防御增加50%
1008	迅捷	1	2	1009	1	0	1		0	1	0	1	1	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	2	2	1009	1	0	1		0	1	0	1	1	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	3	2	1009	1	0	1		0	1	0	1	1	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	4	2	1009	1	0	1		0	1	0	1	1	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	5	2	1009	1	0	1		0	1	0	1	1	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	6	2	1009	1	0	1		0	1	0	1	1	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	7	2	1009	1	0	1		0	1	0	1	1	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	8	2	1009	1	0	1		0	1	0	1	1	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	9	2	1009	1	0	1		0	1	0	1	1	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	10	2	1009	1	0	1		0	1	0	1	1	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	11	2	703	1	0	1		0	1	1	0	0	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	12	2	703	1	0	1		0	1	1	0	0	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	13	2	703	1	0	1		0	1	1	0	0	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	14	2	703	1	0	1		0	1	1	0	0	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	15	2	703	1	0	1		0	1	1	0	0	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	16	2	703	1	0	1		0	1	1	0	0	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	17	2	703	1	0	1		0	1	1	0	0	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	18	2	703	1	0	1		0	1	1	0	0	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	19	2	703	1	0	1		0	1	1	0	0	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1008	迅捷	20	2	703	1	0	1		0	1	1	0	0	1008	1		10000	1	0	自身受到迅捷效果，在0秒内移动速度增加50%。
1009	加速	1	2	705	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	2	2	705	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	3	2	705	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	4	2	705	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	5	2	705	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	6	2	705	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	7	2	705	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	8	2	705	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	9	2	705	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	10	2	705	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	11	2	707	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	12	2	707	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	13	2	707	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	14	2	707	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	15	2	707	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	16	2	707	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	17	2	707	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	18	2	707	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	19	2	707	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
1009	加速	20	2	707	1	0	1		3000	1	1	0	0	1009	1		10000	1	0	自身受到加速效果，在3秒内普通攻击速度增加100%。
