ruleId	npcId	mapX	mapY	dir	minrefreshsecond	maxrefreshsecond	killPoint
3	03gcz014	4568	2003	2	1	1	40
3	03gcz014	4351	2168	2	1	1	40
3	03gcz015	4054	2178	2	180	180	40
3	03gcz016	3952	2001	2	180	180	40
3	03gcz017	3537	1430	2	180	180	100
3	03gcz018	2791	1829	2	180	180	100
3	03gcz019	4668	1007	2	180	180	40
3	03gcz020	2009	2160	2	180	180	40
3	03gcz029	1867	1626	2	180	180	40
							
4	04gcz001	768	350	2			500
4	04gcz002	1087	354	2			40
4	04gcz002	768	191	2			40
4	04gcz002	761	509	2			40
4	04gcz002	443	350	2			40
4	04gcz003	900	619	2	180	180	100
4	04gcz004	1123	997	2	180	180	100
4	04gcz005	1205	513	2			100
4	04gcz006	1709	630	2			40
4	04gcz006	1614	674	2			40
4	04gcz006	1510	727	2			40
4	04gcz006	1407	779	2			40
4	04gcz006	1299	842	2			40
4	04gcz006	1183	894	2			40
4	04gcz007	1964	704	2			40
4	04gcz007	1670	860	2			40
4	04gcz007	1325	1031	2			40
4	04gcz007	2211	817	2			40
4	04gcz007	1908	984	2			40
4	04gcz007	1602	1166	2			40
4	04gcz007	2523	981	2			40
4	04gcz007	2224	1133	2			40
4	04gcz007	1882	1309	2			40
4	04gcz008	3007	1531	2			200
4	04gcz009	2325	1520	2	180	180	100
4	04gcz009	3359	1029	2	180	180	100
4	04gcz010	3748	724	2	180	180	40
4	04gcz010	1299	1918	2	180	180	40
4	04gcz011	449	1190	2	180	180	40
4	04gcz012	457	1387	2	180	180	40
4	04gcz013	709	1083	2	1	1	40
4	04gcz013	903	1176	2	1	1	40
4	04gcz013	1063	1257	2	1	1	40
4	04gcz013	1047	1453	2	1	1	40
4	04gcz013	883	1546	2	1	1	40
4	04gcz013	702	1641	2	1	1	40
4	04gcz013	295	1327	2	1	1	40
4	04gcz014	2767	2248	2	1	1	40
4	04gcz014	3070	2214	2	1	1	40
4	04gcz014	3336	2129	2	1	1	40
4	04gcz014	3356	2285	2	1	1	40
4	04gcz014	4568	2003	2	1	1	40
4	04gcz014	4351	2168	2	1	1	40
4	04gcz015	4054	2178	2	180	180	40
4	04gcz016	3952	2001	2	180	180	40
4	04gcz017	3537	1430	2	180	180	100
4	04gcz018	2791	1829	2	180	180	100
4	04gcz019	4668	1007	2	180	180	40
4	04gcz020	2009	2160	2	180	180	40
4	04gcz029	1867	1626	2	180	180	40
							
5	05gcz001	768	350	2			500
5	05gcz002	1087	354	2			40
5	05gcz002	768	191	2			40
5	05gcz002	761	509	2			40
5	05gcz002	443	350	2			40
5	05gcz003	900	619	2	180	180	100
5	05gcz004	1123	997	2	180	180	100
5	05gcz005	1205	513	2			100
5	05gcz006	1709	630	2			40
5	05gcz006	1614	674	2			40
5	05gcz006	1510	727	2			40
5	05gcz006	1407	779	2			40
5	05gcz006	1299	842	2			40
5	05gcz006	1183	894	2			40
5	05gcz007	1964	704	2			40
5	05gcz007	1670	860	2			40
5	05gcz007	1325	1031	2			40
5	05gcz007	2211	817	2			40
5	05gcz007	1908	984	2			40
5	05gcz007	1602	1166	2			40
5	05gcz007	2523	981	2			40
5	05gcz007	2224	1133	2			40
5	05gcz007	1882	1309	2			40
5	05gcz008	3007	1531	2			200
5	05gcz009	2325	1520	2	180	180	100
5	05gcz009	3359	1029	2	180	180	100
5	05gcz010	3748	724	2	180	180	40
5	05gcz010	1299	1918	2	180	180	40
5	05gcz011	449	1190	2	180	180	40
5	05gcz012	457	1387	2	180	180	40
5	05gcz013	709	1083	2	1	1	40
5	05gcz013	903	1176	2	1	1	40
5	05gcz013	1063	1257	2	1	1	40
5	05gcz013	1047	1453	2	1	1	40
5	05gcz013	883	1546	2	1	1	40
5	05gcz013	702	1641	2	1	1	40
5	05gcz013	295	1327	2	1	1	40
5	05gcz014	2767	2248	2	1	1	40
5	05gcz014	3070	2214	2	1	1	40
5	05gcz014	3336	2129	2	1	1	40
5	05gcz014	3356	2285	2	1	1	40
5	05gcz014	4568	2003	2	1	1	40
5	05gcz014	4351	2168	2	1	1	40
5	05gcz015	4054	2178	2	180	180	40
5	05gcz016	3952	2001	2	180	180	40
5	05gcz017	3537	1430	2	180	180	100
5	05gcz018	2791	1829	2	180	180	100
5	05gcz019	4668	1007	2	180	180	40
5	05gcz020	2009	2160	2	180	180	40
5	05gcz029	1867	1626	2	180	180	40
							
6	06gcz001	768	350	2			500
6	06gcz002	1087	354	2			40
6	06gcz002	768	191	2			40
6	06gcz002	761	509	2			40
6	06gcz002	443	350	2			40
6	06gcz003	900	619	2	180	180	100
6	06gcz004	1123	997	2	180	180	100
6	06gcz005	1205	513	2			100
6	06gcz006	1709	630	2			40
6	06gcz006	1614	674	2			40
6	06gcz006	1510	727	2			40
6	06gcz006	1407	779	2			40
6	06gcz006	1299	842	2			40
6	06gcz006	1183	894	2			40
6	06gcz007	1964	704	2			40
6	06gcz007	1670	860	2			40
6	06gcz007	1325	1031	2			40
6	06gcz007	2211	817	2			40
6	06gcz007	1908	984	2			40
6	06gcz007	1602	1166	2			40
6	06gcz007	2523	981	2			40
6	06gcz007	2224	1133	2			40
6	06gcz007	1882	1309	2			40
6	06gcz008	3007	1531	2			200
6	06gcz009	2325	1520	2	180	180	100
6	06gcz009	3359	1029	2	180	180	100
6	06gcz010	3748	724	2	180	180	40
6	06gcz010	1299	1918	2	180	180	40
6	06gcz011	449	1190	2	180	180	40
6	06gcz012	457	1387	2	180	180	40
6	06gcz013	709	1083	2	1	1	40
6	06gcz013	903	1176	2	1	1	40
6	06gcz013	1063	1257	2	1	1	40
6	06gcz013	1047	1453	2	1	1	40
6	06gcz013	883	1546	2	1	1	40
6	06gcz013	702	1641	2	1	1	40
6	06gcz013	295	1327	2	1	1	40
6	06gcz014	2767	2248	2	1	1	40
6	06gcz014	3070	2214	2	1	1	40
6	06gcz014	3336	2129	2	1	1	40
6	06gcz014	3356	2285	2	1	1	40
6	06gcz014	4568	2003	2	1	1	40
6	06gcz014	4351	2168	2	1	1	40
6	06gcz015	4054	2178	2	180	180	40
6	06gcz016	3952	2001	2	180	180	40
6	06gcz017	3537	1430	2	180	180	100
6	06gcz018	2791	1829	2	180	180	100
6	06gcz019	4668	1007	2	180	180	40
6	06gcz020	2009	2160	2	180	180	40
6	06gcz029	1867	1626	2	180	180	40
							
7	07gcz001	768	350	2			500
7	07gcz002	1087	354	2			40
7	07gcz002	768	191	2			40
7	07gcz002	761	509	2			40
7	07gcz002	443	350	2			40
7	07gcz003	900	619	2	180	180	100
7	07gcz004	1123	997	2	180	180	100
7	07gcz005	1205	513	2			100
7	07gcz006	1709	630	2			40
7	07gcz006	1614	674	2			40
7	07gcz006	1510	727	2			40
7	07gcz006	1407	779	2			40
7	07gcz006	1299	842	2			40
7	07gcz006	1183	894	2			40
7	07gcz007	1964	704	2			40
7	07gcz007	1670	860	2			40
7	07gcz007	1325	1031	2			40
7	07gcz007	2211	817	2			40
7	07gcz007	1908	984	2			40
7	07gcz007	1602	1166	2			40
7	07gcz007	2523	981	2			40
7	07gcz007	2224	1133	2			40
7	07gcz007	1882	1309	2			40
7	07gcz008	3007	1531	2			200
7	07gcz009	2325	1520	2	180	180	100
7	07gcz009	3359	1029	2	180	180	100
7	07gcz010	3748	724	2	180	180	40
7	07gcz010	1299	1918	2	180	180	40
7	07gcz011	449	1190	2	180	180	40
7	07gcz012	457	1387	2	180	180	40
7	07gcz013	709	1083	2	1	1	40
7	07gcz013	903	1176	2	1	1	40
7	07gcz013	1063	1257	2	1	1	40
7	07gcz013	1047	1453	2	1	1	40
7	07gcz013	883	1546	2	1	1	40
7	07gcz013	702	1641	2	1	1	40
7	07gcz013	295	1327	2	1	1	40
7	07gcz014	2767	2248	2	1	1	40
7	07gcz014	3070	2214	2	1	1	40
7	07gcz014	3336	2129	2	1	1	40
7	07gcz014	3356	2285	2	1	1	40
7	07gcz014	4568	2003	2	1	1	40
7	07gcz014	4351	2168	2	1	1	40
7	07gcz015	4054	2178	2	180	180	40
7	07gcz016	3952	2001	2	180	180	40
7	07gcz017	3537	1430	2	180	180	100
7	07gcz018	2791	1829	2	180	180	100
7	07gcz019	4668	1007	2	180	180	40
7	07gcz020	2009	2160	2	180	180	40
7	07gcz029	1867	1626	2	180	180	40
							
8	08gcz001	768	350	2			500
8	08gcz002	1087	354	2			40
8	08gcz002	768	191	2			40
8	08gcz002	761	509	2			40
8	08gcz002	443	350	2			40
8	08gcz003	900	619	2	180	180	100
8	08gcz004	1123	997	2	180	180	100
8	08gcz005	1205	513	2			100
8	08gcz006	1709	630	2			40
8	08gcz006	1614	674	2			40
8	08gcz006	1510	727	2			40
8	08gcz006	1407	779	2			40
8	08gcz006	1299	842	2			40
8	08gcz006	1183	894	2			40
8	08gcz007	1964	704	2			40
8	08gcz007	1670	860	2			40
8	08gcz007	1325	1031	2			40
8	08gcz007	2211	817	2			40
8	08gcz007	1908	984	2			40
8	08gcz007	1602	1166	2			40
8	08gcz007	2523	981	2			40
8	08gcz007	2224	1133	2			40
8	08gcz007	1882	1309	2			40
8	08gcz008	3007	1531	2			200
8	08gcz009	2325	1520	2	180	180	100
8	08gcz009	3359	1029	2	180	180	100
8	08gcz010	3748	724	2	180	180	40
8	08gcz010	1299	1918	2	180	180	40
8	08gcz011	449	1190	2	180	180	40
8	08gcz012	457	1387	2	180	180	40
8	08gcz013	709	1083	2	1	1	40
8	08gcz013	903	1176	2	1	1	40
8	08gcz013	1063	1257	2	1	1	40
8	08gcz013	1047	1453	2	1	1	40
8	08gcz013	883	1546	2	1	1	40
8	08gcz013	702	1641	2	1	1	40
8	08gcz013	295	1327	2	1	1	40
8	08gcz014	2767	2248	2	1	1	40
8	08gcz014	3070	2214	2	1	1	40
8	08gcz014	3336	2129	2	1	1	40
8	08gcz014	3356	2285	2	1	1	40
8	08gcz014	4568	2003	2	1	1	40
8	08gcz014	4351	2168	2	1	1	40
8	08gcz015	4054	2178	2	180	180	40
8	08gcz016	3952	2001	2	180	180	40
8	08gcz017	3537	1430	2	180	180	100
8	08gcz018	2791	1829	2	180	180	100
8	08gcz019	4668	1007	2	180	180	40
8	08gcz020	2009	2160	2	180	180	40
8	08gcz029	1867	1626	2	180	180	40
							
9	09gcz001	768	350	2			500
9	09gcz002	1087	354	2			40
9	09gcz002	768	191	2			40
9	09gcz002	761	509	2			40
9	09gcz002	443	350	2			40
9	09gcz003	900	619	2	180	180	100
9	09gcz004	1123	997	2	180	180	100
9	09gcz005	1205	513	2			100
9	09gcz006	1709	630	2			40
9	09gcz006	1614	674	2			40
9	09gcz006	1510	727	2			40
9	09gcz006	1407	779	2			40
9	09gcz006	1299	842	2			40
9	09gcz006	1183	894	2			40
9	09gcz007	1964	704	2			40
9	09gcz007	1670	860	2			40
9	09gcz007	1325	1031	2			40
9	09gcz007	2211	817	2			40
9	09gcz007	1908	984	2			40
9	09gcz007	1602	1166	2			40
9	09gcz007	2523	981	2			40
9	09gcz007	2224	1133	2			40
9	09gcz007	1882	1309	2			40
9	09gcz008	3007	1531	2			200
9	09gcz009	2325	1520	2	180	180	100
9	09gcz009	3359	1029	2	180	180	100
9	09gcz010	3748	724	2	180	180	40
9	09gcz010	1299	1918	2	180	180	40
9	09gcz011	449	1190	2	180	180	40
9	09gcz012	457	1387	2	180	180	40
9	09gcz013	709	1083	2	1	1	40
9	09gcz013	903	1176	2	1	1	40
9	09gcz013	1063	1257	2	1	1	40
9	09gcz013	1047	1453	2	1	1	40
9	09gcz013	883	1546	2	1	1	40
9	09gcz013	702	1641	2	1	1	40
9	09gcz013	295	1327	2	1	1	40
9	09gcz014	2767	2248	2	1	1	40
9	09gcz014	3070	2214	2	1	1	40
9	09gcz014	3336	2129	2	1	1	40
9	09gcz014	3356	2285	2	1	1	40
9	09gcz014	4568	2003	2	1	1	40
9	09gcz014	4351	2168	2	1	1	40
9	09gcz015	4054	2178	2	180	180	40
9	09gcz016	3952	2001	2	180	180	40
9	09gcz017	3537	1430	2	180	180	100
9	09gcz018	2791	1829	2	180	180	100
9	09gcz019	4668	1007	2	180	180	40
9	09gcz020	2009	2160	2	180	180	40
9	09gcz029	1867	1626	2	180	180	40
							
10	10gcz001	768	350	2			500
10	10gcz002	1087	354	2			40
10	10gcz002	768	191	2			40
10	10gcz002	761	509	2			40
10	10gcz002	443	350	2			40
10	10gcz003	900	619	2	180	180	100
10	10gcz004	1123	997	2	180	180	100
10	10gcz005	1205	513	2			100
10	10gcz006	1709	630	2			40
10	10gcz006	1614	674	2			40
10	10gcz006	1510	727	2			40
10	10gcz006	1407	779	2			40
10	10gcz006	1299	842	2			40
10	10gcz006	1183	894	2			40
10	10gcz007	1964	704	2			40
10	10gcz007	1670	860	2			40
10	10gcz007	1325	1031	2			40
10	10gcz007	2211	817	2			40
10	10gcz007	1908	984	2			40
10	10gcz007	1602	1166	2			40
10	10gcz007	2523	981	2			40
10	10gcz007	2224	1133	2			40
10	10gcz007	1882	1309	2			40
10	10gcz008	3007	1531	2			200
10	10gcz009	2325	1520	2	180	180	100
10	10gcz009	3359	1029	2	180	180	100
10	10gcz010	3748	724	2	180	180	40
10	10gcz010	1299	1918	2	180	180	40
10	10gcz011	449	1190	2	180	180	40
10	10gcz012	457	1387	2	180	180	40
10	10gcz013	709	1083	2	1	1	40
10	10gcz013	903	1176	2	1	1	40
10	10gcz013	1063	1257	2	1	1	40
10	10gcz013	1047	1453	2	1	1	40
10	10gcz013	883	1546	2	1	1	40
10	10gcz013	702	1641	2	1	1	40
10	10gcz013	295	1327	2	1	1	40
10	10gcz014	2767	2248	2	1	1	40
10	10gcz014	3070	2214	2	1	1	40
10	10gcz014	3336	2129	2	1	1	40
10	10gcz014	3356	2285	2	1	1	40
10	10gcz014	4568	2003	2	1	1	40
10	10gcz014	4351	2168	2	1	1	40
10	10gcz015	4054	2178	2	180	180	40
10	10gcz016	3952	2001	2	180	180	40
10	10gcz017	3537	1430	2	180	180	100
10	10gcz018	2791	1829	2	180	180	100
10	10gcz019	4668	1007	2	180	180	40
10	10gcz020	2009	2160	2	180	180	40
10	10gcz029	1867	1626	2	180	180	40
							
11	11gcz001	768	350	2			500
11	11gcz002	1087	354	2			40
11	11gcz002	768	191	2			40
11	11gcz002	761	509	2			40
11	11gcz002	443	350	2			40
11	11gcz003	900	619	2	180	180	100
11	11gcz004	1123	997	2	180	180	100
11	11gcz005	1205	513	2			100
11	11gcz006	1709	630	2			40
11	11gcz006	1614	674	2			40
11	11gcz006	1510	727	2			40
11	11gcz006	1407	779	2			40
11	11gcz006	1299	842	2			40
11	11gcz006	1183	894	2			40
11	11gcz007	1964	704	2			40
11	11gcz007	1670	860	2			40
11	11gcz007	1325	1031	2			40
11	11gcz007	2211	817	2			40
11	11gcz007	1908	984	2			40
11	11gcz007	1602	1166	2			40
11	11gcz007	2523	981	2			40
11	11gcz007	2224	1133	2			40
11	11gcz007	1882	1309	2			40
11	11gcz008	3007	1531	2			200
11	11gcz009	2325	1520	2	180	180	100
11	11gcz009	3359	1029	2	180	180	100
11	11gcz010	3748	724	2	180	180	40
11	11gcz010	1299	1918	2	180	180	40
11	11gcz011	449	1190	2	180	180	40
11	11gcz012	457	1387	2	180	180	40
11	11gcz013	709	1083	2	1	1	40
11	11gcz013	903	1176	2	1	1	40
11	11gcz013	1063	1257	2	1	1	40
11	11gcz013	1047	1453	2	1	1	40
11	11gcz013	883	1546	2	1	1	40
11	11gcz013	702	1641	2	1	1	40
11	11gcz013	295	1327	2	1	1	40
11	11gcz014	2767	2248	2	1	1	40
11	11gcz014	3070	2214	2	1	1	40
11	11gcz014	3336	2129	2	1	1	40
11	11gcz014	3356	2285	2	1	1	40
11	11gcz014	4568	2003	2	1	1	40
11	11gcz014	4351	2168	2	1	1	40
11	11gcz015	4054	2178	2	180	180	40
11	11gcz016	3952	2001	2	180	180	40
11	11gcz017	3537	1430	2	180	180	100
11	11gcz018	2791	1829	2	180	180	100
11	11gcz019	4668	1007	2	180	180	40
11	11gcz020	2009	2160	2	180	180	40
11	11gcz029	1867	1626	2	180	180	40
							
12	12gcz001	768	350	2			500
12	12gcz002	1087	354	2			40
12	12gcz002	768	191	2			40
12	12gcz002	761	509	2			40
12	12gcz002	443	350	2			40
12	12gcz003	900	619	2	180	180	100
12	12gcz004	1123	997	2	180	180	100
12	12gcz005	1205	513	2			100
12	12gcz006	1709	630	2			40
12	12gcz006	1614	674	2			40
12	12gcz006	1510	727	2			40
12	12gcz006	1407	779	2			40
12	12gcz006	1299	842	2			40
12	12gcz006	1183	894	2			40
12	12gcz007	1964	704	2			40
12	12gcz007	1670	860	2			40
12	12gcz007	1325	1031	2			40
12	12gcz007	2211	817	2			40
12	12gcz007	1908	984	2			40
12	12gcz007	1602	1166	2			40
12	12gcz007	2523	981	2			40
12	12gcz007	2224	1133	2			40
12	12gcz007	1882	1309	2			40
12	12gcz008	3007	1531	2			200
12	12gcz009	2325	1520	2	180	180	100
12	12gcz009	3359	1029	2	180	180	100
12	12gcz010	3748	724	2	180	180	40
12	12gcz010	1299	1918	2	180	180	40
12	12gcz011	449	1190	2	180	180	40
12	12gcz012	457	1387	2	180	180	40
12	12gcz013	709	1083	2	1	1	40
12	12gcz013	903	1176	2	1	1	40
12	12gcz013	1063	1257	2	1	1	40
12	12gcz013	1047	1453	2	1	1	40
12	12gcz013	883	1546	2	1	1	40
12	12gcz013	702	1641	2	1	1	40
12	12gcz013	295	1327	2	1	1	40
12	12gcz014	2767	2248	2	1	1	40
12	12gcz014	3070	2214	2	1	1	40
12	12gcz014	3336	2129	2	1	1	40
12	12gcz014	3356	2285	2	1	1	40
12	12gcz014	4568	2003	2	1	1	40
12	12gcz014	4351	2168	2	1	1	40
12	12gcz015	4054	2178	2	180	180	40
12	12gcz016	3952	2001	2	180	180	40
12	12gcz017	3537	1430	2	180	180	100
12	12gcz018	2791	1829	2	180	180	100
12	12gcz019	4668	1007	2	180	180	40
12	12gcz020	2009	2160	2	180	180	40
12	12gcz029	1867	1626	2	180	180	40
							
13	13gcz001	768	350	2			500
13	13gcz002	1087	354	2			40
13	13gcz002	768	191	2			40
13	13gcz002	761	509	2			40
13	13gcz002	443	350	2			40
13	13gcz003	900	619	2	180	180	100
13	13gcz004	1123	997	2	180	180	100
13	13gcz005	1205	513	2			100
13	13gcz006	1709	630	2			40
13	13gcz006	1614	674	2			40
13	13gcz006	1510	727	2			40
13	13gcz006	1407	779	2			40
13	13gcz006	1299	842	2			40
13	13gcz006	1183	894	2			40
13	13gcz007	1964	704	2			40
13	13gcz007	1670	860	2			40
13	13gcz007	1325	1031	2			40
13	13gcz007	2211	817	2			40
13	13gcz007	1908	984	2			40
13	13gcz007	1602	1166	2			40
13	13gcz007	2523	981	2			40
13	13gcz007	2224	1133	2			40
13	13gcz007	1882	1309	2			40
13	13gcz008	3007	1531	2			200
13	13gcz009	2325	1520	2	180	180	100
13	13gcz009	3359	1029	2	180	180	100
13	13gcz010	3748	724	2	180	180	40
13	13gcz010	1299	1918	2	180	180	40
13	13gcz011	449	1190	2	180	180	40
13	13gcz012	457	1387	2	180	180	40
13	13gcz013	709	1083	2	1	1	40
13	13gcz013	903	1176	2	1	1	40
13	13gcz013	1063	1257	2	1	1	40
13	13gcz013	1047	1453	2	1	1	40
13	13gcz013	883	1546	2	1	1	40
13	13gcz013	702	1641	2	1	1	40
13	13gcz013	295	1327	2	1	1	40
13	13gcz014	2767	2248	2	1	1	40
13	13gcz014	3070	2214	2	1	1	40
13	13gcz014	3336	2129	2	1	1	40
13	13gcz014	3356	2285	2	1	1	40
13	13gcz014	4568	2003	2	1	1	40
13	13gcz014	4351	2168	2	1	1	40
13	13gcz015	4054	2178	2	180	180	40
13	13gcz016	3952	2001	2	180	180	40
13	13gcz017	3537	1430	2	180	180	100
13	13gcz018	2791	1829	2	180	180	100
13	13gcz019	4668	1007	2	180	180	40
13	13gcz020	2009	2160	2	180	180	40
13	13gcz029	1867	1626	2	180	180	40
							
14	14gcz001	768	350	2			500
14	14gcz002	1087	354	2			40
14	14gcz002	768	191	2			40
14	14gcz002	761	509	2			40
14	14gcz002	443	350	2			40
14	14gcz003	900	619	2	180	180	100
14	14gcz004	1123	997	2	180	180	100
14	14gcz005	1205	513	2			100
14	14gcz006	1709	630	2			40
14	14gcz006	1614	674	2			40
14	14gcz006	1510	727	2			40
14	14gcz006	1407	779	2			40
14	14gcz006	1299	842	2			40
14	14gcz006	1183	894	2			40
14	14gcz007	1964	704	2			40
14	14gcz007	1670	860	2			40
14	14gcz007	1325	1031	2			40
14	14gcz007	2211	817	2			40
14	14gcz007	1908	984	2			40
14	14gcz007	1602	1166	2			40
14	14gcz007	2523	981	2			40
14	14gcz007	2224	1133	2			40
14	14gcz007	1882	1309	2			40
14	14gcz008	3007	1531	2			200
14	14gcz009	2325	1520	2	180	180	100
14	14gcz009	3359	1029	2	180	180	100
14	14gcz010	3748	724	2	180	180	40
14	14gcz010	1299	1918	2	180	180	40
14	14gcz011	449	1190	2	180	180	40
14	14gcz012	457	1387	2	180	180	40
14	14gcz013	709	1083	2	1	1	40
14	14gcz013	903	1176	2	1	1	40
14	14gcz013	1063	1257	2	1	1	40
14	14gcz013	1047	1453	2	1	1	40
14	14gcz013	883	1546	2	1	1	40
14	14gcz013	702	1641	2	1	1	40
14	14gcz013	295	1327	2	1	1	40
14	14gcz014	2767	2248	2	1	1	40
14	14gcz014	3070	2214	2	1	1	40
14	14gcz014	3336	2129	2	1	1	40
14	14gcz014	3356	2285	2	1	1	40
14	14gcz014	4568	2003	2	1	1	40
14	14gcz014	4351	2168	2	1	1	40
14	14gcz015	4054	2178	2	180	180	40
14	14gcz016	3952	2001	2	180	180	40
14	14gcz017	3537	1430	2	180	180	100
14	14gcz018	2791	1829	2	180	180	100
14	14gcz019	4668	1007	2	180	180	40
14	14gcz020	2009	2160	2	180	180	40
14	14gcz029	1867	1626	2	180	180	40
							
15	15gcz001	768	350	2			500
15	15gcz002	1087	354	2			40
15	15gcz002	768	191	2			40
15	15gcz002	761	509	2			40
15	15gcz002	443	350	2			40
15	15gcz003	900	619	2	180	180	100
15	15gcz004	1123	997	2	180	180	100
