skillId	name	level	iconId	effectId	actionId	musicId	shockRate	learnType	buffUse	skillApplyType	skillEffectType	hp	mp	cd	minUseRange	maxUseRange	serverTargetType	clientTargetType	angerValue	triggerPassive	useGlobalCd	hitChange	critChange	attackType	prepareArg	hatredPercent	hatredAdd	affectSkills	desc
11101	气诀斩	7	0	109	2	170		1	0	0	0	0	100	2000	0	100	1	1		1	1	0	0	0		100	1		聚全身真气对目标造成121%攻击伤害，附加70点神圣伤害
11101	气诀斩	8	0	109	2	170		1	0	0	0	0	100	2000	0	100	1	1		1	1	0	0	0		100	1		聚全身真气对目标造成124%攻击伤害，附加80点神圣伤害
11101	气诀斩	9	0	109	2	170		1	0	0	0	0	100	2000	0	100	1	1		1	1	0	0	0		100	1		聚全身真气对目标造成127%攻击伤害，附加90点神圣伤害
11101	气诀斩	10	0	109	2	170		1	0	0	0	0	100	2000	0	100	1	1		1	1	0	0	0		100	1		聚全身真气对目标造成130%攻击伤害，附加100点神圣伤害
11102	碎地斩	1	1	103	2	157	50	1	0	0	0	0	300	6000	0	100	1	1		1	1	0	0	0		100	1		以盘古开天之力对目标周围3米范围造成91%攻击伤害，附加25点直接伤害。
11102	碎地斩	2	1	103	2	157	50	1	0	0	0	0	300	6000	0	100	1	1		1	1	0	0	0		100	1		以盘古开天之力对目标周围3米范围造成92%攻击伤害，附加50点直接伤害。
11102	碎地斩	3	1	103	2	157	50	1	0	0	0	0	300	6000	0	100	1	1		1	1	0	0	0		100	1		以盘古开天之力对目标周围3米范围造成93%攻击伤害，附加75点直接伤害。
11102	碎地斩	4	1	103	2	157	50	1	0	0	0	0	300	6000	0	100	1	1		1	1	0	0	0		100	1		以盘古开天之力对目标周围3米范围造成94%攻击伤害，附加100点直接伤害。
11102	碎地斩	5	1	103	2	157	50	1	0	0	0	0	300	6000	0	100	1	1		1	1	0	0	0		100	1		以盘古开天之力对目标周围3米范围造成95%攻击伤害，附加125点直接伤害。
11102	碎地斩	6	1	103	2	157	50	1	0	0	0	0	300	6000	0	100	1	1		1	1	0	0	0		100	1		以盘古开天之力对目标周围3米范围造成96%攻击伤害，附加150点直接伤害。
11102	碎地斩	7	1	103	2	157	50	1	0	0	0	0	300	6000	0	100	1	1		1	1	0	0	0		100	1		以盘古开天之力对目标周围3米范围造成97%攻击伤害，附加175点直接伤害。
11102	碎地斩	8	1	103	2	157	50	1	0	0	0	0	300	6000	0	100	1	1		1	1	0	0	0		100	1		以盘古开天之力对目标周围3米范围造成98%攻击伤害，附加200点直接伤害。
11102	碎地斩	9	1	103	2	157	50	1	0	0	0	0	300	6000	0	100	1	1		1	1	0	0	0		100	1		以盘古开天之力对目标周围3米范围造成99%攻击伤害，附加225点直接伤害。
11102	碎地斩	10	1	103	2	157	50	1	0	0	0	0	300	6000	0	100	1	1		1	1	0	0	0		100	1		以盘古开天之力对目标周围3米范围造成100%攻击伤害，附加250点直接伤害。
11103	冲锋	1	2	105	4	158	100	1	0	0	0	0	400	8000	0	400	1	1		1	1	0	0	2	400	100	1		快速的冲向对方，对目标造成155%攻击伤害，附加110点直接伤害，并有55%几率让目标减速4秒
11103	冲锋	2	2	105	4	158	100	1	0	0	0	0	400	8000	0	400	1	1		1	1	0	0	2	400	100	1		快速的冲向对方，对目标造成160%攻击伤害，附加120点直接伤害，并有60%几率让目标减速4秒
11103	冲锋	3	2	105	4	158	100	1	0	0	0	0	400	8000	0	400	1	1		1	1	0	0	2	400	100	1		快速的冲向对方，对目标造成165%攻击伤害，附加130点直接伤害，并有65%几率让目标减速4秒
11103	冲锋	4	2	105	4	158	100	1	0	0	0	0	400	8000	0	400	1	1		1	1	0	0	2	400	100	1		快速的冲向对方，对目标造成170%攻击伤害，附加140点直接伤害，并有70%几率让目标减速4秒
11103	冲锋	5	2	105	4	158	100	1	0	0	0	0	400	8000	0	400	1	1		1	1	0	0	2	400	100	1		快速的冲向对方，对目标造成175%攻击伤害，附加150点直接伤害，并有75%几率让目标减速4秒
11103	冲锋	6	2	105	4	158	100	1	0	0	0	0	400	8000	0	400	1	1		1	1	0	0	2	400	100	1		快速的冲向对方，对目标造成180%攻击伤害，附加160点直接伤害，并有80%几率让目标减速4秒
11103	冲锋	7	2	105	4	158	100	1	0	0	0	0	400	8000	0	400	1	1		1	1	0	0	2	400	100	1		快速的冲向对方，对目标造成185%攻击伤害，附加170点直接伤害，并有85%几率让目标减速4秒
11103	冲锋	8	2	105	4	158	100	1	0	0	0	0	400	8000	0	400	1	1		1	1	0	0	2	400	100	1		快速的冲向对方，对目标造成190%攻击伤害，附加180点直接伤害，并有90%几率让目标减速4秒
11103	冲锋	9	2	105	4	158	100	1	0	0	0	0	400	8000	0	400	1	1		1	1	0	0	2	400	100	1		快速的冲向对方，对目标造成195%攻击伤害，附加190点直接伤害，并有95%几率让目标减速4秒
11103	冲锋	10	2	105	4	158	100	1	0	0	0	0	400	8000	0	400	1	1		1	1	0	0	2	400	100	1		快速的冲向对方，对目标造成200%攻击伤害，附加200点直接伤害，并有100%几率让目标减速4秒
11104	鬼斩破	1	3	102	2	159	100	1	0	0	0	0	750	15000	0	100	1	1		1	1	0	0	0		100	1		借助上古鬼神契约的能量，对目标造成210%攻击伤害，附加550点直接伤害，并让目标持续流血6秒，每秒承受50点神圣伤害
11104	鬼斩破	2	3	102	2	159	100	1	0	0	0	0	750	15000	0	100	1	1		1	1	0	0	0		100	1		借助上古鬼神契约的能量，对目标造成220%攻击伤害，附加600点直接伤害，并让目标持续流血6秒，每秒承受100点神圣伤害
11104	鬼斩破	3	3	102	2	159	100	1	0	0	0	0	750	15000	0	100	1	1		1	1	0	0	0		100	1		借助上古鬼神契约的能量，对目标造成230%攻击伤害，附加650点直接伤害，并让目标持续流血6秒，每秒承受150点神圣伤害
11104	鬼斩破	4	3	102	2	159	100	1	0	0	0	0	750	15000	0	100	1	1		1	1	0	0	0		100	1		借助上古鬼神契约的能量，对目标造成240%攻击伤害，附加700点直接伤害，并让目标持续流血6秒，每秒承受200点神圣伤害
11104	鬼斩破	5	3	102	2	159	100	1	0	0	0	0	750	15000	0	100	1	1		1	1	0	0	0		100	1		借助上古鬼神契约的能量，对目标造成250%攻击伤害，附加750点直接伤害，并让目标持续流血6秒，每秒承受250点神圣伤害
11104	鬼斩破	6	3	102	2	159	100	1	0	0	0	0	750	15000	0	100	1	1		1	1	0	0	0		100	1		借助上古鬼神契约的能量，对目标造成260%攻击伤害，附加800点直接伤害，并让目标持续流血6秒，每秒承受300点神圣伤害
11104	鬼斩破	7	3	102	2	159	100	1	0	0	0	0	750	15000	0	100	1	1		1	1	0	0	0		100	1		借助上古鬼神契约的能量，对目标造成270%攻击伤害，附加850点直接伤害，并让目标持续流血6秒，每秒承受350点神圣伤害
11104	鬼斩破	8	3	102	2	159	100	1	0	0	0	0	750	15000	0	100	1	1		1	1	0	0	0		100	1		借助上古鬼神契约的能量，对目标造成280%攻击伤害，附加900点直接伤害，并让目标持续流血6秒，每秒承受400点神圣伤害
11104	鬼斩破	9	3	102	2	159	100	1	0	0	0	0	750	15000	0	100	1	1		1	1	0	0	0		100	1		借助上古鬼神契约的能量，对目标造成290%攻击伤害，附加950点直接伤害，并让目标持续流血6秒，每秒承受450点神圣伤害
11104	鬼斩破	10	3	102	2	159	100	1	0	0	0	0	750	15000	0	100	1	1		1	1	0	0	0		100	1		借助上古鬼神契约的能量，对目标造成300%攻击伤害，附加1000点直接伤害，并让目标持续流血6秒，每秒承受500点神圣伤害
11000	龙神附体	1	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限35
11000	龙神附体	2	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限70
11000	龙神附体	3	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限105
11000	龙神附体	4	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限140
11000	龙神附体	5	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限175
11000	龙神附体	6	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限221
11000	龙神附体	7	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限267
11000	龙神附体	8	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限313
11000	龙神附体	9	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限359
11000	龙神附体	10	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限405
11000	龙神附体	11	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限463
11000	龙神附体	12	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限521
11000	龙神附体	13	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限579
11000	龙神附体	14	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限637
11000	龙神附体	15	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限695
11000	龙神附体	16	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限764
11000	龙神附体	17	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限833
11000	龙神附体	18	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限902
11000	龙神附体	19	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限971
11000	龙神附体	20	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限1040
11000	龙神附体	21	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限1121
11000	龙神附体	22	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限1202
11000	龙神附体	23	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限1283
11000	龙神附体	24	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限1364
11000	龙神附体	25	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限1445
11000	龙神附体	26	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限1537
11000	龙神附体	27	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限1629
11000	龙神附体	28	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限1721
11000	龙神附体	29	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限1813
11000	龙神附体	30	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限1905
11000	龙神附体	31	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限2009
11000	龙神附体	32	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限2113
11000	龙神附体	33	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限2217
11000	龙神附体	34	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限2321
11000	龙神附体	35	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限2425
11000	龙神附体	36	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限2540
11000	龙神附体	37	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限2655
11000	龙神附体	38	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限2770
11000	龙神附体	39	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限2885
11000	龙神附体	40	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限3000
11000	龙神附体	41	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限3127
11000	龙神附体	42	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限3254
11000	龙神附体	43	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限3381
11000	龙神附体	44	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限3508
11000	龙神附体	45	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限3635
11000	龙神附体	46	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限3773
11000	龙神附体	47	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限3911
11000	龙神附体	48	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限4049
11000	龙神附体	49	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限4187
11000	龙神附体	50	4		2			1	0	1	0	0	0	0	0	0				0	0								永久提升自身生命值上限4325
11001	真龙吟	1	5		2			1	0	1	0									0									永久提升自身防御力2
11001	真龙吟	2	5		2			1	0	1	0									0									永久提升自身防御力4
11001	真龙吟	3	5		2			1	0	1	0									0									永久提升自身防御力6
11001	真龙吟	4	5		2			1	0	1	0									0									永久提升自身防御力8
11001	真龙吟	5	5		2			1	0	1	0									0									永久提升自身防御力10
11001	真龙吟	6	5		2			1	0	1	0									0									永久提升自身防御力12
11001	真龙吟	7	5		2			1	0	1	0									0									永久提升自身防御力14
11001	真龙吟	8	5		2			1	0	1	0									0									永久提升自身防御力16
11001	真龙吟	9	5		2			1	0	1	0									0									永久提升自身防御力18
11001	真龙吟	10	5		2			1	0	1	0									0									永久提升自身防御力20
11001	真龙吟	11	5		2			1	0	1	0									0									永久提升自身防御力23
11001	真龙吟	12	5		2			1	0	1	0									0									永久提升自身防御力26
11001	真龙吟	13	5		2			1	0	1	0									0									永久提升自身防御力29
11001	真龙吟	14	5		2			1	0	1	0									0									永久提升自身防御力32
11001	真龙吟	15	5		2			1	0	1	0									0									永久提升自身防御力35
11001	真龙吟	16	5		2			1	0	1	0									0									永久提升自身防御力38
11001	真龙吟	17	5		2			1	0	1	0									0									永久提升自身防御力41
11001	真龙吟	18	5		2			1	0	1	0									0									永久提升自身防御力44
11001	真龙吟	19	5		2			1	0	1	0									0									永久提升自身防御力47
11001	真龙吟	20	5		2			1	0	1	0									0									永久提升自身防御力50
11001	真龙吟	21	5		2			1	0	1	0									0									永久提升自身防御力54
11001	真龙吟	22	5		2			1	0	1	0									0									永久提升自身防御力58
11001	真龙吟	23	5		2			1	0	1	0									0									永久提升自身防御力62
11001	真龙吟	24	5		2			1	0	1	0									0									永久提升自身防御力66
11001	真龙吟	25	5		2			1	0	1	0									0									永久提升自身防御力70
11001	真龙吟	26	5		2			1	0	1	0									0									永久提升自身防御力74
11001	真龙吟	27	5		2			1	0	1	0									0									永久提升自身防御力78
11001	真龙吟	28	5		2			1	0	1	0									0									永久提升自身防御力82
11001	真龙吟	29	5		2			1	0	1	0									0									永久提升自身防御力86
11001	真龙吟	30	5		2			1	0	1	0									0									永久提升自身防御力90
11001	真龙吟	31	5		2			1	0	1	0									0									永久提升自身防御力95
11001	真龙吟	32	5		2			1	0	1	0									0									永久提升自身防御力100
11001	真龙吟	33	5		2			1	0	1	0									0									永久提升自身防御力105
11001	真龙吟	34	5		2			1	0	1	0									0									永久提升自身防御力110
11001	真龙吟	35	5		2			1	0	1	0									0									永久提升自身防御力115
11001	真龙吟	36	5		2			1	0	1	0									0									永久提升自身防御力120
11001	真龙吟	37	5		2			1	0	1	0									0									永久提升自身防御力125
11001	真龙吟	38	5		2			1	0	1	0									0									永久提升自身防御力130
11001	真龙吟	39	5		2			1	0	1	0									0									永久提升自身防御力135
11001	真龙吟	40	5		2			1	0	1	0									0									永久提升自身防御力140
11001	真龙吟	41	5		2			1	0	1	0									0									永久提升自身防御力146
11001	真龙吟	42	5		2			1	0	1	0									0									永久提升自身防御力152
11001	真龙吟	43	5		2			1	0	1	0									0									永久提升自身防御力158
11001	真龙吟	44	5		2			1	0	1	0									0									永久提升自身防御力164
11001	真龙吟	45	5		2			1	0	1	0									0									永久提升自身防御力170
11001	真龙吟	46	5		2			1	0	1	0									0									永久提升自身防御力176
11001	真龙吟	47	5		2			1	0	1	0									0									永久提升自身防御力182
11001	真龙吟	48	5		2			1	0	1	0									0									永久提升自身防御力188
11001	真龙吟	49	5		2			1	0	1	0									0									永久提升自身防御力194
11001	真龙吟	50	5		2			1	0	1	0									0									永久提升自身防御力200
11002	龙神不败	1	6		2			1	0	1	0									0									永久提升自身攻击力4
11002	龙神不败	2	6		2			1	0	1	0									0									永久提升自身攻击力8
11002	龙神不败	3	6		2			1	0	1	0									0									永久提升自身攻击力12
11002	龙神不败	4	6		2			1	0	1	0									0									永久提升自身攻击力16
11002	龙神不败	5	6		2			1	0	1	0									0									永久提升自身攻击力20
11002	龙神不败	6	6		2			1	0	1	0									0									永久提升自身攻击力25
11002	龙神不败	7	6		2			1	0	1	0									0									永久提升自身攻击力30
11002	龙神不败	8	6		2			1	0	1	0									0									永久提升自身攻击力35
11002	龙神不败	9	6		2			1	0	1	0									0									永久提升自身攻击力40
11002	龙神不败	10	6		2			1	0	1	0									0									永久提升自身攻击力45
11002	龙神不败	11	6		2			1	0	1	0									0									永久提升自身攻击力51
11002	龙神不败	12	6		2			1	0	1	0									0									永久提升自身攻击力57
11002	龙神不败	13	6		2			1	0	1	0									0									永久提升自身攻击力63
11002	龙神不败	14	6		2			1	0	1	0									0									永久提升自身攻击力69
11002	龙神不败	15	6		2			1	0	1	0									0									永久提升自身攻击力75
11002	龙神不败	16	6		2			1	0	1	0									0									永久提升自身攻击力83
11002	龙神不败	17	6		2			1	0	1	0									0									永久提升自身攻击力91
11002	龙神不败	18	6		2			1	0	1	0									0									永久提升自身攻击力99
11002	龙神不败	19	6		2			1	0	1	0									0									永久提升自身攻击力107
11002	龙神不败	20	6		2			1	0	1	0									0									永久提升自身攻击力115
11002	龙神不败	21	6		2			1	0	1	0									0									永久提升自身攻击力124
11002	龙神不败	22	6		2			1	0	1	0									0									永久提升自身攻击力133
11002	龙神不败	23	6		2			1	0	1	0									0									永久提升自身攻击力142
11002	龙神不败	24	6		2			1	0	1	0									0									永久提升自身攻击力151
11002	龙神不败	25	6		2			1	0	1	0									0									永久提升自身攻击力160
11002	龙神不败	26	6		2			1	0	1	0									0									永久提升自身攻击力170
11002	龙神不败	27	6		2			1	0	1	0									0									永久提升自身攻击力180
11002	龙神不败	28	6		2			1	0	1	0									0									永久提升自身攻击力190
11002	龙神不败	29	6		2			1	0	1	0									0									永久提升自身攻击力200
11002	龙神不败	30	6		2			1	0	1	0									0									永久提升自身攻击力210
11002	龙神不败	31	6		2			1	0	1	0									0									永久提升自身攻击力222
11002	龙神不败	32	6		2			1	0	1	0									0									永久提升自身攻击力234
11002	龙神不败	33	6		2			1	0	1	0									0									永久提升自身攻击力246
11002	龙神不败	34	6		2			1	0	1	0									0									永久提升自身攻击力258
11002	龙神不败	35	6		2			1	0	1	0									0									永久提升自身攻击力270
11002	龙神不败	36	6		2			1	0	1	0									0									永久提升自身攻击力283
11002	龙神不败	37	6		2			1	0	1	0									0									永久提升自身攻击力296
11002	龙神不败	38	6		2			1	0	1	0									0									永久提升自身攻击力309
11002	龙神不败	39	6		2			1	0	1	0									0									永久提升自身攻击力322
11002	龙神不败	40	6		2			1	0	1	0									0									永久提升自身攻击力335
11002	龙神不败	41	6		2			1	0	1	0									0									永久提升自身攻击力349
11002	龙神不败	42	6		2			1	0	1	0									0									永久提升自身攻击力363
11002	龙神不败	43	6		2			1	0	1	0									0									永久提升自身攻击力377
11002	龙神不败	44	6		2			1	0	1	0									0									永久提升自身攻击力391
11002	龙神不败	45	6		2			1	0	1	0									0									永久提升自身攻击力405
11002	龙神不败	46	6		2			1	0	1	0									0									永久提升自身攻击力420
11002	龙神不败	47	6		2			1	0	1	0									0									永久提升自身攻击力435
11002	龙神不败	48	6		2			1	0	1	0									0									永久提升自身攻击力450
11002	龙神不败	49	6		2			1	0	1	0									0									永久提升自身攻击力465
11002	龙神不败	50	6		2			1	0	1	0									0									永久提升自身攻击力480
11003	龙神在天	1	7		2			1	0	1	0									0									永久提升自身伤害增幅0.2%，永久对承受到的伤害减免0.2%
11003	龙神在天	2	7		2			1	0	1	0									0									永久提升自身伤害增幅0.4%，永久对承受到的伤害减免0.4%
11003	龙神在天	3	7		2			1	0	1	0									0									永久提升自身伤害增幅0.6%，永久对承受到的伤害减免0.6%
11003	龙神在天	4	7		2			1	0	1	0									0									永久提升自身伤害增幅0.8%，永久对承受到的伤害减免0.8%
11003	龙神在天	5	7		2			1	0	1	0									0									永久提升自身伤害增幅1%，永久对承受到的伤害减免1%
11003	龙神在天	6	7		2			1	0	1	0									0									永久提升自身伤害增幅1.2%，永久对承受到的伤害减免1.2%
11003	龙神在天	7	7		2			1	0	1	0									0									永久提升自身伤害增幅1.4%，永久对承受到的伤害减免1.4%
11003	龙神在天	8	7		2			1	0	1	0									0									永久提升自身伤害增幅1.6%，永久对承受到的伤害减免1.6%
11003	龙神在天	9	7		2			1	0	1	0									0									永久提升自身伤害增幅1.8%，永久对承受到的伤害减免1.8%
11003	龙神在天	10	7		2			1	0	1	0									0									永久提升自身伤害增幅2%，永久对承受到的伤害减免2%
11003	龙神在天	11	7		2			1	0	1	0									0									永久提升自身伤害增幅2.2%，永久对承受到的伤害减免2.2%
11003	龙神在天	12	7		2			1	0	1	0									0									永久提升自身伤害增幅2.4%，永久对承受到的伤害减免2.4%
11003	龙神在天	13	7		2			1	0	1	0									0									永久提升自身伤害增幅2.6%，永久对承受到的伤害减免2.6%
11003	龙神在天	14	7		2			1	0	1	0									0									永久提升自身伤害增幅2.8%，永久对承受到的伤害减免2.8%
11003	龙神在天	15	7		2			1	0	1	0									0									永久提升自身伤害增幅3%，永久对承受到的伤害减免3%
11003	龙神在天	16	7		2			1	0	1	0									0									永久提升自身伤害增幅3.2%，永久对承受到的伤害减免3.2%
11003	龙神在天	17	7		2			1	0	1	0									0									永久提升自身伤害增幅3.4%，永久对承受到的伤害减免3.4%
11003	龙神在天	18	7		2			1	0	1	0									0									永久提升自身伤害增幅3.6%，永久对承受到的伤害减免3.6%
11003	龙神在天	19	7		2			1	0	1	0									0									永久提升自身伤害增幅3.8%，永久对承受到的伤害减免3.8%
11003	龙神在天	20	7		2			1	0	1	0									0									永久提升自身伤害增幅4%，永久对承受到的伤害减免4%
11003	龙神在天	21	7		2			1	0	1	0									0									永久提升自身伤害增幅4.2%，永久对承受到的伤害减免4.2%
11003	龙神在天	22	7		2			1	0	1	0									0									永久提升自身伤害增幅4.4%，永久对承受到的伤害减免4.4%
11003	龙神在天	23	7		2			1	0	1	0									0									永久提升自身伤害增幅4.6%，永久对承受到的伤害减免4.6%
11003	龙神在天	24	7		2			1	0	1	0									0									永久提升自身伤害增幅4.8%，永久对承受到的伤害减免4.8%
11003	龙神在天	25	7		2			1	0	1	0									0									永久提升自身伤害增幅5%，永久对承受到的伤害减免5%
11003	龙神在天	26	7		2			1	0	1	0									0									永久提升自身伤害增幅5.2%，永久对承受到的伤害减免5.2%
11003	龙神在天	27	7		2			1	0	1	0									0									永久提升自身伤害增幅5.4%，永久对承受到的伤害减免5.4%
11003	龙神在天	28	7		2			1	0	1	0									0									永久提升自身伤害增幅5.6%，永久对承受到的伤害减免5.6%
11003	龙神在天	29	7		2			1	0	1	0									0									永久提升自身伤害增幅5.8%，永久对承受到的伤害减免5.8%
11003	龙神在天	30	7		2			1	0	1	0									0									永久提升自身伤害增幅6%，永久对承受到的伤害减免6%
11003	龙神在天	31	7		2			1	0	1	0									0									永久提升自身伤害增幅6.2%，永久对承受到的伤害减免6.2%
11003	龙神在天	32	7		2			1	0	1	0									0									永久提升自身伤害增幅6.4%，永久对承受到的伤害减免6.4%
11003	龙神在天	33	7		2			1	0	1	0									0									永久提升自身伤害增幅6.6%，永久对承受到的伤害减免6.6%
11003	龙神在天	34	7		2			1	0	1	0									0									永久提升自身伤害增幅6.8%，永久对承受到的伤害减免6.8%
11003	龙神在天	35	7		2			1	0	1	0									0									永久提升自身伤害增幅7%，永久对承受到的伤害减免7%
11003	龙神在天	36	7		2			1	0	1	0									0									永久提升自身伤害增幅7.2%，永久对承受到的伤害减免7.2%
11003	龙神在天	37	7		2			1	0	1	0									0									永久提升自身伤害增幅7.4%，永久对承受到的伤害减免7.4%
11003	龙神在天	38	7		2			1	0	1	0									0									永久提升自身伤害增幅7.6%，永久对承受到的伤害减免7.6%
11003	龙神在天	39	7		2			1	0	1	0									0									永久提升自身伤害增幅7.8%，永久对承受到的伤害减免7.8%
11003	龙神在天	40	7		2			1	0	1	0									0									永久提升自身伤害增幅8%，永久对承受到的伤害减免8%
11003	龙神在天	41	7		2			1	0	1	0									0									永久提升自身伤害增幅8.2%，永久对承受到的伤害减免8.2%
11003	龙神在天	42	7		2			1	0	1	0									0									永久提升自身伤害增幅8.4%，永久对承受到的伤害减免8.4%
11003	龙神在天	43	7		2			1	0	1	0									0									永久提升自身伤害增幅8.6%，永久对承受到的伤害减免8.6%
11003	龙神在天	44	7		2			1	0	1	0									0									永久提升自身伤害增幅8.8%，永久对承受到的伤害减免8.8%
11003	龙神在天	45	7		2			1	0	1	0									0									永久提升自身伤害增幅9%，永久对承受到的伤害减免9%
