ruleId	id	goodsId	goodsNum	bindType	weight	moneyType	money
5	147	10101	2	1	3	3	10
5	148	10102	2	1	3	3	10
5	149	10103	2	1	3	3	10
5	150	10104	2	1	3	3	10
5	151	10105	2	1	3	3	10
5	152	71053	1	1	3	3	10
5	153	71054	1	1	3	3	10
5	154	71055	1	1	3	3	10
5	155	71056	1	1	3	3	10
5	156	71057	1	1	3	3	10
5	157	2001	1	1	1	3	30
5	158	88889	2	1	3	3	40
5	159	72001	2	1	3	3	8
5	160	71005	2	1	3	3	4
5	161	70031	2	1	3	3	8
5	162	70041	2	1	3	3	8
5	163	20003	2	1	3	3	5
6	164	72001	2	1	3	5	8000
6	165	71005	2	1	3	5	4000
6	166	77777	2	1	3	5	1000
6	167	77779	2	1	3	5	1000
6	168	71042	2	1	3	5	1000
6	169	70002	10	1	3	5	1000
6	170	71034	2	1	3	5	5000
6	171	71033	2	1	3	5	1000
6	172	71048	1	1	3	5	5000
6	173	71049	1	1	3	5	5000
6	174	71050	1	1	3	5	5000
6	175	71051	1	1	3	5	5000
6	176	71052	1	1	3	5	5000
6	177	70031	2	1	1	5	8000
6	178	70041	2	1	1	5	8000
6	179	70061	2	1	1	5	8000
6	180	70051	2	1	1	5	8000
6	181	20002	2	1	3	5	1000
7	182	71045	1	0	2	4	150
7	183	71046	1	0	2	4	150
7	184	71047	1	0	2	4	150
7	185	73903	3	0	2	4	60
7	186	73904	3	0	2	4	80
7	187	73905	3	0	2	4	100
7	188	71040	2	0	3	4	600
7	189	71034	2	0	3	4	60
7	190	6920402	1	0	3	4	550
7	191	6920410	1	0	3	4	750
7	192	6920407	1	0	3	4	650
7	193	6920412	1	0	3	4	650
7	194	6920413	1	0	3	4	650
7	195	80001	1	0	3	4	1250
7	196	71001	2	0	2	4	10
7	197	71073	2	0	2	4	10
7	198	30102	2	0	2	4	40
7	199	30202	2	0	2	4	40
7	200	30302	2	0	2	4	40
7	201	30402	2	0	2	4	40
7	202	30502	2	0	2	4	40
7	203	71058	1	0	3	4	10
7	204	71059	1	0	3	4	10
7	205	71060	1	0	3	4	10
7	206	71061	1	0	3	4	10
7	207	71062	1	0	3	4	10
7	208	10301	2	0	3	4	160
7	209	10302	2	0	3	4	160
7	210	10303	2	0	3	4	160
7	211	10304	2	0	3	4	160
7	212	10305	2	0	3	4	160
7	213	2002	1	0	1	4	50
7	214	88890	2	0	3	4	150
7	215	9016	2	0	3	4	8
7	216	20018	1	0	3	4	500
7	217	72001	2	0	3	4	8
7	218	71005	2	0	3	4	4
7	219	70031	2	0	3	4	8
7	220	70041	2	0	3	4	8
7	221	70032	2	0	3	4	32
7	222	70042	2	0	3	4	32
7	223	71007	2	0	3	4	8
7	224	72004	2	0	3	4	8
7	225	70061	2	0	3	4	8
7	226	70051	2	0	3	4	8
7	227	70062	2	0	3	4	32
7	228	70052	2	0	3	4	32
7	229	71002	2	0	3	4	20
7	230	71003	2	0	3	4	20
7	231	71006	2	0	3	4	10
7	232	20004	2	0	3	4	8
7	233	70022	2	0	2	4	90
7	234	70021	2	0	2	4	270
8	236	73911	2	1	3	3	60
8	237	71007	2	1	3	3	10
8	238	72004	2	1	3	3	10
8	239	77781	1	1	2	3	20
8	240	70012	2	1	3	3	50
8	241	70068	2	1	3	3	200
8	242	71034	2	1	3	3	60
8	243	71033	2	1	3	3	6
8	244	80003	1	1	3	3	660
8	245	6910402	1	1	3	3	388
8	246	6910410	1	1	3	3	488
8	247	6910407	1	1	3	3	488
8	248	6910412	1	1	3	3	488
8	249	6910413	1	1	3	3	488
8	250	71001	2	1	3	3	10
8	251	71073	2	1	3	3	10
8	252	10201	2	1	3	3	40
8	253	10202	2	1	3	3	40
8	254	10203	2	1	3	3	40
8	255	10204	2	1	3	3	40
8	256	10205	2	1	3	3	40
8	257	71053	1	1	3	3	10
8	258	71054	1	1	3	3	10
8	259	71055	1	1	3	3	10
8	260	71056	1	1	3	3	10
8	261	71057	1	1	3	3	10
8	262	2001	1	1	1	3	30
8	263	88889	2	1	3	3	40
8	264	72001	2	1	3	3	8
8	265	71005	2	1	3	3	4
8	266	70031	2	1	3	3	8
8	267	70041	2	1	3	3	8
8	268	70061	2	1	3	3	8
8	269	70051	2	1	3	3	8
8	270	70032	2	1	3	3	32
8	271	70042	2	1	3	3	32
8	272	70062	2	1	3	3	32
8	273	70052	2	1	3	3	32
8	274	73901	3	1	2	3	20
8	275	73902	3	1	2	3	40
8	276	73903	3	1	2	3	60
8	277	71002	2	1	3	3	20
8	278	20003	2	1	3	3	5
8	279	70022	2	1	2	3	90
9	280	72001	2	1	3	5	8000
9	281	71005	2	1	3	5	4000
9	282	77777	2	1	3	5	1000
9	283	77779	2	1	3	5	1000
9	284	71042	2	1	3	5	1000
9	285	70002	10	1	3	5	1000
9	286	71034	2	1	3	5	5000
9	287	71033	2	1	3	5	1000
9	288	71048	1	1	3	5	5000
9	289	71049	1	1	3	5	5000
9	290	71050	1	1	3	5	5000
9	291	71051	1	1	3	5	5000
9	292	71052	1	1	3	5	5000
9	293	70031	2	1	3	5	8000
9	294	70041	2	1	3	5	8000
9	295	70061	2	1	3	5	8000
9	296	70051	2	1	3	5	8000
9	297	71001	2	1	3	5	10000
9	298	71073	2	1	3	5	10000
9	299	20002	2	1	3	5	1000
10	300	71045	1	0	3	4	150
10	301	71046	1	0	3	4	150
10	302	71047	1	0	3	4	150
10	303	73904	3	0	3	4	80
10	304	73905	3	0	3	4	100
10	305	73906	3	0	3	4	120
10	306	71040	2	0	3	4	600
10	307	71034	2	0	3	4	60
10	308	6920402	1	0	3	4	550
10	309	6920410	1	0	3	4	750
10	310	6920407	1	0	3	4	650
10	311	6920412	1	0	3	4	650
10	312	6920413	1	0	3	4	650
10	313	80001	1	0	3	4	1250
10	314	71001	2	0	3	4	10
10	315	71073	2	0	3	4	10
10	316	30103	2	0	3	4	160
10	317	30203	2	0	3	4	160
10	318	30303	2	0	3	4	160
10	319	30403	2	0	3	4	160
10	320	30503	2	0	3	4	160
10	321	71058	1	0	3	4	10
10	322	71059	1	0	3	4	10
10	323	71060	1	0	3	4	10
10	324	71061	1	0	3	4	10
10	325	71062	1	0	3	4	10
10	326	10301	2	0	3	4	160
10	327	10302	2	0	3	4	160
10	328	10303	2	0	3	4	160
10	329	10304	2	0	3	4	160
10	330	10305	2	0	3	4	160
10	331	2002	1	0	3	4	50
10	332	88890	2	0	3	4	150
10	333	9016	2	0	3	4	8
10	334	20018	1	0	3	4	500
10	335	72001	2	0	3	4	10
10	336	71005	2	0	3	4	4
10	337	70032	2	0	3	4	32
10	338	70042	2	0	3	4	32
10	339	71007	2	0	3	4	8
10	340	72004	2	0	3	4	8
10	341	70062	2	0	3	4	32
10	342	70052	2	0	3	4	32
10	343	71002	2	0	3	4	20
10	344	71003	2	0	3	4	20
10	345	71006	2	0	3	4	10
10	346	70033	2	0	3	4	144
10	347	70041	2	0	3	4	8
10	348	70063	2	0	3	4	144
10	349	70051	2	0	3	4	8
10	350	70022	2	0	2	4	90
10	351	70021	2	0	2	4	270
11	353	73911	1	1	3	3	60
11	354	71007	2	1	3	3	10
11	355	72004	2	1	3	3	10
11	356	77781	1	1	3	3	20
11	357	70012	2	1	3	3	50
11	358	70068	2	1	3	3	200
11	359	71034	2	1	3	3	60
11	360	71033	2	1	3	3	6
11	361	80003	1	1	3	3	660
11	362	6910402	1	1	3	3	388
11	363	6910410	1	1	3	3	488
11	364	6910407	1	1	3	3	488
11	365	6910412	1	1	3	3	488
11	366	6910413	1	1	3	3	488
11	367	71001	2	1	3	3	10
11	368	71073	2	1	3	3	10
11	369	10201	2	1	3	3	40
11	370	10202	2	1	3	3	40
11	371	10203	2	1	3	3	40
11	372	10204	2	1	3	3	40
11	373	10205	2	1	3	3	40
11	374	71053	1	1	3	3	10
11	375	71054	1	1	3	3	10
11	376	71055	1	1	3	3	10
11	377	71056	1	1	3	3	10
11	378	71057	1	1	3	3	10
11	379	2001	1	1	3	3	30
11	380	88889	2	1	3	3	40
11	381	72001	2	1	3	3	8
11	382	71005	2	1	3	3	4
11	383	70031	2	1	3	3	8
11	384	70041	2	1	3	3	8
11	385	70061	2	1	3	3	8
11	386	70051	2	1	3	3	8
11	387	73902	3	1	3	3	40
11	388	73903	3	1	3	3	60
11	389	73904	3	1	3	3	80
11	390	71002	2	1	3	3	20
11	391	72002	2	1	3	3	32
11	392	70032	2	1	3	3	32
11	393	70062	2	1	3	3	32
11	394	30101	2	1	3	3	10
11	395	30201	2	1	3	3	10
11	396	30301	2	1	3	3	10
11	397	30401	2	1	3	3	10
11	398	30501	2	1	3	3	10
11	399	20003	2	1	3	3	5
11	400	70022	2	1	2	3	90
12	401	72001	2	1	3	5	8000
12	402	71005	2	1	3	5	4000
12	403	77777	2	1	3	5	1000
12	404	77779	2	1	3	5	1000
12	405	71042	2	1	3	5	1000
12	406	70003	10	1	3	5	2000
12	407	71034	2	1	3	5	5000
12	408	71033	2	1	3	5	1000
12	409	71048	1	1	3	5	5000
12	410	71049	1	1	3	5	5000
12	411	71050	1	1	3	5	5000
12	412	71051	1	1	3	5	5000
12	413	71052	1	1	3	5	5000
12	414	70031	2	1	3	5	8000
12	415	70041	2	1	3	5	8000
12	416	70061	2	1	3	5	8000
12	417	70051	2	1	3	5	8000
12	418	71001	2	1	3	5	8000
12	419	71073	2	1	3	5	8000
12	420	20002	2	1	3	5	1000
13	421	71045	1	0	2	4	150
13	422	71046	1	0	2	4	150
13	423	71047	1	0	2	4	150
13	424	73901	3	0	2	4	20
13	425	73902	3	0	2	4	40
13	426	73903	3	0	2	4	60
13	427	71040	2	0	3	4	600
13	428	71034	2	0	3	4	60
13	429	6920402	1	0	3	4	550
13	430	6920410	1	0	3	4	750
13	431	6920407	1	0	3	4	650
13	432	6920412	1	0	3	4	650
13	433	6920413	1	0	3	4	650
13	434	80001	1	0	3	4	1250
13	435	71001	2	0	2	4	10
13	436	71073	2	0	2	4	10
13	437	30101	2	0	2	4	10
13	438	30201	2	0	2	4	10
13	439	30301	2	0	2	4	10
13	440	30401	2	0	2	4	10
13	441	30501	2	0	2	4	10
13	442	71058	1	0	3	4	10
13	443	71059	1	0	3	4	10
13	444	71060	1	0	3	4	10
13	445	71061	1	0	3	4	10
13	446	71062	1	0	3	4	10
13	447	10201	2	0	3	4	40
13	448	10202	2	0	3	4	40
13	449	10203	2	0	3	4	40
13	450	10204	2	0	3	4	40
13	451	10205	2	0	3	4	40
13	452	2002	1	0	1	4	50
13	453	88890	2	0	3	4	150
13	454	9016	2	0	3	4	8
13	455	20018	1	0	3	4	500
13	456	71006	3	0	3	4	10
13	457	20004	2	0	3	4	8
13	458	70022	2	0	2	4	90
14	459	73911	1	1	3	3	60
14	460	71007	2	1	3	3	10
14	461	72004	2	1	3	3	10
14	462	77781	1	1	2	3	20
14	463	70012	2	1	3	3	50
14	464	70068	2	1	3	3	200
14	465	71034	2	1	3	3	60
14	466	71033	2	1	3	3	6
14	467	80003	1	1	3	3	660
14	468	6910402	1	1	3	3	388
14	469	6910410	1	1	3	3	488
14	470	6910407	1	1	3	3	488
14	471	6910412	1	1	3	3	488
14	472	6910413	1	1	3	3	488
14	473	71001	2	1	2	3	10
14	474	71073	2	1	2	3	10
14	475	10101	2	1	3	3	10
14	476	10102	2	1	3	3	10
14	477	10103	2	1	3	3	10
14	478	10104	2	1	3	3	10
14	479	10105	2	1	3	3	10
14	480	71053	1	1	3	3	10
14	481	71054	1	1	3	3	10
14	482	71055	1	1	3	3	10
14	483	71056	1	1	3	3	10
14	484	71057	1	1	3	3	10
14	485	2001	1	1	1	3	30
14	486	88889	2	1	3	3	40
14	487	20003	2	1	3	3	5
15	488	72001	2	1	3	5	8000
15	489	71005	2	1	3	5	4000
15	490	20002	2	1	3	5	1000
15	491	77777	2	1	3	5	1000
15	492	77779	2	1	3	5	1000
15	493	71033	2	1	3	5	1000
15	494	71042	2	1	3	5	5000
15	495	70001	10	1	3	5	1000
15	496	71034	2	1	3	5	5000
15	497	71048	1	1	3	5	5000
15	498	71049	1	1	3	5	5000
15	499	71050	1	1	3	5	5000
15	500	71051	1	1	3	5	5000
15	501	71052	1	1	3	5	5000
15	502	70031	2	1	1	5	8000
15	503	70041	2	1	1	5	8000
