heroId	heroLevel	atk	rit	maxHp	maxMp
1000000	153	3920	2581	32343	14702
1000000	154	3967	2612	32729	14877
1000000	155	4014	2643	33116	15053
1000000	156	4061	2673	33502	15228
1000000	157	4108	2704	33888	15404
1000000	158	4154	2735	34274	15579
1000000	159	4201	2766	34660	15755
1000000	160	4248	2797	35046	15930
1000000	161	4295	2827	35432	16106
1000000	162	4342	2858	35818	16281
1000000	163	4388	2889	36204	16457
1000000	164	4435	2920	36590	16632
1000000	165	4482	2951	36977	16808
1000000	166	4529	2981	37363	16983
1000000	167	4576	3012	37749	17159
1000000	168	4622	3043	38135	17334
1000000	169	4669	3074	38521	17510
1000000	170	4716	3105	38907	17685
1000000	171	4763	3136	39293	17861
1000000	172	4810	3166	39679	18036
1000000	173	4856	3197	40065	18212
1000000	174	4903	3228	40451	18387
1000000	175	4950	3259	40838	18563
1000000	176	4997	3290	41224	18738
1000000	177	5044	3320	41610	18914
1000000	178	5090	3351	41996	19089
1000000	179	5137	3382	42382	19265
1000000	180	5184	3413	42768	19440
1000000	181	5231	3444	43154	19616
1000000	182	5278	3474	43540	19791
1000000	183	5324	3505	43926	19967
1000000	184	5371	3536	44312	20142
1000000	185	5418	3567	44699	20318
1000000	186	5465	3598	45085	20493
1000000	187	5512	3628	45471	20669
1000000	188	5558	3659	45857	20844
1000000	189	5605	3690	46243	21020
1000000	190	5652	3721	46629	21195
1000000	191	5699	3752	47015	21371
1000000	192	5746	3783	47401	21546
1000000	193	5792	3813	47787	21722
1000000	194	5839	3844	48173	21897
1000000	195	5886	3875	48560	22073
1000000	196	5933	3906	48946	22248
1000000	197	5980	3937	49332	22424
1000000	198	6026	3967	49718	22599
1000000	199	6073	3998	50104	22775
1000000	200	6120	4029	50490	22950
1000001	1	130	85	1069	486
1000001	2	139	92	1148	522
1000001	3	149	98	1228	558
1000001	4	158	104	1307	594
1000001	5	168	111	1386	630
1000001	6	178	117	1465	666
1000001	7	187	123	1544	702
1000001	8	197	130	1624	738
1000001	9	206	136	1703	774
1000001	10	216	142	1782	810
1000001	11	227	149	1871	851
1000001	12	238	156	1960	891
1000001	13	248	164	2049	932
1000001	14	259	171	2138	972
1000001	15	270	178	2228	1013
1000001	16	281	185	2317	1053
1000001	17	292	192	2406	1094
1000001	18	302	199	2495	1134
1000001	19	313	206	2584	1175
1000001	20	324	213	2673	1215
1000001	21	336	221	2772	1260
1000001	22	348	229	2871	1305
1000001	23	360	237	2970	1350
1000001	24	372	245	3069	1395
1000001	25	384	253	3168	1440
1000001	26	396	261	3267	1485
1000001	27	408	269	3366	1530
1000001	28	420	277	3465	1575
1000001	29	432	284	3564	1620
1000001	30	444	292	3663	1665
1000001	31	457	301	3772	1715
1000001	32	470	310	3881	1764
1000001	33	484	318	3990	1814
1000001	34	497	327	4099	1863
1000001	35	510	336	4208	1913
1000001	36	523	344	4316	1962
1000001	37	536	353	4425	2012
1000001	38	550	362	4534	2061
1000001	39	563	371	4643	2111
1000001	40	576	379	4752	2160
1000001	41	590	389	4871	2214
1000001	42	605	398	4990	2268
1000001	43	619	408	5108	2322
1000001	44	634	417	5227	2376
1000001	45	648	427	5346	2430
1000001	46	662	436	5465	2484
1000001	47	677	446	5584	2538
1000001	48	691	455	5702	2592
1000001	49	706	465	5821	2646
1000001	50	720	474	5940	2700
1000001	51	736	484	6069	2759
1000001	52	751	495	6197	2817
1000001	53	767	505	6326	2876
1000001	54	782	515	6455	2934
1000001	55	798	525	6584	2993
1000001	56	814	536	6712	3051
1000001	57	829	546	6841	3110
1000001	58	845	556	6970	3168
1000001	59	860	566	7098	3227
1000001	60	876	577	7227	3285
1000001	61	893	588	7366	3348
1000001	62	910	599	7504	3411
1000001	63	926	610	7643	3474
1000001	64	943	621	7781	3537
1000001	65	960	632	7920	3600
1000001	66	977	643	8059	3663
1000001	67	994	654	8197	3726
1000001	68	1010	665	8336	3789
1000001	69	1027	676	8474	3852
1000001	70	1044	687	8613	3915
1000001	71	1062	699	8762	3983
1000001	72	1080	711	8910	4050
1000001	73	1098	723	9059	4118
1000001	74	1116	735	9207	4185
1000001	75	1134	747	9356	4253
1000001	76	1152	758	9504	4320
1000001	77	1170	770	9653	4388
1000001	78	1188	782	9801	4455
1000001	79	1206	794	9950	4523
1000001	80	1224	806	10098	4590
1000001	81	1247	821	10286	4676
1000001	82	1270	836	10474	4761
1000001	83	1292	851	10662	4847
1000001	84	1315	866	10850	4932
1000001	85	1338	881	11039	5018
1000001	86	1361	896	11227	5103
1000001	87	1384	911	11415	5189
1000001	88	1406	926	11603	5274
1000001	89	1429	941	11791	5360
1000001	90	1452	956	11979	5445
1000001	91	1480	974	12207	5549
1000001	92	1507	992	12434	5652
1000001	93	1535	1010	12662	5756
1000001	94	1562	1029	12890	5859
1000001	95	1590	1047	13118	5963
1000001	96	1618	1065	13345	6066
1000001	97	1645	1083	13573	6170
1000001	98	1673	1101	13801	6273
1000001	99	1700	1119	14028	6377
1000001	100	1728	1138	14256	6480
1000001	101	1760	1159	14523	6602
1000001	102	1793	1180	14791	6723
1000001	103	1825	1202	15058	6845
1000001	104	1858	1223	15325	6966
1000001	105	1890	1244	15593	7088
1000001	106	1922	1266	15860	7209
1000001	107	1955	1287	16127	7331
1000001	108	1987	1308	16394	7452
1000001	109	2020	1330	16662	7574
1000001	110	2052	1351	16929	7695
1000001	111	2089	1375	17236	7835
1000001	112	2126	1400	17543	7974
1000001	113	2164	1424	17850	8114
1000001	114	2201	1449	18157	8253
1000001	115	2238	1473	18464	8393
1000001	116	2275	1498	18770	8532
1000001	117	2312	1522	19077	8672
1000001	118	2350	1547	19384	8811
1000001	119	2387	1571	19691	8951
1000001	120	2424	1596	19998	9090
1000001	121	2466	1623	20345	9248
1000001	122	2508	1651	20691	9405
1000001	123	2550	1679	21038	9563
1000001	124	2592	1706	21384	9720
1000001	125	2634	1734	21731	9878
1000001	126	2676	1762	22077	10035
1000001	127	2718	1789	22424	10193
1000001	128	2760	1817	22770	10350
1000001	129	2802	1845	23117	10508
1000001	130	2844	1872	23463	10665
1000001	131	2891	1903	23849	10841
1000001	132	2938	1934	24235	11016
1000001	133	2984	1965	24621	11192
1000001	134	3031	1996	25007	11367
1000001	135	3078	2026	25394	11543
1000001	136	3125	2057	25780	11718
1000001	137	3172	2088	26166	11894
1000001	138	3218	2119	26552	12069
1000001	139	3265	2150	26938	12245
1000001	140	3312	2180	27324	12420
1000001	141	3359	2211	27710	12596
1000001	142	3406	2242	28096	12771
1000001	143	3452	2273	28482	12947
1000001	144	3499	2304	28868	13122
1000001	145	3546	2334	29255	13298
1000001	146	3593	2365	29641	13473
1000001	147	3640	2396	30027	13649
1000001	148	3686	2427	30413	13824
1000001	149	3733	2458	30799	14000
1000001	150	3780	2489	31185	14175
1000001	151	3827	2519	31571	14351
1000001	152	3874	2550	31957	14526
1000001	153	3920	2581	32343	14702
1000001	154	3967	2612	32729	14877
1000001	155	4014	2643	33116	15053
1000001	156	4061	2673	33502	15228
1000001	157	4108	2704	33888	15404
1000001	158	4154	2735	34274	15579
1000001	159	4201	2766	34660	15755
1000001	160	4248	2797	35046	15930
1000001	161	4295	2827	35432	16106
1000001	162	4342	2858	35818	16281
1000001	163	4388	2889	36204	16457
1000001	164	4435	2920	36590	16632
1000001	165	4482	2951	36977	16808
1000001	166	4529	2981	37363	16983
1000001	167	4576	3012	37749	17159
1000001	168	4622	3043	38135	17334
1000001	169	4669	3074	38521	17510
1000001	170	4716	3105	38907	17685
1000001	171	4763	3136	39293	17861
1000001	172	4810	3166	39679	18036
1000001	173	4856	3197	40065	18212
1000001	174	4903	3228	40451	18387
1000001	175	4950	3259	40838	18563
1000001	176	4997	3290	41224	18738
1000001	177	5044	3320	41610	18914
1000001	178	5090	3351	41996	19089
1000001	179	5137	3382	42382	19265
1000001	180	5184	3413	42768	19440
1000001	181	5231	3444	43154	19616
1000001	182	5278	3474	43540	19791
1000001	183	5324	3505	43926	19967
1000001	184	5371	3536	44312	20142
1000001	185	5418	3567	44699	20318
1000001	186	5465	3598	45085	20493
1000001	187	5512	3628	45471	20669
1000001	188	5558	3659	45857	20844
1000001	189	5605	3690	46243	21020
1000001	190	5652	3721	46629	21195
1000001	191	5699	3752	47015	21371
1000001	192	5746	3783	47401	21546
1000001	193	5792	3813	47787	21722
1000001	194	5839	3844	48173	21897
1000001	195	5886	3875	48560	22073
1000001	196	5933	3906	48946	22248
1000001	197	5980	3937	49332	22424
1000001	198	6026	3967	49718	22599
1000001	199	6073	3998	50104	22775
1000001	200	6120	4029	50490	22950
1000002	1	156	78	972	486
1000002	2	167	84	1044	522
1000002	3	179	89	1116	558
1000002	4	190	95	1188	594
1000002	5	202	101	1260	630
1000002	6	213	107	1332	666
1000002	7	225	112	1404	702
1000002	8	236	118	1476	738
1000002	9	248	124	1548	774
1000002	10	259	130	1620	810
1000002	11	272	136	1701	851
1000002	12	285	143	1782	891
1000002	13	298	149	1863	932
1000002	14	311	156	1944	972
1000002	15	324	162	2025	1013
1000002	16	337	168	2106	1053
1000002	17	350	175	2187	1094
1000002	18	363	181	2268	1134
1000002	19	376	188	2349	1175
1000002	20	389	194	2430	1215
1000002	21	403	202	2520	1260
1000002	22	418	209	2610	1305
1000002	23	432	216	2700	1350
1000002	24	446	223	2790	1395
1000002	25	461	230	2880	1440
1000002	26	475	238	2970	1485
1000002	27	490	245	3060	1530
1000002	28	504	252	3150	1575
1000002	29	518	259	3240	1620
1000002	30	533	266	3330	1665
1000002	31	549	274	3429	1715
1000002	32	564	282	3528	1764
1000002	33	580	290	3627	1814
1000002	34	596	298	3726	1863
1000002	35	612	306	3825	1913
1000002	36	628	314	3924	1962
1000002	37	644	322	4023	2012
1000002	38	660	330	4122	2061
1000002	39	675	338	4221	2111
1000002	40	691	346	4320	2160
1000002	41	708	354	4428	2214
1000002	42	726	363	4536	2268
1000002	43	743	372	4644	2322
1000002	44	760	380	4752	2376
1000002	45	778	389	4860	2430
1000002	46	795	397	4968	2484
1000002	47	812	406	5076	2538
1000002	48	829	415	5184	2592
1000002	49	847	423	5292	2646
1000002	50	864	432	5400	2700
1000002	51	883	441	5517	2759
1000002	52	901	451	5634	2817
1000002	53	920	460	5751	2876
1000002	54	939	469	5868	2934
1000002	55	958	479	5985	2993
1000002	56	976	488	6102	3051
1000002	57	995	498	6219	3110
1000002	58	1014	507	6336	3168
1000002	59	1032	516	6453	3227
1000002	60	1051	526	6570	3285
1000002	61	1071	536	6696	3348
1000002	62	1092	546	6822	3411
1000002	63	1112	556	6948	3474
1000002	64	1132	566	7074	3537
1000002	65	1152	576	7200	3600
1000002	66	1172	586	7326	3663
1000002	67	1192	596	7452	3726
1000002	68	1212	606	7578	3789
1000002	69	1233	616	7704	3852
1000002	70	1253	626	7830	3915
1000002	71	1274	637	7965	3983
1000002	72	1296	648	8100	4050
1000002	73	1318	659	8235	4118
1000002	74	1339	670	8370	4185
1000002	75	1361	680	8505	4253
1000002	76	1382	691	8640	4320
1000002	77	1404	702	8775	4388
1000002	78	1426	713	8910	4455
1000002	79	1447	724	9045	4523
1000002	80	1469	734	9180	4590
1000002	81	1496	748	9351	4676
1000002	82	1524	762	9522	4761
1000002	83	1551	775	9693	4847
1000002	84	1578	789	9864	4932
1000002	85	1606	803	10035	5018
1000002	86	1633	816	10206	5103
1000002	87	1660	830	10377	5189
1000002	88	1688	844	10548	5274
1000002	89	1715	858	10719	5360
1000002	90	1742	871	10890	5445
1000002	91	1776	888	11097	5549
1000002	92	1809	904	11304	5652
1000002	93	1842	921	11511	5756
1000002	94	1875	937	11718	5859
1000002	95	1908	954	11925	5963
1000002	96	1941	971	12132	6066
1000002	97	1974	987	12339	6170
1000002	98	2007	1004	12546	6273
1000002	99	2040	1020	12753	6377
1000002	100	2074	1037	12960	6480
1000002	101	2112	1056	13203	6602
1000002	102	2151	1076	13446	6723
1000002	103	2190	1095	13689	6845
1000002	104	2229	1115	13932	6966
1000002	105	2268	1134	14175	7088
1000002	106	2307	1153	14418	7209
1000002	107	2346	1173	14661	7331
1000002	108	2385	1192	14904	7452
1000002	109	2424	1212	15147	7574
1000002	110	2462	1231	15390	7695
1000002	111	2507	1254	15669	7835
1000002	112	2552	1276	15948	7974
1000002	113	2596	1298	16227	8114
1000002	114	2641	1320	16506	8253
1000002	115	2686	1343	16785	8393
1000002	116	2730	1365	17064	8532
1000002	117	2775	1387	17343	8672
1000002	118	2820	1410	17622	8811
1000002	119	2864	1432	17901	8951
1000002	120	2909	1454	18180	9090
1000002	121	2959	1480	18495	9248
1000002	122	3010	1505	18810	9405
1000002	123	3060	1530	19125	9563
1000002	124	3110	1555	19440	9720
1000002	125	3161	1580	19755	9878
1000002	126	3211	1606	20070	10035
1000002	127	3262	1631	20385	10193
1000002	128	3312	1656	20700	10350
1000002	129	3362	1681	21015	10508
1000002	130	3413	1706	21330	10665
1000002	131	3469	1734	21681	10841
1000002	132	3525	1763	22032	11016
1000002	133	3581	1791	22383	11192
1000002	134	3637	1819	22734	11367
1000002	135	3694	1847	23085	11543
1000002	136	3750	1875	23436	11718
1000002	137	3806	1903	23787	11894
1000002	138	3862	1931	24138	12069
1000002	139	3918	1959	24489	12245
1000002	140	3974	1987	24840	12420
1000002	141	4031	2015	25191	12596
1000002	142	4087	2043	25542	12771
1000002	143	4143	2071	25893	12947
1000002	144	4199	2100	26244	13122
1000002	145	4255	2128	26595	13298
1000002	146	4311	2156	26946	13473
1000002	147	4368	2184	27297	13649
1000002	148	4424	2212	27648	13824
1000002	149	4480	2240	27999	14000
1000002	150	4536	2268	28350	14175
1000002	151	4592	2296	28701	14351
1000002	152	4648	2324	29052	14526
1000002	153	4704	2352	29403	14702
1000002	154	4761	2380	29754	14877
1000002	155	4817	2408	30105	15053
1000002	156	4873	2436	30456	15228
1000002	157	4929	2465	30807	15404
1000002	158	4985	2493	31158	15579
1000002	159	5041	2521	31509	15755
1000002	160	5098	2549	31860	15930
1000002	161	5154	2577	32211	16106
1000002	162	5210	2605	32562	16281
1000002	163	5266	2633	32913	16457
1000002	164	5322	2661	33264	16632
1000002	165	5378	2689	33615	16808
1000002	166	5435	2717	33966	16983
1000002	167	5491	2745	34317	17159
1000002	168	5547	2773	34668	17334
1000002	169	5603	2802	35019	17510
1000002	170	5659	2830	35370	17685
1000002	171	5715	2858	35721	17861
1000002	172	5772	2886	36072	18036
1000002	173	5828	2914	36423	18212
1000002	174	5884	2942	36774	18387
1000002	175	5940	2970	37125	18563
1000002	176	5996	2998	37476	18738
1000002	177	6052	3026	37827	18914
1000002	178	6108	3054	38178	19089
1000002	179	6165	3082	38529	19265
1000002	180	6221	3110	38880	19440
1000002	181	6277	3138	39231	19616
1000002	182	6333	3167	39582	19791
1000002	183	6389	3195	39933	19967
1000002	184	6445	3223	40284	20142
1000002	185	6502	3251	40635	20318
1000002	186	6558	3279	40986	20493
1000002	187	6614	3307	41337	20669
1000002	188	6670	3335	41688	20844
1000002	189	6726	3363	42039	21020
1000002	190	6782	3391	42390	21195
1000002	191	6839	3419	42741	21371
1000002	192	6895	3447	43092	21546
1000002	193	6951	3475	43443	21722
1000002	194	7007	3504	43794	21897
1000002	195	7063	3532	44145	22073
1000002	196	7119	3560	44496	22248
1000002	197	7176	3588	44847	22424
1000002	198	7232	3616	45198	22599
1000002	199	7288	3644	45549	22775
1000002	200	7344	3672	45900	22950
1000003	1	173	114	1426	648
1000003	2	186	123	1531	696
1000003	3	198	131	1637	744
1000003	4	211	140	1742	792
1000003	5	224	148	1848	840
1000003	6	237	157	1954	888
1000003	7	250	165	2059	936
1000003	8	262	174	2165	984
1000003	9	275	182	2270	1032
1000003	10	288	191	2376	1080
1000003	11	302	200	2495	1134
1000003	12	317	210	2614	1188
1000003	13	331	219	2732	1242
1000003	14	346	229	2851	1296
1000003	15	360	239	2970	1350
1000003	16	374	248	3089	1404
1000003	17	389	258	3208	1458
1000003	18	403	267	3326	1512
1000003	19	418	277	3445	1566
1000003	20	432	286	3564	1620
1000003	21	448	297	3696	1680
1000003	22	464	307	3828	1740
1000003	23	480	318	3960	1800
1000003	24	496	329	4092	1860
1000003	25	512	339	4224	1920
1000003	26	528	350	4356	1980
1000003	27	544	360	4488	2040
1000003	28	560	371	4620	2100
1000003	29	576	382	4752	2160
1000003	30	592	392	4884	2220
1000003	31	610	404	5029	2286
1000003	32	627	416	5174	2352
1000003	33	645	427	5320	2418
1000003	34	662	439	5465	2484
1000003	35	680	451	5610	2550
1000003	36	698	462	5755	2616
1000003	37	715	474	5900	2682
1000003	38	733	485	6046	2748
1000003	39	750	497	6191	2814
1000003	40	768	509	6336	2880
1000003	41	787	522	6494	2952
1000003	42	806	534	6653	3024
1000003	43	826	547	6811	3096
1000003	44	845	560	6970	3168
1000003	45	864	572	7128	3240
1000003	46	883	585	7286	3312
1000003	47	902	598	7445	3384
1000003	48	922	611	7603	3456
1000003	49	941	623	7762	3528
1000003	50	960	636	7920	3600
1000003	51	981	650	8092	3678
1000003	52	1002	664	8263	3756
1000003	53	1022	677	8435	3834
1000003	54	1043	691	8606	3912
1000003	55	1064	705	8778	3990
1000003	56	1085	719	8950	4068
1000003	57	1106	732	9121	4146
1000003	58	1126	746	9293	4224
1000003	59	1147	760	9464	4302
1000003	60	1168	774	9636	4380
1000003	61	1190	789	9821	4464
1000003	62	1213	803	10006	4548
1000003	63	1235	818	10190	4632
1000003	64	1258	833	10375	4716
1000003	65	1280	848	10560	4800
1000003	66	1302	863	10745	4884
1000003	67	1325	878	10930	4968
1000003	68	1347	893	11114	5052
1000003	69	1370	907	11299	5136
1000003	70	1392	922	11484	5220
1000003	71	1416	938	11682	5310
1000003	72	1440	954	11880	5400
1000003	73	1464	970	12078	5490
1000003	74	1488	986	12276	5580
1000003	75	1512	1002	12474	5670
1000003	76	1536	1018	12672	5760
1000003	77	1560	1034	12870	5850
1000003	78	1584	1049	13068	5940
1000003	79	1608	1065	13266	6030
1000003	80	1632	1081	13464	6120
1000003	81	1662	1101	13715	6234
1000003	82	1693	1121	13966	6348
1000003	83	1723	1142	14216	6462
1000003	84	1754	1162	14467	6576
1000003	85	1784	1182	14718	6690
1000003	86	1814	1202	14969	6804
1000003	87	1845	1222	15220	6918
1000003	88	1875	1242	15470	7032
1000003	89	1906	1262	15721	7146
1000003	90	1936	1283	15972	7260
1000003	91	1973	1307	16276	7398
1000003	92	2010	1331	16579	7536
1000003	93	2046	1356	16883	7674
1000003	94	2083	1380	17186	7812
1000003	95	2120	1405	17490	7950
1000003	96	2157	1429	17794	8088
1000003	97	2194	1453	18097	8226
1000003	98	2230	1478	18401	8364
1000003	99	2267	1502	18704	8502
1000003	100	2304	1526	19008	8640
1000003	101	2347	1555	19364	8802
1000003	102	2390	1584	19721	8964
1000003	103	2434	1612	20077	9126
1000003	104	2477	1641	20434	9288
1000003	105	2520	1670	20790	9450
1000003	106	2563	1698	21146	9612
1000003	107	2606	1727	21503	9774
1000003	108	2650	1755	21859	9936
1000003	109	2693	1784	22216	10098
1000003	110	2736	1813	22572	10260
1000003	111	2786	1845	22981	10446
1000003	112	2835	1878	23390	10632
1000003	113	2885	1911	23800	10818
1000003	114	2934	1944	24209	11004
1000003	115	2984	1977	24618	11190
1000003	116	3034	2010	25027	11376
1000003	117	3083	2043	25436	11562
1000003	118	3133	2075	25846	11748
1000003	119	3182	2108	26255	11934
1000003	120	3232	2141	26664	12120
1000003	121	3288	2178	27126	12330
1000003	122	3344	2215	27588	12540
1000003	123	3400	2253	28050	12750
1000003	124	3456	2290	28512	12960
1000003	125	3512	2327	28974	13170
1000003	126	3568	2364	29436	13380
1000003	127	3624	2401	29898	13590
1000003	128	3680	2438	30360	13800
1000003	129	3736	2475	30822	14010
1000003	130	3792	2512	31284	14220
1000003	131	3854	2554	31799	14454
1000003	132	3917	2595	32314	14688
1000003	133	3979	2636	32828	14922
1000003	134	4042	2678	33343	15156
1000003	135	4104	2719	33858	15390
1000003	136	4166	2760	34373	15624
1000003	137	4229	2802	34888	15858
1000003	138	4291	2843	35402	16092
1000003	139	4354	2884	35917	16326
1000003	140	4416	2926	36432	16560
1000003	141	4478	2967	36947	16794
1000003	142	4541	3008	37462	17028
1000003	143	4603	3050	37976	17262
1000003	144	4666	3091	38491	17496
1000003	145	4728	3132	39006	17730
1000003	146	4790	3174	39521	17964
1000003	147	4853	3215	40036	18198
1000003	148	4915	3256	40550	18432
1000003	149	4978	3298	41065	18666
1000003	150	5040	3339	41580	18900
1000003	151	5102	3380	42095	19134
1000003	152	5165	3422	42610	19368
1000003	153	5227	3463	43124	19602
1000003	154	5290	3504	43639	19836
1000003	155	5352	3546	44154	20070
1000003	156	5414	3587	44669	20304
1000003	157	5477	3628	45184	20538
1000003	158	5539	3670	45698	20772
1000003	159	5602	3711	46213	21006
1000003	160	5664	3752	46728	21240
1000003	161	5726	3794	47243	21474
1000003	162	5789	3835	47758	21708
1000003	163	5851	3876	48272	21942
1000003	164	5914	3918	48787	22176
1000003	165	5976	3959	49302	22410
1000003	166	6038	4000	49817	22644
1000003	167	6101	4042	50332	22878
1000003	168	6163	4083	50846	23112
1000003	169	6226	4124	51361	23346
1000003	170	6288	4166	51876	23580
1000003	171	6350	4207	52391	23814
1000003	172	6413	4248	52906	24048
1000003	173	6475	4290	53420	24282
1000003	174	6538	4331	53935	24516
1000003	175	6600	4373	54450	24750
1000003	176	6662	4414	54965	24984
1000003	177	6725	4455	55480	25218
1000003	178	6787	4497	55994	25452
1000003	179	6850	4538	56509	25686
1000003	180	6912	4579	57024	25920
1000003	181	6974	4621	57539	26154
1000003	182	7037	4662	58054	26388
1000003	183	7099	4703	58568	26622
1000003	184	7162	4745	59083	26856
1000003	185	7224	4786	59598	27090
1000003	186	7286	4827	60113	27324
1000003	187	7349	4869	60628	27558
1000003	188	7411	4910	61142	27792
1000003	189	7474	4951	61657	28026
1000003	190	7536	4993	62172	28260
1000003	191	7598	5034	62687	28494
1000003	192	7661	5075	63202	28728
1000003	193	7723	5117	63716	28962
1000003	194	7786	5158	64231	29196
1000003	195	7848	5199	64746	29430
1000003	196	7910	5241	65261	29664
1000003	197	7973	5282	65776	29898
1000003	198	8035	5323	66290	30132
1000003	199	8098	5365	66805	30366
1000003	200	8160	5406	67320	30600
1000004	1	173	156	1944	810
1000004	2	186	167	2088	870
1000004	3	198	179	2232	930
1000004	4	211	190	2376	990
1000004	5	224	202	2520	1050
1000004	6	237	213	2664	1110
1000004	7	250	225	2808	1170
1000004	8	262	236	2952	1230
1000004	9	275	248	3096	1290
1000004	10	288	259	3240	1350
