mapId	refreshTime	chestType	chestNum	rangeIds	broadcast
01_DLD_daluandou	300	12	1	101102103104105	大伤害宝箱出现了，开启累计伤害+1000
01_DLD_daluandou	360	11	2	101102103104105	小伤害宝箱出现了，开启累计伤害+350
01_DLD_daluandou	360	12	1	101102103104105	大伤害宝箱出现了，开启累计伤害+1000
01_DLD_daluandou	420	11	2	101102103104105	小伤害宝箱出现了，开启累计伤害+350
01_DLD_daluandou	420	12	1	101102103104105	大伤害宝箱出现了，开启累计伤害+1000
01_DLD_daluandou	480	11	3	101102103104105	小伤害宝箱出现了，开启累计伤害+350
01_DLD_daluandou	480	12	1	101102103104105	大伤害宝箱出现了，开启累计伤害+1000
01_DLD_daluandou	540	11	2	101102103104105	小伤害宝箱出现了，开启累计伤害+350
01_DLD_daluandou	540	12	1	101102103104105	大伤害宝箱出现了，开启累计伤害+1000
01_DLD_daluandou	600	11	2	101102103104105	小伤害宝箱出现了，开启累计伤害+350
01_DLD_daluandou	600	12	1	101102103104105	大伤害宝箱出现了，开启累计伤害+1000
01_DLD_daluandou	660	11	3	101102103104105	小伤害宝箱出现了，开启累计伤害+350
01_DLD_daluandou	660	12	1	101102103104105	大伤害宝箱出现了，开启累计伤害+1000
01_DLD_daluandou	720	11	2	101102103104105	小伤害宝箱出现了，开启累计伤害+350
01_DLD_daluandou	720	12	1	101102103104105	大伤害宝箱出现了，开启累计伤害+1000
01_DLD_daluandou	780	11	2	101102103104105	小伤害宝箱出现了，开启累计伤害+350
01_DLD_daluandou	780	12	1	101102103104105	大伤害宝箱出现了，开启累计伤害+1000
01_DLD_daluandou	840	11	3	101102103104105	小伤害宝箱出现了，开启累计伤害+350
01_DLD_daluandou	840	12	1	101102103104105	大伤害宝箱出现了，开启累计伤害+1000
01_dss_dashisai	15	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	30	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	45	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	60	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	75	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	90	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	105	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	120	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	135	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	150	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	165	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	180	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	195	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	210	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	225	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	240	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	255	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	270	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	285	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	300	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	315	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	330	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	345	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	360	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	375	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	390	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	405	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	420	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	435	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	450	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	465	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	480	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	495	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	510	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	525	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	540	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	555	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	570	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	585	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	600	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	615	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	630	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	645	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	660	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	675	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	690	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	705	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	720	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	735	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	750	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	765	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	780	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	795	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	810	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	825	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	840	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	855	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	870	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	885	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	900	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	15	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	30	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	45	23	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	60	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	75	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	90	24	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	105	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	120	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	135	25	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	150	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	165	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	180	23	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	195	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	210	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	225	24	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	240	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	255	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	270	25	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	285	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	300	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	315	23	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	330	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	345	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	360	24	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	375	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	390	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	405	25	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	420	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	435	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	450	23	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	465	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	480	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	495	24	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	510	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	525	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	540	25	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	555	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	570	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	585	23	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	600	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	615	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	630	24	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	645	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	660	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	675	25	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	690	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	705	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	720	23	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	735	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	750	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	765	24	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	780	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	795	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	810	25	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	825	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	840	20	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	855	23	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	870	21	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	885	22	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
01_dss_dashisai	900	24	1	201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222	
