menuId	id	name	timeOpen	startDate	endDate	frequencyType	frequencyValue	enterResetCopyId	conditionIds	consumeType	consumeOriginal	consumeDiscount	consumeGoodIds	consumeGoodCount	gainGoodsId	gainGoodsCount	bindType	broadcast
10	1008	中级神兽进化丹	0	2010-10-10	2030-10-10	0							71038	1	70032	1	1	
10	1009	中级坐骑进化丹	0	2010-10-10	2030-10-10	0							71038	1	70062	1	1	
10	1010	神兽渡劫丹	0	2010-10-10	2030-10-10	0							71038	2	70022	1	1	
10	1011	保底符	0	2010-10-10	2030-10-10	0							71038	1	72004	1	1	
10	1012	橙色洗练石	0	2010-10-10	2030-10-10	0							71039	1	71006	2	1	
10	1013	高级强化石	0	2010-10-10	2030-10-10	0							71039	1	72003	1	1	
10	1014	高级神兽进化丹	0	2010-10-10	2030-10-10	0							71039	1	70033	1	1	
10	1015	高级坐骑进化丹	0	2010-10-10	2030-10-10	0							71039	1	70063	1	1	
10	1016	神兽飞升丹	0	2010-10-10	2030-10-10	0							71039	3	70021	1	1	
10	1017	高级保底符	0	2010-10-10	2030-10-10	0							71039	1	72005	1	1	
10	1018	圣兽精华	0	2010-10-10	2030-10-10	0							71039	3	70068	1	1	
23	2301	星宿天师	0	2010-10-10	2030-10-10	0							71041	3	200001	1	1	
23	2302	仙鹤天师	0	2010-10-10	2030-10-10	0							71041	10	200002	1	1	
23	2303	大佛天师	0	2010-10-10	2030-10-10	0							71041	20	200003	1	1	
23	2304	苍穹天师	0	2010-10-10	2030-10-10	0							71041	50	200004	1	1	
23	2305	大乘天师	0	2010-10-10	2030-10-10	0							71041	100	200005	1	1	
23	2306	极道天师	0	2010-10-10	2030-10-10	0							71041	200	200006	1	1	
23	2307	祖师爷	0	2010-10-10	2030-10-10	0							71041	500	200007	1	1	
24	2405	四征将军	0	2010-10-10	2030-10-10	0							77808	100	200012	1	1	
24	2406	骠骑将军	0	2010-10-10	2030-10-10	0							77808	200	200013	1	1	
24	2407	大将军	0	2010-10-10	2030-10-10	0							77808	500	200014	1	1	
27	2701	初级强化石				1	1			3	10	9			72001	1	1	
27	2702	保底符				1	1			3	10	9			72004	1	1	
27	2703	紫色洗练石				1	1			3	4	3			71005	1	1	
27	2704	洗炼锁				1	1			3	10	9			71007	1	1	
27	2705	普通神兽悟性丹				1	1			3	10	9			70041	1	1	
27	2706	普通坐骑悟性丹				1	1			3	10	9			70051	1	1	
27	2707	初级神兽进化丹				1	1			3	10	9			70031	1	1	
27	2708	初级坐骑转生丹				1	1			3	10	9			70061	1	1	
27	2709	初级激活秘药				1	1			3	50	45			70012	1	1	
27	2710	神兽渡劫丹				1	1			3	100	90			70022	1	1	
27	2711	神兽飞升道具				1	1			3	300	270			70021	1	1	
28	2800	1万游戏币				5	1	1		3	10	1			9016	1	1	
28	2801	初级强化石				5	3	1		3	10	2			72001	1	1	
28	2803	初级幻兽进阶道具				5	3	1		3	10	2			70031	1	1	
28	2804	初级激活秘药				5	2	1		1	10000	10000			70012	1	1	
28	2805	初级幻兽悟性丹				5	1	1		1	1000	1000			70041	1	1	
28	2806	藏宝图				5	1	1		1	5000	5000			9231	1	0	
28	2807	变身魂魄				5	2	1		2	50	50			73984	1	1	
28	2808	藏宝图鉴定符				5	20	1		1	500	500			77780	1	0	
28	2809	1朵玫瑰				5	1	1		1	500	500			71033	1	1	
29	2901	1万游戏币				5	1	1		3	10	1			9016	1	1	
29	2902	初级强化石				5	3	1		3	10	2			72001	1	1	
29	2903	保底符				5	1	1		3	10	2			72004	1	1	
29	2904	初级坐骑进阶道具				5	3	1		3	10	2			70061	1	1	
29	2905	2级生命宝石包				5	3	1		3	40	24			9171	1	1	
29	2906	中级激活秘药				5	2	1		1	15000	15000			70013	1	1	
29	2907	初级坐骑悟性丹				5	1	1		1	1000	1000			70051	1	1	
29	2908	传送卷轴				5	3	1		1	500	500			77777	1	1	
29	2909	1朵玫瑰				5	1	1		1	500	500			71033	1	1	
30	3001	1万游戏币				5	1	1		3	10	1			9016	1	1	
30	3002	初级强化石				5	3	1		3	10	2			72001	1	1	
30	3003	保底符				5	1	1		3	10	2			72004	1	1	
30	3004	2级生命宝石包				5	3	1		3	40	24			9171	1	1	
30	3005	高级激活秘药				5	1	1		1	50000	50000			70014	1	1	
30	3006	初级幻兽悟性丹				5	1	1		1	1000	1000			70041	1	1	
30	3007	初级坐骑悟性丹				5	1	1		1	1000	1000			70051	1	1	
30	3008	传送卷轴				5	3	1		1	500	500			77777	1	1	
30	3009	1朵玫瑰				5	1	1		1	500	500			71033	1	1	
31	3101	1万游戏币				5	1	1		3	10	1			9016	1	1	
31	3102	高级强化石				5	2	1		3	160	96			72003	1	1	
31	3103	高级保底符				5	1	1		3	40	10			72005	1	1	
31	3104	3级生命宝石				5	3	1		3	160	96			9172	1	1	
31	3105	高级激活秘药				5	2	1		1	50000	50000			70014	1	1	
31	3106	超级幻兽悟性丹				5	1	1		1	10000	10000			70042	1	1	
31	3107	超级坐骑悟性丹				5	1	1		1	10000	10000			70052	1	1	
31	3108	传送卷轴				5	3	1		1	500	500			77777	1	1	
31	3109	1朵玫瑰				5	1	1		1	500	500			71033	1	1	
32	3201	生命宝石											73912	20	10101	1	1	
32	3202	攻击宝石											73912	20	10102	1	1	
32	3203	防御宝石											73912	20	10103	1	1	
32	3204	暴击宝石											73912	20	10104	1	1	
32	3205	闪避宝石											73912	20	10105	1	1	
33	3301	1品攻击内丹							8				73913	20	30101	1	1	
33	3302	1品命中内丹							8				73913	20	30201	1	1	
33	3303	1品神圣内丹							8				73913	20	30301	1	1	
33	3304	1品暴击内丹							8				73913	20	30401	1	1	
33	3305	1品暴伤内丹							8				73913	20	30501	1	1	
34	3401	《九天圣书》重出于世											71045,71046,71047	1,1,1	71044	1	0	
34	3402	修复《九天圣书》上卷											71048,71049,71050,71051,71052	2,2,2,2,2	71045	1	0	
34	3403	修复《九天圣书》中卷											71053,71054,71055,71056,71057	2,2,2,2,2	71046	1	0	
34	3404	修复《九天圣书》下卷											71058,71059,71060,71061,71062	2,2,2,2,2	71047	1	0	
35	3501	不爱江山爱美人							9				71044	1	71063	1	1	
35	3502	《九天圣书》							9				71044	1	9216	1	1	
35	3503	用上卷换取奖励（集齐全书，奖励更丰厚）							9				71045	1	9215	1	0	
35	3504	用中卷换取奖励（集齐全书，奖励更丰厚）							9				71046	1	9214	1	0	
35	3505	用下卷换取奖励（集齐全书，奖励更丰厚）							9				71047	1	9214	1	0	
36	3601	金系宝图兑换				0							190203,71004	1,5	190201	1	1	
36	3602	木系宝图兑换				0							190201,71004	1,5	190202	1	1	
36	3603	水系宝图兑换				0							190202,71004	1,5	190203	1	1	
36	3604	火系宝图兑换				0							77782	5	190204	1	0	
37	3701	战士腰带				0			5				73959	100	6300504	1	1	
37	3702	战士帽子				0			5				73959	100	6300500	1	1	
37	3703	战士衣服				0			5				73959	150	6300502	1	1	
37	3704	战士戒指				0			5				73959	120	6300503	1	1	
37	3705	战士项链				0			5				73959	120	6300501	1	1	
37	3706	渡劫丹				0			5				73959	1	70022	1	1	
37	3707	飞升丹				0			5				73959	1	70021	1	1	
37	3708	普通幻兽丹				0			5				73959	1	70041	2	1	
37	3709	初级激活秘药				0			5,10				73959	1	70012	1	1	
38	3801	法师腰带				0			6				73959	100	6301504	1	1	
38	3802	法师帽子				0			6				73959	100	6301500	1	1	
38	3803	法师衣服				0			6				73959	150	6301502	1	1	
38	3804	法师戒指				0			6				73959	120	6301503	1	1	
38	3805	法师项链				0			6				73959	120	6301501	1	1	
38	3806	渡劫丹				0			6				73959	1	70022	1	1	
38	3807	飞升丹				0			6				73959	1	70021	1	1	
38	3808	普通幻兽丹				0			6				73959	1	70041	2	1	
38	3809	初级激活秘药				0			6,10				73959	1	70012	1	1	
39	3901	弓手腰带				0			7				73959	100	6302504	1	1	
39	3902	弓手帽子				0			7				73959	100	6302500	1	1	
39	3903	弓手衣服				0			7				73959	150	6302502	1	1	
39	3904	弓手戒指				0			7				73959	120	6302503	1	1	
39	3905	弓手项链				0			7				73959	120	6302501	1	1	
39	3906	渡劫丹				0			7				73959	1	70022	1	1	
39	3907	飞升丹				0			7				73959	1	70021	1	1	
39	3908	普通幻兽丹				0			7				73959	1	70041	2	1	
39	3909	初级激活秘药				0			7,10				73959	1	70012	1	1	
40	4001	战士腰带				0			5				73959	100	6300504	1	1	
40	4002	战士帽子				0			5				73959	100	6300500	1	1	
40	4003	战士衣服				0			5				73959	150	6300502	1	1	
40	4004	战士戒指				0			5				73959	120	6300503	1	1	
40	4005	战士项链				0			5				73959	120	6300501	1	1	
40	4006	渡劫丹				0			5				73959	1	70022	1	1	
40	4007	飞升丹				0			5				73959	1	70021	1	1	
40	4008	普通幻兽丹				0			5				73959	1	70041	2	1	
40	4009	初级激活秘药				0			5,10				73959	1	70012	1	1	
41	4101	法师腰带				0			6				73959	100	6301504	1	1	
41	4102	法师帽子				0			6				73959	100	6301500	1	1	
41	4103	法师衣服				0			6				73959	150	6301502	1	1	
41	4104	法师戒指				0			6				73959	120	6301503	1	1	
41	4105	法师项链				0			6				73959	120	6301501	1	1	
41	4106	渡劫丹				0			6				73959	1	70022	1	1	
41	4107	飞升丹				0			6				73959	1	70021	1	1	
41	4108	普通幻兽丹				0			6				73959	1	70041	2	1	
41	4109	初级激活秘药				0			6,10				73959	1	70012	1	1	
42	4201	弓手腰带				0			7				73959	100	6302504	1	1	
42	4202	弓手帽子				0			7				73959	100	6302500	1	1	
42	4203	弓手衣服				0			7				73959	150	6302502	1	1	
42	4204	弓手戒指				0			7				73959	120	6302503	1	1	
42	4205	弓手项链				0			7				73959	120	6302501	1	1	
42	4206	渡劫丹				0			7				73959	1	70022	1	1	
42	4207	飞升丹				0			7				73959	1	70021	1	1	
42	4208	普通幻兽丹				0			7				73959	1	70041	2	1	
42	4209	初级激活秘药				0			7,10				73959	1	70012	1	1	
43	4301	战士腰带				0			5				73959	100	6300504	1	1	
43	4302	战士帽子				0			5				73959	100	6300500	1	1	
43	4303	战士衣服				0			5				73959	150	6300502	1	1	
43	4304	战士戒指				0			5				73959	120	6300503	1	1	
43	4305	战士项链				0			5				73959	120	6300501	1	1	
43	4306	渡劫丹				0			5				73959	1	70022	1	1	
43	4307	飞升丹				0			5				73959	1	70021	1	1	
43	4308	普通幻兽丹				0			5				73959	1	70041	2	1	
43	4309	初级激活秘药				0			5,10				73959	1	70012	1	1	
44	4401	法师腰带				0			6				73959	100	6301504	1	1	
44	4402	法师帽子				0			6				73959	100	6301500	1	1	
44	4403	法师衣服				0			6				73959	150	6301502	1	1	
44	4404	法师戒指				0			6				73959	120	6301503	1	1	
44	4405	法师项链				0			6				73959	120	6301501	1	1	
44	4406	渡劫丹				0			6				73959	1	70022	1	1	
44	4407	飞升丹				0			6				73959	1	70021	1	1	
44	4408	普通幻兽丹				0			6				73959	1	70041	2	1	
44	4409	初级激活秘药				0			6,10				73959	1	70012	1	1	
45	4501	弓手腰带				0			7				73959	100	6302504	1	1	
45	4502	弓手帽子				0			7				73959	100	6302500	1	1	
45	4503	弓手衣服				0			7				73959	150	6302502	1	1	
45	4504	弓手戒指				0			7				73959	120	6302503	1	1	
45	4505	弓手项链				0			7				73959	120	6302501	1	1	
45	4506	渡劫丹				0			7				73959	1	70022	1	1	
45	4507	飞升丹				0			7				73959	1	70021	1	1	
45	4508	普通幻兽丹				0			7				73959	1	70041	2	1	
45	4509	初级激活秘药				0			7,10				73959	1	70012	1	1	
46	4510	黄·幽鬼帽子(永久)				0							6920408,73961	1,1	6920400	1	1	
46	4511	黄·幽鬼项链(永久)				0							6920409,73961	1,1	6920401	1	1	
46	4512	黄·幽鬼衣服(永久)				0							6920400,73961	1,1	6920402	1	1	
46	4513	黄·幽鬼戒指(永久)				0							6920401,73961	1,1	6920403	1	1	
46	4514	黄·幽鬼腰带(永久)				0							6920402,73961	1,1	6920404	1	1	
46	4515	黄·幽鬼护手(永久)				0							6920403,73961	1,1	6920405	1	1	
46	4516	黄·幽鬼裤子(永久)				0							6920404,73961	1,1	6920406	1	1	
46	4517	黄·幽鬼的幽冥剑(永久)				0			5				6920405,73961	1,1	6920407	1	1	
46	4518	黄·幽鬼鞋子(永久)				0							6920406,73961	1,1	6920408	1	1	
46	4519	黄·幽鬼手镯(永久)				0							6920407,73961	1,1	6920409	1	1	
46	4520	黄·幽鬼手镯(永久)				0							6920412,73961	1,1	6920409	1	1	
46	4521	黄·幽鬼手镯(永久)				0							6920413,73961	1,1	6920409	1	1	
46	4522	黄·幽鬼的魔扇(永久)				0			6				6920405,73961	1,1	6920412	1	1	
46	4523	黄·幽鬼的穿刺弓(永久)				0			7				6920405,73961	1,1	6920413	1	1	
47	4524	玄·幽鬼帽子(永久)				0							6920424,73961	1,2	6920416	1	1	
47	4525	玄·幽鬼项链(永久)				0							6920425,73961	1,2	6920417	1	1	
47	4526	玄·幽鬼衣服(永久)				0							6920416,73961	1,2	6920418	1	1	
47	4527	玄·幽鬼戒指(永久)				0							6920417,73961	1,2	6920419	1	1	
47	4528	玄·幽鬼腰带(永久)				0							6920418,73961	1,2	6920420	1	1	
47	4529	玄·幽鬼护手(永久)				0							6920419,73961	1,2	6920421	1	1	
47	4530	玄·幽鬼裤子(永久)				0							6920420,73961	1,2	6920422	1	1	
47	4531	玄·幽鬼幽冥剑(永久)				0			5				6920421,73961	1,2	6920423	1	1	
47	4532	玄·幽鬼鞋子(永久)				0							6920422,73961	1,2	6920424	1	1	
47	4533	玄·幽鬼手镯(永久)				0							6920423,73961	1,2	6920425	1	1	
47	4534	玄·幽鬼手镯(永久)				0							6920426,73961	1,2	6920425	1	1	
47	4535	玄·幽鬼手镯(永久)				0							6920427,73961	1,2	6920425	1	1	
47	4536	玄·幽鬼魔扇(永久)				0			6				6920421,73961	1,2	6920426	1	1	
47	4537	玄·幽鬼穿刺弓(永久)				0			7				6920421,73961	1,2	6920427	1	1	
48	4801	领取皇城工资				1	1								9414	1	1	
49	4901	1万游戏币				1	1			3	10	1			9016	1	1	
49	4902	中级强化石				1	1			3	40	15			72002	1	1	
49	4903	保底符				1	1			3	10	4			72004	1	1	
49	4904	3级生命宝石				1	1			3	160	96			10301	1	1	
49	4905	3级攻击宝石				1	1			3	160	96			10302	1	1	
49	4906	中级激活秘药				1	1			1	50000	50000			70013	1	1	
49	4907	顶级真气丹				1	1			1	50000	50000			20004	1	1	
49	4908	超级幻兽悟性丹				1	2			1	10000	10000			70042	1	1	
49	4909	超级坐骑悟性丹				1	2			1	10000	10000			70052	1	1	
51	4922	声动有我				0							73965	1	200069	1	1	
51	4923	百变随心				0							73965	1	200070	1	1	
51	4924	白富美				0							73965	1	200071	1	1	
51	4925	高富帅				0							73965	1	200072	1	1	
51	4926	吊炸天				0							73965	1	200073	1	1	
51	4927	女汉子				0							73965	1	200074	1	1	
51	4928	国际范				0							73965	1	200075	1	1	
51	4929	小清新				0							73965	1	200076	1	1	
																		
																		
																		
																		
																		
																		
																		
																		
																		
46	4538	黄·金鹰之冠(永久)											6920508,73961	1,3	6920500	1	1	
46	4539	黄·金鹰之链(永久)											6920509,73961	1,3	6920501	1	1	
46	4540	黄·金鹰之铠(永久)											6920500,73961	1,5	6920502	1	1	
46	4541	黄·金鹰之戒(永久)											6920501,73961	1,3	6920503	1	1	
46	4542	黄·金鹰之带(永久)											6920502,73961	1,3	6920504	1	1	
46	4543	黄·金鹰之手(永久)											6920503,73961	1,3	6920505	1	1	
46	4544	黄·金鹰之腿(永久)											6920504,73961	1,3	6920506	1	1	
46	4545	黄·金鹰之剑(永久)							5				6920505,73961	1,5	6920507	1	1	
46	4546	黄·金鹰之靴(永久)											6920506,73961	1,3	6920508	1	1	
46	4547	黄·金鹰之镯(永久)											6920507,73961	1,3	6920509	1	1	
46	4548	黄·金鹰之镯(永久)											6920512,73961	1,3	6920509	1	1	
46	4549	黄·金鹰之镯(永久)											6920513,73961	1,3	6920509	1	1	
46	4550	黄·金鹰之扇(永久)							6				6920505,73961	1,5	6920512	1	1	
46	4551	黄·金鹰之弓(永久)							7				6920505,73961	1,5	6920513	1	1	
47	4552	玄·金鹰之冠(永久)											6920524,73961	1,6	6920516	1	1	
47	4553	玄·金鹰之链(永久)											6920525,73961	1,6	6920517	1	1	
47	4554	玄·金鹰之铠(永久)											6920516,73961	1,10	6920518	1	1	
47	4555	玄·金鹰之戒(永久)											6920517,73961	1,6	6920519	1	1	
47	4556	玄·金鹰之带(永久)											6920518,73961	1,6	6920520	1	1	
47	4557	玄·金鹰之手(永久)											6920519,73961	1,6	6920521	1	1	
47	4558	玄·金鹰之腿(永久)											6920520,73961	1,6	6920522	1	1	
47	4559	玄·金鹰之剑(永久)							5				6920521,73961	1,10	6920523	1	1	
47	4560	玄·金鹰之靴(永久)											6920522,73961	1,6	6920524	1	1	
47	4561	玄·金鹰之镯(永久)											6920523,73961	1,6	6920525	1	1	
47	4562	玄·金鹰之镯(永久)											6920526,73961	1,6	6920525	1	1	
47	4563	玄·金鹰之镯(永久)											6920527,73961	1,6	6920525	1	1	
47	4564	玄·金鹰之扇(永久)							6				6920521,73961	1,10	6920526	1	1	
47	4565	玄·金鹰之弓(永久)							7				6920521,73961	1,10	6920527	1	1	
52	4566	黄·金鹰之冠(永久)											6920400,73978	1,5	6920500	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
52	4567	黄·金鹰之链(永久)											6920401,73978	1,5	6920501	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
52	4568	黄·金鹰之铠(永久)											6920402,73978	1,8	6920502	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
52	4569	黄·金鹰之戒(永久)											6920403,73978	1,5	6920503	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
52	4570	黄·金鹰之带(永久)											6920404,73978	1,5	6920504	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
52	4571	黄·金鹰之手(永久)											6920405,73978	1,5	6920505	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
52	4572	黄·金鹰之腿(永久)											6920406,73978	1,5	6920506	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
52	4573	黄·金鹰之剑(永久)											6920407,73978	1,8	6920507	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
52	4574	黄·金鹰之靴(永久)											6920408,73978	1,5	6920508	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
52	4575	黄·金鹰之镯(永久)											6920409,73978	1,5	6920509	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
52	4576	金鹰之翅(永久)											6920410,73978	1,10	6920510	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
52	4577	黄·金鹰之扇(永久)											6920412,73978	1,8	6920512	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
52	4578	黄·金鹰之弓(永久)											6920413,73978	1,8	6920513	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
53	4579	玄·金鹰之冠(永久)											6920416,73978	1,20	6920516	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
53	4580	玄·金鹰之链(永久)											6920417,73978	1,20	6920517	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
53	4581	玄·金鹰之铠(永久)											6920418,73978	1,30	6920518	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
53	4582	玄·金鹰之戒(永久)											6920419,73978	1,20	6920519	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
53	4583	玄·金鹰之带(永久)											6920420,73978	1,20	6920520	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
53	4584	玄·金鹰之手(永久)											6920421,73978	1,20	6920521	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
53	4585	玄·金鹰之腿(永久)											6920422,73978	1,20	6920522	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
53	4586	玄·金鹰之剑(永久)											6920423,73978	1,30	6920523	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
53	4587	玄·金鹰之靴(永久)											6920424,73978	1,20	6920524	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
53	4588	玄·金鹰之镯(永久)											6920425,73978	1,20	6920525	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
53	4589	玄·金鹰之扇(永久)											6920426,73978	1,30	6920526	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
53	4590	玄·金鹰之弓(永久)											6920427,73978	1,30	6920527	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
54	4591	地·金鹰之冠(永久)											6920429,73978	1,80	6920529	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
54	4592	地·金鹰之链(永久)											6920430,73978	1,80	6920530	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
54	4593	地·金鹰之铠(永久)											6920431,73978	1,100	6920531	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
54	4594	地·金鹰之戒(永久)											6920432,73978	1,80	6920532	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
54	4595	地·金鹰之带(永久)											6920433,73978	1,80	6920533	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
54	4596	地·金鹰之手(永久)											6920434,73978	1,80	6920534	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
54	4597	地·金鹰之腿(永久)											6920435,73978	1,80	6920535	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
54	4598	地·金鹰之剑(永久)											6920436,73978	1,100	6920536	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
54	4599	地·金鹰之靴(永久)											6920437,73978	1,80	6920537	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
54	4600	地·金鹰之镯(永久)											6920438,73978	1,80	6920538	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
54	4601	地·金鹰之扇(永久)											6920439,73978	1,100	6920539	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
54	4602	地·金鹰之弓(永久)											6920440,73978	1,100	6920540	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
55	4603	天·金鹰之冠(永久)											6920442,73978	1,320	6920542	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
55	4604	天·金鹰之链(永久)											6920443,73978	1,320	6920543	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
55	4605	天·金鹰之铠(永久)											6920444,73978	1,320	6920544	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
55	4606	天·金鹰之戒(永久)											6920445,73978	1,320	6920545	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
55	4607	天·金鹰之带(永久)											6920446,73978	1,320	6920546	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
55	4608	天·金鹰之手(永久)											6920447,73978	1,320	6920547	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
55	4609	天·金鹰之腿(永久)											6920448,73978	1,320	6920548	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
55	4610	天·金鹰之剑(永久)											6920449,73978	1,320	6920549	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
55	4611	天·金鹰之靴(永久)											6920450,73978	1,320	6920550	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
55	4612	天·金鹰之镯(永久)											6920451,73978	1,320	6920551	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
55	4613	天·金鹰之扇(永久)											6920452,73978	1,320	6920552	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
55	4614	天·金鹰之弓(永久)											6920453,73978	1,320	6920553	1	1	霸气无双!玩家{0}将{1}升级为{2}!速来膜拜！！！
50	4615	魅影											73984	10	30019	1	1	
50	4616	萝莉											73984	10	30022	1	1	
50	4617	炎魔											30019	10	30020	1	1	
50	4618	萌萌											30022	10	30023	1	1	
50	4619	冰女之魂											30020	10	30021	1	1	
50	4620	九尾仙子											30023	10	30024	1	1	
56	4621	三才·天神头盔				0			5,11				71073	40	6300400	1	1	
56	4622	三才·天神项链				0			5,11				71001	60	6300401	1	1	
56	4623	三才·天神重甲				0			5,11				71073	60	6300402	1	1	
56	4624	三才·天神戒指				0			5,11				71001	60	6300403	1	1	
